카테고리,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2020년02월_남_총인구수,"143,645","1,388","4,460",955,"10,639","3,298","3,381","1,489",641,429,"1,183","2,388","1,666","2,278","2,122","3,317","1,937","2,861","6,083","3,570","9,534","10,019","6,450","5,335","5,318","17,076","18,135","11,513","4,187","1,359",634
2020년02월_남_연령구간인구수,"143,645","1,388","4,460",955,"10,639","3,298","3,381","1,489",641,429,"1,183","2,388","1,666","2,278","2,122","3,317","1,937","2,861","6,083","3,570","9,534","10,019","6,450","5,335","5,318","17,076","18,135","11,513","4,187","1,359",634
2020년02월_남_0~9세,"11,132",24,340,20,"1,139",155,81,39,7,16,37,119,56,90,65,154,76,87,405,273,692,781,415,421,562,"1,483","2,316",680,548,39,12
2020년02월_남_10~19세,"14,378",55,332,41,"1,094",180,175,73,15,17,46,151,120,176,136,193,132,126,518,331,"1,031","1,201",639,678,500,"2,167","2,358","1,157",614,89,33
2020년02월_남_20~29세,"19,189",114,446,70,"1,292",297,319,104,30,32,108,259,199,230,194,401,234,290,758,417,"1,437","1,393","1,086",767,615,"2,986","2,405","2,041",436,165,64
2020년02월_남_30~39세,"17,257",91,446,55,"1,450",283,237,97,39,20,91,262,194,212,186,362,201,268,701,386,"1,114","1,151",780,698,755,"2,168","2,780","1,431",622,122,55
2020년02월_남_40~49세,"22,502",175,781,101,"1,711",494,423,177,63,55,167,340,223,341,320,468,265,414,908,496,"1,419","1,643",980,852,834,"2,812","3,096","1,775",861,206,102
2020년02월_남_50~59세,"25,394",271,745,176,"1,857",623,736,288,112,97,282,383,270,382,368,576,308,548,"1,027",582,"1,673","1,725","1,240",932,776,"3,068","2,964","2,401",555,283,146
2020년02월_남_60~69세,"19,417",306,763,236,"1,242",606,714,322,161,77,249,450,279,442,417,593,356,547,"1,007",636,"1,395","1,340",834,671,719,"1,576","1,496","1,320",312,235,116
2020년02월_남_70~79세,"10,742",231,438,174,612,447,493,263,149,77,145,345,238,306,337,457,272,438,608,355,562,601,369,253,433,652,545,529,190,155,68
2020년02월_남_80~89세,"3,347",108,156,77,222,198,180,114,56,33,54,65,80,90,90,104,89,133,148,86,201,173,102,59,116,151,163,163,45,56,35
2020년02월_남_90~99세,272,13,13,5,19,13,23,11,9,5,4,11,7,9,8,8,4,10,3,7,10,11,5,4,8,13,11,16,2,7,3
2020년02월_남_100세 이상,15,0,0,0,1,2,0,1,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0
2020년02월_여_총인구수,"138,417","1,395","4,169",989,"10,265","3,102","3,158","1,429",686,425,941,"2,327","1,599","2,278","2,002","3,082","1,955","2,726","5,927","3,624","9,799","9,927","5,683","5,266","5,308","16,177","17,947","10,439","4,048","1,154",590
2020년02월_여_연령구간인구수,"138,417","1,395","4,169",989,"10,265","3,102","3,158","1,429",686,425,941,"2,327","1,599","2,278","2,002","3,082","1,955","2,726","5,927","3,624","9,799","9,927","5,683","5,266","5,308","16,177","17,947","10,439","4,048","1,154",590
2020년02월_여_0~9세,"10,730",33,299,15,"1,040",155,63,34,8,13,30,116,53,86,54,113,92,90,389,260,696,721,364,428,554,"1,465","2,263",679,555,39,23
2020년02월_여_10~19세,"13,147",58,328,39,"1,053",144,143,62,24,18,41,142,100,161,112,152,131,152,471,342,964,"1,080",546,615,452,"1,968","2,089","1,118",532,69,41
2020년02월_여_20~29세,"14,958",85,324,56,"1,048",205,247,61,26,27,67,198,180,158,151,321,179,198,589,354,"1,130","1,176",749,706,506,"2,175","2,112","1,402",387,99,42
2020년02월_여_30~39세,"14,867",49,384,42,"1,356",207,143,47,21,19,65,201,119,161,114,240,141,218,569,367,"1,047","1,046",563,551,710,"1,977","2,806",992,631,63,18
2020년02월_여_40~49세,"20,273",88,516,52,"1,519",246,245,84,26,31,71,240,152,255,194,329,199,236,728,462,"1,451","1,680",859,940,744,"2,967","3,274","1,712",803,121,49
2020년02월_여_50~59세,"23,530",236,676,164,"1,725",462,515,193,86,54,204,359,238,374,324,524,328,426,"1,161",626,"1,878","1,689","1,047",938,805,"2,837","2,806","2,137",426,204,88
2020년02월_여_60~69세,"19,625",297,788,212,"1,165",607,617,322,127,82,193,510,316,522,455,692,424,678,"1,065",667,"1,446","1,284",738,650,764,"1,589","1,490","1,259",352,213,101
2020년02월_여_70~79세,"13,084",322,537,215,788,582,645,350,185,100,141,376,307,391,414,473,288,501,660,380,753,770,510,284,503,724,655,671,245,190,124
2020년02월_여_80~89세,"6,885",183,276,163,490,406,453,244,146,68,104,150,121,146,148,200,146,194,252,135,371,407,268,118,218,391,373,391,107,129,87
2020년02월_여_90~99세,"1,235",42,40,30,77,84,83,29,37,12,22,33,11,16,33,33,25,26,35,29,63,74,38,35,44,82,79,77,10,19,17
2020년02월_여_100세 이상,83,2,1,1,4,4,4,3,0,1,3,2,2,8,3,5,2,7,8,2,0,0,1,1,8,2,0,1,0,8,0
