카테고리,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2020년02월_계_총인구수,"282,062","2,783","8,629","1,944","20,904","6,400","6,539","2,918","1,327",854,"2,124","4,715","3,265","4,556","4,124","6,399","3,892","5,587","12,010","7,194","19,333","19,946","12,133","10,601","10,626","33,253","36,082","21,952","8,235","2,513","1,224"
2020년02월_계_연령구간인구수,"282,062","2,783","8,629","1,944","20,904","6,400","6,539","2,918","1,327",854,"2,124","4,715","3,265","4,556","4,124","6,399","3,892","5,587","12,010","7,194","19,333","19,946","12,133","10,601","10,626","33,253","36,082","21,952","8,235","2,513","1,224"
2020년02월_계_0~9세,"21,862",57,639,35,"2,179",310,144,73,15,29,67,235,109,176,119,267,168,177,794,533,"1,388","1,502",779,849,"1,116","2,948","4,579","1,359","1,103",78,35
2020년02월_계_10~19세,"27,525",113,660,80,"2,147",324,318,135,39,35,87,293,220,337,248,345,263,278,989,673,"1,995","2,281","1,185","1,293",952,"4,135","4,447","2,275","1,146",158,74
2020년02월_계_20~29세,"34,147",199,770,126,"2,340",502,566,165,56,59,175,457,379,388,345,722,413,488,"1,347",771,"2,567","2,569","1,835","1,473","1,121","5,161","4,517","3,443",823,264,106
2020년02월_계_30~39세,"32,124",140,830,97,"2,806",490,380,144,60,39,156,463,313,373,300,602,342,486,"1,270",753,"2,161","2,197","1,343","1,249","1,465","4,145","5,586","2,423","1,253",185,73
2020년02월_계_40~49세,"42,775",263,"1,297",153,"3,230",740,668,261,89,86,238,580,375,596,514,797,464,650,"1,636",958,"2,870","3,323","1,839","1,792","1,578","5,779","6,370","3,487","1,664",327,151
2020년02월_계_50~59세,"48,924",507,"1,421",340,"3,582","1,085","1,251",481,198,151,486,742,508,756,692,"1,100",636,974,"2,188","1,208","3,551","3,414","2,287","1,870","1,581","5,905","5,770","4,538",981,487,234
2020년02월_계_60~69세,"39,042",603,"1,551",448,"2,407","1,213","1,331",644,288,159,442,960,595,964,872,"1,285",780,"1,225","2,072","1,303","2,841","2,624","1,572","1,321","1,483","3,165","2,986","2,579",664,448,217
2020년02월_계_70~79세,"23,826",553,975,389,"1,400","1,029","1,138",613,334,177,286,721,545,697,751,930,560,939,"1,268",735,"1,315","1,371",879,537,936,"1,376","1,200","1,200",435,345,192
2020년02월_계_80~89세,"10,232",291,432,240,712,604,633,358,202,101,158,215,201,236,238,304,235,327,400,221,572,580,370,177,334,542,536,554,152,185,122
2020년02월_계_90~99세,"1,507",55,53,35,96,97,106,40,46,17,26,44,18,25,41,41,29,36,38,36,73,85,43,39,52,95,90,93,12,26,20
2020년02월_계_100세 이상,98,2,1,1,5,6,4,4,0,1,3,5,2,8,4,6,2,7,8,3,0,0,1,1,8,2,1,1,2,10,0
