카테고리,경상남도 거제시,경상남도 거제시 일운면,경상남도 거제시 동부면,경상남도 거제시 남부면,경상남도 거제시 거제면,경상남도 거제시 둔덕면,경상남도 거제시 사등면,경상남도 거제시 사등면가조출장소,경상남도 거제시 연초면,경상남도 거제시 하청면,경상남도 거제시 하청면칠천출장소,경상남도 거제시 장목면,경상남도 거제시 장목면외포출장소,경상남도 거제시 장승포동,경상남도 거제시 능포동,경상남도 거제시 아주동,경상남도 거제시 옥포1동,경상남도 거제시 옥포2동,경상남도 거제시 장평동,경상남도 거제시 고현동,경상남도 거제시 상문동,경상남도 거제시 수양동
2020년03월_계_총인구수,"247,487","7,644","3,187","1,575","7,350","3,016","12,304","1,119","8,447","3,712","1,111","3,267","1,402","6,563","9,752","27,640","7,233","26,712","20,797","36,366","34,638","23,652"
2020년03월_계_연령구간인구수,"247,487","7,644","3,187","1,575","7,350","3,016","12,304","1,119","8,447","3,712","1,111","3,267","1,402","6,563","9,752","27,640","7,233","26,712","20,797","36,366","34,638","23,652"
2020년03월_계_0~9세,"28,259",530,86,31,424,67,"1,573",33,555,222,30,85,59,475,605,"4,789",615,"2,763","1,671","3,843","6,122","3,681"
2020년03월_계_10~19세,"28,062",621,141,62,612,159,"1,093",57,690,272,31,133,76,697,"1,034","3,318",639,"3,116","2,330","4,423","4,854","3,704"
2020년03월_계_20~29세,"24,912",691,262,85,600,239,975,81,837,323,64,248,77,703,"1,057","2,499",842,"2,995","2,862","4,181","3,088","2,203"
2020년03월_계_30~39세,"39,186",804,222,84,661,168,"1,994",77,987,349,69,198,104,773,"1,012","6,422","1,126","3,940","3,561","5,542","7,186","3,907"
2020년03월_계_40~49세,"47,461","1,218",381,160,"1,009",327,"2,166",113,"1,441",494,112,414,179,"1,268","1,734","5,782","1,316","4,964","4,497","7,169","7,337","5,380"
2020년03월_계_50~59세,"38,674","1,575",664,336,"1,322",622,"1,908",242,"1,717",686,213,637,256,"1,273","2,015","2,898","1,342","4,763","3,691","5,982","3,698","2,834"
2020년03월_계_60~69세,"24,767","1,222",687,377,"1,313",688,"1,402",280,"1,225",682,261,657,304,830,"1,483","1,332",953,"3,017","1,583","3,626","1,568","1,277"
2020년03월_계_70~79세,"10,481",605,470,273,811,454,800,160,605,403,199,521,214,351,573,390,286,811,427,"1,143",549,436
2020년03월_계_80~89세,"4,876",332,247,148,495,249,336,63,334,240,109,328,114,165,207,183,98,295,145,393,201,194
2020년03월_계_90~99세,771,43,26,19,95,41,54,13,54,40,23,45,18,22,29,27,16,46,30,62,34,34
2020년03월_계_100세 이상,38,3,1,0,8,2,3,0,2,1,0,1,1,6,3,0,0,2,0,2,1,2
2020년03월_남_총인구수,"129,979","3,893","1,645",794,"3,618","1,559","6,400",580,"4,641","1,928",562,"1,643",704,"3,644","5,284","14,874","3,930","13,911","11,882","18,765","17,612","12,110"
2020년03월_남_연령구간인구수,"129,979","3,893","1,645",794,"3,618","1,559","6,400",580,"4,641","1,928",562,"1,643",704,"3,644","5,284","14,874","3,930","13,911","11,882","18,765","17,612","12,110"
2020년03월_남_0~9세,"14,594",263,49,15,229,35,791,22,292,116,17,46,30,249,323,"2,489",328,"1,414",856,"2,003","3,097","1,930"
2020년03월_남_10~19세,"14,795",328,76,34,307,93,556,31,374,153,17,80,40,372,569,"1,702",357,"1,674","1,233","2,315","2,510","1,974"
2020년03월_남_20~29세,"13,895",397,152,51,320,154,544,46,487,167,34,133,44,415,591,"1,410",512,"1,629","1,717","2,280","1,594","1,218"
2020년03월_남_30~39세,"20,883",411,133,49,358,103,"1,023",49,580,196,42,109,58,481,577,"3,442",637,"2,102","2,279","2,923","3,522","1,809"
2020년03월_남_40~49세,"25,939",654,229,97,541,188,"1,243",66,852,307,71,267,112,767,991,"3,294",744,"2,611","2,677","3,713","3,824","2,691"
2020년03월_남_50~59세,"20,459",826,355,193,670,323,"1,032",129,985,367,120,348,133,720,"1,075","1,596",677,"2,365","2,041","3,023","1,948","1,533"
2020년03월_남_60~69세,"12,941",629,336,202,671,367,722,156,661,340,139,324,156,442,808,721,506,"1,628",820,"1,833",802,678
2020년03월_남_70~79세,"4,896",279,233,104,373,211,383,62,297,197,88,230,95,150,276,173,141,395,219,547,239,204
2020년03월_남_80~89세,"1,449",97,78,45,135,79,95,16,102,79,30,100,33,44,67,44,27,89,35,114,71,69
2020년03월_남_90~99세,123,8,3,4,12,6,11,3,11,6,4,6,3,4,6,3,1,4,5,14,5,4
2020년03월_남_100세 이상,5,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020년03월_여_총인구수,"117,508","3,751","1,542",781,"3,732","1,457","5,904",539,"3,806","1,784",549,"1,624",698,"2,919","4,468","12,766","3,303","12,801","8,915","17,601","17,026","11,542"
2020년03월_여_연령구간인구수,"117,508","3,751","1,542",781,"3,732","1,457","5,904",539,"3,806","1,784",549,"1,624",698,"2,919","4,468","12,766","3,303","12,801","8,915","17,601","17,026","11,542"
2020년03월_여_0~9세,"13,665",267,37,16,195,32,782,11,263,106,13,39,29,226,282,"2,300",287,"1,349",815,"1,840","3,025","1,751"
2020년03월_여_10~19세,"13,267",293,65,28,305,66,537,26,316,119,14,53,36,325,465,"1,616",282,"1,442","1,097","2,108","2,344","1,730"
2020년03월_여_20~29세,"11,017",294,110,34,280,85,431,35,350,156,30,115,33,288,466,"1,089",330,"1,366","1,145","1,901","1,494",985
2020년03월_여_30~39세,"18,303",393,89,35,303,65,971,28,407,153,27,89,46,292,435,"2,980",489,"1,838","1,282","2,619","3,664","2,098"
2020년03월_여_40~49세,"21,522",564,152,63,468,139,923,47,589,187,41,147,67,501,743,"2,488",572,"2,353","1,820","3,456","3,513","2,689"
2020년03월_여_50~59세,"18,215",749,309,143,652,299,876,113,732,319,93,289,123,553,940,"1,302",665,"2,398","1,650","2,959","1,750","1,301"
2020년03월_여_60~69세,"11,826",593,351,175,642,321,680,124,564,342,122,333,148,388,675,611,447,"1,389",763,"1,793",766,599
2020년03월_여_70~79세,"5,585",326,237,169,438,243,417,98,308,206,111,291,119,201,297,217,145,416,208,596,310,232
2020년03월_여_80~89세,"3,427",235,169,103,360,170,241,47,232,161,79,228,81,121,140,139,71,206,110,279,130,125
2020년03월_여_90~99세,648,35,23,15,83,35,43,10,43,34,19,39,15,18,23,24,15,42,25,48,29,30
2020년03월_여_100세 이상,33,2,0,0,6,2,3,0,2,1,0,1,1,6,2,0,0,2,0,2,1,2
