카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2021년01월_계_총인구수,"549,730","239,070","12,681","21,841","16,775","7,281","10,663","21,077","15,847","11,023","17,640","19,885","32,519","13,700","15,334","22,804","310,660","21,649","11,080","18,376","17,568","11,136","36,958","19,348","27,568","15,017","24,089","16,807","8,691","20,347","22,046","15,426","13,312","11,242"
2021년01월_계_연령구간인구수,"549,730","239,070","12,681","21,841","16,775","7,281","10,663","21,077","15,847","11,023","17,640","19,885","32,519","13,700","15,334","22,804","310,660","21,649","11,080","18,376","17,568","11,136","36,958","19,348","27,568","15,017","24,089","16,807","8,691","20,347","22,046","15,426","13,312","11,242"
2021년01월_계_0~9세,"38,980","15,408",920,"1,178",834,271,487,"1,147","1,757",473,998,"1,449","2,220",929,686,"2,059","23,572","1,797",800,942,"1,424",727,"2,091","1,237","2,352","1,353","2,452","1,381","1,045","1,461","1,646","1,157",959,748
2021년01월_계_10~19세,"52,278","18,775","1,091","1,529","1,323",492,735,"1,313","1,298",721,"1,266","1,527","2,636","1,353","1,162","2,329","33,503","2,213","1,072","1,378","2,257",730,"2,980","1,445","2,434","1,683","3,785","3,461",797,"1,696","2,082","2,319","1,633","1,538"
2021년01월_계_20~29세,"77,416","34,358","1,957","3,464","2,476","1,079","1,425","3,229","2,014","1,598","2,504","2,593","4,658","1,976","2,147","3,238","43,058","2,947","1,609","2,809","2,124","1,490","5,897","2,995","3,644","2,166","2,605","1,878","1,002","3,227","3,249","1,987","1,897","1,532"
2021년01월_계_30~39세,"76,355","32,846","1,865","2,978","2,183",941,"1,364","3,542","2,746","1,538","2,141","2,713","4,192","1,537","1,681","3,425","43,509","2,810","1,389","2,381","2,212","2,315","4,856","3,002","5,888","1,876","3,243","1,222","1,710","3,043","2,993","1,863","1,614","1,092"
2021년01월_계_40~49세,"87,497","35,032","2,002","3,045","2,352",994,"1,479","3,141","2,610","1,466","2,307","2,988","4,814","2,117","2,227","3,490","52,465","3,496","1,679","2,348","3,300","1,855","5,065","2,991","5,115","2,527","5,318","4,007","1,546","2,839","3,248","2,999","2,177","1,955"
2021년01월_계_50~59세,"97,454","43,314","2,209","4,009","3,065","1,352","1,942","3,561","2,620","2,044","3,335","3,502","6,153","2,555","3,099","3,868","54,140","3,894","2,134","3,707","2,775","1,697","7,103","3,547","4,030","2,948","3,482","2,655","1,255","3,738","4,219","2,514","2,473","1,969"
2021년01월_계_60~69세,"71,437","34,752","1,562","3,283","2,725","1,082","1,799","3,018","1,740","1,914","2,937","2,988","4,528","1,942","2,416","2,818","36,685","2,850","1,477","2,917","2,036","1,305","5,288","2,390","2,472","1,505","1,908","1,275",856,"2,848","3,078","1,445","1,636","1,399"
2021년01월_계_70~79세,"31,772","16,510",741,"1,615","1,271",671,918,"1,406",737,876,"1,448","1,395","2,222",845,"1,314","1,051","15,262","1,083",636,"1,194",921,608,"2,452","1,147","1,036",570,784,578,311,"1,005","1,013",673,616,635
2021년01월_계_80~89세,"14,164","6,995",283,639,480,349,456,634,262,339,616,608,958,395,525,451,"7,169",453,227,584,455,349,"1,047",510,531,347,428,305,132,417,434,383,259,308
2021년01월_계_90~99세,"2,193",991,50,90,59,50,53,71,54,48,77,115,131,50,70,73,"1,202",87,47,108,62,58,167,77,64,36,80,44,33,67,76,85,48,63
2021년01월_계_100세 이상,184,89,1,11,7,0,5,15,9,6,11,7,7,1,7,2,95,19,10,8,2,2,12,7,2,6,4,1,4,6,8,1,0,3
2021년01월_남_총인구수,"271,760","119,689","6,308","10,944","8,378","3,631","5,324","10,872","7,780","5,704","8,722","9,768","16,264","6,873","7,718","11,403","152,071","10,546","5,376","9,070","8,451","5,048","18,095","9,804","13,359","7,386","11,738","8,278","4,401","9,999","11,073","7,392","6,560","5,495"
2021년01월_남_연령구간인구수,"271,760","119,689","6,308","10,944","8,378","3,631","5,324","10,872","7,780","5,704","8,722","9,768","16,264","6,873","7,718","11,403","152,071","10,546","5,376","9,070","8,451","5,048","18,095","9,804","13,359","7,386","11,738","8,278","4,401","9,999","11,073","7,392","6,560","5,495"
