카테고리,전라북도 정읍시,전라북도 정읍시 신태인읍,전라북도 정읍시 북면,전라북도 정읍시 입암면,전라북도 정읍시 소성면,전라북도 정읍시 고부면,전라북도 정읍시 영원면,전라북도 정읍시 덕천면,전라북도 정읍시 이평면,전라북도 정읍시 정우면,전라북도 정읍시 태인면,전라북도 정읍시 감곡면,전라북도 정읍시 옹동면,전라북도 정읍시 칠보면,전라북도 정읍시 산내면,전라북도 정읍시 산외면,전라북도 정읍시 수성동,전라북도 정읍시 장명동,전라북도 정읍시 내장상동,전라북도 정읍시 시기동,전라북도 정읍시 초산동,전라북도 정읍시 연지동,전라북도 정읍시 농소동,전라북도 정읍시 상교동
2020년02월_남_30~39세,"4,964",246,166,86,70,134,60,64,68,90,106,106,69,77,38,66,"1,094",122,978,151,527,326,168,152
2020년02월_남_40~49세,"8,134",389,269,161,123,183,103,110,136,145,237,161,96,156,70,139,"1,694",261,"1,620",226,834,479,276,266
2020년02월_남_50~59세,"10,063",523,484,335,226,267,169,212,212,275,354,270,171,245,134,225,"1,516",293,"1,688",286,849,499,452,378
2020년02월_남_60~69세,"8,069",470,383,294,190,308,184,180,210,268,333,301,168,215,162,231,903,214,"1,157",272,539,407,342,338
2020년02월_남_70~79세,"5,702",381,266,204,191,224,170,135,170,202,253,269,140,176,98,178,503,143,702,211,326,303,203,254
2020년02월_남_80~89세,"2,591",170,133,110,93,100,70,57,105,107,161,127,82,99,45,93,163,64,253,99,119,101,97,143
2020년02월_남_90~99세,248,22,10,10,8,8,6,6,9,12,28,9,11,6,4,9,16,4,20,13,8,8,10,11
2020년02월_남_100세 이상,20,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,1,5,2,1,2,0,0
2020년02월_여_총인구수,"55,579","2,950","2,159","1,501","1,043","1,432",938,933,"1,071","1,344","1,803","1,426",870,"1,175",633,"1,090","8,890","1,560","10,674","1,863","5,259","2,892","2,217","1,856"
2020년02월_여_연령구간인구수,"55,579","2,950","2,159","1,501","1,043","1,432",938,933,"1,071","1,344","1,803","1,426",870,"1,175",633,"1,090","8,890","1,560","10,674","1,863","5,259","2,892","2,217","1,856"
2020년02월_여_0~9세,"3,292",139,93,34,25,33,24,30,16,36,44,32,25,53,17,34,766,92,854,99,466,211,98,71
2020년02월_여_10~19세,"4,757",166,135,79,32,61,40,50,39,66,84,36,29,64,22,57,"1,036",149,"1,367",139,572,249,176,109
2020년02월_여_20~29세,"4,919",193,188,92,49,61,48,64,48,73,117,62,50,59,40,55,"1,010",171,"1,192",162,559,273,198,155
2020년02월_여_30~39세,"4,394",192,158,69,46,78,37,37,45,69,61,61,42,46,18,39,993,129,"1,014",139,571,285,150,115
2020년02월_여_40~49세,"7,263",290,223,107,66,87,58,78,63,101,149,88,58,104,35,84,"1,603",231,"1,849",190,923,407,276,193
2020년02월_여_50~59세,"8,784",449,389,247,158,211,124,168,150,187,275,205,133,160,114,159,"1,412",250,"1,661",313,877,461,379,302
2020년02월_여_60~69세,"8,204",518,348,257,201,283,182,157,190,244,350,324,158,210,116,201,933,187,"1,272",321,605,460,384,303
2020년02월_여_70~79세,"7,590",535,318,308,227,318,207,173,248,294,360,308,188,258,156,244,683,197,870,303,427,350,302,316
2020년02월_여_80~89세,"5,428",411,260,262,205,260,180,150,238,240,326,263,158,194,95,192,378,137,495,141,222,157,222,242
2020년02월_여_90~99세,863,49,42,46,34,37,36,25,33,31,36,43,28,24,20,24,65,15,89,43,32,37,29,45
2020년02월_여_100세 이상,85,8,5,0,0,3,2,1,1,3,1,4,1,3,0,1,11,2,11,13,5,2,3,5
