카테고리,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2020년01월_계_총인구수,"213,328","16,379","3,423","1,618","4,074","4,436","3,669","4,530","6,617","15,519","5,136","3,411","26,146","7,973","10,657","13,499","4,897","8,453","17,004","18,502","28,944","8,441"
2020년01월_계_연령구간인구수,"213,328","16,379","3,423","1,618","4,074","4,436","3,669","4,530","6,617","15,519","5,136","3,411","26,146","7,973","10,657","13,499","4,897","8,453","17,004","18,502","28,944","8,441"
2020년01월_계_0~9세,"14,023",640,132,34,200,113,137,203,400,"1,410",196,108,"1,895",414,474,676,293,720,"1,561","1,039","2,654",724
2020년01월_계_10~19세,"20,044","1,041",204,44,267,228,177,222,501,"1,591",324,184,"3,285",678,812,"1,348",447,901,"1,699","1,706","3,649",736
2020년01월_계_20~29세,"25,337","1,482",308,105,346,453,285,455,495,"1,850",613,306,"3,489",927,"1,314","1,732",609,946,"2,764","2,053","3,405","1,400"
2020년01월_계_30~39세,"22,197","1,183",207,82,332,302,253,388,613,"2,190",478,296,"2,649",776,987,"1,321",545,"1,046","2,315","1,757","3,465","1,012"
2020년01월_계_40~49세,"32,879","2,066",402,128,472,474,350,592,993,"2,660",639,435,"4,700","1,100","1,467","2,053",773,"1,418","2,637","2,723","5,442","1,355"
2020년01월_계_50~59세,"36,820","3,113",705,342,759,820,729,852,"1,166","2,395",830,621,"4,440","1,469","2,048","2,559",975,"1,402","2,539","3,213","4,552","1,291"
2020년01월_계_60~69세,"31,635","3,291",666,442,817,910,811,918,"1,260","1,802",977,693,"2,954","1,391","1,883","2,171",654,"1,150","1,950","2,804","3,097",994
2020년01월_계_70~79세,"19,433","2,259",436,281,517,671,573,538,756,"1,067",670,529,"1,793",798,"1,138","1,089",358,554,999,"2,096","1,697",614
2020년01월_계_80~89세,"9,343","1,086",306,138,299,390,311,303,370,472,324,214,817,362,463,474,211,267,466,959,855,256
2020년01월_계_90~99세,"1,519",197,53,22,61,68,40,54,59,78,79,25,117,51,68,76,31,48,71,140,122,59
2020년01월_계_100세 이상,98,21,4,0,4,7,3,5,4,4,6,0,7,7,3,0,1,1,3,12,6,0
2020년01월_남_총인구수,"105,775","8,019","1,738",864,"2,087","2,337","1,871","2,342","3,306","7,592","2,447","1,753","12,771","3,975","5,258","6,647","2,405","4,109","8,414","9,278","14,297","4,265"
2020년01월_남_연령구간인구수,"105,775","8,019","1,738",864,"2,087","2,337","1,871","2,342","3,306","7,592","2,447","1,753","12,771","3,975","5,258","6,647","2,405","4,109","8,414","9,278","14,297","4,265"
2020년01월_남_0~9세,"7,257",345,71,23,113,65,69,113,202,739,99,61,977,210,246,341,125,359,798,505,"1,416",380
2020년01월_남_10~19세,"10,494",546,108,20,143,122,100,122,263,802,154,102,"1,698",352,433,735,242,476,859,935,"1,921",361
2020년01월_남_20~29세,"13,847",851,195,60,218,286,166,263,267,968,314,172,"1,886",501,692,935,352,510,"1,471","1,163","1,833",744
2020년01월_남_30~39세,"11,538",644,120,57,172,199,157,204,323,"1,088",264,176,"1,322",429,558,716,285,516,"1,132",958,"1,701",517
2020년01월_남_40~49세,"16,806","1,129",235,79,263,310,205,343,547,"1,301",328,254,"2,178",547,771,"1,024",372,690,"1,358","1,449","2,705",718
2020년01월_남_50~59세,"18,395","1,580",349,185,402,461,406,444,570,"1,181",432,337,"2,213",755,982,"1,210",471,638,"1,211","1,649","2,258",661
2020년01월_남_60~69세,"15,120","1,546",352,237,425,451,410,473,609,855,434,312,"1,375",661,854,"1,016",323,572,961,"1,316","1,467",471
2020년01월_남_70~79세,"8,690",956,214,142,244,291,253,256,376,474,291,244,771,374,511,499,153,244,450,921,711,315
