카테고리,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2020년01월_남_80~89세,"3,295",376,87,57,93,129,97,113,131,165,109,92,326,134,196,161,75,91,161,352,261,89
2020년01월_남_90~99세,305,42,6,4,12,20,8,9,15,18,21,3,24,10,15,10,7,13,13,26,20,9
2020년01월_남_100세 이상,28,4,1,0,2,3,0,2,3,1,1,0,1,2,0,0,0,0,0,4,4,0
2020년01월_여_총인구수,"107,553","8,360","1,685",754,"1,987","2,099","1,798","2,188","3,311","7,927","2,689","1,658","13,375","3,998","5,399","6,852","2,492","4,344","8,590","9,224","14,647","4,176"
2020년01월_여_연령구간인구수,"107,553","8,360","1,685",754,"1,987","2,099","1,798","2,188","3,311","7,927","2,689","1,658","13,375","3,998","5,399","6,852","2,492","4,344","8,590","9,224","14,647","4,176"
2020년01월_여_0~9세,"6,766",295,61,11,87,48,68,90,198,671,97,47,918,204,228,335,168,361,763,534,"1,238",344
2020년01월_여_10~19세,"9,550",495,96,24,124,106,77,100,238,789,170,82,"1,587",326,379,613,205,425,840,771,"1,728",375
2020년01월_여_20~29세,"11,490",631,113,45,128,167,119,192,228,882,299,134,"1,603",426,622,797,257,436,"1,293",890,"1,572",656
2020년01월_여_30~39세,"10,659",539,87,25,160,103,96,184,290,"1,102",214,120,"1,327",347,429,605,260,530,"1,183",799,"1,764",495
2020년01월_여_40~49세,"16,073",937,167,49,209,164,145,249,446,"1,359",311,181,"2,522",553,696,"1,029",401,728,"1,279","1,274","2,737",637
2020년01월_여_50~59세,"18,425","1,533",356,157,357,359,323,408,596,"1,214",398,284,"2,227",714,"1,066","1,349",504,764,"1,328","1,564","2,294",630
2020년01월_여_60~69세,"16,515","1,745",314,205,392,459,401,445,651,947,543,381,"1,579",730,"1,029","1,155",331,578,989,"1,488","1,630",523
2020년01월_여_70~79세,"10,743","1,303",222,139,273,380,320,282,380,593,379,285,"1,022",424,627,590,205,310,549,"1,175",986,299
2020년01월_여_80~89세,"6,048",710,219,81,206,261,214,190,239,307,215,122,491,228,267,313,136,176,305,607,594,167
2020년01월_여_90~99세,"1,214",155,47,18,49,48,32,45,44,60,58,22,93,41,53,66,24,35,58,114,102,50
2020년01월_여_100세 이상,70,17,3,0,2,4,3,3,1,3,5,0,6,5,3,0,1,1,3,8,2,0
