카테고리,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2020년06월_계_총인구수,"939,748","234,729","13,516","9,794","11,239","15,686","15,929","13,771","13,785","12,707","16,396","16,104","12,976","10,109","11,432","45,754","4,814","7,491","3,226","218,485","33,769","14,319","7,136","25,043","10,838","24,951","26,192","14,177","12,778","21,279","28,003","486,534","26,852","18,226","10,768","14,221","19,971","31,139","16,195","15,742","32,524","18,874","26,207","13,987","17,880","17,028","29,596","23,967","24,870","28,055","29,145","17,931","31,792","21,564"
2020년06월_계_연령구간인구수,"939,748","234,729","13,516","9,794","11,239","15,686","15,929","13,771","13,785","12,707","16,396","16,104","12,976","10,109","11,432","45,754","4,814","7,491","3,226","218,485","33,769","14,319","7,136","25,043","10,838","24,951","26,192","14,177","12,778","21,279","28,003","486,534","26,852","18,226","10,768","14,221","19,971","31,139","16,195","15,742","32,524","18,874","26,207","13,987","17,880","17,028","29,596","23,967","24,870","28,055","29,145","17,931","31,792","21,564"
2020년06월_계_0~9세,"70,354","15,472",545,721,429,557,793,697,750,414,849,"1,147",634,652,783,"5,151",557,602,191,"13,843","1,618",926,445,"1,335",693,"1,415","1,745",580,615,"1,488","2,983","41,039","2,105","1,302","1,197","1,094","1,528","2,126",944,"1,382","2,502","1,453","2,357","1,061","1,378","1,312","2,361","3,118","2,869","3,078","1,968","1,383","2,300","2,221"
2020년06월_계_10~19세,"89,109","17,552",738,907,673,840,"1,202",961,"1,275",730,"1,116","1,352","1,094",951,500,"4,098",436,499,180,"17,145","2,040",923,482,"2,026","1,083","2,096","1,887","1,010",952,"1,834","2,812","54,412","3,066","2,280","1,997","2,489","1,962","3,321","1,460","1,791","4,405","2,308","3,197","1,881","1,325","1,804","2,149","3,383","3,028","3,187","2,426","1,765","2,822","2,366"
2020년06월_계_20~29세,"132,270","34,125","2,012","1,263","1,739","2,770","2,487","1,971","2,032","1,787","2,396","2,185","1,708","1,433","2,293","5,668",741,"1,229",411,"31,428","5,778","1,593",955,"3,877","1,784","3,577","3,577","1,837","1,843","3,162","3,445","66,717","3,838","2,479",978,"1,879","3,178","4,719","2,093","2,090","4,657","2,860","3,456","1,864","2,847","2,183","4,245","2,351","3,023","3,881","4,204","2,731","4,644","2,517"
2020년06월_계_30~39세,"137,890","34,767","1,815","1,279","1,547","2,246","2,207","1,835","1,683","1,509","2,197","2,291","1,650","1,183","2,758","7,658",926,"1,489",494,"31,501","5,704","1,955","1,133","3,460","1,384","3,086","4,067","1,703","1,613","2,912","4,484","71,622","3,704","2,554",929,"1,606","3,641","5,163","3,058","2,389","4,257","2,421","3,667","1,399","2,943","2,198","5,523","3,226","3,560","4,028","4,774","2,843","4,588","3,151"
2020년06월_계_40~49세,"158,577","36,819","2,036","1,547","1,739","2,163","2,345","2,042","2,245","1,814","2,371","2,527","2,248","1,692","2,033","7,851",753,968,445,"33,844","4,817","2,280","1,079","3,893","1,715","3,910","4,092","2,100","1,870","3,098","4,990","87,914","4,784","3,742","2,679","3,269","3,264","6,021","2,717","2,868","6,501","3,334","4,753","2,476","2,772","2,820","4,439","5,245","4,684","4,759","4,544","3,034","5,171","4,038"
2020년06월_계_50~59세,"155,758","40,426","2,611","1,744","2,162","2,748","2,866","2,626","2,425","2,535","2,978","2,759","2,238","1,762","1,356","7,304",592,"1,190",530,"39,125","5,719","2,692","1,277","4,396","1,846","4,547","4,705","3,022","2,636","4,052","4,233","76,207","4,274","2,789","1,452","2,095","2,907","4,707","2,407","2,431","4,919","3,316","4,139","2,369","2,764","2,627","4,690","3,363","3,940","4,758","4,611","2,914","5,237","3,498"
2020년06월_계_60~69세,"109,763","31,733","2,135","1,407","1,662","2,379","2,252","2,055","1,794","2,164","2,538","2,111","1,814","1,325","1,062","5,096",506,890,543,"29,939","4,566","2,286","1,025","3,514","1,274","3,416","3,663","2,283","1,920","2,973","3,019","48,091","2,813","1,379",751,"1,050","2,032","2,480","1,717","1,366","2,674","1,852","2,540","1,603","2,182","2,206","3,613","1,962","2,264","2,658","3,399","1,757","3,392","2,401"
2020년06월_계_70~79세,"57,222","16,650","1,133",647,935,"1,410","1,217","1,085","1,068","1,216","1,414","1,186","1,150",783,470,"1,967",212,439,318,"15,079","2,441","1,158",484,"1,768",743,"2,058","1,743","1,166",919,"1,209","1,390","25,493","1,441",954,490,473,"1,014","1,649","1,024",822,"1,568",829,"1,350",831,"1,116","1,203","1,684",877,"1,021","1,151","1,987",944,"2,155",910
2020년06월_계_80~89세,"24,264","6,071",414,229,302,497,469,420,440,447,459,451,367,283,139,830,76,154,94,"5,527",922,393,193,656,276,732,615,397,338,464,541,"12,666",699,648,247,225,374,840,650,505,887,428,626,419,446,567,749,374,402,477,"1,028",479,"1,212",384
2020년06월_계_90~99세,"4,069",913,55,33,42,63,74,63,55,72,64,81,48,41,33,126,15,30,18,876,133,74,33,104,35,94,87,68,62,83,103,"2,280",122,96,46,40,68,107,122,96,149,68,118,79,102,102,136,65,76,76,198,78,259,77
2020년06월_계_100세 이상,472,201,22,17,9,13,17,16,18,19,14,14,25,4,5,5,0,1,2,178,31,39,30,14,5,20,11,11,10,4,3,93,6,3,2,1,3,6,3,2,5,5,4,5,5,6,7,3,3,2,6,3,12,1
2020년06월_남_총인구수,"465,307","118,800","7,065","4,825","5,847","7,971","8,002","7,018","6,955","6,577","8,251","7,938","6,658","4,994","6,242","22,456","2,559","3,731","1,711","110,657","17,502","7,597","3,664","12,225","5,293","12,422","13,548","7,357","6,656","10,739","13,654","235,850","13,241","8,679","5,264","7,050","9,936","14,658","7,672","7,654","15,711","9,294","12,818","6,863","8,811","8,081","14,588","11,735","12,109","13,509","13,685","8,679","15,280","10,533"
