카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2020년01월_계_총인구수,"565,352","243,176","14,025","21,669","16,791","7,274","13,213","19,644","16,113","11,159","17,660","20,146","32,448","14,055","15,678","23,301","322,176","22,184","11,262","23,310","17,950","11,319","37,542","19,371","27,502","15,629","24,369","17,014","8,188","23,733","22,276","15,778","13,388","11,361"
2020년01월_계_연령구간인구수,"565,352","243,176","14,025","21,669","16,791","7,274","13,213","19,644","16,113","11,159","17,660","20,146","32,448","14,055","15,678","23,301","322,176","22,184","11,262","23,310","17,950","11,319","37,542","19,371","27,502","15,629","24,369","17,014","8,188","23,733","22,276","15,778","13,388","11,361"
2020년01월_계_0~9세,"42,436","16,629","1,065","1,256",965,314,605,"1,100","1,822",542,"1,071","1,536","2,307","1,022",808,"2,216","25,807","1,963",854,"1,337","1,585",857,"2,453","1,330","2,553","1,491","2,592","1,473",982,"1,641","1,683","1,227",981,805
2020년01월_계_10~19세,"55,356","19,897","1,253","1,594","1,358",508,976,"1,252","1,365",751,"1,371","1,645","2,733","1,482","1,239","2,370","35,459","2,387","1,165","1,974","2,361",801,"3,129","1,493","2,538","1,810","3,831","3,425",752,"2,054","2,172","2,373","1,663","1,531"
2020년01월_계_20~29세,"80,888","35,340","2,133","3,377","2,506","1,081","1,820","2,924","2,123","1,726","2,622","2,675","4,636","2,005","2,206","3,506","45,548","2,994","1,633","3,707","2,177","1,428","6,086","2,952","3,681","2,293","2,669","1,994",971,"3,861","3,355","2,105","2,043","1,599"
2020년01월_계_30~39세,"80,258","34,305","2,183","3,128","2,307",936,"1,663","3,223","2,886","1,587","2,210","2,804","4,377","1,674","1,779","3,548","45,953","2,929","1,442","2,990","2,310","2,521","5,062","3,153","5,906","1,921","3,382","1,271","1,630","3,616","3,098","1,936","1,616","1,170"
2020년01월_계_40~49세,"91,667","36,302","2,187","3,069","2,366","1,089","1,889","2,931","2,640","1,557","2,359","3,116","4,887","2,228","2,406","3,578","55,365","3,685","1,784","3,193","3,451","1,937","5,390","3,041","5,211","2,751","5,381","4,088","1,447","3,272","3,398","3,099","2,246","1,991"
2020년01월_계_50~59세,"100,827","44,647","2,454","4,006","3,131","1,326","2,472","3,460","2,691","2,074","3,419","3,585","6,197","2,641","3,185","4,006","56,180","3,992","2,156","4,737","2,761","1,676","7,161","3,515","3,959","3,005","3,457","2,649","1,234","4,507","4,304","2,560","2,538","1,969"
2020년01월_계_60~69세,"67,148","32,501","1,673","3,017","2,467","1,026","2,066","2,773","1,626","1,744","2,650","2,766","4,147","1,754","2,225","2,567","34,647","2,662","1,351","3,223","1,947","1,157","4,785","2,211","2,143","1,410","1,778","1,187",740,"3,082","2,827","1,323","1,487","1,334"
2020년01월_계_70~79세,"30,860","15,894",724,"1,546","1,177",637,"1,125","1,333",657,816,"1,320","1,348","2,154",826,"1,242",989,"14,966","1,045",600,"1,334",869,566,"2,310","1,115",987,579,772,595,280,"1,126",949,698,546,595
2020년01월_계_80~89세,"13,756","6,675",300,586,452,312,533,580,238,308,556,568,884,386,517,455,"7,081",431,225,690,430,329,"1,019",497,469,330,439,286,123,482,410,377,235,309
2020년01월_계_90~99세,"1,987",906,52,80,55,45,59,54,58,50,73,98,118,36,64,64,"1,081",78,42,118,57,46,139,60,51,35,65,45,25,84,73,78,33,52
2020년01월_계_100세 이상,169,80,1,10,7,0,5,14,7,4,9,5,8,1,7,2,89,18,10,7,2,1,8,4,4,4,3,1,4,8,7,2,0,6
2020년01월_남_총인구수,"279,857","121,839","6,996","10,873","8,355","3,640","6,598","10,145","7,980","5,727","8,737","9,876","16,251","7,071","7,916","11,674","158,018","10,794","5,465","11,542","8,665","5,183","18,392","9,855","13,328","7,710","11,927","8,397","4,189","11,713","11,195","7,565","6,582","5,516"
2020년01월_남_연령구간인구수,"279,857","121,839","6,996","10,873","8,355","3,640","6,598","10,145","7,980","5,727","8,737","9,876","16,251","7,071","7,916","11,674","158,018","10,794","5,465","11,542","8,665","5,183","18,392","9,855","13,328","7,710","11,927","8,397","4,189","11,713","11,195","7,565","6,582","5,516"
2020년01월_남_0~9세,"21,606","8,431",528,619,505,156,333,571,922,275,535,814,"1,156",499,388,"1,130","13,175","1,031",426,688,842,451,"1,283",678,"1,250",762,"1,307",809,497,836,855,603,476,381
2020년01월_남_10~19세,"28,670","10,340",645,841,710,261,518,627,695,379,701,861,"1,463",788,643,"1,208","18,330","1,234",581,"1,056","1,231",419,"1,633",740,"1,307",926,"2,009","1,797",394,"1,058","1,082","1,253",853,757
2020년01월_남_20~29세,"42,066","18,493","1,094","1,709","1,311",535,942,"1,574","1,054",926,"1,390","1,389","2,406","1,102","1,161","1,900","23,573","1,485",841,"1,988","1,131",663,"3,220","1,598","1,819","1,219","1,383","1,001",490,"1,988","1,774","1,045","1,076",852
2020년01월_남_30~39세,"41,086","18,032","1,120","1,675","1,230",522,921,"1,799","1,426",926,"1,194","1,361","2,216",854,988,"1,800","23,054","1,419",715,"1,589","1,072","1,255","2,661","1,731","3,004",891,"1,577",540,827,"1,874","1,613",893,815,578
2020년01월_남_40~49세,"44,789","18,514","1,073","1,562","1,223",572,954,"1,562","1,336",842,"1,183","1,533","2,519","1,137","1,235","1,783","26,275","1,756",825,"1,553","1,603",888,"2,616","1,527","2,500","1,283","2,546","1,860",766,"1,590","1,656","1,399",988,919
2020년01월_남_50~59세,"49,081","21,988","1,238","2,001","1,475",686,"1,248","1,754","1,341","1,021","1,631","1,666","3,069","1,321","1,657","1,880","27,093","1,893","1,027","2,209","1,358",720,"3,342","1,746","1,853","1,502","1,745","1,396",642,"2,131","2,083","1,254","1,245",947
2020년01월_남_60~69세,"33,394","16,105",827,"1,510","1,184",507,"1,000","1,369",804,847,"1,285","1,368","2,083",894,"1,096","1,331","17,289","1,322",681,"1,626",921,487,"2,273","1,118","1,060",726,901,614,387,"1,524","1,501",679,790,679
2020년01월_남_70~79세,"13,956","7,323",340,714,554,263,486,641,296,388,601,661,991,357,566,465,"6,633",471,289,595,376,206,"1,002",510,371,268,308,255,148,539,479,287,256,273
2020년01월_남_80~89세,"4,684","2,374",116,223,149,121,177,223,92,117,200,196,320,115,165,160,"2,310",155,67,204,118,86,320,190,154,121,130,112,37,159,135,133,74,115
2020년01월_남_90~99세,475,215,15,15,13,17,18,20,11,6,14,24,27,4,14,17,260,27,9,31,12,8,40,17,9,11,18,13,0,12,13,19,9,12
2020년01월_남_100세 이상,50,24,0,4,1,0,1,5,3,0,3,3,1,0,3,0,26,1,4,3,1,0,2,0,1,1,3,0,1,2,4,0,0,3
2020년01월_여_총인구수,"285,495","121,337","7,029","10,796","8,436","3,634","6,615","9,499","8,133","5,432","8,923","10,270","16,197","6,984","7,762","11,627","164,158","11,390","5,797","11,768","9,285","6,136","19,150","9,516","14,174","7,919","12,442","8,617","3,999","12,020","11,081","8,213","6,806","5,845"
2020년01월_여_연령구간인구수,"285,495","121,337","7,029","10,796","8,436","3,634","6,615","9,499","8,133","5,432","8,923","10,270","16,197","6,984","7,762","11,627","164,158","11,390","5,797","11,768","9,285","6,136","19,150","9,516","14,174","7,919","12,442","8,617","3,999","12,020","11,081","8,213","6,806","5,845"
2020년01월_여_0~9세,"20,830","8,198",537,637,460,158,272,529,900,267,536,722,"1,151",523,420,"1,086","12,632",932,428,649,743,406,"1,170",652,"1,303",729,"1,285",664,485,805,828,624,505,424
2020년01월_여_10~19세,"26,686","9,557",608,753,648,247,458,625,670,372,670,784,"1,270",694,596,"1,162","17,129","1,153",584,918,"1,130",382,"1,496",753,"1,231",884,"1,822","1,628",358,996,"1,090","1,120",810,774
2020년01월_여_20~29세,"38,822","16,847","1,039","1,668","1,195",546,878,"1,350","1,069",800,"1,232","1,286","2,230",903,"1,045","1,606","21,975","1,509",792,"1,719","1,046",765,"2,866","1,354","1,862","1,074","1,286",993,481,"1,873","1,581","1,060",967,747
2020년01월_여_30~39세,"39,172","16,273","1,063","1,453","1,077",414,742,"1,424","1,460",661,"1,016","1,443","2,161",820,791,"1,748","22,899","1,510",727,"1,401","1,238","1,266","2,401","1,422","2,902","1,030","1,805",731,803,"1,742","1,485","1,043",801,592
2020년01월_여_40~49세,"46,878","17,788","1,114","1,507","1,143",517,935,"1,369","1,304",715,"1,176","1,583","2,368","1,091","1,171","1,795","29,090","1,929",959,"1,640","1,848","1,049","2,774","1,514","2,711","1,468","2,835","2,228",681,"1,682","1,742","1,700","1,258","1,072"
2020년01월_여_50~59세,"51,746","22,659","1,216","2,005","1,656",640,"1,224","1,706","1,350","1,053","1,788","1,919","3,128","1,320","1,528","2,126","29,087","2,099","1,129","2,528","1,403",956,"3,819","1,769","2,106","1,503","1,712","1,253",592,"2,376","2,221","1,306","1,293","1,022"
