카테고리,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2021년07월_계_총인구수,"503,489","230,940","7,402","30,427","55,710","3,425","9,816","4,053","1,877","24,786","17,198","12,325","4,750","2,932","30,620","25,619","272,549","40,947","2,879","4,771","2,519","4,960","2,120",604,"1,317","15,597","16,991","19,939","21,988","32,323","23,070","73,012","9,512"
2021년07월_계_연령구간인구수,"503,489","230,940","7,402","30,427","55,710","3,425","9,816","4,053","1,877","24,786","17,198","12,325","4,750","2,932","30,620","25,619","272,549","40,947","2,879","4,771","2,519","4,960","2,120",604,"1,317","15,597","16,991","19,939","21,988","32,323","23,070","73,012","9,512"
2021년07월_계_0~9세,"38,256","16,823",130,"2,253","5,474",63,535,65,30,"1,087",589,401,204,144,"3,631","2,217","21,433","3,782",59,98,37,77,40,5,17,562,"1,166",783,"1,385","3,030","1,616","7,911",865
2021년07월_계_10~19세,"46,303","21,048",235,"3,617","5,879",122,764,121,70,"1,486",771,677,263,186,"3,911","2,946","25,255","3,695",80,192,90,192,55,17,41,796,"1,807",911,"1,943","3,084","2,355","8,861","1,136"
2021년07월_계_20~29세,"56,914","26,733",417,"3,544","6,762",259,939,188,91,"3,308","1,650","1,010",651,698,"3,590","3,626","30,181","4,164",175,296,152,287,58,28,53,"1,612","2,070","2,358","2,323","3,713","2,851","9,138",903
2021년07월_계_30~39세,"58,191","26,249",429,"2,948","7,972",244,963,183,82,"2,886","1,585",990,484,347,"3,755","3,381","31,942","4,945",120,255,103,225,65,12,58,"1,746","1,848","2,352","2,151","4,412","2,483","10,005","1,162"
2021년07월_계_40~49세,"76,839","35,566",715,"5,075","10,378",298,"1,229",287,181,"3,279","2,165","1,409",526,347,"5,306","4,371","41,273","6,280",212,447,194,367,124,36,94,"1,924","2,613","2,507","3,201","4,909","3,307","13,399","1,659"
2021년07월_계_50~59세,"89,033","40,878","1,360","5,973","8,634",655,"1,804",690,316,"4,397","3,289","2,222",805,490,"5,255","4,988","48,155","7,099",470,895,458,900,388,114,211,"2,687","3,375","3,424","4,037","5,930","4,601","12,116","1,450"
2021년07월_계_60~69세,"81,911","38,041","1,994","4,475","6,673",957,"1,869","1,008",455,"5,189","4,204","3,200",988,436,"3,878","2,715","43,870","6,197",802,"1,149",631,"1,279",621,207,379,"3,332","2,673","4,303","4,202","4,726","3,825","8,087","1,457"
2021년07월_계_70~79세,"37,709","17,589","1,303","1,751","2,606",536,"1,117",806,386,"2,456","2,223","1,726",599,197,953,930,"20,120","2,984",501,840,480,913,419,111,255,"2,009","1,030","2,374","1,921","1,707","1,440","2,481",655
2021년07월_계_80~89세,"16,043","7,048",727,712,"1,185",244,517,608,231,615,657,599,203,79,280,391,"8,995","1,556",398,517,322,622,313,61,178,816,352,812,732,715,525,872,204
2021년07월_계_90~99세,"2,220",927,88,75,140,45,75,94,34,80,63,90,25,8,58,52,"1,293",243,61,80,52,97,36,13,28,108,54,111,91,94,65,139,21
2021년07월_계_100세 이상,70,38,4,4,7,2,4,3,1,3,2,1,2,0,3,2,32,2,1,2,0,1,1,0,3,5,3,4,2,3,2,3,0
2021년07월_남_총인구수,"254,961","119,374","3,731","15,526","29,715","1,773","4,958","1,976",917,"12,818","8,835","6,191","2,593","1,760","15,573","13,008","135,587","20,560","1,428","2,354","1,224","2,409","1,057",303,644,"7,671","8,417","9,855","10,762","15,787","11,438","36,984","4,694"
2021년07월_남_연령구간인구수,"254,961","119,374","3,731","15,526","29,715","1,773","4,958","1,976",917,"12,818","8,835","6,191","2,593","1,760","15,573","13,008","135,587","20,560","1,428","2,354","1,224","2,409","1,057",303,644,"7,671","8,417","9,855","10,762","15,787","11,438","36,984","4,694"
2021년07월_남_0~9세,"19,836","8,717",65,"1,182","2,811",30,281,38,14,574,311,223,102,87,"1,836","1,163","11,119","2,005",31,50,15,36,19,3,7,274,583,401,723,"1,609",842,"4,076",445
2021년07월_남_10~19세,"24,274","11,069",136,"1,878","3,117",61,385,50,43,784,397,360,134,96,"2,081","1,547","13,205","1,916",49,107,42,86,32,7,26,410,969,459,"1,027","1,613","1,224","4,652",586
2021년07월_남_20~29세,"32,792","15,900",258,"2,063","4,090",159,531,119,58,"1,909","1,000",565,438,546,"2,126","2,038","16,892","2,415",110,182,87,175,43,14,27,876,"1,209","1,262","1,317","2,023","1,603","5,060",489
2021년07월_남_30~39세,"30,909","14,283",240,"1,500","4,377",148,524,107,50,"1,693",952,589,292,226,"1,786","1,799","16,626","2,544",70,144,71,147,37,12,34,979,959,"1,379","1,105","2,242","1,318","5,014",571
2021년07월_남_40~49세,"38,802","18,446",445,"2,480","5,635",185,658,184,119,"1,804","1,248",765,332,186,"2,437","1,968","20,356","3,178",133,270,121,218,79,21,54,"1,031","1,184","1,350","1,526","2,315","1,545","6,516",815
2021년07월_남_50~59세,"44,752","21,278",789,"3,037","4,665",354,933,388,184,"2,191","1,667","1,171",435,267,"2,642","2,555","23,474","3,552",241,498,250,470,226,62,122,"1,361","1,597","1,650","1,911","2,725","2,127","5,970",712
2021년07월_남_60~69세,"40,118","18,778","1,000","2,269","3,405",506,958,501,232,"2,362","1,912","1,478",492,224,"2,033","1,406","21,340","3,095",427,563,311,654,311,97,198,"1,549","1,304","1,888","1,929","2,315","1,871","4,149",679
2021년07월_남_70~79세,"17,704","8,391",545,880,"1,208",255,496,372,152,"1,249","1,083",797,284,97,540,433,"9,313","1,333",231,358,223,408,194,60,112,871,481,"1,119",914,746,695,"1,259",309
2021년07월_남_80~89세,"5,372","2,355",235,226,378,71,177,198,62,240,256,222,80,30,88,92,"3,017",481,131,169,97,192,108,22,56,301,121,321,286,186,195,266,85
2021년07월_남_90~99세,389,149,16,10,29,4,14,19,3,12,9,20,2,1,3,7,240,40,5,13,7,23,8,5,8,17,10,25,24,13,17,22,3
2021년07월_남_100세 이상,13,8,2,1,0,0,1,0,0,0,0,1,2,0,1,0,5,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0
2021년07월_여_총인구수,"248,528","111,566","3,671","14,901","25,995","1,652","4,858","2,077",960,"11,968","8,363","6,134","2,157","1,172","15,047","12,611","136,962","20,387","1,451","2,417","1,295","2,551","1,063",301,673,"7,926","8,574","10,084","11,226","16,536","11,632","36,028","4,818"
