카테고리,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2021년07월_여_연령구간인구수,"248,528","111,566","3,671","14,901","25,995","1,652","4,858","2,077",960,"11,968","8,363","6,134","2,157","1,172","15,047","12,611","136,962","20,387","1,451","2,417","1,295","2,551","1,063",301,673,"7,926","8,574","10,084","11,226","16,536","11,632","36,028","4,818"
2021년07월_여_0~9세,"18,420","8,106",65,"1,071","2,663",33,254,27,16,513,278,178,102,57,"1,795","1,054","10,314","1,777",28,48,22,41,21,2,10,288,583,382,662,"1,421",774,"3,835",420
2021년07월_여_10~19세,"22,029","9,979",99,"1,739","2,762",61,379,71,27,702,374,317,129,90,"1,830","1,399","12,050","1,779",31,85,48,106,23,10,15,386,838,452,916,"1,471","1,131","4,209",550
2021년07월_여_20~29세,"24,122","10,833",159,"1,481","2,672",100,408,69,33,"1,399",650,445,213,152,"1,464","1,588","13,289","1,749",65,114,65,112,15,14,26,736,861,"1,096","1,006","1,690","1,248","4,078",414
2021년07월_여_30~39세,"27,282","11,966",189,"1,448","3,595",96,439,76,32,"1,193",633,401,192,121,"1,969","1,582","15,316","2,401",50,111,32,78,28,0,24,767,889,973,"1,046","2,170","1,165","4,991",591
2021년07월_여_40~49세,"38,037","17,120",270,"2,595","4,743",113,571,103,62,"1,475",917,644,194,161,"2,869","2,403","20,917","3,102",79,177,73,149,45,15,40,893,"1,429","1,157","1,675","2,594","1,762","6,883",844
2021년07월_여_50~59세,"44,281","19,600",571,"2,936","3,969",301,871,302,132,"2,206","1,622","1,051",370,223,"2,613","2,433","24,681","3,547",229,397,208,430,162,52,89,"1,326","1,778","1,774","2,126","3,205","2,474","6,146",738
2021년07월_여_60~69세,"41,793","19,263",994,"2,206","3,268",451,911,507,223,"2,827","2,292","1,722",496,212,"1,845","1,309","22,530","3,102",375,586,320,625,310,110,181,"1,783","1,369","2,415","2,273","2,411","1,954","3,938",778
2021년07월_여_70~79세,"20,005","9,198",758,871,"1,398",281,621,434,234,"1,207","1,140",929,315,100,413,497,"10,807","1,651",270,482,257,505,225,51,143,"1,138",549,"1,255","1,007",961,745,"1,222",346
2021년07월_여_80~89세,"10,671","4,693",492,486,807,173,340,410,169,375,401,377,123,49,192,299,"5,978","1,075",267,348,225,430,205,39,122,515,231,491,446,529,330,606,119
2021년07월_여_90~99세,"1,831",778,72,65,111,41,61,75,31,68,54,70,23,7,55,45,"1,053",203,56,67,45,74,28,8,20,91,44,86,67,81,48,117,18
2021년07월_여_100세 이상,57,30,2,3,7,2,3,3,1,3,2,0,0,0,2,2,27,1,1,2,0,1,1,0,3,3,3,3,2,3,1,3,0
