카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2021년05월_계_총인구수,"550,750","238,331","12,495","21,512","16,552","7,088","10,355","24,253","15,508","10,840","17,386","19,496","31,953","13,432","15,006","22,455","312,419","21,252","10,966","16,817","17,272","10,878","36,215","19,075","26,896","14,718","23,624","16,643","17,394","19,860","21,596","15,142","13,015","11,056"
2021년05월_계_연령구간인구수,"550,750","238,331","12,495","21,512","16,552","7,088","10,355","24,253","15,508","10,840","17,386","19,496","31,953","13,432","15,006","22,455","312,419","21,252","10,966","16,817","17,272","10,878","36,215","19,075","26,896","14,718","23,624","16,643","17,394","19,860","21,596","15,142","13,015","11,056"
2021년05월_계_0~9세,"38,944","15,123",890,"1,103",802,255,452,"1,543","1,715",446,943,"1,374","2,112",881,622,"1,985","23,821","1,713",777,815,"1,361",653,"1,945","1,217","2,157","1,321","2,351","1,354","2,397","1,413","1,576","1,116",925,730
2021년05월_계_10~19세,"51,674","18,451","1,067","1,468","1,292",467,701,"1,507","1,270",691,"1,238","1,466","2,559","1,294","1,140","2,291","33,223","2,165","1,057","1,244","2,196",716,"2,852","1,414","2,348","1,636","3,702","3,425","1,530","1,603","1,998","2,216","1,589","1,532"
2021년05월_계_20~29세,"76,924","34,110","1,903","3,468","2,432","1,047","1,389","3,661","1,950","1,576","2,394","2,522","4,562","1,949","2,098","3,159","42,814","2,854","1,596","2,521","2,085","1,484","5,729","2,936","3,631","2,105","2,541","1,833","1,946","3,137","3,204","1,956","1,806","1,450"
2021년05월_계_30~39세,"77,392","32,871","1,859","2,883","2,132",915,"1,305","4,337","2,634","1,498","2,134","2,660","4,051","1,482","1,629","3,352","44,521","2,738","1,385","2,153","2,166","2,238","4,740","2,974","5,647","1,860","3,170","1,224","3,768","3,016","2,927","1,826","1,622","1,067"
2021년05월_계_40~49세,"86,990","34,559","1,949","2,943","2,288",959,"1,445","3,608","2,563","1,434","2,227","2,853","4,727","2,038","2,103","3,422","52,431","3,398","1,641","2,139","3,218","1,784","4,833","2,925","4,977","2,402","5,202","3,965","3,070","2,746","3,198","2,892","2,117","1,924"
2021년05월_계_50~59세,"96,800","42,981","2,168","3,940","3,010","1,293","1,857","4,007","2,547","1,988","3,282","3,481","6,070","2,543","3,044","3,751","53,819","3,836","2,068","3,340","2,717","1,667","6,957","3,453","3,984","2,925","3,421","2,617","2,324","3,630","4,074","2,497","2,388","1,921"
2021년05월_계_60~69세,"73,541","35,561","1,596","3,337","2,765","1,084","1,795","3,354","1,765","1,944","2,986","3,029","4,551","1,970","2,470","2,915","37,980","2,923","1,530","2,816","2,085","1,331","5,476","2,444","2,511","1,509","1,955","1,305","1,550","2,850","3,116","1,483","1,666","1,430"
2021년05월_계_70~79세,"31,831","16,535",736,"1,636","1,280",663,907,"1,478",744,870,"1,450","1,380","2,208",828,"1,299","1,056","15,296","1,082",641,"1,142",931,592,"2,428","1,122","1,020",577,754,569,553,985,977,678,615,630
