카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2021년05월_계_80~89세,"14,367","7,119",277,639,492,357,446,676,264,346,644,618,974,398,535,453,"7,248",458,226,547,442,351,"1,073",510,555,341,443,306,206,409,450,387,239,305
2021년05월_계_90~99세,"2,184",969,49,89,58,48,54,74,52,43,75,113,136,49,60,69,"1,215",82,44,97,69,60,170,77,64,36,83,45,45,69,73,90,48,63
2021년05월_계_100세 이상,103,52,1,6,1,0,4,8,4,4,13,0,3,0,6,2,51,3,1,3,2,2,12,3,2,6,2,0,5,2,3,1,0,4
2021년05월_남_총인구수,"272,348","119,314","6,237","10,801","8,255","3,536","5,155","12,432","7,604","5,627","8,586","9,578","16,012","6,759","7,539","11,193","153,034","10,373","5,302","8,336","8,292","4,961","17,714","9,694","13,021","7,256","11,500","8,183","8,779","9,748","10,828","7,228","6,426","5,393"
2021년05월_남_연령구간인구수,"272,348","119,314","6,237","10,801","8,255","3,536","5,155","12,432","7,604","5,627","8,586","9,578","16,012","6,759","7,539","11,193","153,034","10,373","5,302","8,336","8,292","4,961","17,714","9,694","13,021","7,256","11,500","8,183","8,779","9,748","10,828","7,228","6,426","5,393"
2021년05월_남_0~9세,"19,820","7,654",443,541,425,129,235,771,846,235,475,738,"1,068",426,292,"1,030","12,166",905,393,411,728,327,"1,007",615,"1,059",681,"1,197",738,"1,229",705,810,553,457,351
2021년05월_남_10~19세,"26,790","9,622",546,761,669,236,378,781,639,356,633,774,"1,369",693,592,"1,195","17,168","1,142",525,678,"1,151",372,"1,506",698,"1,207",830,"1,901","1,792",799,826,982,"1,159",830,770
2021년05월_남_20~29세,"39,872","17,831",956,"1,720","1,308",509,727,"1,908",980,865,"1,273","1,326","2,399","1,080","1,088","1,692","22,041","1,416",817,"1,349","1,071",697,"3,039","1,584","1,778","1,110","1,333",910,966,"1,612","1,701",957,937,764
2021년05월_남_30~39세,"39,785","17,372",960,"1,589","1,150",506,696,"2,395","1,249",898,"1,171","1,326","2,051",765,908,"1,708","22,413","1,323",680,"1,141","1,028","1,133","2,508","1,633","2,928",886,"1,470",519,"1,887","1,568","1,499",846,824,540
2021년05월_남_40~49세,"42,721","17,722",975,"1,536","1,176",528,740,"1,936","1,315",791,"1,134","1,376","2,418","1,023","1,091","1,683","24,999","1,616",778,"1,073","1,479",821,"2,322","1,479","2,402","1,118","2,412","1,804","1,594","1,307","1,591","1,316",979,908
2021년05월_남_50~59세,"47,007","21,093","1,091","1,922","1,442",670,944,"2,025","1,266",987,"1,524","1,623","3,015","1,258","1,578","1,748","25,914","1,826",969,"1,571","1,321",725,"3,247","1,730","1,851","1,450","1,747","1,374","1,169","1,712","1,933","1,212","1,150",927
2021년05월_남_60~69세,"36,210","17,510",788,"1,700","1,321",526,871,"1,633",844,947,"1,456","1,484","2,274","1,004","1,205","1,457","18,700","1,443",756,"1,390",970,572,"2,614","1,232","1,202",770,977,673,764,"1,401","1,631",748,855,702
2021년05월_남_70~79세,"14,670","7,740",354,777,582,278,399,715,353,408,660,698,"1,028",383,594,511,"6,930",508,306,534,400,212,"1,071",520,399,273,315,246,287,456,516,285,301,301
2021년05월_남_80~89세,"4,934","2,542",112,235,168,132,152,238,99,136,242,207,365,120,180,156,"2,392",173,69,162,128,90,351,183,180,126,126,113,77,142,149,126,83,114
2021년05월_남_90~99세,513,214,12,18,13,22,12,28,11,4,13,26,25,7,10,13,299,21,9,27,15,12,46,20,14,11,20,14,6,18,15,26,10,15
2021년05월_남_100세 이상,26,14,0,2,1,0,1,2,2,0,5,0,0,0,1,0,12,0,0,0,1,0,3,0,1,1,2,0,1,1,1,0,0,1
2021년05월_여_총인구수,"278,402","119,017","6,258","10,711","8,297","3,552","5,200","11,821","7,904","5,213","8,800","9,918","15,941","6,673","7,467","11,262","159,385","10,879","5,664","8,481","8,980","5,917","18,501","9,381","13,875","7,462","12,124","8,460","8,615","10,112","10,768","7,914","6,589","5,663"
2021년05월_여_연령구간인구수,"278,402","119,017","6,258","10,711","8,297","3,552","5,200","11,821","7,904","5,213","8,800","9,918","15,941","6,673","7,467","11,262","159,385","10,879","5,664","8,481","8,980","5,917","18,501","9,381","13,875","7,462","12,124","8,460","8,615","10,112","10,768","7,914","6,589","5,663"
2021년05월_여_0~9세,"19,124","7,469",447,562,377,126,217,772,869,211,468,636,"1,044",455,330,955,"11,655",808,384,404,633,326,938,602,"1,098",640,"1,154",616,"1,168",708,766,563,468,379
2021년05월_여_10~19세,"24,884","8,829",521,707,623,231,323,726,631,335,605,692,"1,190",601,548,"1,096","16,055","1,023",532,566,"1,045",344,"1,346",716,"1,141",806,"1,801","1,633",731,777,"1,016","1,057",759,762
2021년05월_여_20~29세,"37,052","16,279",947,"1,748","1,124",538,662,"1,753",970,711,"1,121","1,196","2,163",869,"1,010","1,467","20,773","1,438",779,"1,172","1,014",787,"2,690","1,352","1,853",995,"1,208",923,980,"1,525","1,503",999,869,686
2021년05월_여_30~39세,"37,607","15,499",899,"1,294",982,409,609,"1,942","1,385",600,963,"1,334","2,000",717,721,"1,644","22,108","1,415",705,"1,012","1,138","1,105","2,232","1,341","2,719",974,"1,700",705,"1,881","1,448","1,428",980,798,527
2021년05월_여_40~49세,"44,269","16,837",974,"1,407","1,112",431,705,"1,672","1,248",643,"1,093","1,477","2,309","1,015","1,012","1,739","27,432","1,782",863,"1,066","1,739",963,"2,511","1,446","2,575","1,284","2,790","2,161","1,476","1,439","1,607","1,576","1,138","1,016"
2021년05월_여_50~59세,"49,793","21,888","1,077","2,018","1,568",623,913,"1,982","1,281","1,001","1,758","1,858","3,055","1,285","1,466","2,003","27,905","2,010","1,099","1,769","1,396",942,"3,710","1,723","2,133","1,475","1,674","1,243","1,155","1,918","2,141","1,285","1,238",994
2021년05월_여_60~69세,"37,331","18,051",808,"1,637","1,444",558,924,"1,721",921,997,"1,530","1,545","2,277",966,"1,265","1,458","19,280","1,480",774,"1,426","1,115",759,"2,862","1,212","1,309",739,978,632,786,"1,449","1,485",735,811,728
2021년05월_여_70~79세,"17,161","8,795",382,859,698,385,508,763,391,462,790,682,"1,180",445,705,545,"8,366",574,335,608,531,380,"1,357",602,621,304,439,323,266,529,461,393,314,329
2021년05월_여_80~89세,"9,433","4,577",165,404,324,225,294,438,165,210,402,411,609,278,355,297,"4,856",285,157,385,314,261,722,327,375,215,317,193,129,267,301,261,156,191
2021년05월_여_90~99세,"1,671",755,37,71,45,26,42,46,41,39,62,87,111,42,50,56,916,61,35,70,54,48,124,57,50,25,63,31,39,51,58,64,38,48
2021년05월_여_100세 이상,77,38,1,4,0,0,3,6,2,4,8,0,3,0,5,2,39,3,1,3,1,2,9,3,1,5,0,0,4,1,2,1,0,3
