카테고리,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2020년08월_계_총인구수,"671,312","14,200","25,721","13,008","18,852","20,026","19,696","16,288","26,215","18,651","40,419","25,054","20,649","32,990","31,666","27,245","27,976","33,196","20,875","29,707","30,650","28,372","28,835","36,422","35,472","21,897","17,216","10,014"
2020년08월_계_연령구간인구수,"671,312","14,200","25,721","13,008","18,852","20,026","19,696","16,288","26,215","18,651","40,419","25,054","20,649","32,990","31,666","27,245","27,976","33,196","20,875","29,707","30,650","28,372","28,835","36,422","35,472","21,897","17,216","10,014"
2020년08월_계_0~9세,"51,766",722,"2,022",673,"1,345","1,046",949,"1,140","1,245","1,366","3,004","1,317","1,664","1,691","1,689","1,690","3,251","2,623","1,385","1,769","2,520","4,650","1,318","4,291","3,362","2,931","1,495",608
2020년08월_계_10~19세,"59,703",944,"2,112","1,065","1,571","1,681","1,413","1,722","1,303","2,819","3,367","1,422","1,938","1,984","2,095","1,914","2,253","3,602","1,601","1,519","2,884","3,589","1,842","5,929","3,991","2,338","1,733","1,072"
2020년08월_계_20~29세,"94,884","1,762","3,873","1,829","2,171","2,437","2,485","2,484","5,134","2,235","5,741","4,634","2,944","5,686","5,367","4,314","3,670","4,648","3,334","5,307","4,158","2,746","5,192","3,343","3,989","2,052","2,047","1,302"
2020년08월_계_30~39세,"112,384","2,055","4,388","1,719","2,614","2,265","2,339","2,314","5,986","1,792","5,862","5,500","3,105","7,187","6,725","4,816","5,539","4,895","3,574","7,722","4,908","5,067","6,222","4,294","4,691","3,279","2,437","1,089"
2020년08월_계_40~49세,"109,892","2,046","4,082","2,021","3,033","2,965","2,800","2,727","3,688","3,458","6,030","3,548","3,152","5,011","5,246","3,955","4,406","5,707","2,934","4,329","4,886","5,728","4,490","8,840","6,266","4,359","2,754","1,431"
2020년08월_계_50~59세,"103,290","2,489","3,749","2,346","3,244","3,655","3,831","2,724","3,668","3,139","7,035","3,590","3,394","4,822","4,604","4,810","4,026","5,317","3,476","3,540","5,031","3,269","4,179","4,781","5,288","2,931","2,676","1,676"
2020년08월_계_60~69세,"82,929","2,421","3,236","1,894","2,662","3,255","3,257","1,925","3,136","2,411","5,711","3,013","2,795","3,921","3,586","3,540","3,211","4,000","2,904","3,157","3,714","2,106","3,372","2,816","4,633","2,411","2,393","1,449"
2020년08월_계_70~79세,"39,859","1,260","1,593","1,069","1,543","1,892","1,783",835,"1,501",992,"2,476","1,480","1,156","1,985","1,694","1,551","1,235","1,663","1,189","1,573","1,733",861,"1,621","1,546","2,417","1,143","1,150",918
2020년08월_계_80~89세,"13,854",437,562,341,555,711,690,354,477,347,989,462,410,619,542,564,320,623,398,669,656,275,517,470,681,358,432,395
2020년08월_계_90~99세,"2,464",56,96,48,100,102,116,56,74,92,195,78,80,77,105,82,61,110,67,113,155,78,68,81,141,75,87,71
2020년08월_계_100세 이상,287,8,8,3,14,17,33,7,3,0,9,10,11,7,13,9,4,8,13,9,5,3,14,31,13,20,12,3
2020년08월_남_총인구수,"324,134","6,999","12,230","6,642","9,262","10,239","10,008","7,835","12,373","9,186","19,606","11,756","9,939","15,721","14,995","13,497","13,585","16,300","10,294","13,746","14,810","13,814","13,637","17,399","16,878","10,562","8,157","4,664"
2020년08월_남_연령구간인구수,"324,134","6,999","12,230","6,642","9,262","10,239","10,008","7,835","12,373","9,186","19,606","11,756","9,939","15,721","14,995","13,497","13,585","16,300","10,294","13,746","14,810","13,814","13,637","17,399","16,878","10,562","8,157","4,664"
2020년08월_남_0~9세,"26,752",409,"1,065",351,698,549,463,564,678,753,"1,560",654,862,863,854,884,"1,752","1,376",717,887,"1,280","2,345",672,"2,182","1,750","1,524",742,318
2020년08월_남_10~19세,"30,519",491,"1,053",573,853,852,738,889,685,"1,547","1,762",704,975,"1,007","1,096",982,"1,095","1,898",831,774,"1,477","1,782",911,"2,982","2,028","1,207",883,444
2020년08월_남_20~29세,"45,206",928,"1,702",981,"1,118","1,272","1,336","1,261","2,205","1,184","2,959","2,106","1,392","2,558","2,428","2,113","1,792","2,331","1,646","2,054","2,094","1,368","2,312","1,548","1,905","1,011",993,609
2020년08월_남_30~39세,"54,005","1,071","2,074",917,"1,332","1,254","1,295","1,112","2,922",740,"2,881","2,675","1,489","3,488","3,343","2,448","2,632","2,371","1,846","3,576","2,455","2,317","3,039","1,728","2,034","1,399","1,071",496
2020년08월_남_40~49세,"52,975","1,031","1,974","1,013","1,466","1,534","1,476","1,235","1,802","1,555","2,814","1,659","1,506","2,484","2,503","1,955","2,150","2,741","1,430","2,085","2,390","2,927","2,161","4,154","2,894","2,107","1,283",646
2020년08월_남_50~59세,"50,013","1,186","1,810","1,184","1,592","1,961","1,950","1,278","1,713","1,554","3,301","1,646","1,609","2,309","2,121","2,346","1,894","2,553","1,632","1,730","2,358","1,617","1,980","2,582","2,581","1,459","1,258",809
2020년08월_남_60~69세,"39,178","1,117","1,534",938,"1,270","1,621","1,636",916,"1,426","1,149","2,709","1,365","1,317","1,811","1,636","1,745","1,536","1,934","1,417","1,492","1,714",953,"1,556","1,290","2,145","1,117","1,151",683
2020년08월_남_70~79세,"19,464",580,777,535,713,903,813,439,729,548,"1,231",728,615,914,800,771,623,827,598,804,811,421,772,714,"1,210",569,560,459
2020년08월_남_80~89세,"5,377",169,216,134,196,263,281,126,196,130,341,200,156,260,195,224,98,240,155,303,211,76,213,192,295,144,183,180
2020년08월_남_90~99세,572,14,24,14,17,26,14,15,15,26,46,18,16,27,16,25,12,28,19,37,20,8,19,16,33,20,27,20
2020년08월_남_100세 이상,73,3,1,2,7,4,6,0,2,0,2,1,2,0,3,4,1,1,3,4,0,0,2,11,3,5,6,0
2020년08월_여_총인구수,"347,178","7,201","13,491","6,366","9,590","9,787","9,688","8,453","13,842","9,465","20,813","13,298","10,710","17,269","16,671","13,748","14,391","16,896","10,581","15,961","15,840","14,558","15,198","19,023","18,594","11,335","9,059","5,350"
2020년08월_여_연령구간인구수,"347,178","7,201","13,491","6,366","9,590","9,787","9,688","8,453","13,842","9,465","20,813","13,298","10,710","17,269","16,671","13,748","14,391","16,896","10,581","15,961","15,840","14,558","15,198","19,023","18,594","11,335","9,059","5,350"
2020년08월_여_0~9세,"25,014",313,957,322,647,497,486,576,567,613,"1,444",663,802,828,835,806,"1,499","1,247",668,882,"1,240","2,305",646,"2,109","1,612","1,407",753,290
2020년08월_여_10~19세,"29,184",453,"1,059",492,718,829,675,833,618,"1,272","1,605",718,963,977,999,932,"1,158","1,704",770,745,"1,407","1,807",931,"2,947","1,963","1,131",850,628
2020년08월_여_20~29세,"49,678",834,"2,171",848,"1,053","1,165","1,149","1,223","2,929","1,051","2,782","2,528","1,552","3,128","2,939","2,201","1,878","2,317","1,688","3,253","2,064","1,378","2,880","1,795","2,084","1,041","1,054",693
2020년08월_여_30~39세,"58,379",984,"2,314",802,"1,282","1,011","1,044","1,202","3,064","1,052","2,981","2,825","1,616","3,699","3,382","2,368","2,907","2,524","1,728","4,146","2,453","2,750","3,183","2,566","2,657","1,880","1,366",593
2020년08월_여_40~49세,"56,917","1,015","2,108","1,008","1,567","1,431","1,324","1,492","1,886","1,903","3,216","1,889","1,646","2,527","2,743","2,000","2,256","2,966","1,504","2,244","2,496","2,801","2,329","4,686","3,372","2,252","1,471",785
2020년08월_여_50~59세,"53,277","1,303","1,939","1,162","1,652","1,694","1,881","1,446","1,955","1,585","3,734","1,944","1,785","2,513","2,483","2,464","2,132","2,764","1,844","1,810","2,673","1,652","2,199","2,199","2,707","1,472","1,418",867
2020년08월_여_60~69세,"43,751","1,304","1,702",956,"1,392","1,634","1,621","1,009","1,710","1,262","3,002","1,648","1,478","2,110","1,950","1,795","1,675","2,066","1,487","1,665","2,000","1,153","1,816","1,526","2,488","1,294","1,242",766
2020년08월_여_70~79세,"20,395",680,816,534,830,989,970,396,772,444,"1,245",752,541,"1,071",894,780,612,836,591,769,922,440,849,832,"1,207",574,590,459
2020년08월_여_80~89세,"8,477",268,346,207,359,448,409,228,281,217,648,262,254,359,347,340,222,383,243,366,445,199,304,278,386,214,249,215
2020년08월_여_90~99세,"1,892",42,72,34,83,76,102,41,59,66,149,60,64,50,89,57,49,82,48,76,135,70,49,65,108,55,60,51
2020년08월_여_100세 이상,214,5,7,1,7,13,27,7,1,0,7,9,9,7,10,5,3,7,10,5,5,3,12,20,10,15,6,3
