카테고리,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2021년10월_계_80~89세,"370,378","26,529","7,922","7,935","5,350","5,322","25,893","6,512","5,964","13,417","14,901","14,583","7,276","7,307","20,761","7,780","14,858","4,697","15,256","8,773","6,483","35,116","15,965","9,309","9,842","2,067","5,149","20,205","4,332","9,560","7,971","4,421","6,329","30,163","7,826","12,213","10,124","15,208","7,089","7,827","11,314","15,528","9,102","7,767","6,876","5,650","2,961","3,820","6,665"
2021년10월_계_90~99세,"54,708","4,008","1,283","1,178",693,854,"4,204",870,857,"2,477","1,956","2,259","1,019","1,240","3,206","1,122","2,008",600,"2,263","1,321",942,"5,125","2,169","1,479","1,477",384,669,"2,894",543,"1,495","1,228",754,"1,093","4,410","1,223","1,782","1,405","2,199",987,"1,129","1,682","2,190","1,301","1,117","1,001",897,413,526,"1,045"
2021년10월_계_100세 이상,"2,234",198,64,56,44,34,173,56,39,78,71,89,43,46,153,39,74,24,96,53,43,178,87,43,48,10,52,137,28,76,50,23,56,156,39,65,52,76,34,36,53,81,51,40,38,31,26,36,49
2021년10월_남_총인구수,"6,820,025","596,863","137,955","184,052","92,088","182,768","461,315","119,485","107,644","234,186","228,574","270,572","119,745","150,827","400,375","145,171","291,122","46,659","335,508","179,580","155,928","528,683","237,946","145,811","144,926","34,357","95,747","363,233","119,588","267,351","133,506","81,341","157,644","535,631","134,041","218,360","183,230","243,139","116,264","97,969","243,149","457,918","197,315","119,761","78,733","57,122","22,412","32,130","60,873"
2021년10월_남_연령구간인구수,"6,820,025","596,863","137,955","184,052","92,088","182,768","461,315","119,485","107,644","234,186","228,574","270,572","119,745","150,827","400,375","145,171","291,122","46,659","335,508","179,580","155,928","528,683","237,946","145,811","144,926","34,357","95,747","363,233","119,588","267,351","133,506","81,341","157,644","535,631","134,041","218,360","183,230","243,139","116,264","97,969","243,149","457,918","197,315","119,761","78,733","57,122","22,412","32,130","60,873"
2021년10월_남_0~9세,"566,395","47,446","9,043","15,542","5,128","17,733","33,768","7,578","6,360","19,830","17,177","19,341","7,586","11,755","27,556","11,258","25,310","3,021","21,603","11,349","10,254","40,135","19,078","10,293","10,764","3,149","7,322","32,604","11,280","24,348","9,644","6,582","16,461","48,963","10,313","20,742","17,908","22,123","9,359","6,858","27,605","51,928","17,118","10,137","4,168","3,593","1,297","1,604","3,637"
2021년10월_남_10~19세,"680,108","59,837","14,525","16,931","7,075","21,306","43,878","8,648","8,145","27,085","21,535","26,426","9,515","16,911","34,984","15,347","27,821","4,231","31,763","17,099","14,664","52,494","21,086","14,750","16,658","3,448","8,959","40,250","12,738","25,782","13,275","7,276","14,004","62,306","13,415","25,886","23,005","25,610","12,160","9,358","25,290","51,154","17,476","12,358","6,226","4,882","1,614","2,347","5,279"
2021년10월_남_20~29세,"951,808","97,349","23,939","27,744","15,626","30,040","65,839","17,808","15,676","32,355","32,737","39,116","17,687","21,429","58,447","19,299","42,839","5,988","56,436","31,038","25,398","75,523","32,041","22,237","21,245","4,926","13,445","44,979","17,009","37,724","19,288","12,035","19,191","72,177","18,993","29,958","23,226","31,774","17,944","12,884","27,118","59,026","23,969","14,887","10,461","6,578","3,282","3,577","5,961"
2021년10월_남_30~39세,"982,214","92,987","17,374","29,818","14,673","31,122","69,085","18,772","16,706","33,607","30,739","39,672","17,641","22,031","58,037","20,551","46,884","5,232","46,640","23,923","22,717","71,054","34,637","18,862","17,555","4,947","12,716","44,213","20,477","41,783","19,386","11,782","26,602","70,017","17,844","28,249","23,924","35,824","16,636","12,475","37,112","78,972","28,967","14,571","8,201","5,899","2,329","3,019","5,405"
2021년10월_남_40~49세,"1,166,569","100,521","21,915","31,322","14,315","32,969","75,386","19,133","16,717","39,536","37,073","42,162","17,686","24,476","63,359","24,680","51,768","7,132","53,630","28,539","25,091","86,328","39,263","23,643","23,422","5,100","15,876","65,885","23,358","49,848","21,140","11,991","29,173","97,472","22,894","40,336","34,242","42,139","18,112","16,153","47,681","90,439","35,695","20,561","10,651","8,179","2,603","4,197","8,277"
2021년10월_남_50~59세,"1,148,042","98,371","24,553","30,317","15,827","27,674","77,659","20,471","18,837","38,351","39,878","46,680","21,027","25,653","70,332","24,458","47,683","8,647","65,190","35,171","30,019","96,461","41,637","27,467","27,357","5,846","17,147","62,003","17,769","47,139","23,131","14,061","22,565","86,590","22,688","34,991","28,911","39,808","18,540","16,871","35,228","65,189","33,235","20,647","16,048","10,536","3,755","5,884","10,691"
2021년10월_남_60~69세,"823,516","64,546","16,428","21,311","11,961","14,846","58,599","16,839","15,885","25,875","29,622","36,843","17,982","18,861","57,811","18,730","30,365","6,896","41,055","21,734","19,321","66,124","30,665","18,109","17,350","4,296","12,941","43,876","10,815","28,035","17,588","11,553","18,605","54,482","17,243","20,687","16,552","27,055","14,588","13,949","26,015","39,639","26,036","15,691","14,458","10,218","4,136","6,665","12,284"
2021년10월_남_70~79세,"352,051","25,485","6,957","8,060","5,362","5,106","26,233","7,658","6,974","11,601","13,777","14,704","7,760","6,944","22,043","7,986","12,670","3,635","13,656","7,502","6,154","26,458","13,127","6,698","6,633","1,784","5,203","21,027","4,417","9,231","6,859","4,333","8,496","29,721","7,498","11,767","10,456","12,699","6,082","6,366","12,377","15,474","11,029","7,716","5,763","4,898","2,211","3,205","6,513"
2021년10월_남_80~89세,"135,901","9,375","2,894","2,733","1,940","1,808","9,782","2,365","2,177","5,240","5,565","5,088","2,626","2,462","7,030","2,616","5,294","1,715","5,039","2,917","2,122","12,747","5,840","3,365","3,542",763,"1,936","7,701","1,607","3,143","2,854","1,549","2,291","12,713","2,881","5,240","4,592","5,544","2,604","2,809","4,313","5,624","3,499","2,952","2,499","2,121","1,069","1,480","2,579"
2021년10월_남_90~99세,"12,898",905,313,264,171,157,"1,048",200,161,687,458,517,224,293,740,237,470,158,474,296,178,"1,314",552,373,389,95,180,664,111,298,329,177,244,"1,167",266,492,409,545,231,239,396,454,278,232,245,210,108,138,236
2021년10월_남_100세 이상,523,41,14,10,10,7,38,13,6,19,13,23,11,12,36,9,18,4,22,12,10,45,20,14,11,3,22,31,7,20,12,2,12,23,6,12,5,18,8,7,14,19,13,9,13,8,8,14,11
2021년10월_여_총인구수,"6,729,552","588,413","135,899","180,364","90,512","181,638","470,004","116,495","104,834","248,675","235,091","276,686","119,458","157,228","407,672","149,287","268,241","46,849","318,609","172,167","146,442","551,557","243,894","153,946","153,717","35,553","97,267","366,685","110,815","244,537","135,709","82,363","157,222","543,978","127,125","223,975","192,878","236,044","107,802","91,763","242,710","423,236","189,181","116,444","69,885","55,138","20,385","30,111","60,315"
2021년10월_여_연령구간인구수,"6,729,552","588,413","135,899","180,364","90,512","181,638","470,004","116,495","104,834","248,675","235,091","276,686","119,458","157,228","407,672","149,287","268,241","46,849","318,609","172,167","146,442","551,557","243,894","153,946","153,717","35,553","97,267","366,685","110,815","244,537","135,709","82,363","157,222","543,978","127,125","223,975","192,878","236,044","107,802","91,763","242,710","423,236","189,181","116,444","69,885","55,138","20,385","30,111","60,315"
2021년10월_여_0~9세,"540,437","44,681","8,597","14,660","4,983","16,441","32,294","7,398","6,101","18,795","16,070","18,656","7,402","11,254","26,017","10,852","24,472","2,876","20,629","10,848","9,781","38,580","18,333","9,748","10,499","2,878","6,869","30,792","10,837","23,623","9,279","6,153","15,579","46,815","9,872","19,650","17,293","21,223","8,754","6,439","26,568","49,831","16,297","9,703","3,971","3,353","1,271","1,580","3,495"
2021년10월_여_10~19세,"643,893","55,975","13,401","15,707","6,711","20,156","41,779","8,261","7,652","25,866","20,167","24,568","8,739","15,829","33,296","14,399","26,216","4,178","29,963","16,284","13,679","50,125","20,100","14,031","15,994","3,296","8,470","38,003","12,135","24,519","12,324","6,893","13,749","59,215","12,303","24,612","22,300","24,348","11,094","8,655","24,335","49,114","16,707","11,911","5,618","4,579","1,436","2,158","4,668"
2021년10월_여_20~29세,"853,657","87,925","19,769","25,341","14,822","27,993","62,548","16,037","14,561","31,950","31,802","36,418","16,212","20,206","54,820","17,774","34,528","5,048","49,715","27,238","22,477","71,962","29,989","21,942","20,031","4,423","12,716","41,353","14,327","31,704","17,717","10,835","19,043","66,366","15,910","27,405","23,051","27,383","13,556","10,376","25,555","49,602","21,111","12,860","7,592","5,461","1,874","2,571","4,692"
2021년10월_여_30~39세,"917,244","84,462","15,585","26,786","12,270","29,821","66,245","16,237","14,180","35,828","29,345","37,422","15,695","21,727","54,732","19,811","38,343","4,788","38,684","20,066","18,618","71,611","34,073","19,417","18,121","5,013","12,547","45,389","17,184","36,247","17,806","11,129","26,076","71,382","15,657","29,358","26,367","32,197","14,284","10,316","38,512","71,862","26,874","13,673","6,442","5,274","1,768","2,509","5,317"
2021년10월_여_40~49세,"1,126,206","99,084","22,345","29,253","13,297","34,189","77,791","17,174","15,101","45,516","36,630","43,555","16,671","26,884","62,311","25,403","44,812","6,697","50,840","27,312","23,528","91,873","39,132","26,228","26,513","5,337","15,806","65,717","20,455","42,477","21,586","12,155","26,906","100,315","20,583","42,287","37,445","40,035","16,843","13,997","44,145","79,709","31,867","19,364","9,159","7,582","2,153","3,587","8,015"
2021년10월_여_50~59세,"1,117,741","98,662","24,565","31,128","15,303","27,666","77,371","19,526","18,208","39,637","41,172","49,383","21,862","27,521","74,774","24,655","42,703","7,738","62,754","34,031","28,723","100,261","42,145","29,061","29,055","6,320","17,742","59,464","16,163","42,630","24,368","15,276","22,491","83,899","21,250","34,408","28,241","36,392","17,060","14,940","33,726","56,097","31,808","18,744","13,133","9,533","3,183","5,187","10,112"
2021년10월_여_60~69세,"831,826","65,876","16,780","21,791","12,512","14,793","61,169","17,781","16,271","27,117","31,530","38,181","18,564","19,617","60,059","20,630","29,950","7,123","37,429","20,034","17,395","65,734","31,130","17,625","16,979","4,502","13,035","46,207","10,999","24,786","18,286","11,589","19,834","58,965","16,893","23,266","18,806","27,041","13,846","13,631","27,422","37,840","26,047","15,601","12,236","9,833","3,829","6,232","12,384"
2021년10월_여_70~79세,"420,550","31,334","8,809","9,536","6,648","6,341","31,405","9,221","8,244","13,940","17,483","17,200","8,836","8,364","25,349","9,684","16,059","4,957","16,515","9,432","7,083","35,098","17,183","8,815","9,100","2,184","6,350","24,920","5,537","10,881","8,289","4,863","8,613","36,195","8,722","14,673","12,800","16,049","7,098","7,472","14,121","17,479","11,806","8,857","6,576","5,284","2,656","3,537","6,699"
2021년10월_여_80~89세,"234,477","17,154","5,028","5,202","3,410","3,514","16,111","4,147","3,787","8,177","9,336","9,495","4,650","4,845","13,731","5,164","9,564","2,982","10,217","5,856","4,361","22,369","10,125","5,944","6,300","1,304","3,213","12,504","2,725","6,417","5,117","2,872","4,038","17,450","4,945","6,973","5,532","9,664","4,485","5,018","7,001","9,904","5,603","4,815","4,377","3,529","1,892","2,340","4,086"
2021년10월_여_90~99세,"41,810","3,103",970,914,522,697,"3,156",670,696,"1,790","1,498","1,742",795,947,"2,466",885,"1,538",442,"1,789","1,025",764,"3,811","1,617","1,106","1,088",289,489,"2,230",432,"1,197",899,577,849,"3,243",957,"1,290",996,"1,654",756,890,"1,286","1,736","1,023",885,756,687,305,388,809
2021년10월_여_100세 이상,"1,711",157,50,46,34,27,135,43,33,59,58,66,32,34,117,30,56,20,74,41,33,133,67,29,37,7,30,106,21,56,38,21,44,133,33,53,47,58,26,29,39,62,38,31,25,23,18,22,38
