카테고리,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2020년11월_계_총인구수,"668,498","13,977","25,586","12,976","19,238","19,872","19,606","16,182","26,081","18,538","39,645","24,899","20,707","32,640","31,570","27,142","27,864","33,046","20,742","29,344","30,276","29,333","28,673","36,225","35,408","21,807","17,198","9,923"
2020년11월_계_연령구간인구수,"668,498","13,977","25,586","12,976","19,238","19,872","19,606","16,182","26,081","18,538","39,645","24,899","20,707","32,640","31,570","27,142","27,864","33,046","20,742","29,344","30,276","29,333","28,673","36,225","35,408","21,807","17,198","9,923"
2020년11월_계_0~9세,"50,930",700,"2,000",682,"1,362","1,005",932,"1,101","1,218","1,329","2,885","1,267","1,652","1,641","1,635","1,663","3,247","2,564","1,359","1,689","2,444","4,785","1,288","4,199","3,324","2,876","1,484",599
2020년11월_계_10~19세,"59,193",911,"2,067","1,023","1,568","1,668","1,398","1,705","1,266","2,827","3,261","1,384","1,944","1,952","2,051","1,907","2,210","3,579","1,545","1,470","2,807","3,723","1,809","5,924","4,055","2,351","1,748","1,040"
2020년11월_계_20~29세,"94,136","1,728","3,846","1,839","2,244","2,384","2,465","2,468","5,100","2,194","5,626","4,611","2,926","5,614","5,380","4,216","3,579","4,573","3,311","5,258","4,140","2,839","5,151","3,304","3,945","2,059","2,037","1,299"
2020년11월_계_30~39세,"110,988","1,961","4,350","1,767","2,682","2,247","2,319","2,280","5,947","1,730","5,718","5,458","3,104","7,066","6,707","4,787","5,417","4,857","3,602","7,538","4,829","5,165","6,180","4,144","4,548","3,178","2,376","1,031"
2020년11월_계_40~49세,"109,461","2,010","4,078","1,970","3,042","2,902","2,778","2,714","3,671","3,420","5,861","3,533","3,180","4,959","5,209","3,920","4,438","5,673","2,898","4,303","4,812","5,977","4,477","8,756","6,323","4,374","2,776","1,407"
2020년11월_계_50~59세,"102,816","2,472","3,695","2,321","3,326","3,640","3,747","2,699","3,667","3,135","6,907","3,537","3,395","4,755","4,548","4,786","4,029","5,288","3,409","3,554","4,955","3,374","4,148","4,850","5,298","2,929","2,667","1,685"
2020년11월_계_60~69세,"83,842","2,432","3,272","1,920","2,746","3,280","3,347","1,935","3,160","2,442","5,684","3,062","2,834","3,939","3,668","3,620","3,287","4,055","2,940","3,131","3,743","2,177","3,380","2,865","4,635","2,422","2,421","1,445"
2020년11월_계_70~79세,"40,281","1,250","1,612","1,047","1,564","1,893","1,776",854,"1,504","1,015","2,498","1,492","1,170","1,997","1,712","1,559","1,280","1,706","1,193","1,603","1,720",912,"1,633","1,589","2,448","1,164","1,156",934
2020년11월_계_80~89세,"14,047",442,566,352,586,728,690,362,475,350,996,465,411,625,538,593,312,632,404,674,666,290,523,482,683,358,435,409
2020년11월_계_90~99세,"2,511",63,91,53,103,108,120,57,70,96,200,80,79,84,109,83,60,108,67,115,156,87,71,81,137,76,86,71
2020년11월_계_100세 이상,293,8,9,2,15,17,34,7,3,0,9,10,12,8,13,8,5,11,14,9,4,4,13,31,12,20,12,3
2020년11월_남_총인구수,"322,663","6,876","12,156","6,599","9,466","10,148","9,945","7,790","12,305","9,109","19,229","11,679","9,926","15,563","14,923","13,446","13,555","16,252","10,233","13,554","14,648","14,282","13,542","17,319","16,865","10,494","8,131","4,628"
2020년11월_남_연령구간인구수,"322,663","6,876","12,156","6,599","9,466","10,148","9,945","7,790","12,305","9,109","19,229","11,679","9,926","15,563","14,923","13,446","13,555","16,252","10,233","13,554","14,648","14,282","13,542","17,319","16,865","10,494","8,131","4,628"
2020년11월_남_0~9세,"26,320",394,"1,040",356,718,528,458,543,655,720,"1,498",638,842,835,830,867,"1,765","1,337",704,845,"1,247","2,423",654,"2,160","1,733","1,486",735,309
2020년11월_남_10~19세,"30,310",477,"1,039",548,841,851,728,876,678,"1,558","1,718",679,969,995,"1,073",985,"1,074","1,901",807,763,"1,441","1,854",902,"2,969","2,052","1,208",895,429
2020년11월_남_20~29세,"44,887",910,"1,684",978,"1,157","1,241","1,324","1,261","2,184","1,167","2,904","2,084","1,375","2,550","2,417","2,055","1,762","2,298","1,652","2,017","2,085","1,435","2,283","1,550","1,900","1,019",970,625
2020년11월_남_30~39세,"53,244","1,014","2,054",941,"1,371","1,250","1,280","1,093","2,911",715,"2,803","2,660","1,471","3,415","3,320","2,438","2,566","2,354","1,843","3,485","2,428","2,351","3,015","1,665","1,947","1,332","1,055",467
2020년11월_남_40~49세,"52,702","1,004","1,975",982,"1,484","1,491","1,462","1,236","1,792","1,515","2,749","1,651","1,525","2,446","2,489","1,933","2,158","2,732","1,408","2,088","2,351","3,027","2,146","4,087","2,930","2,123","1,295",623
2020년11월_남_50~59세,"49,859","1,188","1,791","1,174","1,625","1,952","1,900","1,273","1,706","1,552","3,238","1,618","1,616","2,295","2,119","2,340","1,897","2,552","1,597","1,728","2,317","1,674","1,974","2,632","2,599","1,446","1,237",819
2020년11월_남_60~69세,"39,532","1,120","1,552",937,"1,311","1,637","1,679",913,"1,439","1,163","2,683","1,395","1,329","1,811","1,653","1,793","1,570","1,955","1,438","1,463","1,742",981,"1,547","1,297","2,155","1,124","1,167",678
2020년11월_남_70~79세,"19,668",574,778,526,727,900,809,449,730,562,"1,242",726,621,915,807,761,650,854,604,822,802,449,782,735,"1,223",585,564,471
2020년11월_남_80~89세,"5,484",176,218,141,207,266,285,129,192,133,347,207,160,273,195,244,100,239,159,302,215,78,217,196,293,145,179,188
2020년11월_남_90~99세,583,16,23,15,17,28,14,17,16,24,45,20,16,28,17,26,12,29,17,38,20,10,20,17,30,21,28,19
2020년11월_남_100세 이상,74,3,2,1,8,4,6,0,2,0,2,1,2,0,3,4,1,1,4,3,0,0,2,11,3,5,6,0
2020년11월_여_총인구수,"345,835","7,101","13,430","6,377","9,772","9,724","9,661","8,392","13,776","9,429","20,416","13,220","10,781","17,077","16,647","13,696","14,309","16,794","10,509","15,790","15,628","15,051","15,131","18,906","18,543","11,313","9,067","5,295"
2020년11월_여_연령구간인구수,"345,835","7,101","13,430","6,377","9,772","9,724","9,661","8,392","13,776","9,429","20,416","13,220","10,781","17,077","16,647","13,696","14,309","16,794","10,509","15,790","15,628","15,051","15,131","18,906","18,543","11,313","9,067","5,295"
2020년11월_여_0~9세,"24,610",306,960,326,644,477,474,558,563,609,"1,387",629,810,806,805,796,"1,482","1,227",655,844,"1,197","2,362",634,"2,039","1,591","1,390",749,290
2020년11월_여_10~19세,"28,883",434,"1,028",475,727,817,670,829,588,"1,269","1,543",705,975,957,978,922,"1,136","1,678",738,707,"1,366","1,869",907,"2,955","2,003","1,143",853,611
2020년11월_여_20~29세,"49,249",818,"2,162",861,"1,087","1,143","1,141","1,207","2,916","1,027","2,722","2,527","1,551","3,064","2,963","2,161","1,817","2,275","1,659","3,241","2,055","1,404","2,868","1,754","2,045","1,040","1,067",674
2020년11월_여_30~39세,"57,744",947,"2,296",826,"1,311",997,"1,039","1,187","3,036","1,015","2,915","2,798","1,633","3,651","3,387","2,349","2,851","2,503","1,759","4,053","2,401","2,814","3,165","2,479","2,601","1,846","1,321",564
2020년11월_여_40~49세,"56,759","1,006","2,103",988,"1,558","1,411","1,316","1,478","1,879","1,905","3,112","1,882","1,655","2,513","2,720","1,987","2,280","2,941","1,490","2,215","2,461","2,950","2,331","4,669","3,393","2,251","1,481",784
2020년11월_여_50~59세,"52,957","1,284","1,904","1,147","1,701","1,688","1,847","1,426","1,961","1,583","3,669","1,919","1,779","2,460","2,429","2,446","2,132","2,736","1,812","1,826","2,638","1,700","2,174","2,218","2,699","1,483","1,430",866
2020년11월_여_60~69세,"44,310","1,312","1,720",983,"1,435","1,643","1,668","1,022","1,721","1,279","3,001","1,667","1,505","2,128","2,015","1,827","1,717","2,100","1,502","1,668","2,001","1,196","1,833","1,568","2,480","1,298","1,254",767
2020년11월_여_70~79세,"20,613",676,834,521,837,993,967,405,774,453,"1,256",766,549,"1,082",905,798,630,852,589,781,918,463,851,854,"1,225",579,592,463
2020년11월_여_80~89세,"8,563",266,348,211,379,462,405,233,283,217,649,258,251,352,343,349,212,393,245,372,451,212,306,286,390,213,256,221
2020년11월_여_90~99세,"1,928",47,68,38,86,80,106,40,54,72,155,60,63,56,92,57,48,79,50,77,136,77,51,64,107,55,58,52
2020년11월_여_100세 이상,219,5,7,1,7,13,28,7,1,0,7,9,10,8,10,4,4,10,10,6,4,4,11,20,9,15,6,3
