카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2020년07월_계_80~89세,"13,925","6,862",289,596,464,325,515,613,245,330,597,582,926,398,517,465,"7,063",444,225,585,442,340,"1,043",501,494,341,441,305,125,429,409,388,246,305
2020년07월_계_90~99세,"2,080",944,46,82,55,48,54,74,59,48,76,102,121,41,67,71,"1,136",74,45,112,61,52,158,68,55,36,69,50,25,70,75,87,44,55
2020년07월_계_100세 이상,172,80,1,10,7,0,4,14,7,5,10,6,7,1,7,1,92,19,10,8,2,1,10,6,3,5,3,1,5,6,7,2,0,4
2020년07월_남_총인구수,"275,318","120,904","6,398","10,850","8,438","3,655","5,964","10,487","7,904","5,748","8,713","9,850","16,471","6,969","7,807","11,650","154,414","10,675","5,438","9,689","8,578","5,169","18,427","9,914","13,369","7,482","11,850","8,356","4,162","10,577","11,138","7,467","6,591","5,532"
2020년07월_남_연령구간인구수,"275,318","120,904","6,398","10,850","8,438","3,655","5,964","10,487","7,904","5,748","8,713","9,850","16,471","6,969","7,807","11,650","154,414","10,675","5,438","9,689","8,578","5,169","18,427","9,914","13,369","7,482","11,850","8,356","4,162","10,577","11,138","7,467","6,591","5,532"
2020년07월_남_0~9세,"20,790","8,206",490,586,483,146,281,572,913,262,542,793,"1,166",480,363,"1,129","12,584",989,431,538,811,408,"1,202",642,"1,214",712,"1,279",816,499,751,840,599,481,372
2020년07월_남_10~19세,"27,739","10,049",579,814,709,250,439,655,688,380,666,853,"1,449",743,611,"1,213","17,690","1,182",551,831,"1,218",384,"1,600",730,"1,271",892,"1,989","1,785",389,953,"1,048","1,231",850,786
2020년07월_남_20~29세,"41,136","18,290",983,"1,720","1,335",541,869,"1,633","1,019",916,"1,344","1,371","2,465","1,109","1,145","1,840","22,846","1,494",826,"1,645","1,113",712,"3,227","1,663","1,805","1,163","1,379",942,474,"1,796","1,761",998,"1,031",817
2020년07월_남_30~39세,"40,101","17,646","1,010","1,637","1,207",539,825,"1,857","1,373",920,"1,158","1,344","2,212",835,951,"1,778","22,455","1,374",718,"1,337","1,057","1,217","2,618","1,693","3,072",883,"1,543",554,815,"1,693","1,585",892,825,579
2020년07월_남_40~49세,"43,777","18,253","1,008","1,560","1,248",551,859,"1,607","1,333",823,"1,168","1,497","2,533","1,085","1,203","1,778","25,524","1,704",812,"1,257","1,581",864,"2,564","1,525","2,465","1,214","2,553","1,849",774,"1,441","1,619","1,379",995,928
2020년07월_남_50~59세,"48,023","21,647","1,134","1,972","1,469",691,"1,108","1,796","1,323","1,020","1,607","1,661","3,098","1,291","1,639","1,838","26,376","1,901",988,"1,856","1,355",754,"3,385","1,791","1,856","1,468","1,727","1,382",612,"1,878","2,045","1,236","1,199",943
2020년07월_남_60~69세,"34,098","16,559",734,"1,576","1,248",521,925,"1,432",832,891,"1,355","1,427","2,161",928,"1,125","1,404","17,539","1,350",733,"1,455",919,519,"2,417","1,145","1,120",739,929,637,408,"1,408","1,562",695,825,678
2020년07월_남_70~79세,"14,360","7,576",335,744,566,274,470,670,317,408,635,683,"1,025",372,588,489,"6,784",493,297,560,388,214,"1,052",521,390,273,305,258,151,496,517,280,292,297
2020년07월_남_80~89세,"4,753","2,439",114,223,161,122,173,232,91,123,220,193,334,122,167,164,"2,314",161,70,179,124,87,320,185,163,128,125,115,39,148,141,132,81,116
2020년07월_남_90~99세,490,213,11,14,10,20,14,28,12,5,14,25,27,4,12,17,277,26,8,28,11,10,40,19,12,9,18,18,0,11,16,25,12,14
2020년07월_남_100세 이상,51,26,0,4,2,0,1,5,3,0,4,3,1,0,3,0,25,1,4,3,1,0,2,0,1,1,3,0,1,2,4,0,0,2
2020년07월_여_총인구수,"281,243","120,574","6,454","10,810","8,465","3,672","6,026","9,874","8,132","5,383","8,930","10,263","16,370","6,920","7,680","11,595","160,669","11,211","5,769","9,893","9,216","6,128","19,175","9,627","14,197","7,757","12,403","8,590","4,036","10,899","11,018","8,110","6,809","5,831"
2020년07월_여_연령구간인구수,"281,243","120,574","6,454","10,810","8,465","3,672","6,026","9,874","8,132","5,383","8,930","10,263","16,370","6,920","7,680","11,595","160,669","11,211","5,769","9,893","9,216","6,128","19,175","9,627","14,197","7,757","12,403","8,590","4,036","10,899","11,018","8,110","6,809","5,831"
2020년07월_여_0~9세,"20,025","7,913",504,609,429,146,256,539,903,250,504,694,"1,128",506,386,"1,059","12,112",886,413,526,709,394,"1,091",639,"1,251",689,"1,248",675,497,759,817,607,506,405
2020년07월_여_10~19세,"25,899","9,283",559,736,648,256,396,654,652,354,648,758,"1,264",643,584,"1,131","16,616","1,103",568,730,"1,094",361,"1,470",766,"1,211",849,"1,823","1,636",355,874,"1,075","1,101",822,778
2020년07월_여_20~29세,"37,839","16,609",971,"1,691","1,178",552,780,"1,416","1,041",752,"1,192","1,288","2,259",890,"1,024","1,575","21,230","1,492",786,"1,379","1,046",781,"2,846","1,400","1,861","1,073","1,244",953,503,"1,680","1,534","1,013",916,723
2020년07월_여_30~39세,"38,117","15,916",947,"1,389","1,042",427,689,"1,477","1,464",645,"1,001","1,410","2,146",803,755,"1,721","22,201","1,459",714,"1,197","1,201","1,201","2,354","1,393","2,917","1,014","1,800",732,793,"1,550","1,464","1,029",805,578
2020년07월_여_40~49세,"45,813","17,536","1,026","1,505","1,157",484,837,"1,434","1,286",699,"1,153","1,564","2,396","1,081","1,117","1,797","28,277","1,886",923,"1,326","1,824","1,038","2,742","1,509","2,661","1,393","2,841","2,206",680,"1,549","1,695","1,690","1,240","1,074"
2020년07월_여_50~59세,"50,684","22,386","1,084","2,041","1,638",649,"1,083","1,726","1,337","1,059","1,785","1,913","3,154","1,304","1,503","2,110","28,298","2,097","1,127","2,118","1,403",971,"3,808","1,789","2,092","1,495","1,709","1,234",576,"2,116","2,225","1,268","1,259","1,011"
2020년07월_여_60~69세,"34,890","16,998",773,"1,560","1,356",546,"1,024","1,487",855,927,"1,432","1,468","2,144",920,"1,197","1,309","17,892","1,372",705,"1,463","1,057",703,"2,652","1,155","1,203",696,913,593,378,"1,477","1,394",685,753,693
2020년07월_여_70~79세,"17,093","8,725",379,832,664,381,576,705,389,442,770,699,"1,187",459,705,537,"8,368",567,335,659,513,383,"1,363",605,625,304,458,338,139,550,484,397,311,337
2020년07월_여_80~89세,"9,172","4,423",175,373,303,203,342,381,154,207,377,389,592,276,350,301,"4,749",283,155,406,318,253,723,316,331,213,316,190,86,281,268,256,165,189
2020년07월_여_90~99세,"1,590",731,35,68,45,28,40,46,47,43,62,77,94,37,55,54,859,48,37,84,50,42,118,49,43,27,51,32,25,59,59,62,32,41
2020년07월_여_100세 이상,121,54,1,6,5,0,3,9,4,5,6,3,6,1,4,1,67,18,6,5,1,1,8,6,2,4,0,1,4,4,3,2,0,2
