카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2021년08월_여_총인구수,"277,360","119,393","6,265","10,641","8,288","3,483","5,190","12,560","8,008","5,183","8,814","9,938","15,775","6,591","7,466","11,191","157,967","10,842","5,650","7,031","8,961","5,902","18,509","9,355","13,812","7,432","12,112","8,468","8,893","10,052","10,742","8,044","6,510","5,652"
2021년08월_여_연령구간인구수,"277,360","119,393","6,265","10,641","8,288","3,483","5,190","12,560","8,008","5,183","8,814","9,938","15,775","6,591","7,466","11,191","157,967","10,842","5,650","7,031","8,961","5,902","18,509","9,355","13,812","7,432","12,112","8,468","8,893","10,052","10,742","8,044","6,510","5,652"
2021년08월_여_0~9세,"18,862","7,413",430,556,367,119,214,875,875,207,468,621,996,432,321,932,"11,449",796,379,335,614,324,926,583,"1,073",620,"1,143",611,"1,196",697,767,574,453,358
2021년08월_여_10~19세,"24,645","8,758",512,692,604,219,327,745,644,318,602,689,"1,171",597,537,"1,101","15,887","1,013",525,464,"1,058",338,"1,319",722,"1,122",797,"1,787","1,636",759,755,993,"1,065",750,784
2021년08월_여_20~29세,"36,783","16,283",956,"1,723","1,139",525,665,"1,880",962,709,"1,079","1,195","2,151",838,"1,006","1,455","20,500","1,427",763,958,"1,005",782,"2,721","1,335","1,842","1,007","1,217",909,"1,003","1,513","1,490",997,860,671
2021년08월_여_30~39세,"37,516","15,666",902,"1,301",941,402,607,"2,195","1,392",585,987,"1,336","1,977",715,725,"1,601","21,850","1,376",710,846,"1,102","1,106","2,209","1,336","2,712",953,"1,697",701,"1,924","1,417","1,430","1,022",775,534
2021년08월_여_40~49세,"43,826","16,747",964,"1,360","1,102",421,685,"1,737","1,279",634,"1,089","1,468","2,271",996,"1,003","1,738","27,079","1,758",863,903,"1,729",948,"2,485","1,421","2,540","1,262","2,769","2,168","1,537","1,424","1,574","1,576","1,118","1,004"
2021년08월_여_50~59세,"49,428","21,864","1,081","2,007","1,576",613,905,"2,069","1,289",996,"1,747","1,867","3,017","1,271","1,464","1,962","27,564","2,019","1,073","1,438","1,417",928,"3,671","1,718","2,126","1,471","1,684","1,247","1,188","1,916","2,131","1,322","1,227",988
2021년08월_여_60~69세,"37,906","18,435",833,"1,655","1,479",551,941,"1,791",966,"1,004","1,575","1,572","2,293",979,"1,283","1,513","19,471","1,518",813,"1,163","1,125",769,"2,943","1,255","1,340",764,996,649,826,"1,470","1,519",760,819,742
2021년08월_여_70~79세,"17,157","8,798",382,863,708,386,505,766,395,465,785,685,"1,175",448,699,536,"8,359",581,335,531,535,387,"1,363",610,627,315,429,320,282,534,466,396,317,331
2021년08월_여_80~89세,"9,471","4,627",167,408,327,219,295,447,164,220,410,414,614,273,377,292,"4,844",292,152,333,317,265,737,311,379,214,325,194,133,274,308,268,150,192
2021년08월_여_90~99세,"1,696",770,37,72,45,28,44,52,40,41,64,91,106,42,49,59,926,59,36,58,57,53,126,61,50,24,64,33,41,52,63,63,41,45
2021년08월_여_100세 이상,70,32,1,4,0,0,2,3,2,4,8,0,4,0,2,2,38,3,1,2,2,2,9,3,1,5,1,0,4,0,1,1,0,3
