카테고리,서울특별시 양천구,서울특별시 양천구 목1동,서울특별시 양천구 목2동,서울특별시 양천구 목3동,서울특별시 양천구 목4동,서울특별시 양천구 목5동,서울특별시 양천구 신월1동,서울특별시 양천구 신월2동,서울특별시 양천구 신월3동,서울특별시 양천구 신월4동,서울특별시 양천구 신월5동,서울특별시 양천구 신월6동,서울특별시 양천구 신월7동,서울특별시 양천구 신정1동,서울특별시 양천구 신정2동,서울특별시 양천구 신정3동,서울특별시 양천구 신정4동,서울특별시 양천구 신정6동,서울특별시 양천구 신정7동
2021년02월_계_총인구수,"454,270","31,391","30,450","22,362","25,868","41,973","20,824","21,167","15,619","18,311","14,977","13,814","20,390","20,813","19,951","48,283","33,390","24,944","29,743"
2021년02월_계_연령구간인구수,"454,270","31,391","30,450","22,362","25,868","41,973","20,824","21,167","15,619","18,311","14,977","13,814","20,390","20,813","19,951","48,283","33,390","24,944","29,743"
2021년02월_계_0~9세,"31,490","2,986","1,702","1,318","1,405","3,380",969,"1,418",869,"1,436",980,"1,453","1,028","1,857","1,311","3,690","1,642","2,099","1,947"
2021년02월_계_10~19세,"50,581","5,074","2,520","1,548","3,342","7,549","1,309","1,768","1,136","1,614","1,269","1,246","1,365","3,005","2,966","5,493","2,313","3,650","3,414"
2021년02월_계_20~29세,"59,300","3,356","4,970","3,548","4,152","4,441","2,689","2,652","2,034","2,173","2,135","1,584","2,624","2,423","2,523","6,067","5,212","3,155","3,562"
2021년02월_계_30~39세,"57,595","3,277","5,290","3,999","2,757","3,953","2,737","2,978","1,999","2,455","2,086","2,592","2,609","2,074","1,802","5,984","5,060","2,728","3,215"
2021년02월_계_40~49세,"78,875","6,917","4,646","3,192","4,570","9,138","3,090","3,300","2,230","3,053","2,301","2,162","2,962","4,071","3,813","8,326","5,225","4,738","5,141"
2021년02월_계_50~59세,"76,517","4,986","4,926","3,629","4,819","6,665","3,848","3,348","2,926","2,832","2,537","2,042","3,592","3,504","3,573","8,208","5,433","4,385","5,264"
2021년02월_계_60~69세,"58,350","2,883","3,874","3,062","2,748","4,216","3,630","3,332","2,532","2,762","2,185","1,691","3,467","2,225","2,287","5,982","4,812","2,632","4,030"
2021년02월_계_70~79세,"28,803","1,323","1,738","1,371","1,455","1,737","1,876","1,731","1,355","1,404","1,057",775,"1,827","1,090","1,123","3,161","2,702","1,024","2,054"
2021년02월_계_80~89세,"10,833",492,669,595,538,727,567,546,468,509,361,218,814,454,463,"1,167",869,429,947
2021년02월_계_90~99세,"1,733",91,100,85,72,160,97,86,58,63,58,40,98,103,73,190,106,103,150
2021년02월_계_100세 이상,193,6,15,15,10,7,12,8,12,10,8,11,4,7,17,15,16,1,19
2021년02월_남_총인구수,"222,789","15,062","14,812","10,675","12,649","20,798","10,688","10,353","8,223","8,983","7,425","6,797","9,996","10,167","9,770","23,549","16,355","12,112","14,375"
2021년02월_남_연령구간인구수,"222,789","15,062","14,812","10,675","12,649","20,798","10,688","10,353","8,223","8,983","7,425","6,797","9,996","10,167","9,770","23,549","16,355","12,112","14,375"
2021년02월_남_0~9세,"16,205","1,496",864,694,666,"1,811",500,724,478,725,490,755,544,970,655,"1,902",871,"1,072",988
2021년02월_남_10~19세,"26,369","2,543","1,326",835,"1,800","4,117",665,870,585,854,694,612,685,"1,542","1,545","2,841","1,184","1,882","1,789"
2021년02월_남_20~29세,"30,197","1,638","2,442","1,730","2,207","2,307","1,408","1,369","1,064","1,132","1,079",798,"1,386","1,239","1,304","3,118","2,498","1,627","1,851"
2021년02월_남_30~39세,"28,344","1,379","2,692","1,958","1,373","1,723","1,520","1,512","1,090","1,211","1,094","1,305","1,386",906,842,"2,926","2,699","1,197","1,531"
2021년02월_남_40~49세,"37,749","3,151","2,245","1,521","2,028","4,080","1,618","1,671","1,230","1,544","1,143","1,088","1,528","1,915","1,753","4,024","2,602","2,143","2,465"
2021년02월_남_50~59세,"38,044","2,618","2,328","1,641","2,383","3,443","2,023","1,624","1,613","1,369","1,217",980,"1,758","1,787","1,834","4,028","2,611","2,182","2,605"
2021년02월_남_60~69세,"27,960","1,395","1,833","1,435","1,336","2,084","1,828","1,519","1,355","1,290","1,060",798,"1,630","1,083","1,148","2,777","2,208","1,284","1,897"
2021년02월_남_70~79세,"13,589",645,818,629,664,922,897,841,617,669,499,371,784,526,494,"1,476","1,277",544,916
2021년02월_남_80~89세,"3,856",168,227,210,171,268,208,207,174,169,136,80,269,173,172,414,370,149,291
2021년02월_남_90~99세,426,27,32,19,18,43,18,14,13,18,10,8,22,23,20,41,31,32,37
2021년02월_남_100세 이상,50,2,5,3,3,0,3,2,4,2,3,2,4,3,3,2,4,0,5
2021년02월_여_총인구수,"231,481","16,329","15,638","11,687","13,219","21,175","10,136","10,814","7,396","9,328","7,552","7,017","10,394","10,646","10,181","24,734","17,035","12,832","15,368"
2021년02월_여_연령구간인구수,"231,481","16,329","15,638","11,687","13,219","21,175","10,136","10,814","7,396","9,328","7,552","7,017","10,394","10,646","10,181","24,734","17,035","12,832","15,368"
2021년02월_여_0~9세,"15,285","1,490",838,624,739,"1,569",469,694,391,711,490,698,484,887,656,"1,788",771,"1,027",959
2021년02월_여_10~19세,"24,212","2,531","1,194",713,"1,542","3,432",644,898,551,760,575,634,680,"1,463","1,421","2,652","1,129","1,768","1,625"
2021년02월_여_20~29세,"29,103","1,718","2,528","1,818","1,945","2,134","1,281","1,283",970,"1,041","1,056",786,"1,238","1,184","1,219","2,949","2,714","1,528","1,711"
2021년02월_여_30~39세,"29,251","1,898","2,598","2,041","1,384","2,230","1,217","1,466",909,"1,244",992,"1,287","1,223","1,168",960,"3,058","2,361","1,531","1,684"
2021년02월_여_40~49세,"41,126","3,766","2,401","1,671","2,542","5,058","1,472","1,629","1,000","1,509","1,158","1,074","1,434","2,156","2,060","4,302","2,623","2,595","2,676"
