카테고리,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2021년07월_계_총인구수,"530,529","16,116","22,481","21,316","26,570","26,293","13,077","29,563","24,356","36,422","19,974","35,606","36,121","21,741","33,454","6,464","21,883","23,755","43,660","23,526","15,341","17,838","14,972"
2021년07월_계_연령구간인구수,"530,529","16,116","22,481","21,316","26,570","26,293","13,077","29,563","24,356","36,422","19,974","35,606","36,121","21,741","33,454","6,464","21,883","23,755","43,660","23,526","15,341","17,838","14,972"
2021년07월_계_0~9세,"35,139",907,692,"1,075","2,072","2,059",824,"2,263","1,788","1,967",687,980,"2,752","1,708","2,785",359,"1,691","1,691","4,158","2,062",712,"1,301",606
2021년07월_계_10~19세,"58,289","1,601",879,"1,299","2,764","2,233","1,241","3,448","5,451","6,047","2,462","1,445","5,458","2,367","4,767",579,"2,468","2,280","4,671","3,347","1,146","1,768",568
2021년07월_계_20~29세,"71,294","2,162","4,523","3,420","3,037","3,718","1,779","3,815","2,413","4,547","3,330","7,432","4,410","2,865","3,872",707,"2,734","3,262","5,274","2,548","2,128","1,826","1,492"
2021년07월_계_30~39세,"78,553","2,225","5,584","4,343","3,120","4,163","1,893","4,723","1,431","3,250","3,291","10,016","4,938","3,077","3,383",652,"2,704","3,665","6,380","2,776","2,215","2,539","2,185"
2021년07월_계_40~49세,"97,459","2,820","3,823","3,840","4,636","4,696","2,117","6,209","5,838","6,879","3,956","6,151","8,452","3,865","6,422",925,"3,635","3,962","7,893","4,476","2,092","3,116","1,656"
2021년07월_계_50~59세,"80,360","2,496","2,823","2,949","4,169","3,976","2,178","4,307","3,933","6,513","3,231","4,166","5,072","3,465","5,517","1,036","3,699","3,964","5,973","3,709","2,416","2,607","2,161"
2021년07월_계_60~69세,"60,603","1,790","2,233","2,273","3,193","3,007","1,698","2,497","1,971","4,364","1,581","3,090","2,646","2,593","3,630","1,196","3,127","3,107","5,088","2,955","2,561","2,596","3,407"
2021년07월_계_70~79세,"34,287","1,390","1,342","1,506","2,397","1,713",945,"1,657","1,102","2,155","1,074","1,647","1,741","1,230","2,144",712,"1,370","1,333","2,719","1,139","1,423","1,548","2,000"
2021년07월_계_80~89세,"12,196",621,504,521,"1,011",615,337,552,353,593,315,579,563,478,785,240,370,413,"1,233",394,533,454,732
2021년07월_계_90~99세,"2,219",99,73,85,163,103,62,83,71,102,46,90,82,90,141,51,79,73,264,116,109,77,160
2021년07월_계_100세 이상,130,5,5,5,8,10,3,9,5,5,1,10,7,3,8,7,6,5,7,4,6,6,5
2021년07월_남_총인구수,"253,799","7,485","10,563","9,968","12,280","12,301","6,446","14,139","12,272","18,460","9,421","17,267","16,929","10,298","15,547","3,148","10,526","11,530","20,688","11,595","7,512","8,639","6,785"
2021년07월_남_연령구간인구수,"253,799","7,485","10,563","9,968","12,280","12,301","6,446","14,139","12,272","18,460","9,421","17,267","16,929","10,298","15,547","3,148","10,526","11,530","20,688","11,595","7,512","8,639","6,785"
2021년07월_남_0~9세,"18,111",485,332,546,999,"1,120",432,"1,218",968,"1,059",333,494,"1,385",833,"1,419",189,858,859,"2,098","1,128",362,685,309
2021년07월_남_10~19세,"30,396",785,415,661,"1,338","1,181",724,"1,903","3,070","3,576","1,313",727,"2,620","1,106","2,101",298,"1,181","1,152","2,310","1,920",647,"1,089",279
2021년07월_남_20~29세,"33,994","1,005","2,019","1,532","1,430","1,680",944,"1,807","1,244","2,478","1,598","3,217","1,854","1,358","1,768",356,"1,404","1,640","2,505","1,329","1,082",979,765
2021년07월_남_30~39세,"36,036",983,"2,653","1,989","1,321","1,781",896,"2,022",576,"1,478","1,493","4,932","2,144","1,368","1,388",298,"1,263","1,766","2,920","1,279","1,169","1,212","1,105"
2021년07월_남_40~49세,"45,163","1,243","1,870","1,836","2,103","2,142",991,"2,835","2,522","2,929","1,702","3,120","3,902","1,806","2,832",443,"1,683","1,870","3,854","2,040","1,066","1,510",864
2021년07월_남_50~59세,"40,315","1,230","1,405","1,441","2,030","1,889","1,044","2,183","2,200","3,382","1,638","2,203","2,755","1,729","2,780",522,"1,758","1,971","2,917","1,812","1,169","1,273",984
2021년07월_남_60~69세,"27,788",818,992,992,"1,409","1,384",775,"1,140",940,"2,180",715,"1,493","1,181","1,258","1,736",556,"1,491","1,441","2,280","1,355","1,152","1,097","1,403"
2021년07월_남_70~79세,"16,242",609,634,717,"1,123",812,468,747,562,"1,089",475,790,794,610,"1,092",365,719,640,"1,308",571,670,638,809
2021년07월_남_80~89세,"5,211",299,220,230,483,287,153,264,172,264,147,271,274,199,390,109,156,175,430,142,172,140,234
2021년07월_남_90~99세,514,28,23,21,44,23,18,18,16,24,7,19,20,30,40,11,11,15,61,18,21,15,31
2021년07월_남_100세 이상,29,0,0,3,0,2,1,2,2,1,0,1,0,1,1,1,2,1,5,1,2,1,2
2021년07월_여_총인구수,"276,730","8,631","11,918","11,348","14,290","13,992","6,631","15,424","12,084","17,962","10,553","18,339","19,192","11,443","17,907","3,316","11,357","12,225","22,972","11,931","7,829","9,199","8,187"
2021년07월_여_연령구간인구수,"276,730","8,631","11,918","11,348","14,290","13,992","6,631","15,424","12,084","17,962","10,553","18,339","19,192","11,443","17,907","3,316","11,357","12,225","22,972","11,931","7,829","9,199","8,187"
2021년07월_여_0~9세,"17,028",422,360,529,"1,073",939,392,"1,045",820,908,354,486,"1,367",875,"1,366",170,833,832,"2,060",934,350,616,297
2021년07월_여_10~19세,"27,893",816,464,638,"1,426","1,052",517,"1,545","2,381","2,471","1,149",718,"2,838","1,261","2,666",281,"1,287","1,128","2,361","1,427",499,679,289
2021년07월_여_20~29세,"37,300","1,157","2,504","1,888","1,607","2,038",835,"2,008","1,169","2,069","1,732","4,215","2,556","1,507","2,104",351,"1,330","1,622","2,769","1,219","1,046",847,727
2021년07월_여_30~39세,"42,517","1,242","2,931","2,354","1,799","2,382",997,"2,701",855,"1,772","1,798","5,084","2,794","1,709","1,995",354,"1,441","1,899","3,460","1,497","1,046","1,327","1,080"
2021년07월_여_40~49세,"52,296","1,577","1,953","2,004","2,533","2,554","1,126","3,374","3,316","3,950","2,254","3,031","4,550","2,059","3,590",482,"1,952","2,092","4,039","2,436","1,026","1,606",792
2021년07월_여_50~59세,"40,045","1,266","1,418","1,508","2,139","2,087","1,134","2,124","1,733","3,131","1,593","1,963","2,317","1,736","2,737",514,"1,941","1,993","3,056","1,897","1,247","1,334","1,177"
2021년07월_여_60~69세,"32,815",972,"1,241","1,281","1,784","1,623",923,"1,357","1,031","2,184",866,"1,597","1,465","1,335","1,894",640,"1,636","1,666","2,808","1,600","1,409","1,499","2,004"
2021년07월_여_70~79세,"18,045",781,708,789,"1,274",901,477,910,540,"1,066",599,857,947,620,"1,052",347,651,693,"1,411",568,753,910,"1,191"
2021년07월_여_80~89세,"6,985",322,284,291,528,328,184,288,181,329,168,308,289,279,395,131,214,238,803,252,361,314,498
2021년07월_여_90~99세,"1,705",71,50,64,119,80,44,65,55,78,39,71,62,60,101,40,68,58,203,98,88,62,129
2021년07월_여_100세 이상,101,5,5,2,8,8,2,7,3,4,1,9,7,2,7,6,4,4,2,3,4,5,3
