카테고리,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2020년01월_계_80~89세,"13,997",659,647,443,"1,370","1,113",358,548,551,655,527,543,470,720,614,748,694,621,991,834,891
2020년01월_계_90~99세,"2,326",83,125,81,288,145,55,89,79,125,87,73,79,126,109,131,126,91,155,104,175
2020년01월_계_100세 이상,222,11,6,4,13,18,6,22,6,10,9,5,5,2,2,8,22,27,13,25,8
2020년01월_남_총인구수,"286,309","20,707","11,131","10,719","15,287","26,078","9,262","10,813","10,629","17,316","12,311","12,496","15,773","7,142","7,561","18,264","21,382","13,847","22,124","11,707","11,760"
2020년01월_남_연령구간인구수,"286,309","20,707","11,131","10,719","15,287","26,078","9,262","10,813","10,629","17,316","12,311","12,496","15,773","7,142","7,561","18,264","21,382","13,847","22,124","11,707","11,760"
2020년01월_남_0~9세,"22,322","2,240",731,802,932,"1,595",726,746,686,"1,302",724,794,"1,022",285,452,"1,972","2,077","1,417","2,346",664,809
2020년01월_남_10~19세,"24,032","2,380",850,963,"1,218","1,348",798,868,748,"1,422",978,890,"1,024",274,345,"2,479","2,686",912,"2,164",828,857
2020년01월_남_20~29세,"41,168","2,673","1,885","1,750","2,246","4,161","1,292","1,579","1,585","2,741","1,997","1,904","2,895",850,967,"2,336","2,600","1,964","2,664","1,666","1,413"
2020년01월_남_30~39세,"52,040","3,536","2,708","1,844","2,373","5,938","1,655","1,697","1,874","3,557","2,166","2,394","4,152","1,358","1,663","2,233","2,837","2,748","3,384","1,953","1,970"
2020년01월_남_40~49세,"46,889","3,847","1,664","1,542","1,995","4,062","1,623","1,591","1,708","2,959","1,905","2,088","2,363",766,"1,064","3,594","4,146","2,273","4,060","1,770","1,869"
2020년01월_남_50~59세,"42,284","2,988","1,503","1,679","2,631","3,639","1,353","1,657","1,693","2,311","1,911","1,742","2,020","1,165","1,116","2,744","3,293","1,943","3,203","1,876","1,817"
2020년01월_남_60~69세,"34,413","1,983","1,017","1,326","2,317","3,065","1,058","1,593","1,356","1,802","1,664","1,499","1,538","1,546","1,150","1,661","2,247","1,516","2,619","1,698","1,758"
2020년01월_남_70~79세,"17,676",807,481,640,"1,067","1,809",613,875,753,951,779,954,581,670,602,957,"1,198",799,"1,292",921,927
2020년01월_남_80~89세,"4,869",232,242,157,427,413,132,180,206,241,169,213,156,200,184,262,267,249,349,295,295
2020년01월_남_90~99세,550,21,47,16,75,41,11,24,18,27,17,16,21,27,18,24,25,15,37,26,44
2020년01월_남_100세 이상,66,0,3,0,6,7,1,3,2,3,1,2,1,1,0,2,6,11,6,10,1
2020년01월_여_총인구수,"305,290","21,768","12,405","11,006","16,883","27,335","9,816","11,690","11,021","18,165","12,703","13,477","18,072","7,904","8,531","20,085","23,161","13,535","23,208","11,974","12,551"
2020년01월_여_연령구간인구수,"305,290","21,768","12,405","11,006","16,883","27,335","9,816","11,690","11,021","18,165","12,703","13,477","18,072","7,904","8,531","20,085","23,161","13,535","23,208","11,974","12,551"
2020년01월_여_0~9세,"21,420","2,127",683,732,901,"1,562",687,687,633,"1,286",700,817,898,292,396,"1,874","2,054","1,346","2,363",621,761
2020년01월_여_10~19세,"23,079","2,232",638,773,"1,120","1,391",792,840,711,"1,234",788,859,"1,008",243,351,"2,665","2,917",854,"2,144",719,800
2020년01월_여_20~29세,"46,268","3,043","2,691","1,635","2,106","4,805","1,273","1,741","1,409","3,001","2,070","1,978","5,324","1,014","1,015","2,389","2,742","1,973","2,867","1,823","1,369"
2020년01월_여_30~39세,"50,766","3,911","2,933","1,868","2,312","5,239","1,582","1,721","1,767","3,130","2,008","2,233","3,923","1,254","1,603","2,497","3,124","2,535","3,545","1,683","1,898"
2020년01월_여_40~49세,"46,468","3,962","1,658","1,616","2,195","3,723","1,615","1,704","1,638","2,896","1,858","2,013","2,224",725,960,"3,922","4,658","1,921","3,847","1,546","1,787"
2020년01월_여_50~59세,"46,647","3,101","1,615","1,896","3,092","4,117","1,563","1,863","1,867","2,679","2,180","2,208","2,250","1,339","1,300","2,942","3,282","1,955","3,456","1,931","2,011"
2020년01월_여_60~69세,"39,507","2,005","1,096","1,488","2,602","3,824","1,342","1,816","1,712","2,308","1,849","1,933","1,463","1,584","1,484","2,109","2,599","1,607","2,803","1,851","2,032"
2020년01월_여_70~79세,"20,075",887,605,643,"1,392","1,859",687,866,874,"1,112",814,"1,046",606,833,899,"1,088","1,241",880,"1,416","1,168","1,159"
2020년01월_여_80~89세,"9,128",427,405,286,943,700,226,368,345,414,358,330,314,520,430,486,427,372,642,539,596
2020년01월_여_90~99세,"1,776",62,78,65,213,104,44,65,61,98,70,57,58,99,91,107,101,76,118,78,131
2020년01월_여_100세 이상,156,11,3,4,7,11,5,19,4,7,8,3,4,1,2,6,16,16,7,15,7
