카테고리,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2020년02월_계_80~89세,"15,742",699,948,"1,037","1,006",895,903,665,563,482,742,"1,466","1,198",556,"1,121",892,965,523,626,455
2020년02월_계_90~99세,"2,309",108,148,138,145,139,123,92,84,55,99,213,203,83,136,138,169,76,95,65
2020년02월_계_100세 이상,261,13,12,14,15,14,7,4,13,12,13,14,49,12,27,26,4,4,3,5
2020년02월_남_총인구수,"257,265","11,899","13,330","14,999","18,721","19,548","13,684","11,100","12,595","13,652","10,214","16,863","19,358","10,341","13,435","12,229","15,978","11,363","10,359","7,597"
2020년02월_남_연령구간인구수,"257,265","11,899","13,330","14,999","18,721","19,548","13,684","11,100","12,595","13,652","10,214","16,863","19,358","10,341","13,435","12,229","15,978","11,363","10,359","7,597"
2020년02월_남_0~9세,"18,313",684,935,"1,283","1,191","1,592",632,818,897,"1,127",629,"1,182","1,327",540,744,618,"1,412","1,384",798,520
2020년02월_남_10~19세,"29,187",969,"1,205","1,176","1,456","2,394","1,985","1,536","2,328","3,121","1,395","1,664","1,843","1,042","1,192","1,108","1,664","1,144","1,237",728
2020년02월_남_20~29세,"38,164","2,260","1,729","1,847","3,390","3,206","2,747","1,646","1,774","1,595","1,378","2,309","2,821","1,671","1,743","1,836","2,313","1,294","1,449","1,156"
2020년02월_남_30~39세,"33,408","1,570","1,694","2,456","2,906","2,634","1,411","1,249",924,875,"1,042","2,204","2,567","1,262","1,576","1,463","2,381","2,480","1,462","1,252"
2020년02월_남_40~49세,"42,781","1,847","2,235","2,431","2,873","3,277","2,003","1,976","2,373","3,039","1,745","3,021","2,826","1,575","2,078","1,920","2,703","1,988","1,690","1,181"
2020년02월_남_50~59세,"42,933","1,853","2,213","2,258","2,828","3,007","2,399","1,963","2,434","2,348","1,807","2,744","3,386","1,975","2,419","2,267","2,591","1,429","1,692","1,320"
2020년02월_남_60~69세,"30,602","1,485","1,912","2,016","2,450","2,042","1,532","1,112","1,173",977,"1,213","2,045","2,758","1,375","1,995","1,673","1,739",957,"1,235",913
2020년02월_남_70~79세,"15,880",900,"1,084","1,143","1,212","1,017",680,563,465,407,733,"1,195","1,311",667,"1,213",983,841,503,584,379
2020년02월_남_80~89세,"5,352",303,289,357,376,337,255,215,200,141,248,442,443,210,436,315,298,167,193,127
2020년02월_남_90~99세,565,25,33,30,37,36,38,21,24,19,23,54,43,18,32,42,36,17,19,18
2020년02월_남_100세 이상,80,3,1,2,2,6,2,1,3,3,1,3,33,6,7,4,0,0,0,3
2020년02월_여_총인구수,"274,575","11,142","14,312","16,249","19,456","20,535","14,729","12,073","13,146","14,234","10,855","19,504","20,442","10,560","13,563","12,887","18,396","12,265","11,342","8,885"
2020년02월_여_연령구간인구수,"274,575","11,142","14,312","16,249","19,456","20,535","14,729","12,073","13,146","14,234","10,855","19,504","20,442","10,560","13,563","12,887","18,396","12,265","11,342","8,885"
2020년02월_여_0~9세,"17,274",656,910,"1,174","1,125","1,501",623,790,805,945,624,"1,138","1,219",514,707,593,"1,367","1,307",749,527
2020년02월_여_10~19세,"27,018",844,"1,102","1,102","1,426","2,291","1,573","1,427","2,291","2,791","1,086","1,791","1,695",974,997,"1,100","1,589","1,110","1,085",744
2020년02월_여_20~29세,"35,795","1,613","1,514","1,833","3,268","3,277","2,350","1,596","1,623","1,448","1,258","2,162","2,693","1,679","1,480","1,665","2,407","1,370","1,307","1,252"
2020년02월_여_30~39세,"33,639","1,335","1,699","2,436","2,758","2,707","1,386","1,369","1,069","1,192","1,025","2,264","2,517","1,182","1,395","1,304","2,707","2,512","1,461","1,321"
2020년02월_여_40~49세,"46,873","1,696","2,207","2,382","2,765","3,587","2,499","2,267","2,986","3,798","1,949","3,193","3,134","1,653","2,010","1,980","3,205","2,052","2,035","1,475"
2020년02월_여_50~59세,"45,821","1,842","2,394","2,636","3,134","3,111","2,631","2,056","2,225","2,111","1,844","3,012","3,788","2,016","2,434","2,370","3,080","1,600","1,953","1,584"
2020년02월_여_60~69세,"34,942","1,620","2,373","2,479","2,782","2,203","1,819","1,267","1,054",981,"1,372","2,679","2,921","1,388","2,177","1,900","2,101","1,245","1,469","1,112"
2020년02월_여_70~79세,"20,898","1,047","1,328","1,407","1,447","1,189","1,110",777,660,582,"1,115","2,071","1,544",737,"1,554","1,280","1,136",650,771,493
2020년02월_여_80~89세,"10,390",396,659,680,630,558,648,450,363,341,494,"1,024",755,346,685,577,667,356,433,328
2020년02월_여_90~99세,"1,744",83,115,108,108,103,85,71,60,36,76,159,160,65,104,96,133,59,76,47
2020년02월_여_100세 이상,181,10,11,12,13,8,5,3,10,9,12,11,16,6,20,22,4,4,3,2
