카테고리,서울특별시 종로구,서울특별시 종로구 청운효자동,서울특별시 종로구 사직동,서울특별시 종로구 삼청동,서울특별시 종로구 부암동,서울특별시 종로구 평창동,서울특별시 종로구 무악동,서울특별시 종로구 교남동,서울특별시 종로구 가회동,서울특별시 종로구 종로1.2.3.4가동,서울특별시 종로구 종로5.6가동,서울특별시 종로구 이화동,서울특별시 종로구 혜화동,서울특별시 종로구 창신제1동,서울특별시 종로구 창신제2동,서울특별시 종로구 창신제3동,서울특별시 종로구 숭인제1동,서울특별시 종로구 숭인제2동
2021년03월_계_총인구수,"147,296","12,095","9,543","2,530","9,819","18,308","8,380","10,230","4,203","7,227","5,264","7,399","16,711","5,054","8,198","6,752","6,041","9,542"
2021년03월_계_연령구간인구수,"147,296","12,095","9,543","2,530","9,819","18,308","8,380","10,230","4,203","7,227","5,264","7,399","16,711","5,054","8,198","6,752","6,041","9,542"
2021년03월_계_0~9세,"7,316",779,567,108,530,"1,144",700,833,191,189,110,237,660,129,229,369,281,260
2021년03월_계_10~19세,"10,946","1,152",692,185,907,"1,621",997,839,329,228,274,418,"1,392",230,477,516,353,336
2021년03월_계_20~29세,"23,275","1,572","1,241",312,"1,320","2,425",920,"1,246",490,925,"1,134","1,644","4,406",607,"1,162",950,815,"2,106"
2021년03월_계_30~39세,"19,740","1,633","1,456",333,"1,216","2,227",950,"1,677",559,929,725,"1,242","2,041",528,883,926,838,"1,577"
2021년03월_계_40~49세,"21,775","2,109","1,497",359,"1,619","2,733","1,456","1,806",736,956,575,942,"2,235",619,"1,049",934,909,"1,241"
2021년03월_계_50~59세,"25,166","1,930","1,552",398,"1,686","3,271","1,404","1,590",698,"1,323",943,"1,087","2,337","1,088","1,819","1,250","1,144","1,646"
2021년03월_계_60~69세,"20,042","1,378","1,219",397,"1,321","2,576","1,002","1,156",576,"1,398",753,931,"1,634","1,037","1,418","1,009",891,"1,346"
2021년03월_계_70~79세,"12,075",945,769,261,772,"1,368",607,719,397,839,500,558,"1,250",538,793,523,536,700
2021년03월_계_80~89세,"5,949",521,466,143,376,773,298,319,186,377,218,299,652,245,317,234,231,294
2021년03월_계_90~99세,946,69,77,28,68,160,43,44,39,58,31,39,99,33,46,40,37,35
2021년03월_계_100세 이상,66,7,7,6,4,10,3,1,2,5,1,2,5,0,5,1,6,1
2021년03월_남_총인구수,"71,644","5,619","4,275","1,211","4,690","8,518","3,907","4,729","1,952","4,320","2,847","3,490","8,038","2,718","4,214","3,320","2,933","4,863"
2021년03월_남_연령구간인구수,"71,644","5,619","4,275","1,211","4,690","8,518","3,907","4,729","1,952","4,320","2,847","3,490","8,038","2,718","4,214","3,320","2,933","4,863"
2021년03월_남_0~9세,"3,674",396,282,49,260,587,321,423,96,99,55,121,319,66,126,198,149,127
2021년03월_남_10~19세,"5,437",618,306,106,487,811,452,397,177,109,138,194,685,121,247,254,159,176
2021년03월_남_20~29세,"11,416",782,569,167,694,"1,220",422,586,228,483,571,767,"2,177",324,610,514,411,891
2021년03월_남_30~39세,"9,764",747,623,158,582,"1,025",437,759,256,514,422,608,"1,083",303,523,449,432,843
2021년03월_남_40~49세,"10,603",948,664,168,745,"1,212",682,851,356,595,343,466,"1,068",321,543,463,477,701
2021년03월_남_50~59세,"12,702",892,703,202,770,"1,499",736,766,325,928,540,540,"1,126",613,972,609,567,914
2021년03월_남_60~69세,"9,984",615,574,182,629,"1,206",461,529,266,899,435,440,795,597,713,502,415,726
2021년03월_남_70~79세,"5,343",383,317,119,344,604,255,284,162,488,237,238,497,272,337,233,223,350
2021년03월_남_80~89세,"2,410",214,204,47,157,309,127,124,75,184,97,102,260,91,126,82,86,125
2021년03월_남_90~99세,290,23,31,12,21,40,12,10,10,18,9,13,28,10,17,15,11,10
2021년03월_남_100세 이상,21,1,2,1,1,5,2,0,1,3,0,1,0,0,0,1,3,0
2021년03월_여_총인구수,"75,652","6,476","5,268","1,319","5,129","9,790","4,473","5,501","2,251","2,907","2,417","3,909","8,673","2,336","3,984","3,432","3,108","4,679"
2021년03월_여_연령구간인구수,"75,652","6,476","5,268","1,319","5,129","9,790","4,473","5,501","2,251","2,907","2,417","3,909","8,673","2,336","3,984","3,432","3,108","4,679"
2021년03월_여_0~9세,"3,642",383,285,59,270,557,379,410,95,90,55,116,341,63,103,171,132,133
2021년03월_여_10~19세,"5,509",534,386,79,420,810,545,442,152,119,136,224,707,109,230,262,194,160
2021년03월_여_20~29세,"11,859",790,672,145,626,"1,205",498,660,262,442,563,877,"2,229",283,552,436,404,"1,215"
2021년03월_여_30~39세,"9,976",886,833,175,634,"1,202",513,918,303,415,303,634,958,225,360,477,406,734
2021년03월_여_40~49세,"11,172","1,161",833,191,874,"1,521",774,955,380,361,232,476,"1,167",298,506,471,432,540
2021년03월_여_50~59세,"12,464","1,038",849,196,916,"1,772",668,824,373,395,403,547,"1,211",475,847,641,577,732
2021년03월_여_60~69세,"10,058",763,645,215,692,"1,370",541,627,310,499,318,491,839,440,705,507,476,620
2021년03월_여_70~79세,"6,732",562,452,142,428,764,352,435,235,351,263,320,753,266,456,290,313,350
2021년03월_여_80~89세,"3,539",307,262,96,219,464,171,195,111,193,121,197,392,154,191,152,145,169
2021년03월_여_90~99세,656,46,46,16,47,120,31,34,29,40,22,26,71,23,29,25,26,25
2021년03월_여_100세 이상,45,6,5,5,3,5,1,1,1,2,1,1,5,0,5,0,3,1
