카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동
2021년04월_계_80~89세,"15,359","8,128",912,338,391,344,300,250,414,258,332,177,381,516,449,564,703,"1,026",773,"7,231","1,289",629,646,528,491,419,353,576,492,408,414,603,383
2021년04월_계_90~99세,"2,233","1,217",135,50,69,69,52,26,69,42,39,27,63,55,67,79,98,171,106,"1,016",155,78,73,89,58,77,58,70,83,65,73,79,58
2021년04월_계_100세 이상,94,56,3,0,1,0,4,2,2,4,11,1,4,0,3,4,3,8,6,38,7,2,4,2,7,3,1,2,0,3,3,2,2
2021년04월_남_총인구수,"335,775","130,157","12,469","2,256","2,184","2,261","1,673","1,239","3,225","1,134","2,835","2,167","4,500","4,796","9,213","11,655","22,881","27,790","17,879","205,618","12,559","11,402","10,828","4,554","8,448","13,829","6,863","18,485","9,147","20,366","35,114","24,003","30,020"
2021년04월_남_연령구간인구수,"335,775","130,157","12,469","2,256","2,184","2,261","1,673","1,239","3,225","1,134","2,835","2,167","4,500","4,796","9,213","11,655","22,881","27,790","17,879","205,618","12,559","11,402","10,828","4,554","8,448","13,829","6,863","18,485","9,147","20,366","35,114","24,003","30,020"
2021년04월_남_0~9세,"31,191","10,235",852,79,52,70,37,28,119,12,85,87,225,134,557,"1,061","2,405","3,023","1,409","20,956",612,883,748,144,399,494,457,"1,682",683,"2,811","5,336","2,021","4,686"
2021년04월_남_10~19세,"35,173","13,505","1,385",121,105,115,80,48,188,45,151,112,372,353,767,"1,647","3,040","3,597","1,379","21,668","1,167","1,208",987,287,493,655,587,"2,556","1,294","2,932","4,807","2,103","2,592"
2021년04월_남_20~29세,"50,310","18,506","1,606",246,209,236,138,104,502,83,275,305,612,667,"1,432","1,479","3,382","3,653","3,577","31,804","1,618","1,431","1,485",535,"1,272","3,262","1,262","3,108","1,375","2,680","4,412","5,127","4,237"
2021년04월_남_30~39세,"55,327","17,213","1,312",200,154,197,116,112,331,56,289,305,477,517,"1,420","1,192","3,549","4,140","2,846","38,114","1,187","1,495","1,617",459,"1,311","3,422",997,"2,513","1,136","3,250","7,021","5,231","8,475"
2021년04월_남_40~49세,"58,000","21,958","2,292",276,239,281,201,167,435,125,381,306,650,712,"1,500","2,176","4,543","5,082","2,592","36,042","2,027","2,241","2,071",636,"1,327","2,170",941,"3,095","1,476","4,010","6,970","3,840","5,238"
2021년04월_남_50~59세,"52,636","22,031","2,423",422,444,460,341,251,591,249,594,406,879,948,"1,647","2,001","3,457","4,194","2,724","30,605","2,327","2,011","1,922",974,"1,636","1,939","1,191","3,153","1,676","2,825","4,576","3,360","3,015"
2021년04월_남_60~69세,"33,622","16,392","1,564",514,569,515,420,278,610,288,600,403,752,797,"1,242","1,327","1,711","2,676","2,126","17,230","1,980","1,353","1,245",858,"1,241","1,313",951,"1,648","1,012","1,322","1,450","1,543","1,314"
2021년04월_남_70~79세,"13,709","7,162",700,266,272,249,226,153,287,173,316,167,388,449,480,557,578,"1,017",884,"6,547","1,130",543,513,440,572,431,340,524,349,410,393,551,351
2021년04월_남_80~89세,"5,295","2,858",300,120,122,123,107,92,144,94,126,65,130,206,152,196,192,368,321,"2,437",475,220,227,191,179,130,123,189,135,115,136,213,104
2021년04월_남_90~99세,490,283,34,12,18,15,6,6,18,8,14,11,14,13,15,17,23,38,21,207,34,16,13,30,16,12,14,16,11,11,12,14,8
2021년04월_남_100세 이상,22,14,1,0,0,0,1,0,0,1,4,0,1,0,1,2,1,2,0,8,2,1,0,0,2,1,0,1,0,0,1,0,0
2021년04월_여_총인구수,"321,635","126,640","11,827","1,860","2,139","2,094","1,518","1,030","2,812",981,"2,583","1,982","4,209","4,491","8,824","11,741","21,970","27,777","18,802","194,995","11,450","10,344","9,068","3,920","7,486","11,943","7,137","19,200","9,788","20,205","34,888","22,592","26,974"
2021년04월_여_연령구간인구수,"321,635","126,640","11,827","1,860","2,139","2,094","1,518","1,030","2,812",981,"2,583","1,982","4,209","4,491","8,824","11,741","21,970","27,777","18,802","194,995","11,450","10,344","9,068","3,920","7,486","11,943","7,137","19,200","9,788","20,205","34,888","22,592","26,974"
2021년04월_여_0~9세,"29,806","9,666",816,61,54,57,41,23,120,13,86,70,185,141,506,"1,043","2,205","2,881","1,364","20,140",550,909,634,149,341,473,404,"1,678",710,"2,738","5,095","1,928","4,531"
2021년04월_여_10~19세,"32,723","12,406","1,261",109,86,110,84,41,162,24,127,98,287,300,647,"1,549","2,753","3,388","1,380","20,317","1,038","1,146",886,243,524,641,612,"2,348","1,084","2,726","4,612","2,028","2,429"
2021년04월_여_20~29세,"45,432","16,464","1,255",131,156,147,96,63,245,58,254,295,456,495,"1,409","1,267","2,805","3,352","3,980","28,968","1,182","1,116",980,329,"1,062","3,189","1,226","2,856","1,256","2,446","4,385","5,054","3,887"
2021년04월_여_30~39세,"48,590","15,450","1,170",122,135,136,64,56,201,34,193,233,391,332,"1,094","1,327","3,168","4,109","2,685","33,140",915,"1,301","1,090",253,893,"2,213",849,"2,497","1,149","3,496","7,341","4,034","7,109"
2021년04월_여_40~49세,"53,870","20,539","2,129",166,197,230,125,68,294,50,298,229,551,627,"1,391","2,181","4,412","5,107","2,484","33,331","1,607","1,880","1,568",437,"1,046","1,649",973,"3,543","1,676","3,903","7,192","3,641","4,216"
2021년04월_여_50~59세,"49,993","21,300","2,052",325,400,387,255,172,557,177,446,330,842,871,"1,588","2,026","3,453","4,234","3,185","28,693","1,915","1,665","1,609",787,"1,413","1,642","1,342","3,497","1,880","2,774","4,113","3,283","2,773"
2021년04월_여_60~69세,"32,804","16,154","1,553",432,496,492,373,244,560,241,582,371,780,837,"1,247","1,234","1,793","2,696","2,223","16,650","1,989","1,222","1,180",810,"1,181","1,215","1,036","1,648","1,041","1,284","1,338","1,461","1,245"
2021년04월_여_70~79세,"16,538","8,415",876,258,294,260,238,183,350,183,359,227,414,536,591,682,793,"1,213",958,"8,123","1,314",633,638,514,667,565,420,691,563,488,471,706,453
2021년04월_여_80~89세,"10,064","5,270",612,218,269,221,193,158,270,164,206,112,251,310,297,368,511,658,452,"4,794",814,409,419,337,312,289,230,387,357,293,278,390,279
2021년04월_여_90~99세,"1,743",934,101,38,51,54,46,20,51,34,25,16,49,42,52,62,75,133,85,809,121,62,60,59,42,65,44,54,72,54,61,65,50
2021년04월_여_100세 이상,72,42,2,0,1,0,3,2,2,3,7,1,3,0,2,2,2,6,6,30,5,1,4,2,5,2,1,1,0,3,2,2,2
