카테고리,경상남도 양산시,경상남도 양산시 물금읍,경상남도 양산시 동면,경상남도 양산시 원동면,경상남도 양산시 상북면,경상남도 양산시 하북면,경상남도 양산시 중앙동,경상남도 양산시 양주동,경상남도 양산시 삼성동,경상남도 양산시 강서동,경상남도 양산시 서창동,경상남도 양산시 소주동,경상남도 양산시 평산동,경상남도 양산시 덕계동
2020년05월_계_총인구수,"351,373","118,972","35,418","3,386","13,123","8,410","11,542","34,004","22,344","9,153","28,836","20,108","31,017","15,060"
2020년05월_계_연령구간인구수,"351,373","118,972","35,418","3,386","13,123","8,410","11,542","34,004","22,344","9,153","28,836","20,108","31,017","15,060"
2020년05월_계_0~9세,"35,747","16,442","5,062",81,570,202,463,"2,776","1,458",781,"2,556","1,519","2,612","1,225"
2020년05월_계_10~19세,"34,115","12,111","2,731",105,899,500,663,"4,386","1,874","1,044","3,328","1,766","3,326","1,382"
2020년05월_계_20~29세,"41,056","14,382","3,448",183,"1,376",884,"1,460","4,651","3,269","1,035","3,261","2,209","3,192","1,706"
2020년05월_계_30~39세,"51,003","21,823","6,865",206,"1,146",612,"1,268","3,604","3,107","1,149","3,564","2,397","3,374","1,888"
2020년05월_계_40~49세,"60,307","21,258","6,187",287,"1,719",975,"1,463","6,355","3,583","1,676","5,477","3,396","5,557","2,374"
2020년05월_계_50~59세,"58,399","16,632","4,831",642,"2,871","1,976","2,500","6,138","4,611","1,572","4,895","3,792","5,121","2,818"
2020년05월_계_60~69세,"40,750","10,172","3,823",918,"2,480","1,838","2,271","3,281","2,805","1,099","3,387","2,740","3,930","2,006"
2020년05월_계_70~79세,"20,493","4,283","1,787",615,"1,373",874,994,"1,949","1,124",539,"1,652","1,517","2,671","1,115"
2020년05월_계_80~89세,"8,415","1,633",596,300,599,461,400,792,443,236,628,707,"1,129",491
2020년05월_계_90~99세,"1,031",227,86,47,81,81,52,70,67,22,79,63,101,55
2020년05월_계_100세 이상,57,9,2,2,9,7,8,2,3,0,9,2,4,0
2020년05월_남_총인구수,"176,340","58,851","17,944","1,748","6,678","4,436","6,145","16,484","11,696","4,601","14,997","10,018","15,174","7,568"
2020년05월_남_연령구간인구수,"176,340","58,851","17,944","1,748","6,678","4,436","6,145","16,484","11,696","4,601","14,997","10,018","15,174","7,568"
2020년05월_남_0~9세,"18,280","8,391","2,597",46,283,101,245,"1,416",750,396,"1,323",759,"1,338",635
2020년05월_남_10~19세,"17,537","6,233","1,366",47,451,268,383,"2,296",989,482,"1,699",902,"1,707",714
2020년05월_남_20~29세,"21,988","7,130","1,880",110,809,535,868,"2,452","1,888",556,"1,863","1,217","1,730",950
2020년05월_남_30~39세,"26,164","10,806","3,463",135,652,363,748,"1,748","1,773",627,"1,901","1,253","1,703",992
2020년05월_남_40~49세,"30,646","10,654","3,351",172,916,522,826,"2,905","1,889",847,"2,889","1,715","2,784","1,176"
2020년05월_남_50~59세,"29,471","8,156","2,377",348,"1,476","1,053","1,294","3,040","2,303",830,"2,646","1,939","2,584","1,425"
2020년05월_남_60~69세,"20,024","4,989","1,822",473,"1,277",999,"1,166","1,499","1,482",547,"1,687","1,344","1,745",994
2020년05월_남_70~79세,"9,121","1,944",868,304,597,424,469,810,481,244,752,634,"1,108",486
2020년05월_남_80~89세,"2,882",512,201,102,197,151,129,303,121,71,224,238,446,187
2020년05월_남_90~99세,218,35,19,11,17,20,16,14,18,1,13,17,28,9
2020년05월_남_100세 이상,9,1,0,0,3,0,1,1,2,0,0,0,1,0
2020년05월_여_총인구수,"175,033","60,121","17,474","1,638","6,445","3,974","5,397","17,520","10,648","4,552","13,839","10,090","15,843","7,492"
2020년05월_여_연령구간인구수,"175,033","60,121","17,474","1,638","6,445","3,974","5,397","17,520","10,648","4,552","13,839","10,090","15,843","7,492"
2020년05월_여_0~9세,"17,467","8,051","2,465",35,287,101,218,"1,360",708,385,"1,233",760,"1,274",590
2020년05월_여_10~19세,"16,578","5,878","1,365",58,448,232,280,"2,090",885,562,"1,629",864,"1,619",668
2020년05월_여_20~29세,"19,068","7,252","1,568",73,567,349,592,"2,199","1,381",479,"1,398",992,"1,462",756
2020년05월_여_30~39세,"24,839","11,017","3,402",71,494,249,520,"1,856","1,334",522,"1,663","1,144","1,671",896
2020년05월_여_40~49세,"29,661","10,604","2,836",115,803,453,637,"3,450","1,694",829,"2,588","1,681","2,773","1,198"
2020년05월_여_50~59세,"28,928","8,476","2,454",294,"1,395",923,"1,206","3,098","2,308",742,"2,249","1,853","2,537","1,393"
2020년05월_여_60~69세,"20,726","5,183","2,001",445,"1,203",839,"1,105","1,782","1,323",552,"1,700","1,396","2,185","1,012"
2020년05월_여_70~79세,"11,372","2,339",919,311,776,450,525,"1,139",643,295,900,883,"1,563",629
2020년05월_여_80~89세,"5,533","1,121",395,198,402,310,271,489,322,165,404,469,683,304
2020년05월_여_90~99세,813,192,67,36,64,61,36,56,49,21,66,46,73,46
2020년05월_여_100세 이상,48,8,2,2,6,7,7,1,1,0,9,2,3,0
