카테고리,대구광역시 중구,대구광역시 중구 동인동,대구광역시 중구 삼덕동,대구광역시 중구 성내1동,대구광역시 중구 성내2동,대구광역시 중구 성내3동,대구광역시 중구 대신동,대구광역시 중구 남산1동,대구광역시 중구 남산2동,대구광역시 중구 남산3동,대구광역시 중구 남산4동,대구광역시 중구 대봉1동,대구광역시 중구 대봉2동
2021년03월_계_총인구수,"75,647","8,395","6,702","5,050","4,490","5,077","8,051","5,074","4,310","6,994","11,764","7,548","2,192"
2021년03월_계_연령구간인구수,"75,647","8,395","6,702","5,050","4,490","5,077","8,051","5,074","4,310","6,994","11,764","7,548","2,192"
2021년03월_계_0~9세,"4,975",307,424,169,127,591,862,258,260,552,852,505,68
2021년03월_계_10~19세,"5,001",476,375,225,189,221,550,303,266,542,"1,069",642,143
2021년03월_계_20~29세,"11,719","1,428","1,875","1,479",788,583,815,885,639,707,"1,297",987,236
2021년03월_계_30~39세,"10,651","1,153","1,248",756,534,"1,020","1,348",632,640,910,"1,337",878,195
2021년03월_계_40~49세,"10,585","1,096",874,550,482,701,"1,176",661,605,"1,126","1,854","1,133",327
2021년03월_계_50~59세,"11,203","1,297",717,606,739,705,"1,204",785,657,"1,078","1,828","1,225",362
2021년03월_계_60~69세,"10,254","1,230",614,603,783,664,"1,094",716,533,987,"1,706",960,364
2021년03월_계_70~79세,"7,274",903,355,427,555,409,659,553,440,727,"1,169",732,345
2021년03월_계_80~89세,"3,430",428,190,191,235,162,289,261,219,329,571,422,133
2021년03월_계_90~99세,483,70,28,42,44,20,41,19,36,32,72,60,19
2021년03월_계_100세 이상,72,7,2,2,14,1,13,1,15,4,9,4,0
2021년03월_남_총인구수,"36,334","4,162","3,183","2,416","2,286","2,542","3,914","2,410","2,051","3,215","5,536","3,542","1,077"
2021년03월_남_연령구간인구수,"36,334","4,162","3,183","2,416","2,286","2,542","3,914","2,410","2,051","3,215","5,536","3,542","1,077"
2021년03월_남_0~9세,"2,556",140,216,85,63,287,427,137,124,311,467,264,35
2021년03월_남_10~19세,"2,565",246,184,111,93,117,310,144,134,266,568,307,85
2021년03월_남_20~29세,"5,615",693,826,626,383,302,424,416,307,334,676,495,133
2021년03월_남_30~39세,"5,502",633,659,424,340,513,648,314,316,449,666,432,108
2021년03월_남_40~49세,"5,368",602,469,283,255,378,619,340,294,540,894,537,157
2021년03월_남_50~59세,"5,536",693,340,329,400,353,568,401,341,508,833,584,186
2021년03월_남_60~69세,"4,744",601,256,306,397,336,528,331,247,406,729,437,170
2021년03월_남_70~79세,"3,060",378,150,171,249,196,267,238,196,284,494,289,148
2021년03월_남_80~89세,"1,261",158,74,70,93,57,113,84,84,109,193,175,51
2021년03월_남_90~99세,112,17,8,10,10,3,8,4,5,8,14,21,4
2021년03월_남_100세 이상,15,1,1,1,3,0,2,1,3,0,2,1,0
2021년03월_여_총인구수,"39,313","4,233","3,519","2,634","2,204","2,535","4,137","2,664","2,259","3,779","6,228","4,006","1,115"
2021년03월_여_연령구간인구수,"39,313","4,233","3,519","2,634","2,204","2,535","4,137","2,664","2,259","3,779","6,228","4,006","1,115"
2021년03월_여_0~9세,"2,419",167,208,84,64,304,435,121,136,241,385,241,33
2021년03월_여_10~19세,"2,436",230,191,114,96,104,240,159,132,276,501,335,58
2021년03월_여_20~29세,"6,104",735,"1,049",853,405,281,391,469,332,373,621,492,103
2021년03월_여_30~39세,"5,149",520,589,332,194,507,700,318,324,461,671,446,87
2021년03월_여_40~49세,"5,217",494,405,267,227,323,557,321,311,586,960,596,170
2021년03월_여_50~59세,"5,667",604,377,277,339,352,636,384,316,570,995,641,176
2021년03월_여_60~69세,"5,510",629,358,297,386,328,566,385,286,581,977,523,194
2021년03월_여_70~79세,"4,214",525,205,256,306,213,392,315,244,443,675,443,197
2021년03월_여_80~89세,"2,169",270,116,121,142,105,176,177,135,220,378,247,82
2021년03월_여_90~99세,371,53,20,32,34,17,33,15,31,24,58,39,15
2021년03월_여_100세 이상,57,6,1,1,11,1,11,0,12,4,7,3,0
