카테고리,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2020년09월_계_총인구수,"480,780","22,830","15,146","18,341","16,672","16,415","12,621","27,375","19,314","12,457","24,111","21,982","25,255","11,174","15,237","22,048","41,549","15,938","51,044","3,826","17,184","36,794","13,157","20,310"
2020년09월_계_연령구간인구수,"480,780","22,830","15,146","18,341","16,672","16,415","12,621","27,375","19,314","12,457","24,111","21,982","25,255","11,174","15,237","22,048","41,549","15,938","51,044","3,826","17,184","36,794","13,157","20,310"
2020년09월_계_0~9세,"39,020","2,199",718,919,"1,146","1,038",669,"1,731","1,258",890,"1,981","1,206","1,532",428,826,"1,876","5,542","1,347","6,460",103,"1,579","3,339","1,012","1,221"
2020년09월_계_10~19세,"50,265","3,062","1,046","1,486","1,504","1,260",647,"2,437","1,317","1,159","2,694","1,735","2,142",598,"1,339","2,773","4,708","1,658","6,296",163,"3,438","4,468","1,393","2,942"
2020년09월_계_20~29세,"74,347","2,881","2,442","2,583","2,143","2,209","2,517","5,411","4,466","1,678","3,170","4,232","5,608","2,761","1,931","2,897","5,010","2,831","6,879",294,"1,691","5,552","2,407","2,754"
2020년09월_계_30~39세,"66,985","2,714","1,591","1,933","1,793","2,052","2,161","4,617","3,580","1,556","2,837","3,511","4,257","1,860","1,584","2,679","6,832","2,063","8,428",281,"1,443","5,466","2,027","1,720"
2020년09월_계_40~49세,"79,298","4,367","1,841","2,541","2,383","2,345","1,717","4,508","2,875","1,912","4,115","3,246","3,857","1,568","2,008","3,526","7,713","2,420","9,601",410,"4,022","6,563","2,222","3,538"
2020년09월_계_50~59세,"78,112","3,509","2,692","3,204","3,192","2,978","1,871","4,434","2,529","2,015","3,907","3,530","4,087","1,904","2,930","4,075","5,670","2,865","7,340",719,"2,472","6,362","2,215","3,612"
2020년09월_계_60~69세,"53,973","2,391","2,649","3,126","2,611","2,550","1,658","2,548","1,924","1,787","3,090","2,838","2,404","1,245","2,491","2,801","3,782","1,511","3,557",753,"1,312","3,288","1,180","2,477"
2020년09월_계_70~79세,"25,792","1,193","1,513","1,711","1,242","1,362",925,"1,087",947,998,"1,616","1,159",910,551,"1,282",915,"1,537",799,"1,641",611,808,"1,147",466,"1,372"
2020년09월_계_80~89세,"11,218",447,577,735,573,530,402,535,364,403,620,452,410,218,714,439,629,385,726,395,355,532,195,582
2020년09월_계_90~99세,"1,679",65,72,99,83,84,49,64,50,55,75,65,48,38,130,66,121,58,104,91,62,73,40,87
2020년09월_계_100세 이상,91,2,5,4,2,7,5,3,4,4,6,8,0,3,2,1,5,1,12,6,2,4,0,5
2020년09월_남_총인구수,"236,605","11,232","7,660","9,287","8,194","8,361","5,984","13,257","9,387","6,049","11,621","11,201","12,560","5,993","7,248","10,833","20,478","7,604","24,955","1,960","8,467","17,839","6,606","9,829"
2020년09월_남_연령구간인구수,"236,605","11,232","7,660","9,287","8,194","8,361","5,984","13,257","9,387","6,049","11,621","11,201","12,560","5,993","7,248","10,833","20,478","7,604","24,955","1,960","8,467","17,839","6,606","9,829"
2020년09월_남_0~9세,"20,094","1,136",385,496,600,563,365,920,637,439,"1,022",661,769,226,401,940,"2,821",699,"3,310",57,796,"1,709",519,623
2020년09월_남_10~19세,"25,988","1,550",528,784,804,656,327,"1,285",672,594,"1,301",921,"1,015",318,698,"1,497","2,408",852,"3,226",86,"1,816","2,352",719,"1,579"
2020년09월_남_20~29세,"37,852","1,449","1,337","1,440","1,157","1,198","1,112","2,511","2,038",858,"1,663","2,222","2,857","1,490","1,025","1,590","2,535","1,332","3,453",170,889,"2,726","1,309","1,491"
2020년09월_남_30~39세,"34,196","1,324",887,"1,058",912,"1,121","1,128","2,345","1,917",790,"1,440","2,010","2,273","1,121",821,"1,277","3,275","1,039","4,126",167,630,"2,617","1,079",839
2020년09월_남_40~49세,"38,291","2,098","1,002","1,358","1,175","1,227",895,"2,150","1,462",926,"1,936","1,607","1,943",874,931,"1,626","3,904","1,085","4,534",248,"1,797","2,924","1,060","1,529"
2020년09월_남_50~59세,"37,897","1,747","1,316","1,569","1,466","1,507",865,"2,148","1,171",970,"1,841","1,689","1,977",981,"1,378","1,864","2,725","1,339","3,653",392,"1,327","3,112","1,039","1,821"
2020년09월_남_60~69세,"26,063","1,145","1,254","1,471","1,295","1,226",734,"1,237",910,840,"1,402","1,329","1,144",626,"1,238","1,454","1,840",775,"1,673",409,656,"1,669",597,"1,139"
2020년09월_남_70~79세,"11,825",598,704,796,554,614,403,469,425,462,761,586,440,267,534,422,718,334,745,282,387,529,203,592
2020년09월_남_80~89세,"4,000",168,228,292,213,228,139,181,145,159,229,168,133,82,193,148,223,134,216,131,143,182,70,195
2020년09월_남_90~99세,381,16,18,22,17,20,15,11,10,11,23,6,9,7,28,15,29,15,15,18,25,19,11,21
2020년09월_남_100세 이상,18,1,1,1,1,1,1,0,0,0,3,2,0,1,1,0,0,0,4,0,1,0,0,0
2020년09월_여_총인구수,"244,175","11,598","7,486","9,054","8,478","8,054","6,637","14,118","9,927","6,408","12,490","10,781","12,695","5,181","7,989","11,215","21,071","8,334","26,089","1,866","8,717","18,955","6,551","10,481"
2020년09월_여_연령구간인구수,"244,175","11,598","7,486","9,054","8,478","8,054","6,637","14,118","9,927","6,408","12,490","10,781","12,695","5,181","7,989","11,215","21,071","8,334","26,089","1,866","8,717","18,955","6,551","10,481"
2020년09월_여_0~9세,"18,926","1,063",333,423,546,475,304,811,621,451,959,545,763,202,425,936,"2,721",648,"3,150",46,783,"1,630",493,598
2020년09월_여_10~19세,"24,277","1,512",518,702,700,604,320,"1,152",645,565,"1,393",814,"1,127",280,641,"1,276","2,300",806,"3,070",77,"1,622","2,116",674,"1,363"
2020년09월_여_20~29세,"36,495","1,432","1,105","1,143",986,"1,011","1,405","2,900","2,428",820,"1,507","2,010","2,751","1,271",906,"1,307","2,475","1,499","3,426",124,802,"2,826","1,098","1,263"
2020년09월_여_30~39세,"32,789","1,390",704,875,881,931,"1,033","2,272","1,663",766,"1,397","1,501","1,984",739,763,"1,402","3,557","1,024","4,302",114,813,"2,849",948,881
2020년09월_여_40~49세,"41,007","2,269",839,"1,183","1,208","1,118",822,"2,358","1,413",986,"2,179","1,639","1,914",694,"1,077","1,900","3,809","1,335","5,067",162,"2,225","3,639","1,162","2,009"
2020년09월_여_50~59세,"40,215","1,762","1,376","1,635","1,726","1,471","1,006","2,286","1,358","1,045","2,066","1,841","2,110",923,"1,552","2,211","2,945","1,526","3,687",327,"1,145","3,250","1,176","1,791"
2020년09월_여_60~69세,"27,910","1,246","1,395","1,655","1,316","1,324",924,"1,311","1,014",947,"1,688","1,509","1,260",619,"1,253","1,347","1,942",736,"1,884",344,656,"1,619",583,"1,338"
2020년09월_여_70~79세,"13,967",595,809,915,688,748,522,618,522,536,855,573,470,284,748,493,819,465,896,329,421,618,263,780
2020년09월_여_80~89세,"7,218",279,349,443,360,302,263,354,219,244,391,284,277,136,521,291,406,251,510,264,212,350,125,387
2020년09월_여_90~99세,"1,298",49,54,77,66,64,34,53,40,44,52,59,39,31,102,51,92,43,89,73,37,54,29,66
2020년09월_여_100세 이상,73,1,4,3,1,6,4,3,4,4,3,6,0,2,1,1,5,1,8,6,1,4,0,5
