카테고리,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2020년09월_남_50~59세,"77,927","21,023","1,391","1,523","1,159","1,381","1,445","1,344","1,233","1,356","1,465","1,313","1,125",873,725,"3,503",291,636,260,"19,388","2,859","1,501",630,"2,136",890,"2,242","2,365","1,602","1,333","1,904","1,926","37,516","2,062","1,433",826,"1,093","1,410","2,409","1,130","1,205","2,517","1,640","2,060","1,184","1,295","1,245","2,154","1,787","1,974","2,267","2,161","1,414","2,511","1,739"
2020년09월_남_60~69세,"54,847","15,978","1,045","1,164",816,"1,171","1,061","1,034",862,"1,053","1,211",989,851,636,509,"2,587",238,478,273,"15,026","2,350","1,179",553,"1,714",627,"1,596","1,815","1,155","1,007","1,557","1,473","23,843","1,389",664,373,520,"1,014","1,205",823,655,"1,320",954,"1,277",821,"1,123","1,096","1,757",981,"1,104","1,321","1,635",887,"1,710","1,214"
2020년09월_남_70~79세,"26,206","7,737",497,531,418,626,546,461,465,527,645,510,493,337,241,963,100,220,157,"6,927","1,145",534,226,816,332,830,823,540,434,589,658,"11,542",702,390,222,221,489,783,387,336,691,392,617,400,525,549,762,405,458,556,851,416,929,461
2020년09월_남_80~89세,"9,083","2,259",135,117,110,197,163,139,165,156,192,181,155,115,49,275,25,49,36,"1,959",345,161,74,239,98,274,213,115,103,146,191,"4,865",284,261,99,83,169,394,181,215,371,154,241,162,183,249,229,142,146,144,368,195,460,135
2020년09월_남_90~99세,"1,022",223,13,14,13,18,16,20,7,23,13,16,14,7,6,26,4,8,5,181,30,27,6,19,5,23,17,14,11,11,18,618,40,30,14,9,15,37,24,29,45,15,29,15,28,25,24,13,16,21,59,24,90,16
2020년09월_남_100세 이상,135,63,6,5,2,1,7,6,4,7,3,6,10,1,2,2,0,1,0,50,8,17,5,2,1,7,4,3,2,0,1,22,2,0,1,1,1,3,1,2,1,3,2,1,1,1,0,0,1,0,0,0,1,0
2020년09월_여_총인구수,"475,551","119,549","6,427","9,416","5,370","7,621","7,825","6,647","6,700","6,084","7,982","7,980","6,142","5,049","5,047","23,267","2,249","4,179","1,564","106,804","16,231","6,628","3,410","12,603","5,476","12,375","12,532","6,691","6,056","10,487","14,315","249,198","13,458","9,500","5,470","7,123","9,965","16,456","8,443","8,046","16,750","9,526","13,361","7,065","8,996","8,842","14,868","12,210","12,671","14,458","15,359","9,211","16,402","11,018"
2020년09월_여_연령구간인구수,"475,551","119,549","6,427","9,416","5,370","7,621","7,825","6,647","6,700","6,084","7,982","7,980","6,142","5,049","5,047","23,267","2,249","4,179","1,564","106,804","16,231","6,628","3,410","12,603","5,476","12,375","12,532","6,691","6,056","10,487","14,315","249,198","13,458","9,500","5,470","7,123","9,965","16,456","8,443","8,046","16,750","9,526","13,361","7,065","8,996","8,842","14,868","12,210","12,671","14,458","15,359","9,211","16,402","11,018"
2020년09월_여_0~9세,"34,108","7,945",252,835,219,251,379,315,366,198,435,528,285,316,372,"2,526",267,313,88,"6,533",810,412,203,654,317,627,804,267,285,743,"1,411","19,630",989,625,588,518,732,"1,053",416,638,"1,214",697,"1,120",491,668,658,"1,101","1,518","1,340","1,451",967,626,"1,148","1,072"
2020년09월_여_10~19세,"43,088","8,664",342,776,305,388,543,456,601,322,512,612,497,456,224,"2,094",192,269,75,"8,097",958,420,237,991,547,981,894,487,421,806,"1,355","26,327","1,408","1,099",978,"1,161",967,"1,672",654,846,"2,173","1,106","1,563",850,642,885,"1,055","1,639","1,523","1,534","1,203",889,"1,317","1,163"
2020년09월_여_20~29세,"64,575","16,694",916,"1,172",819,"1,388","1,192",844,922,806,"1,125","1,022",758,684,"1,076","2,782",272,702,214,"14,966","2,824",721,449,"1,985",914,"1,673","1,589",812,848,"1,477","1,674","32,915","1,809","1,274",445,922,"1,486","2,613","1,038","1,008","2,375","1,330","1,669",882,"1,348","1,096","1,994","1,196","1,464","1,936","2,126","1,404","2,256","1,244"
2020년09월_여_30~39세,"67,826","16,770",747,"1,527",674,953,973,811,734,608,945,"1,065",696,545,"1,084","3,939",401,829,239,"14,492","2,472",936,485,"1,668",678,"1,394","1,819",708,674,"1,389","2,269","36,564","1,800","1,344",524,792,"1,719","2,763","1,479","1,237","2,156","1,175","1,865",770,"1,461","1,153","2,522","1,807","1,945","2,146","2,470","1,426","2,330","1,680"
2020년09월_여_40~49세,"80,152","17,808",870,"1,405",767,934,"1,105",963,"1,078",796,"1,108","1,197",981,805,811,"3,902",362,522,202,"15,682","2,155",951,480,"1,825",827,"1,877","1,808",924,826,"1,497","2,512","46,662","2,539","2,082","1,454","1,724","1,720","3,322","1,483","1,524","3,506","1,838","2,545","1,355","1,402","1,517","2,226","2,723","2,406","2,499","2,396","1,574","2,737","2,090"
2020년09월_여_50~59세,"78,197","20,398","1,153","1,663",985,"1,330","1,381","1,243","1,139","1,182","1,453","1,437","1,067",862,604,"3,696",299,655,249,"19,168","2,733","1,130",633,"2,170",913,"2,283","2,325","1,359","1,264","2,089","2,269","38,631","2,195","1,363",644,"1,003","1,484","2,349","1,261","1,221","2,455","1,671","2,077","1,181","1,449","1,347","2,452","1,593","1,943","2,488","2,441","1,504","2,726","1,784"
2020년09월_여_60~69세,"57,095","17,039","1,152","1,275",850,"1,215","1,189","1,026",931,"1,121","1,311","1,120",944,711,549,"2,597",281,497,270,"15,208","2,268","1,118",502,"1,843",664,"1,784","1,852","1,165",934,"1,456","1,622","24,848","1,458",708,389,557,"1,050","1,264",902,730,"1,384",947,"1,305",795,"1,089","1,123","1,906","1,006","1,192","1,400","1,802",909,"1,720","1,212"
2020년09월_여_70~79세,"31,512","9,368",649,495,519,789,678,652,598,700,761,657,638,453,216,"1,051",110,250,152,"8,189","1,293",622,255,953,397,"1,197",955,625,503,633,756,"13,955",754,549,267,263,532,883,634,476,867,433,732,429,595,647,949,459,540,605,"1,129",529,"1,224",459
2020년09월_여_80~89세,"15,508","3,991",286,213,190,315,315,281,273,290,271,272,228,180,81,568,52,117,59,"3,626",587,243,115,416,184,475,409,279,241,319,358,"7,891",413,392,146,151,217,468,478,295,509,266,387,248,270,334,537,218,259,340,673,284,756,250
2020년09월_여_90~99세,"3,141",730,44,42,35,47,59,45,44,49,50,60,33,35,27,109,13,24,14,708,107,51,26,86,31,69,69,56,52,74,87,"1,703",88,61,34,31,57,66,96,71,108,61,96,59,68,77,118,48,57,56,146,64,177,64
2020년09월_여_100세 이상,349,142,16,13,7,11,11,11,14,12,11,10,15,2,3,3,0,1,2,135,24,24,25,12,4,15,8,9,8,4,2,72,5,3,1,1,1,3,2,0,3,2,2,5,4,5,8,3,2,3,6,2,11,0
