카테고리,부산광역시 해운대구,부산광역시 해운대구 우제1동,부산광역시 해운대구 우제2동,부산광역시 해운대구 우제3동,부산광역시 해운대구 중제1동,부산광역시 해운대구 중제2동,부산광역시 해운대구 좌제1동,부산광역시 해운대구 좌제2동,부산광역시 해운대구 좌제3동,부산광역시 해운대구 좌제4동,부산광역시 해운대구 송정동,부산광역시 해운대구 반여제1동,부산광역시 해운대구 반여제2동,부산광역시 해운대구 반여제3동,부산광역시 해운대구 반여제4동,부산광역시 해운대구 반송제1동,부산광역시 해운대구 반송제2동,부산광역시 해운대구 재송제1동,부산광역시 해운대구 재송제2동
2020년02월_계_총인구수,"405,708","23,374","31,345","28,443","23,981","15,937","18,513","32,743","16,893","24,011","10,293","35,503","13,731","9,414","16,604","15,013","24,999","38,369","26,542"
2020년02월_계_연령구간인구수,"405,708","23,374","31,345","28,443","23,981","15,937","18,513","32,743","16,893","24,011","10,293","35,503","13,731","9,414","16,604","15,013","24,999","38,369","26,542"
2020년02월_계_0~9세,"29,617","1,353","2,905","2,769","1,758","1,254","1,345","2,259","1,230","1,854",580,"2,733",539,323,"1,365",434,"1,046","4,306","1,564"
2020년02월_계_10~19세,"39,609","1,663","3,233","3,167","2,240","1,161","2,193","3,079","1,925","3,219",564,"4,425",792,599,"1,625",905,"1,700","4,954","2,165"
2020년02월_계_20~29세,"49,932","3,078","3,620","3,017","3,019","1,795","2,794","5,172","2,059","3,115","1,268","4,195","1,626","1,069","2,251","1,783","2,605","4,083","3,383"
2020년02월_계_30~39세,"48,346","3,078","3,980","3,421","2,875","2,288","2,198","4,621","1,859","2,439","1,365","3,708","1,646",904,"2,123","1,273","2,214","5,102","3,252"
2020년02월_계_40~49세,"67,445","3,593","5,421","4,933","4,157","2,715","3,400","5,264","2,659","4,356","1,386","6,489","1,891","1,255","2,670","1,954","3,441","7,797","4,064"
2020년02월_계_50~59세,"71,131","3,981","5,364","4,842","4,214","2,800","3,130","5,798","3,115","4,377","1,838","6,307","2,583","1,860","3,068","2,882","4,572","5,425","4,975"
2020년02월_계_60~69세,"55,450","3,559","3,771","3,636","3,122","2,358","1,750","3,539","2,083","2,504","1,836","4,461","2,493","1,823","2,242","2,800","4,979","4,061","4,433"
2020년02월_계_70~79세,"30,094","2,165","2,061","1,819","1,758","1,108","1,030","1,915","1,185","1,346",961,"2,174","1,533","1,110",930,"2,076","3,094","1,913","1,916"
2020년02월_계_80~89세,"12,313",770,850,727,743,398,589,990,690,710,432,885,552,412,287,784,"1,166",630,698
2020년02월_계_90~99세,"1,616",107,134,111,80,52,82,105,88,91,59,123,61,54,41,95,156,92,85
2020년02월_계_100세 이상,155,27,6,1,15,8,2,1,0,0,4,3,15,5,2,27,26,6,7
2020년02월_남_총인구수,"195,730","11,200","14,992","13,401","11,598","7,618","8,671","15,157","7,983","11,468","4,970","17,621","6,676","4,614","8,206","7,543","12,200","18,873","12,939"
2020년02월_남_연령구간인구수,"195,730","11,200","14,992","13,401","11,598","7,618","8,671","15,157","7,983","11,468","4,970","17,621","6,676","4,614","8,206","7,543","12,200","18,873","12,939"
2020년02월_남_0~9세,"15,443",668,"1,523","1,439",918,652,684,"1,161",626,991,311,"1,429",276,177,706,225,548,"2,283",826
2020년02월_남_10~19세,"20,437",845,"1,654","1,577","1,167",590,"1,171","1,601","1,000","1,628",300,"2,334",399,314,820,484,872,"2,582","1,099"
2020년02월_남_20~29세,"26,105","1,539","1,918","1,576","1,565",930,"1,326","2,421","1,102","1,656",689,"2,279",883,576,"1,235",985,"1,455","2,112","1,858"
2020년02월_남_30~39세,"23,557","1,531","1,803","1,458","1,408","1,129",975,"2,158",891,"1,136",724,"1,776",919,519,"1,068",733,"1,245","2,385","1,699"
2020년02월_남_40~49세,"32,023","1,735","2,489","2,208","1,942","1,306","1,484","2,317","1,169","1,915",731,"3,043",992,674,"1,283","1,105","1,879","3,739","2,012"
2020년02월_남_50~59세,"33,880","1,878","2,546","2,239","2,044","1,253","1,537","2,629","1,463","2,078",814,"3,176","1,247",902,"1,443","1,489","2,223","2,659","2,260"
