카테고리,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2021년03월_계_80~89세,"19,868","10,753",468,321,762,343,397,452,549,404,"1,018",744,"1,321",406,431,733,502,356,554,575,417,"9,115","1,021",603,580,776,576,307,513,363,346,487,678,812,725,552,618,158,0
2021년03월_계_90~99세,"2,818","1,614",63,57,107,48,59,56,70,70,122,118,182,66,56,145,70,51,92,125,57,"1,204",115,73,58,102,82,42,46,45,53,68,87,139,102,72,86,34,0
2021년03월_계_100세 이상,87,53,9,0,4,0,2,4,3,3,2,2,6,3,1,1,2,1,2,2,6,34,3,3,3,3,3,0,2,1,1,2,3,3,3,0,4,0,0
2021년03월_남_총인구수,"323,432","164,758","3,768","2,058","6,062","2,398","3,166","4,247","7,033","9,791","20,055","6,192","22,324","5,653","6,503","10,742","5,272","4,869","6,979","19,327","18,319","158,674","7,005","8,934","5,655","15,742","10,319","4,101","4,877","4,171","5,059","7,568","9,766","30,869","13,018","6,468","15,426","9,696",0
2021년03월_남_연령구간인구수,"323,432","164,758","3,768","2,058","6,062","2,398","3,166","4,247","7,033","9,791","20,055","6,192","22,324","5,653","6,503","10,742","5,272","4,869","6,979","19,327","18,319","158,674","7,005","8,934","5,655","15,742","10,319","4,101","4,877","4,171","5,059","7,568","9,766","30,869","13,018","6,468","15,426","9,696",0
2021년03월_남_0~9세,"27,326","12,491",177,53,325,94,153,181,491,724,"1,691",305,"2,009",360,348,753,324,266,514,"2,241","1,482","14,835",337,726,287,"1,277","1,032",96,218,163,317,418,728,"4,168","1,044",444,"1,977","1,603",0
2021년03월_남_10~19세,"36,887","18,624",226,101,429,188,232,324,704,"1,364","2,548",453,"2,770",559,618,"1,317",516,450,767,"2,672","2,386","18,263",608,"1,195",380,"2,094",834,166,334,253,402,625,"1,255","4,546","1,637",531,"1,580","1,823",0
2021년03월_남_20~29세,"48,690","25,439",481,194,756,262,357,551,"1,139","1,630","3,275",722,"3,060",898,"1,055","1,688",735,763,"1,093","3,133","3,647","23,251",896,"1,259",798,"2,419","1,794","1,298",833,521,703,"1,089","1,514","4,233","2,047",874,"2,010",963,0
2021년03월_남_30~39세,"41,251","20,099",415,211,673,239,306,418,853,"1,214","2,578",723,"2,571",629,691,"1,067",547,526,829,"2,536","3,073","21,152",705,925,717,"1,988","1,790",550,551,474,746,"1,077",950,"4,463","1,486",936,"2,643","1,151",0
2021년03월_남_40~49세,"52,193","25,317",488,309,906,352,424,631,878,"1,652","3,212",917,"3,527",749,800,"1,555",768,698,966,"3,290","3,195","26,876",946,"1,478",788,"2,964","1,647",515,662,688,779,"1,286","1,442","5,808","1,955","1,009","2,646","2,263",0
2021년03월_남_50~59세,"52,252","27,579",641,342,970,436,546,764,"1,147","1,623","3,459","1,116","3,703","1,043","1,173","2,053",845,839,"1,062","2,890","2,927","24,673","1,128","1,370",940,"2,560","1,369",577,782,810,845,"1,413","1,707","4,345","2,233","1,144","2,239","1,211",0
2021년03월_남_60~69세,"37,267","20,284",665,408,985,415,607,730,"1,018",981,"1,916","1,081","2,850",844,"1,105","1,402",809,724,988,"1,715","1,041","16,983","1,124","1,011",859,"1,391","1,009",473,710,713,730,999,"1,342","2,192","1,569",911,"1,477",473,0
2021년03월_남_70~79세,"19,718","10,742",468,300,692,290,385,489,558,438,955,635,"1,360",426,557,627,522,459,529,648,404,"8,976",795,714,619,762,597,283,564,413,381,458,577,822,771,437,622,161,0
2021년03월_남_80~89세,"7,191","3,811",187,126,299,110,142,149,223,149,390,218,432,131,145,247,190,128,210,178,157,"3,380",427,242,254,268,227,132,209,128,140,185,231,263,251,167,212,44,0
2021년03월_남_90~99세,642,362,19,14,26,12,13,9,21,16,31,21,42,13,11,33,16,16,21,23,5,280,39,13,13,19,20,11,14,8,15,17,20,28,25,15,19,4,0
2021년03월_남_100세 이상,15,10,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,2,5,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
2021년03월_여_총인구수,"333,632","173,605","3,757","2,081","6,320","2,454","3,194","4,434","7,580","9,832","21,290","6,700","23,906","5,996","6,990","11,423","5,719","5,351","7,851","20,380","18,347","160,027","7,252","9,550","5,686","16,395","10,069","3,584","5,023","3,469","5,000","6,992","10,581","31,403","13,511","6,087","15,185","10,240",0
2021년03월_여_연령구간인구수,"333,632","173,605","3,757","2,081","6,320","2,454","3,194","4,434","7,580","9,832","21,290","6,700","23,906","5,996","6,990","11,423","5,719","5,351","7,851","20,380","18,347","160,027","7,252","9,550","5,686","16,395","10,069","3,584","5,023","3,469","5,000","6,992","10,581","31,403","13,511","6,087","15,185","10,240",0
2021년03월_여_0~9세,"26,045","11,800",141,40,292,76,148,145,436,682,"1,608",264,"1,955",323,328,763,287,259,451,"2,149","1,453","14,245",283,740,259,"1,294",989,110,199,138,341,421,740,"3,975","1,021",404,"1,797","1,534",0
2021년03월_여_10~19세,"34,321","17,101",228,75,375,160,205,313,593,"1,261","2,447",392,"2,568",523,612,"1,132",420,440,770,"2,362","2,225","17,220",485,"1,149",356,"2,000",763,170,310,234,412,613,"1,250","4,244","1,494",476,"1,487","1,777",0
2021년03월_여_20~29세,"44,160","23,801",414,189,670,247,309,463,"1,162","1,568","3,132",647,"2,821",773,937,"1,416",662,709,975,"3,061","3,646","20,359",810,"1,088",749,"2,287","1,571","1,000",717,343,669,947,"1,211","3,689","1,884",683,"1,800",911,0
2021년03월_여_30~39세,"40,287","19,504",349,150,641,189,257,336,826,"1,127","2,607",583,"2,666",571,615,"1,082",536,513,816,"2,766","2,874","20,783",587,955,596,"1,990","1,655",388,441,279,606,872,"1,028","4,933","1,469",811,"2,574","1,599",0
2021년03월_여_40~49세,"54,391","27,601",413,199,771,296,360,533,"1,025","1,815","3,816",804,"3,967",871,927,"1,860",753,714,"1,143","3,707","3,627","26,790",841,"1,642",666,"3,128","1,416",331,575,405,710,"1,141","1,669","6,266","2,162",835,"2,547","2,456",0
2021년03월_여_50~59세,"54,039","29,491",612,321,993,357,500,750,"1,362","1,626","3,634","1,173","4,056","1,167","1,432","2,262",972,963,"1,452","3,213","2,646","24,548","1,173","1,462",914,"2,600","1,368",502,814,619,847,"1,193","1,889","4,300","2,432","1,034","2,291","1,110",0
2021년03월_여_60~69세,"40,867","22,704",752,472,"1,158",446,667,926,"1,161",986,"2,099","1,229","3,194",932,"1,212","1,482","1,005",934,"1,171","1,847","1,031","18,163","1,236","1,238","1,023","1,502","1,164",505,924,669,769,919,"1,507","2,291","1,606",860,"1,439",511,0
2021년03월_여_70~79세,"24,597","13,366",515,397,873,414,446,615,638,455,"1,226",984,"1,644",506,595,827,716,555,656,775,529,"11,231","1,164",853,749,"1,000",729,372,705,509,402,532,770,"1,043",889,542,774,198,0
2021년03월_여_80~89세,"12,677","6,942",281,195,463,233,255,303,326,255,628,526,889,275,286,486,312,228,344,397,260,"5,735",594,361,326,508,349,175,304,235,206,302,447,549,474,385,406,114,0
2021년03월_여_90~99세,"2,176","1,252",44,43,81,36,46,47,49,54,91,97,140,53,45,112,54,35,71,102,52,924,76,60,45,83,62,31,32,37,38,51,67,111,77,57,67,30,0
2021년03월_여_100세 이상,72,43,8,0,3,0,1,3,2,3,2,1,6,2,1,1,2,1,2,1,4,29,3,2,3,3,3,0,2,1,0,1,3,2,3,0,3,0,0
