카테고리,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2020년08월_계_총인구수,"940,668","239,043","13,484","15,119","11,229","15,561","15,851","13,664","13,612","12,613","16,207","15,877","12,766","10,031","11,235","45,607","4,801","8,153","3,233","216,969","33,717","14,193","7,050","24,713","10,779","24,678","26,031","14,040","12,701","21,167","27,900","484,656","26,590","18,159","10,733","14,121","19,880","31,029","16,109","15,663","32,440","18,816","26,130","13,933","17,837","16,887","29,485","23,998","24,838","27,912","29,002","17,886","31,677","21,531"
2020년08월_계_연령구간인구수,"940,668","239,043","13,484","15,119","11,229","15,561","15,851","13,664","13,612","12,613","16,207","15,877","12,766","10,031","11,235","45,607","4,801","8,153","3,233","216,969","33,717","14,193","7,050","24,713","10,779","24,678","26,031","14,040","12,701","21,167","27,900","484,656","26,590","18,159","10,733","14,121","19,880","31,029","16,109","15,663","32,440","18,816","26,130","13,933","17,837","16,887","29,485","23,998","24,838","27,912","29,002","17,886","31,677","21,531"
2020년08월_계_0~9세,"70,014","15,887",527,"1,339",431,537,779,660,728,406,837,"1,112",609,641,754,"5,140",548,656,183,"13,557","1,611",913,431,"1,289",691,"1,342","1,710",564,595,"1,475","2,936","40,570","2,062","1,287","1,193","1,056","1,490","2,101",925,"1,372","2,480","1,455","2,339","1,060","1,382","1,278","2,329","3,090","2,858","3,026","1,947","1,362","2,278","2,200"
2020년08월_계_10~19세,"88,614","17,655",724,"1,313",650,810,"1,175",944,"1,247",708,"1,098","1,310","1,055",941,473,"4,057",437,532,181,"16,881","2,001",904,473,"1,983","1,063","2,050","1,863",995,924,"1,794","2,831","54,078","3,009","2,278","1,979","2,474","1,952","3,299","1,444","1,785","4,386","2,292","3,166","1,862","1,325","1,792","2,111","3,396","3,030","3,170","2,407","1,747","2,794","2,380"
2020년08월_계_20~29세,"132,374","34,748","2,006","1,897","1,743","2,804","2,495","1,950","2,025","1,765","2,361","2,176","1,688","1,413","2,284","5,608",736,"1,359",438,"31,239","5,786","1,562",936,"3,828","1,802","3,599","3,544","1,825","1,831","3,120","3,406","66,387","3,789","2,471",965,"1,880","3,155","4,739","2,099","2,061","4,661","2,837","3,459","1,859","2,799","2,169","4,248","2,363","3,009","3,838","4,167","2,721","4,613","2,485"
2020년08월_계_30~39세,"137,587","35,609","1,818","2,457","1,538","2,196","2,186","1,798","1,637","1,491","2,152","2,236","1,605","1,164","2,692","7,546",911,"1,678",504,"31,189","5,732","1,940","1,110","3,393","1,372","3,014","4,032","1,660","1,620","2,899","4,417","70,789","3,664","2,508",923,"1,563","3,576","5,095","2,992","2,374","4,223","2,407","3,623","1,384","2,941","2,136","5,462","3,224","3,532","3,956","4,726","2,827","4,559","3,094"
2020년08월_계_40~49세,"158,394","37,401","2,028","2,341","1,739","2,113","2,332","2,049","2,203","1,779","2,352","2,480","2,204","1,667","1,989","7,872",758,"1,042",453,"33,469","4,795","2,252","1,062","3,792","1,691","3,847","4,052","2,063","1,840","3,082","4,993","87,524","4,713","3,754","2,666","3,230","3,276","5,985","2,714","2,845","6,459","3,289","4,727","2,459","2,765","2,801","4,437","5,275","4,685","4,747","4,515","3,009","5,120","4,053"
2020년08월_계_50~59세,"155,885","40,964","2,555","2,562","2,161","2,722","2,839","2,591","2,399","2,539","2,931","2,742","2,208","1,741","1,342","7,255",591,"1,275",511,"38,775","5,639","2,650","1,270","4,349","1,833","4,550","4,684","2,985","2,614","4,011","4,190","76,146","4,242","2,786","1,462","2,105","2,904","4,727","2,399","2,430","4,961","3,332","4,137","2,371","2,757","2,603","4,637","3,359","3,930","4,747","4,593","2,917","5,236","3,511"
2020년08월_계_60~69세,"111,153","32,526","2,180","1,996","1,674","2,388","2,251","2,063","1,799","2,162","2,526","2,109","1,806","1,342","1,065","5,162",516,951,536,"30,111","4,609","2,298","1,032","3,534","1,274","3,391","3,658","2,312","1,925","3,012","3,066","48,516","2,827","1,383",757,"1,062","2,060","2,459","1,728","1,373","2,691","1,880","2,567","1,610","2,195","2,219","3,648","1,990","2,301","2,708","3,427","1,785","3,426","2,420"
2020년08월_계_70~79세,"57,561","16,917","1,147",855,943,"1,408","1,229","1,108","1,064","1,220","1,409","1,170","1,139",787,462,"1,991",209,463,313,"15,110","2,448","1,155",482,"1,769",733,"2,027","1,766","1,162",937,"1,224","1,407","25,534","1,458",942,493,481,"1,015","1,667","1,028",820,"1,550",828,"1,354",830,"1,119","1,205","1,707",866,"1,012","1,157","1,979",946,"2,159",918
