카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동
2021년02월_계_총인구수,"658,295","257,397","24,342","4,125","4,320","4,340","3,194","2,317","6,040","2,108","5,469","3,563","8,807","9,414","18,175","23,661","45,044","55,831","36,647","400,898","24,258","21,840","19,852","8,523","15,988","25,741","14,037","37,806","18,987","40,645","69,952","46,337","56,932"
2021년02월_계_연령구간인구수,"658,295","257,397","24,342","4,125","4,320","4,340","3,194","2,317","6,040","2,108","5,469","3,563","8,807","9,414","18,175","23,661","45,044","55,831","36,647","400,898","24,258","21,840","19,852","8,523","15,988","25,741","14,037","37,806","18,987","40,645","69,952","46,337","56,932"
2021년02월_계_0~9세,"61,482","20,099","1,686",148,104,124,73,53,245,26,178,87,410,289,"1,086","2,152","4,705","5,967","2,766","41,383","1,196","1,836","1,398",288,758,961,876,"3,395","1,416","5,631","10,491","3,912","9,225"
2021년02월_계_10~19세,"68,162","26,113","2,698",235,191,232,167,88,334,70,279,161,672,672,"1,454","3,236","5,848","7,031","2,745","42,049","2,230","2,355","1,895",543,"1,023","1,307","1,198","4,923","2,383","5,653","9,417","4,124","4,998"
2021년02월_계_20~29세,"95,877","35,100","2,853",383,373,384,238,186,756,135,541,505,"1,086","1,174","2,847","2,771","6,244","7,082","7,542","60,777","2,798","2,562","2,459",876,"2,344","6,478","2,510","5,955","2,631","5,125","8,715","10,151","8,173"
2021년02월_계_30~39세,"104,608","32,850","2,495",331,285,332,183,169,537,89,486,390,887,864,"2,526","2,588","6,772","8,383","5,533","71,758","2,142","2,825","2,706",714,"2,203","5,622","1,844","5,052","2,339","6,840","14,539","9,243","15,689"
2021년02월_계_40~49세,"112,168","42,764","4,509",434,450,509,331,240,738,176,668,457,"1,219","1,349","2,956","4,401","9,028","10,196","5,103","69,404","3,680","4,161","3,631","1,098","2,403","3,819","1,941","6,700","3,186","7,867","14,132","7,449","9,337"
2021년02월_계_50~59세,"102,951","43,604","4,469",757,854,853,607,442,"1,171",428,"1,057",657,"1,766","1,869","3,268","4,066","6,920","8,459","5,961","59,347","4,286","3,698","3,531","1,765","3,083","3,564","2,558","6,687","3,553","5,623","8,618","6,603","5,778"
2021년02월_계_60~69세,"65,060","31,883","3,022",934,"1,035",979,776,517,"1,137",522,"1,185",719,"1,510","1,626","2,447","2,539","3,392","5,270","4,273","33,177","3,967","2,514","2,361","1,646","2,376","2,495","1,954","3,245","2,004","2,534","2,700","2,913","2,468"
2021년02월_계_70~79세,"30,289","15,598","1,568",522,564,518,473,345,629,355,696,383,808,998,"1,077","1,255","1,347","2,236","1,824","14,691","2,476","1,188","1,156",961,"1,232",991,753,"1,200",897,893,861,"1,267",816
2021년02월_계_80~89세,"15,278","8,080",908,335,393,347,292,249,415,261,327,174,381,514,432,564,688,"1,023",777,"7,198","1,290",617,636,537,498,423,344,569,494,408,403,591,388
2021년02월_계_90~99세,"2,241","1,219",131,46,69,62,50,26,71,42,41,28,59,54,71,83,98,173,115,"1,022",163,81,74,81,58,74,57,75,82,67,73,78,59
2021년02월_계_100세 이상,179,87,3,0,2,0,4,2,7,4,11,2,9,5,11,6,2,11,8,92,30,3,5,14,10,7,2,5,2,4,3,6,1
2021년02월_남_총인구수,"336,095","130,449","12,488","2,241","2,184","2,255","1,676","1,261","3,212","1,135","2,846","1,866","4,569","4,847","9,282","11,801","22,932","27,946","17,908","205,646","12,629","11,442","10,785","4,565","8,450","13,801","6,898","18,557","9,191","20,407","35,099","23,873","29,949"
2021년02월_남_연령구간인구수,"336,095","130,449","12,488","2,241","2,184","2,255","1,676","1,261","3,212","1,135","2,846","1,866","4,569","4,847","9,282","11,801","22,932","27,946","17,908","205,646","12,629","11,442","10,785","4,565","8,450","13,801","6,898","18,557","9,191","20,407","35,099","23,873","29,949"
2021년02월_남_0~9세,"31,448","10,349",864,81,51,68,37,29,121,13,90,46,226,145,573,"1,087","2,444","3,054","1,420","21,099",621,908,754,144,408,490,464,"1,710",694,"2,842","5,385","2,010","4,669"
2021년02월_남_10~19세,"35,271","13,563","1,420",122,107,118,82,47,169,45,150,80,380,366,778,"1,658","3,055","3,615","1,371","21,708","1,184","1,205",995,294,493,671,595,"2,572","1,286","2,927","4,809","2,095","2,582"
2021년02월_남_20~29세,"50,412","18,618","1,600",245,213,236,139,112,510,81,279,259,626,660,"1,451","1,510","3,406","3,697","3,594","31,794","1,607","1,438","1,488",532,"1,276","3,277","1,279","3,100","1,389","2,693","4,352","5,121","4,242"
2021년02월_남_30~39세,"55,647","17,269","1,302",202,155,194,116,113,332,55,291,226,490,526,"1,408","1,230","3,567","4,212","2,850","38,378","1,210","1,515","1,604",454,"1,306","3,411",990,"2,535","1,174","3,287","7,121","5,221","8,550"
2021년02월_남_40~49세,"58,055","22,038","2,334",269,249,281,206,166,441,124,367,273,657,714,"1,535","2,199","4,549","5,081","2,593","36,017","2,029","2,256","2,072",647,"1,338","2,164",961,"3,120","1,495","3,998","6,975","3,805","5,157"
2021년02월_남_50~59세,"52,831","22,261","2,431",423,449,470,349,262,600,250,605,366,910,963,"1,664","2,034","3,482","4,226","2,777","30,570","2,347","2,021","1,905",980,"1,653","1,927","1,195","3,174","1,675","2,831","4,515","3,339","3,008"
2021년02월_남_60~69세,"32,887","16,036","1,508",511,551,497,408,274,594,287,598,376,742,799,"1,222","1,302","1,654","2,632","2,081","16,851","1,970","1,316","1,212",846,"1,216","1,279",944,"1,627",988,"1,284","1,401","1,490","1,278"
2021년02월_남_70~79세,"13,708","7,162",694,263,268,255,231,159,279,172,323,162,388,451,488,566,562,"1,020",881,"6,546","1,135",547,512,445,563,435,336,511,342,411,394,560,355
2021년02월_남_80~89세,"5,283","2,844",301,114,122,121,100,95,146,99,125,65,135,209,145,194,187,368,318,"2,439",477,217,230,193,178,133,119,188,135,119,135,215,100
2021년02월_남_90~99세,504,286,33,11,19,15,7,4,19,8,14,13,13,12,15,18,25,38,22,218,40,18,13,28,16,13,14,17,12,14,11,14,8
2021년02월_남_100세 이상,49,23,1,0,0,0,1,0,1,1,4,0,2,2,3,3,1,3,1,26,9,1,0,2,3,1,1,3,1,1,1,3,0
2021년02월_여_총인구수,"322,200","126,948","11,854","1,884","2,136","2,085","1,518","1,056","2,828",973,"2,623","1,697","4,238","4,567","8,893","11,860","22,112","27,885","18,739","195,252","11,629","10,398","9,067","3,958","7,538","11,940","7,139","19,249","9,796","20,238","34,853","22,464","26,983"
2021년02월_여_연령구간인구수,"322,200","126,948","11,854","1,884","2,136","2,085","1,518","1,056","2,828",973,"2,623","1,697","4,238","4,567","8,893","11,860","22,112","27,885","18,739","195,252","11,629","10,398","9,067","3,958","7,538","11,940","7,139","19,249","9,796","20,238","34,853","22,464","26,983"
2021년02월_여_0~9세,"30,034","9,750",822,67,53,56,36,24,124,13,88,41,184,144,513,"1,065","2,261","2,913","1,346","20,284",575,928,644,144,350,471,412,"1,685",722,"2,789","5,106","1,902","4,556"
2021년02월_여_10~19세,"32,891","12,550","1,278",113,84,114,85,41,165,25,129,81,292,306,676,"1,578","2,793","3,416","1,374","20,341","1,046","1,150",900,249,530,636,603,"2,351","1,097","2,726","4,608","2,029","2,416"
2021년02월_여_20~29세,"45,465","16,482","1,253",138,160,148,99,74,246,54,262,246,460,514,"1,396","1,261","2,838","3,385","3,948","28,983","1,191","1,124",971,344,"1,068","3,201","1,231","2,855","1,242","2,432","4,363","5,030","3,931"
2021년02월_여_30~39세,"48,961","15,581","1,193",129,130,138,67,56,205,34,195,164,397,338,"1,118","1,358","3,205","4,171","2,683","33,380",932,"1,310","1,102",260,897,"2,211",854,"2,517","1,165","3,553","7,418","4,022","7,139"
2021년02월_여_40~49세,"54,113","20,726","2,175",165,201,228,125,74,297,52,301,184,562,635,"1,421","2,202","4,479","5,115","2,510","33,387","1,651","1,905","1,559",451,"1,065","1,655",980,"3,580","1,691","3,869","7,157","3,644","4,180"
2021년02월_여_50~59세,"50,120","21,343","2,038",334,405,383,258,180,571,178,452,291,856,906,"1,604","2,032","3,438","4,233","3,184","28,777","1,939","1,677","1,626",785,"1,430","1,637","1,363","3,513","1,878","2,792","4,103","3,264","2,770"
2021년02월_여_60~69세,"32,173","15,847","1,514",423,484,482,368,243,543,235,587,343,768,827,"1,225","1,237","1,738","2,638","2,192","16,326","1,997","1,198","1,149",800,"1,160","1,216","1,010","1,618","1,016","1,250","1,299","1,423","1,190"
2021년02월_여_70~79세,"16,581","8,436",874,259,296,263,242,186,350,183,373,221,420,547,589,689,785,"1,216",943,"8,145","1,341",641,644,516,669,556,417,689,555,482,467,707,461
2021년02월_여_80~89세,"9,995","5,236",607,221,271,226,192,154,269,162,202,109,246,305,287,370,501,655,459,"4,759",813,400,406,344,320,290,225,381,359,289,268,376,288
2021년02월_여_90~99세,"1,737",933,98,35,50,47,43,22,52,34,27,15,46,42,56,65,73,135,93,804,123,63,61,53,42,61,43,58,70,53,62,64,51
2021년02월_여_100세 이상,130,64,2,0,2,0,3,2,6,3,7,2,7,3,8,3,1,8,7,66,21,2,5,12,7,6,1,2,1,3,2,3,1
