카테고리,경상남도 통영시,경상남도 통영시 산양읍,경상남도 통영시 용남면,경상남도 통영시 도산면,경상남도 통영시 광도면,경상남도 통영시 욕지면,경상남도 통영시 한산면,경상남도 통영시 사량면,경상남도 통영시 도천동,경상남도 통영시 명정동,경상남도 통영시 중앙동,경상남도 통영시 정량동,경상남도 통영시 북신동,경상남도 통영시 미수동,경상남도 통영시 봉평동,경상남도 통영시 무전동
2020년04월_계_총인구수,"130,221","4,806","12,910","2,955","31,267","2,064","2,064","1,507","9,101","3,100","4,158","9,212","10,811","11,616","10,608","14,042"
2020년04월_계_연령구간인구수,"130,221","4,806","12,910","2,955","31,267","2,064","2,064","1,507","9,101","3,100","4,158","9,212","10,811","11,616","10,608","14,042"
2020년04월_계_0~9세,"10,411",138,"1,374",74,"4,056",53,38,21,435,105,142,532,756,994,559,"1,134"
2020년04월_계_10~19세,"12,959",214,"1,443",133,"3,946",106,62,38,837,193,241,673,988,"1,436",984,"1,665"
2020년04월_계_20~29세,"11,595",338,"1,120",180,"2,729",119,88,71,942,231,310,737,"1,022","1,070","1,017","1,621"
2020년04월_계_30~39세,"14,946",343,"1,578",160,"5,066",126,95,80,790,206,313,968,"1,209","1,270","1,026","1,716"
2020년04월_계_40~49세,"21,627",579,"2,284",293,"6,411",278,198,122,"1,331",386,564,"1,372","1,605","2,032","1,562","2,610"
2020년04월_계_50~59세,"22,837",973,"2,135",533,"4,462",423,346,323,"1,752",623,852,"1,868","1,884","2,055","2,106","2,502"
2020년04월_계_60~69세,"19,608","1,025","1,544",735,"2,769",465,458,359,"1,601",660,904,"1,739","1,959","1,746","1,859","1,785"
2020년04월_계_70~79세,"10,998",724,918,531,"1,246",308,466,280,994,492,579,963,995,718,"1,038",746
2020년04월_계_80~89세,"4,605",411,442,280,508,169,284,191,369,178,229,320,337,262,393,232
2020년04월_계_90~99세,609,59,71,36,74,17,28,20,47,24,23,37,51,32,60,30
2020년04월_계_100세 이상,26,2,1,0,0,0,1,2,3,2,1,3,5,1,4,1
2020년04월_남_총인구수,"65,470","2,540","6,468","1,519","15,808","1,137","1,046",753,"4,527","1,526","2,058","4,713","5,217","5,715","5,438","7,005"
2020년04월_남_연령구간인구수,"65,470","2,540","6,468","1,519","15,808","1,137","1,046",753,"4,527","1,526","2,058","4,713","5,217","5,715","5,438","7,005"
2020년04월_남_0~9세,"5,236",65,671,39,"2,068",26,17,12,208,43,63,262,385,520,261,596
2020년04월_남_10~19세,"6,739",112,743,75,"2,039",67,32,18,400,90,120,353,517,742,527,904
2020년04월_남_20~29세,"6,341",207,592,109,"1,443",64,51,50,548,136,168,413,559,572,589,840
2020년04월_남_30~39세,"7,734",198,759,90,"2,468",88,56,54,438,109,184,549,644,614,573,910
2020년04월_남_40~49세,"11,731",379,"1,241",197,"3,415",178,130,73,725,237,346,825,813,"1,044",862,"1,266"
2020년04월_남_50~59세,"11,631",571,"1,103",306,"2,280",250,226,182,879,326,440,929,836,992,"1,104","1,207"
2020년04월_남_60~69세,"9,591",553,793,359,"1,382",237,243,197,773,320,418,824,858,865,921,848
2020년04월_남_70~79세,"4,935",327,395,251,554,165,202,116,426,202,237,450,471,302,469,368
2020년04월_남_80~89세,"1,412",120,154,88,147,60,83,48,125,57,74,102,122,56,114,62
2020년04월_남_90~99세,112,8,16,5,12,2,6,3,4,6,8,6,9,7,17,3
2020년04월_남_100세 이상,8,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1
2020년04월_여_총인구수,"64,751","2,266","6,442","1,436","15,459",927,"1,018",754,"4,574","1,574","2,100","4,499","5,594","5,901","5,170","7,037"
2020년04월_여_연령구간인구수,"64,751","2,266","6,442","1,436","15,459",927,"1,018",754,"4,574","1,574","2,100","4,499","5,594","5,901","5,170","7,037"
2020년04월_여_0~9세,"5,175",73,703,35,"1,988",27,21,9,227,62,79,270,371,474,298,538
2020년04월_여_10~19세,"6,220",102,700,58,"1,907",39,30,20,437,103,121,320,471,694,457,761
2020년04월_여_20~29세,"5,254",131,528,71,"1,286",55,37,21,394,95,142,324,463,498,428,781
2020년04월_여_30~39세,"7,212",145,819,70,"2,598",38,39,26,352,97,129,419,565,656,453,806
2020년04월_여_40~49세,"9,896",200,"1,043",96,"2,996",100,68,49,606,149,218,547,792,988,700,"1,344"
2020년04월_여_50~59세,"11,206",402,"1,032",227,"2,182",173,120,141,873,297,412,939,"1,048","1,063","1,002","1,295"
2020년04월_여_60~69세,"10,017",472,751,376,"1,387",228,215,162,828,340,486,915,"1,101",881,938,937
2020년04월_여_70~79세,"6,063",397,523,280,692,143,264,164,568,290,342,513,524,416,569,378
2020년04월_여_80~89세,"3,193",291,288,192,361,109,201,143,244,121,155,218,215,206,279,170
2020년04월_여_90~99세,497,51,55,31,62,15,22,17,43,18,15,31,42,25,43,27
2020년04월_여_100세 이상,18,2,0,0,0,0,1,2,2,2,1,3,2,0,3,0
