카테고리,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2020년11월_계_80~89세,"32,838","14,881",608,540,"1,028",794,541,221,632,393,"1,088","1,348",567,"1,494","1,034",730,734,"1,009","1,489",513,118,"8,749",649,"1,587",723,"1,073",771,679,726,683,159,819,880,"9,208",904,687,834,"1,362","1,231","1,444",951,590,"1,205"
2020년11월_계_90~99세,"4,780","2,051",79,71,134,109,64,42,70,70,133,204,93,172,127,105,89,135,235,104,15,"1,391",106,262,110,165,103,98,118,116,35,105,173,"1,338",126,92,147,209,172,204,138,75,175
2020년11월_계_100세 이상,330,211,7,5,5,10,4,20,14,12,14,42,12,16,4,6,4,9,4,17,6,61,4,15,6,4,5,6,9,1,3,3,5,58,11,5,5,4,7,10,7,2,7
2020년11월_남_총인구수,"527,834","235,485","7,814","11,411","22,130","10,898","5,585","5,513","11,012","10,438","15,352","18,632","8,053","18,554","16,272","10,009","10,818","16,016","22,427","13,111","1,440","145,341","16,919","22,924","11,461","18,936","14,727","10,117","11,796","7,892","5,497","13,058","12,014","147,008","13,478","9,309","17,548","25,633","13,161","13,780","17,634","10,810","25,655"
2020년11월_남_연령구간인구수,"527,834","235,485","7,814","11,411","22,130","10,898","5,585","5,513","11,012","10,438","15,352","18,632","8,053","18,554","16,272","10,009","10,818","16,016","22,427","13,111","1,440","145,341","16,919","22,924","11,461","18,936","14,727","10,117","11,796","7,892","5,497","13,058","12,014","147,008","13,478","9,309","17,548","25,633","13,161","13,780","17,634","10,810","25,655"
2020년11월_남_0~9세,"41,926","19,683",317,"1,557","2,736",672,327,769,"1,117","1,329","1,178","1,103",498,"1,033","1,366",394,759,"1,171","1,421","1,894",42,"10,623","1,690","1,745",656,"1,640","1,043",445,728,647,727,584,718,"11,620","1,002",456,"1,380","2,410",968,"1,060","1,146",829,"2,369"
2020년11월_남_10~19세,"53,926","21,260",673,940,"1,988","1,017",552,375,762,766,"1,661","1,479",655,"1,946","1,957",648,"1,013","1,489","2,464",797,78,"15,344","2,426","2,389","1,063","2,355","1,445",703,"1,686","1,133",488,822,834,"17,322","1,352",799,"3,015","2,890","1,640","1,620","1,633","1,182","3,191"
2020년11월_남_20~29세,"77,268","32,558","1,195","1,163","2,532","1,574",802,663,"1,294","1,146","1,919","2,423","1,185","3,145","2,360","1,561","1,614","2,630","3,640","1,470",242,"22,644","2,389","3,703","2,098","2,731","2,447","1,615","1,923","1,156",598,"2,324","1,660","22,066","2,108","1,477","2,490","3,878","1,908","1,935","3,042","1,710","3,518"
2020년11월_남_30~39세,"70,610","34,141",873,"1,862","3,662","1,300",661,"1,165","2,201","2,297","1,743","2,192",948,"2,192","2,125","1,308","1,433","2,537","2,583","2,895",164,"18,580","1,669","2,709","1,499","2,283","2,217","1,668","1,053",695,750,"2,444","1,593","17,889","1,645",987,"1,686","3,520","1,534","1,606","2,729","1,418","2,764"
2020년11월_남_40~49세,"88,285","39,530","1,142","2,214","4,372","1,798",837,975,"1,886","1,874","2,701","3,066","1,159","2,792","2,942","1,507","1,716","2,399","3,585","2,395",170,"24,222","3,205","3,499","1,691","3,241","2,355","1,841","1,882","1,293","1,015","2,319","1,881","24,533","2,065","1,290","3,232","4,444","2,085","2,222","2,706","1,767","4,722"
2020년11월_남_50~59세,"95,819","41,190","1,673","1,559","3,089","2,162","1,013",761,"1,515","1,327","2,665","3,576","1,623","3,717","2,852","2,174","2,049","2,940","4,556","1,641",298,"27,279","3,156","4,312","2,098","3,357","2,697","1,965","2,382","1,550",970,"2,378","2,414","27,350","2,530","2,099","3,178","4,715","2,340","2,428","3,267","1,971","4,822"
2020년11월_남_60~69세,"60,353","28,005","1,187","1,291","2,217","1,412",786,476,"1,286","1,040","1,948","2,828","1,188","2,051","1,577","1,521","1,406","1,729","2,562","1,230",270,"16,474","1,549","2,784","1,428","2,052","1,605","1,162","1,349",790,643,"1,308","1,804","15,874","1,632","1,399","1,654","2,322","1,519","1,599","1,927","1,156","2,666"
2020년11월_남_70~79세,"26,483","13,131",530,619,"1,136",638,395,227,701,485,"1,076","1,413",557,"1,011",667,622,536,748,"1,077",570,123,"6,673",567,"1,168",639,843,596,485,505,346,232,514,778,"6,679",768,531,577,927,677,752,815,513,"1,119"
2020년11월_남_80~89세,"11,858","5,419",202,187,365,303,196,75,231,152,416,498,222,607,391,254,272,341,475,185,47,"3,131",237,541,256,388,294,209,255,242,68,335,306,"3,308",340,248,298,473,434,488,334,246,447
2020년11월_남_90~99세,"1,213",508,19,18,33,21,15,17,14,21,39,41,16,56,34,19,19,30,63,29,4,351,30,69,30,46,26,24,30,39,5,28,24,354,35,23,37,54,54,66,33,17,35
2020년11월_남_100세 이상,93,60,3,1,0,1,1,10,5,1,6,13,2,4,1,1,1,2,1,5,2,20,1,5,3,0,2,0,3,1,1,2,2,13,1,0,1,0,2,4,2,1,2
2020년11월_여_총인구수,"550,213","240,856","7,311","12,361","23,342","10,994","5,958","5,791","11,778","10,501","15,204","18,043","7,654","19,608","17,247","9,165","11,360","16,561","23,709","13,205","1,064","153,384","17,833","24,531","12,260","20,353","16,136","10,830","12,695","8,785","5,203","13,772","10,986","155,973","14,311","9,439","18,598","26,690","14,962","15,654","18,856","11,102","26,361"
2020년11월_여_연령구간인구수,"550,213","240,856","7,311","12,361","23,342","10,994","5,958","5,791","11,778","10,501","15,204","18,043","7,654","19,608","17,247","9,165","11,360","16,561","23,709","13,205","1,064","153,384","17,833","24,531","12,260","20,353","16,136","10,830","12,695","8,785","5,203","13,772","10,986","155,973","14,311","9,439","18,598","26,690","14,962","15,654","18,856","11,102","26,361"
2020년11월_여_0~9세,"40,319","18,954",266,"1,585","2,719",646,327,759,"1,157","1,233","1,112","1,062",424,994,"1,310",333,668,"1,131","1,362","1,828",38,"10,151","1,628","1,710",594,"1,599","1,008",465,693,592,652,532,678,"11,214","1,021",489,"1,272","2,262",944,973,"1,126",840,"2,287"
2020년11월_여_10~19세,"51,310","20,288",553,"1,015","1,971",868,522,423,701,736,"1,505","1,358",587,"1,789","1,861",595,"1,074","1,389","2,443",841,57,"14,325","2,267","2,116","1,068","2,212","1,356",641,"1,606","1,101",453,786,719,"16,697","1,338",717,"2,850","2,755","1,636","1,624","1,446","1,129","3,202"
2020년11월_여_20~29세,"73,610","30,336",948,"1,139","2,568","1,425",670,819,"1,430","1,224","1,683","1,953",938,"3,105","2,275","1,312","1,511","2,391","3,342","1,445",158,"22,299","2,391","3,338","1,926","2,676","2,532","1,836","1,950","1,142",530,"2,691","1,287","20,975","1,937","1,311","2,356","3,674","1,808","1,921","3,348","1,437","3,183"
2020년11월_여_30~39세,"71,858","33,574",654,"2,188","4,089","1,218",631,"1,206","2,184","2,348","1,631","1,930",857,"2,083","2,201",984,"1,316","2,380","2,543","3,033",98,"19,539","2,102","2,870","1,414","2,448","2,292","1,731","1,220",894,881,"2,365","1,322","18,745","1,619",953,"1,814","3,623","1,755","1,746","2,645","1,542","3,048"
2020년11월_여_40~49세,"94,177","39,223","1,060","2,077","4,069","1,733",938,880,"1,831","1,750","2,620","2,694","1,126","3,158","3,361","1,265","1,862","2,653","3,968","2,049",129,"26,998","3,717","3,913","1,976","3,665","2,750","1,915","2,309","1,701",929,"2,522","1,601","27,956","2,318","1,307","4,044","4,839","2,618","2,672","2,999","2,013","5,146"
2020년11월_여_50~59세,"98,661","41,543","1,502","1,765","3,350","2,077","1,107",771,"1,756","1,320","2,399","3,376","1,565","3,886","2,937","1,870","2,199","3,109","4,721","1,655",178,"28,416","3,076","4,915","2,401","3,645","3,030","1,894","2,449","1,569",896,"2,409","2,132","28,702","2,729","2,133","3,340","4,857","2,678","2,802","3,565","2,007","4,591"
2020년11월_여_60~69세,"60,004","28,488","1,148","1,480","2,465","1,501",816,490,"1,416","1,029","2,107","2,917","1,090","2,023","1,502","1,426","1,356","1,625","2,595","1,319",183,"16,048","1,380","2,839","1,523","2,116","1,713","1,131","1,221",766,522,"1,166","1,671","15,468","1,636","1,308","1,482","2,215","1,537","1,605","1,935","1,135","2,615"
2020년11월_여_70~79세,"35,490","17,294",710,702,"1,342",938,550,262,837,560,"1,373","1,711",635,"1,555","1,061",813,839,"1,103","1,546",620,137,"8,909",781,"1,581",808,"1,184",898,667,682,502,217,739,850,"9,287","1,048",708,790,"1,417","1,066","1,211","1,065",596,"1,386"
2020년11월_여_80~89세,"20,980","9,462",406,353,663,491,345,146,401,241,672,850,345,887,643,476,462,668,"1,014",328,71,"5,618",412,"1,046",467,685,477,470,471,441,91,484,574,"5,900",564,439,536,889,797,956,617,344,758
2020년11월_여_90~99세,"3,567","1,543",60,53,101,88,49,25,56,49,94,163,77,116,93,86,70,105,172,75,11,"1,040",76,193,80,119,77,74,88,77,30,77,149,984,91,69,110,155,118,138,105,58,140
2020년11월_여_100세 이상,237,151,4,4,5,9,3,10,9,11,8,29,10,12,3,5,3,7,3,12,4,41,3,10,3,4,3,6,6,0,2,1,3,45,10,5,4,4,5,6,5,1,5
