카테고리,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2021년05월_계_80~89세,"24,243","6,436",234,544,359,462,465,375,426,475,423,803,290,973,607,"6,249",522,381,396,467,491,597,498,758,626,627,886,"5,999",687,494,560,564,649,487,913,241,458,704,242,"5,559",848,"1,126",498,661,477,513,"1,009",427
2021년05월_계_90~99세,"3,448",997,43,100,47,65,74,43,75,72,61,104,43,169,101,886,73,64,59,73,40,86,72,104,75,101,139,829,106,50,70,88,86,57,133,24,70,116,29,736,125,161,60,68,51,56,149,66
2021년05월_계_100세 이상,113,34,3,5,1,3,3,4,1,3,0,3,2,2,4,24,1,3,1,2,1,3,1,2,2,0,8,16,1,1,3,1,0,1,4,1,1,2,1,39,5,5,8,4,2,0,9,6
2021년05월_남_총인구수,"426,502","96,292","1,174","2,528","1,990","3,435","2,056","3,422","3,501","4,270","5,224","15,047","6,653","27,257","19,735","96,165","5,257","1,701","3,848","6,896","7,271","7,239","13,180","14,836","6,708","7,685","21,544","134,592","11,818","5,516","9,225","8,403","25,977","8,126","26,046","5,135","12,871","14,400","7,075","99,453","9,909","37,200","2,451","6,150","4,309","6,905","23,520","9,009"
2021년05월_남_연령구간인구수,"426,502","96,292","1,174","2,528","1,990","3,435","2,056","3,422","3,501","4,270","5,224","15,047","6,653","27,257","19,735","96,165","5,257","1,701","3,848","6,896","7,271","7,239","13,180","14,836","6,708","7,685","21,544","134,592","11,818","5,516","9,225","8,403","25,977","8,126","26,046","5,135","12,871","14,400","7,075","99,453","9,909","37,200","2,451","6,150","4,309","6,905","23,520","9,009"
2021년05월_남_0~9세,"37,217","8,242",29,49,47,194,47,192,123,206,300,"1,286",770,"2,769","2,230","6,837",292,45,136,700,322,325,"1,194","1,267",259,445,"1,852","12,096","1,131",327,"1,141",454,"2,935",332,"2,368",230,851,"1,038","1,289","10,042",740,"5,051",48,252,158,471,"2,121","1,201"
2021년05월_남_10~19세,"44,159","10,254",27,96,59,219,98,284,202,328,453,"1,913","1,021","3,321","2,233","10,313",342,66,254,690,487,488,"1,992","2,113",515,700,"2,666","13,601","1,198",529,693,745,"3,402",544,"3,368",294,"1,171","1,151",506,"9,991",957,"3,862",82,361,301,550,"2,670","1,208"
2021년05월_남_20~29세,"65,210","13,465",95,182,185,408,175,535,546,581,683,"2,163",817,"4,068","3,027","15,280",654,105,513,851,"1,750","1,248","1,989","2,434","1,133","1,090","3,513","22,013","1,555",771,"1,037","1,327","3,971","1,892","4,070","1,092","2,391","2,812","1,095","14,452","1,347","5,169",223,"1,098",627,"1,115","3,893",980
2021년05월_남_30~39세,"61,926","12,042",68,180,119,371,137,451,396,445,599,"1,712",744,"3,822","2,998","11,503",585,127,412,919,"1,101",846,"1,508","1,618",712,871,"2,804","21,583","1,965",589,"1,832","1,029","4,269","1,080","3,221",925,"2,314","2,512","1,847","16,798","1,063","8,451",187,821,461,912,"3,543","1,360"
2021년05월_남_40~49세,"68,966","15,231",104,249,207,423,240,487,468,604,810,"2,567","1,198","4,598","3,276","14,963",647,204,543,"1,035",974,"1,027","2,388","2,490",907,"1,046","3,702","21,861","2,153",828,"1,414","1,200","4,955","1,035","4,163",749,"2,101","2,211","1,052","16,911","1,624","6,831",278,851,624,"1,099","3,790","1,814"
2021년05월_남_50~59세,"68,633","16,549",240,476,458,672,432,545,598,783,949,"2,562","1,087","4,537","3,210","16,637","1,127",330,773,"1,089",978,"1,258","2,311","2,717","1,184","1,463","3,407","21,343","1,711","1,062","1,378","1,630","3,803","1,353","4,640",817,"2,038","2,262",649,"14,104","1,863","4,039",510,"1,036",781,"1,117","3,610","1,148"
2021년05월_남_60~69세,"50,097","12,560",354,703,532,694,469,483,625,692,838,"1,702",618,"2,907","1,943","12,684","1,009",428,740,"1,011",906,"1,242","1,142","1,394","1,140","1,329","2,343","14,365","1,264",835,"1,077","1,308","1,788","1,166","2,924",658,"1,343","1,587",415,"10,488","1,406","2,417",637,950,730,931,"2,617",800
2021년05월_남_70~79세,"21,298","5,536",163,376,268,282,283,295,350,438,426,843,286,910,616,"5,544",407,257,314,419,541,569,463,534,598,531,911,"5,539",585,403,451,515,613,546,938,276,486,580,146,"4,679",636,"1,001",304,529,434,505,921,349
2021년05월_남_80~89세,"8,276","2,184",84,187,106,151,156,144,173,179,154,278,100,295,177,"2,226",178,130,151,172,201,216,178,250,244,190,316,"2,032",233,167,187,178,230,170,321,89,161,226,70,"1,834",250,348,166,235,183,192,326,134
2021년05월_남_90~99세,698,224,10,28,9,21,18,6,19,13,12,21,12,30,25,172,15,9,12,10,11,19,15,19,16,20,26,157,23,5,14,17,11,8,33,4,15,21,6,145,22,30,14,17,8,13,26,15
2021년05월_남_100세 이상,22,5,0,2,0,0,1,0,1,1,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,4,2,0,0,1,0,0,0,0,1,0,0,0,9,1,1,2,0,2,0,3,0
2021년05월_여_총인구수,"419,789","97,381","1,064","2,404","1,907","3,335","1,907","3,524","3,303","4,454","5,312","15,983","6,850","27,051","20,287","97,465","4,834","1,572","3,638","7,263","7,430","7,146","13,254","15,553","6,604","7,868","22,303","130,724","12,010","5,227","8,794","8,479","25,025","7,825","27,237","4,563","11,207","14,016","6,341","94,219","9,343","32,632","2,133","5,998","4,197","6,551","24,049","9,316"
2021년05월_여_연령구간인구수,"419,789","97,381","1,064","2,404","1,907","3,335","1,907","3,524","3,303","4,454","5,312","15,983","6,850","27,051","20,287","97,465","4,834","1,572","3,638","7,263","7,430","7,146","13,254","15,553","6,604","7,868","22,303","130,724","12,010","5,227","8,794","8,479","25,025","7,825","27,237","4,563","11,207","14,016","6,341","94,219","9,343","32,632","2,133","5,998","4,197","6,551","24,049","9,316"
2021년05월_여_0~9세,"35,705","8,021",22,58,48,207,45,161,102,193,296,"1,282",751,"2,642","2,214","6,514",318,36,153,676,304,315,"1,138","1,196",253,419,"1,706","11,622","1,109",338,"1,152",401,"2,824",301,"2,216",226,829,973,"1,253","9,548",690,"4,814",47,249,173,394,"2,020","1,161"
2021년05월_여_10~19세,"40,991","9,517",27,92,58,215,85,243,185,326,438,"1,848",948,"2,978","2,074","9,561",302,49,247,703,468,500,"1,914","1,910",411,630,"2,427","12,606","1,151",505,578,695,"3,067",498,"3,190",273,"1,102","1,101",446,"9,307",887,"3,602",79,367,238,554,"2,425","1,155"
2021년05월_여_20~29세,"54,506","11,480",69,125,133,273,128,537,413,453,594,"1,954",684,"3,486","2,631","12,886",470,75,387,780,"1,671","1,014","1,656","1,996",858,865,"3,114","18,708","1,684",634,875,"1,147","3,355","1,423","3,532",966,"1,807","2,524",761,"11,432",913,"3,731",138,929,467,906,"3,430",918
2021년05월_여_30~39세,"56,021","11,493",52,109,98,307,86,380,263,355,518,"1,728",831,"3,722","3,044","10,748",476,82,325,963,843,666,"1,559","1,704",577,754,"2,799","19,404","1,959",502,"1,640",848,"4,111",777,"3,386",670,"1,591","2,218","1,702","14,376",924,"6,886",96,637,329,700,"3,275","1,529"
2021년05월_여_40~49세,"67,027","15,409",61,150,145,364,143,466,362,573,717,"2,842","1,325","4,815","3,446","15,248",584,115,450,"1,031",874,812,"2,676","2,957",798,"1,004","3,947","21,151","1,992",732,"1,211","1,194","5,021",962,"4,791",566,"1,750","2,073",859,"15,219","1,431","5,815",133,641,502,949,"4,011","1,737"
2021년05월_여_50~59세,"68,485","16,718",208,395,377,641,316,555,548,787,900,"2,677","1,051","4,626","3,637","17,172","1,002",260,706,"1,209","1,144","1,279","2,209","2,807","1,247","1,594","3,715","21,241","1,572",958,"1,308","1,772","3,486","1,473","5,212",725,"1,937","2,213",585,"13,354","1,636","3,310",347,949,731,"1,131","4,117","1,133"
2021년05월_여_60~69세,"52,097","12,844",269,625,455,634,411,539,671,865,947,"1,990",691,"2,793","1,954","13,639",857,370,659,"1,062","1,144","1,399","1,172","1,555","1,283","1,350","2,788","14,711","1,279",774,"1,073","1,377","1,881","1,346","3,081",627,"1,316","1,596",361,"10,903","1,358","2,430",527,"1,046",885,951,"2,817",889
2021년05월_여_70~79세,"26,149","6,845",170,418,301,336,326,371,450,545,584,"1,051",346,"1,170",777,"6,942",423,276,418,479,662,711,552,833,734,734,"1,120","6,628",726,411,526,587,786,678,"1,133",338,522,743,178,"5,734",799,"1,131",382,699,535,602,"1,142",444
2021년05월_여_80~89세,"15,967","4,252",150,357,253,311,309,231,253,296,269,525,190,678,430,"4,023",344,251,245,295,290,381,320,508,382,437,570,"3,967",454,327,373,386,419,317,592,152,297,478,172,"3,725",598,778,332,426,294,321,683,293
2021년05월_여_90~99세,"2,750",773,33,72,38,44,56,37,56,59,49,83,31,139,76,714,58,55,47,63,29,67,57,85,59,81,113,672,83,45,56,71,75,49,100,20,55,95,23,591,103,131,46,51,43,43,123,51
2021년05월_여_100세 이상,91,29,3,3,1,3,2,4,0,2,0,3,2,2,4,18,0,3,1,2,1,2,1,2,2,0,4,14,1,1,2,1,0,1,4,0,1,2,1,30,4,4,6,4,0,0,6,6
