카테고리,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2021년05월_계_총인구수,"846,291","193,673","2,238","4,932","3,897","6,770","3,963","6,946","6,804","8,724","10,536","31,030","13,503","54,308","40,022","193,630","10,091","3,273","7,486","14,159","14,701","14,385","26,434","30,389","13,312","15,553","43,847","265,316","23,828","10,743","18,019","16,882","51,002","15,951","53,283","9,698","24,078","28,416","13,416","193,672","19,252","69,832","4,584","12,148","8,506","13,456","47,569","18,325"
2021년05월_계_연령구간인구수,"846,291","193,673","2,238","4,932","3,897","6,770","3,963","6,946","6,804","8,724","10,536","31,030","13,503","54,308","40,022","193,630","10,091","3,273","7,486","14,159","14,701","14,385","26,434","30,389","13,312","15,553","43,847","265,316","23,828","10,743","18,019","16,882","51,002","15,951","53,283","9,698","24,078","28,416","13,416","193,672","19,252","69,832","4,584","12,148","8,506","13,456","47,569","18,325"
2021년05월_계_0~9세,"72,922","16,263",51,107,95,401,92,353,225,399,596,"2,568","1,521","5,411","4,444","13,351",610,81,289,"1,376",626,640,"2,332","2,463",512,864,"3,558","23,718","2,240",665,"2,293",855,"5,759",633,"4,584",456,"1,680","2,011","2,542","19,590","1,430","9,865",95,501,331,865,"4,141","2,362"
2021년05월_계_10~19세,"85,150","19,771",54,188,117,434,183,527,387,654,891,"3,761","1,969","6,299","4,307","19,874",644,115,501,"1,393",955,988,"3,906","4,023",926,"1,330","5,093","26,207","2,349","1,034","1,271","1,440","6,469","1,042","6,558",567,"2,273","2,252",952,"19,298","1,844","7,464",161,728,539,"1,104","5,095","2,363"
2021년05월_계_20~29세,"119,716","24,945",164,307,318,681,303,"1,072",959,"1,034","1,277","4,117","1,501","7,554","5,658","28,166","1,124",180,900,"1,631","3,421","2,262","3,645","4,430","1,991","1,955","6,627","40,721","3,239","1,405","1,912","2,474","7,326","3,315","7,602","2,058","4,198","5,336","1,856","25,884","2,260","8,900",361,"2,027","1,094","2,021","7,323","1,898"
2021년05월_계_30~39세,"117,947","23,535",120,289,217,678,223,831,659,800,"1,117","3,440","1,575","7,544","6,042","22,251","1,061",209,737,"1,882","1,944","1,512","3,067","3,322","1,289","1,625","5,603","40,987","3,924","1,091","3,472","1,877","8,380","1,857","6,607","1,595","3,905","4,730","3,549","31,174","1,987","15,337",283,"1,458",790,"1,612","6,818","2,889"
2021년05월_계_40~49세,"135,993","30,640",165,399,352,787,383,953,830,"1,177","1,527","5,409","2,523","9,413","6,722","30,211","1,231",319,993,"2,066","1,848","1,839","5,064","5,447","1,705","2,050","7,649","43,012","4,145","1,560","2,625","2,394","9,976","1,997","8,954","1,315","3,851","4,284","1,911","32,130","3,055","12,646",411,"1,492","1,126","2,048","7,801","3,551"
2021년05월_계_50~59세,"137,118","33,267",448,871,835,"1,313",748,"1,100","1,146","1,570","1,849","5,239","2,138","9,163","6,847","33,809","2,129",590,"1,479","2,298","2,122","2,537","4,520","5,524","2,431","3,057","7,122","42,584","3,283","2,020","2,686","3,402","7,289","2,826","9,852","1,542","3,975","4,475","1,234","27,458","3,499","7,349",857,"1,985","1,512","2,248","7,727","2,281"
2021년05월_계_60~69세,"102,194","25,404",623,"1,328",987,"1,328",880,"1,022","1,296","1,557","1,785","3,692","1,309","5,700","3,897","26,323","1,866",798,"1,399","2,073","2,050","2,641","2,314","2,949","2,423","2,679","5,131","29,076","2,543","1,609","2,150","2,685","3,669","2,512","6,005","1,285","2,659","3,183",776,"21,391","2,764","4,847","1,164","1,996","1,615","1,882","5,434","1,689"
2021년05월_계_70~79세,"47,447","12,381",333,794,569,618,609,666,800,983,"1,010","1,894",632,"2,080","1,393","12,486",830,533,732,898,"1,203","1,280","1,015","1,367","1,332","1,265","2,031","12,167","1,311",814,977,"1,102","1,399","1,224","2,071",614,"1,008","1,323",324,"10,413","1,435","2,132",686,"1,228",969,"1,107","2,063",793
