카테고리,전라북도 정읍시,전라북도 정읍시 신태인읍,전라북도 정읍시 북면,전라북도 정읍시 입암면,전라북도 정읍시 소성면,전라북도 정읍시 고부면,전라북도 정읍시 영원면,전라북도 정읍시 덕천면,전라북도 정읍시 이평면,전라북도 정읍시 정우면,전라북도 정읍시 태인면,전라북도 정읍시 감곡면,전라북도 정읍시 옹동면,전라북도 정읍시 칠보면,전라북도 정읍시 산내면,전라북도 정읍시 산외면,전라북도 정읍시 수성동,전라북도 정읍시 장명동,전라북도 정읍시 내장상동,전라북도 정읍시 시기동,전라북도 정읍시 초산동,전라북도 정읍시 연지동,전라북도 정읍시 농소동,전라북도 정읍시 상교동
2020년05월_남_80~89세,"2,647",173,131,113,98,110,72,61,104,111,162,128,85,103,44,92,164,64,256,99,124,106,100,147
2020년05월_남_90~99세,254,24,9,9,8,8,5,7,11,12,26,11,12,6,4,9,16,4,21,14,8,8,9,13
2020년05월_남_100세 이상,21,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,1,6,2,1,2,0,0
2020년05월_여_총인구수,"55,285","2,914","2,148","1,472","1,049","1,412",919,920,"1,063","1,330","1,771","1,423",854,"1,170",631,"1,084","8,790","1,537","10,636","1,817","5,291","3,013","2,180","1,861"
2020년05월_여_연령구간인구수,"55,285","2,914","2,148","1,472","1,049","1,412",919,920,"1,063","1,330","1,771","1,423",854,"1,170",631,"1,084","8,790","1,537","10,636","1,817","5,291","3,013","2,180","1,861"
2020년05월_여_0~9세,"3,269",137,97,31,27,33,22,29,17,37,40,31,26,49,18,34,750,88,848,92,473,226,98,66
2020년05월_여_10~19세,"4,636",163,131,79,36,60,38,50,38,64,76,30,29,64,22,50,986,144,"1,344",133,571,257,163,108
2020년05월_여_20~29세,"4,852",182,179,79,47,49,42,61,45,73,113,64,40,60,36,58,"1,019",172,"1,186",155,554,283,190,165
2020년05월_여_30~39세,"4,320",183,149,65,47,79,34,36,41,63,59,61,41,45,18,40,948,122,"1,003",128,589,312,146,111
2020년05월_여_40~49세,"7,194",288,217,106,67,83,57,70,61,97,137,86,51,110,35,80,"1,588",222,"1,833",182,927,439,263,195
2020년05월_여_50~59세,"8,698",442,396,240,163,197,122,166,141,189,265,199,134,149,113,148,"1,400",253,"1,651",307,867,474,381,301
2020년05월_여_60~69세,"8,273",515,346,253,195,291,185,163,195,246,358,334,156,215,117,204,953,188,"1,276",326,611,455,381,310
2020년05월_여_70~79세,"7,583",541,320,302,227,319,205,170,249,282,356,304,188,260,154,247,685,197,880,302,425,360,297,313
2020년05월_여_80~89세,"5,498",407,262,266,210,261,175,145,241,245,331,266,158,191,97,197,385,134,514,139,236,167,229,242
2020년05월_여_90~99세,876,48,46,51,30,37,37,29,34,31,35,44,30,25,21,25,65,15,89,40,32,38,29,45
2020년05월_여_100세 이상,86,8,5,0,0,3,2,1,1,3,1,4,1,2,0,1,11,2,12,13,6,2,3,5
