카테고리,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2020년11월_계_총인구수,"581,909","42,019","24,035","21,244","31,537","52,489","18,524","21,849","21,222","34,713","24,995","25,336","34,257","14,566","15,542","37,592","43,895","26,972","44,532","23,093","23,497"
2020년11월_계_연령구간인구수,"581,909","42,019","24,035","21,244","31,537","52,489","18,524","21,849","21,222","34,713","24,995","25,336","34,257","14,566","15,542","37,592","43,895","26,972","44,532","23,093","23,497"
2020년11월_계_0~9세,"39,975","4,175","1,317","1,332","1,726","2,829","1,268","1,325","1,183","2,302","1,295","1,379","1,733",513,732,"3,490","3,838","2,614","4,372","1,161","1,391"
2020년11월_계_10~19세,"44,994","4,600","1,344","1,659","2,076","2,527","1,461","1,651","1,370","2,458","1,692","1,673","1,910",490,600,"5,023","5,508","1,723","4,252","1,462","1,515"
2020년11월_계_20~29세,"87,160","5,486","4,957","3,336","4,216","9,330","2,617","3,161","3,005","5,921","4,232","3,834","8,481","1,711","1,866","4,667","5,290","3,798","5,337","3,318","2,597"
2020년11월_계_30~39세,"99,381","7,356","5,951","3,569","4,647","10,573","2,934","3,226","3,432","6,388","4,190","4,312","8,311","2,434","3,125","4,470","5,623","5,066","6,565","3,484","3,725"
2020년11월_계_40~49세,"91,271","7,701","3,263","3,096","3,943","7,572","3,157","3,245","3,267","5,594","3,664","4,041","4,620","1,503","1,929","7,291","8,695","4,270","7,746","3,183","3,491"
2020년11월_계_50~59세,"86,567","6,002","3,022","3,470","5,384","7,506","2,858","3,341","3,436","4,910","4,007","3,803","4,277","2,238","2,296","5,717","6,538","3,823","6,582","3,725","3,632"
2020년11월_계_60~69세,"76,219","4,159","2,270","2,893","5,231","7,010","2,434","3,428","3,181","4,219","3,617","3,534","3,187","3,230","2,669","3,874","4,958","3,248","5,599","3,616","3,862"
2020년11월_계_70~79세,"38,910","1,746","1,123","1,360","2,565","3,786","1,342","1,795","1,662","2,110","1,650","2,075","1,164","1,538","1,558","2,147","2,546","1,664","2,821","2,117","2,141"
2020년11월_계_80~89세,"14,675",688,646,446,"1,441","1,177",380,553,589,672,550,597,485,766,646,765,748,637,"1,067",879,943
2020년11월_계_90~99세,"2,521",95,136,81,297,157,66,100,91,130,92,81,84,139,118,137,128,101,177,122,189
2020년11월_계_100세 이상,236,11,6,2,11,22,7,24,6,9,6,7,5,4,3,11,23,28,14,26,11
2020년11월_남_총인구수,"281,033","20,437","11,271","10,418","15,025","25,511","9,023","10,508","10,403","16,949","12,201","12,191","15,819","6,908","7,281","17,836","20,994","13,687","21,729","11,431","11,411"
