카테고리,강원도 춘천시,강원도 춘천시 신북읍,강원도 춘천시 동면,강원도 춘천시 동산면,강원도 춘천시 신동면,강원도 춘천시 남면,강원도 춘천시 서면,강원도 춘천시 사북면,강원도 춘천시 북산면,강원도 춘천시 동내면,강원도 춘천시 남산면,강원도 춘천시 교동,강원도 춘천시 조운동,강원도 춘천시 약사명동,강원도 춘천시 근화동,강원도 춘천시 소양동,강원도 춘천시 후평1동,강원도 춘천시 후평2동,강원도 춘천시 후평3동,강원도 춘천시 효자1동,강원도 춘천시 효자2동,강원도 춘천시 효자3동,강원도 춘천시 석사동,강원도 춘천시 퇴계동,강원도 춘천시 강남동,강원도 춘천시 신사우동
2020년11월_계_총인구수,"282,544","7,680","19,638","1,473","2,562","1,086","3,868","2,557",958,"17,289","3,507","3,584","2,868","2,248","8,874","9,736","11,857","14,975","21,184","4,582","11,957","4,522","35,476","49,413","18,981","21,669"
2020년11월_계_연령구간인구수,"282,544","7,680","19,638","1,473","2,562","1,086","3,868","2,557",958,"17,289","3,507","3,584","2,868","2,248","8,874","9,736","11,857","14,975","21,184","4,582","11,957","4,522","35,476","49,413","18,981","21,669"
2020년11월_계_0~9세,"21,700",336,"2,227",27,101,27,116,66,12,"1,458",78,100,79,83,956,769,532,"1,303","1,765",342,420,155,"2,603","4,447","1,522","2,176"
2020년11월_계_10~19세,"26,998",454,"2,434",62,140,33,193,144,25,"1,703",162,178,130,118,683,753,872,"1,476","1,993",392,651,231,"4,393","5,980","1,584","2,214"
2020년11월_계_20~29세,"37,269",806,"1,913",129,253,38,245,189,34,"2,165",242,863,390,265,"1,032","1,229","1,873","2,149","2,639",544,"2,704","1,014","5,114","6,233","2,483","2,723"
2020년11월_계_30~39세,"34,239",657,"2,451",88,190,64,237,111,40,"2,350",258,409,304,208,"1,451","1,268","1,352","2,127","2,868",488,"1,302",606,"3,787","6,175","2,608","2,840"
2020년11월_계_40~49세,"42,500",890,"3,563",120,255,87,359,223,65,"2,898",375,383,356,254,"1,194","1,351","1,552","2,188","3,156",703,"1,431",504,"5,931","8,441","2,798","3,423"
2020년11월_계_50~59세,"47,171","1,456","3,058",271,524,211,706,489,193,"2,820",677,520,510,400,"1,262","1,719","2,025","2,439","3,423",761,"1,824",674,"6,286","8,350","3,227","3,346"
2020년11월_계_60~69세,"37,925","1,442","2,382",387,572,283,947,646,294,"2,175",899,520,517,403,"1,105","1,323","1,861","1,686","2,855",669,"1,704",656,"3,901","5,487","2,667","2,544"
2020년11월_계_70~79세,"21,018",933,988,214,280,191,581,412,187,"1,039",515,374,335,297,731,814,"1,117",972,"1,524",419,"1,165",411,"2,111","2,601","1,350","1,457"
2020년11월_계_80~89세,"11,691",612,509,161,218,130,393,233,96,583,255,212,202,175,383,421,578,541,828,226,660,234,"1,176","1,450",614,801
2020년11월_계_90~99세,"1,918",90,110,13,28,21,83,43,11,95,43,22,43,42,72,78,92,88,132,36,89,35,169,242,117,124
2020년11월_계_100세 이상,115,4,3,1,1,1,8,1,1,3,3,3,2,3,5,11,3,6,1,2,7,2,5,7,11,21
2020년11월_남_총인구수,"139,428","3,833","9,731",802,"1,321",586,"1,989","1,258",529,"8,639","1,853","1,831","1,390","1,091","4,479","4,738","5,880","7,150","10,062","2,299","6,348","2,279","17,379","23,776","9,305","10,880"
2020년11월_남_연령구간인구수,"139,428","3,833","9,731",802,"1,321",586,"1,989","1,258",529,"8,639","1,853","1,831","1,390","1,091","4,479","4,738","5,880","7,150","10,062","2,299","6,348","2,279","17,379","23,776","9,305","10,880"
2020년11월_남_0~9세,"11,132",165,"1,151",11,55,19,57,34,6,767,47,65,46,39,506,377,273,656,890,170,204,80,"1,311","2,293",795,"1,115"
2020년11월_남_10~19세,"14,040",231,"1,266",41,63,17,112,83,11,872,87,101,64,65,377,411,449,776,987,220,352,115,"2,244","3,087",815,"1,194"
2020년11월_남_20~29세,"19,839",439,"1,036",75,153,26,132,112,19,"1,124",131,452,199,155,535,645,991,"1,095","1,344",302,"1,604",497,"2,662","3,277","1,297","1,537"
2020년11월_남_30~39세,"17,466",362,"1,143",55,105,37,126,61,27,"1,211",152,231,160,112,768,645,757,"1,068","1,446",253,773,345,"1,962","2,931","1,334","1,402"
2020년11월_남_40~49세,"21,004",473,"1,764",75,143,56,214,111,36,"1,496",222,210,199,133,619,688,789,"1,020","1,521",367,802,290,"2,791","3,899","1,367","1,719"
2020년11월_남_50~59세,"23,675",767,"1,559",157,298,125,390,235,111,"1,422",387,277,264,204,701,846,"1,028","1,152","1,612",376,"1,027",349,"3,143","4,009","1,513","1,723"
2020년11월_남_60~69세,"18,343",737,"1,171",221,279,153,519,331,180,"1,068",454,236,244,195,535,611,867,774,"1,320",325,829,306,"1,910","2,620","1,261","1,197"
2020년11월_남_70~79세,"9,186",422,448,101,144,90,294,191,91,450,268,176,140,117,272,333,491,395,647,171,487,182,873,"1,084",667,652
