,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2020년05월_계_80~89세,"31,810","14,384",618,524,971,761,518,206,608,378,"1,052","1,275",554,"1,470",998,717,701,984,"1,480",461,108,"8,468",615,"1,539",709,"1,042",758,648,708,673,160,792,824,"8,958",867,652,837,"1,324","1,216","1,415",918,564,"1,165"
2020년05월_계_90~99세,"4,526","1,986",78,66,136,105,59,42,71,69,142,206,79,174,115,104,85,135,219,84,17,"1,302",95,262,101,150,88,90,121,108,32,107,148,"1,238",119,87,139,191,162,192,120,74,154
2020년05월_계_100세 이상,324,209,6,5,5,12,5,19,15,12,12,41,12,16,4,7,5,7,4,17,5,60,4,17,6,4,6,5,8,1,3,3,3,55,11,5,5,3,6,8,7,2,8
2020년05월_남_총인구수,"527,304","234,171","7,960","11,518","21,764","10,889","5,639","5,387","10,752","10,171","15,533","18,571","8,139","18,711","16,405","10,193","10,937","16,209","22,662","11,209","1,522","145,689","16,726","23,163","11,624","19,101","14,896","10,152","11,921","7,891","5,473","12,834","11,908","147,444","13,699","9,430","17,664","25,850","13,402","13,877","17,120","10,778","25,624"
2020년05월_남_연령구간인구수,"527,304","234,171","7,960","11,518","21,764","10,889","5,639","5,387","10,752","10,171","15,533","18,571","8,139","18,711","16,405","10,193","10,937","16,209","22,662","11,209","1,522","145,689","16,726","23,163","11,624","19,101","14,896","10,152","11,921","7,891","5,473","12,834","11,908","147,444","13,699","9,430","17,664","25,850","13,402","13,877","17,120","10,778","25,624"
2020년05월_남_0~9세,"43,021","19,946",336,"1,650","2,793",698,345,749,"1,074","1,292","1,241","1,160",508,"1,100","1,413",421,810,"1,229","1,519","1,559",49,"11,015","1,746","1,843",678,"1,715","1,089",473,786,652,711,588,734,"12,060","1,071",500,"1,404","2,524","1,019","1,085","1,155",844,"2,458"
2020년05월_남_10~19세,"55,057","21,597",712,914,"1,885","1,024",579,357,745,761,"1,711","1,499",689,"1,985","2,006",683,"1,068","1,576","2,566",742,95,"15,728","2,396","2,476","1,135","2,406","1,501",739,"1,731","1,151",486,825,882,"17,732","1,430",844,"3,031","2,965","1,719","1,669","1,619","1,210","3,245"
2020년05월_남_20~29세,"77,217","32,566","1,210","1,202","2,502","1,582",781,676,"1,315","1,109","1,918","2,402","1,202","3,152","2,408","1,608","1,623","2,633","3,651","1,295",297,"22,590","2,340","3,743","2,095","2,753","2,477","1,607","1,899","1,151",603,"2,301","1,621","22,061","2,123","1,481","2,536","3,878","1,931","1,939","3,003","1,690","3,480"
2020년05월_남_30~39세,"70,632","33,842",844,"1,955","3,750","1,271",687,"1,166","2,138","2,277","1,806","2,253",944,"2,225","2,135","1,315","1,446","2,541","2,627","2,298",164,"18,730","1,648","2,793","1,511","2,345","2,284","1,687","1,081",685,763,"2,359","1,574","18,060","1,703","1,022","1,680","3,599","1,540","1,638","2,633","1,433","2,812"
2020년05월_남_40~49세,"89,464","39,742","1,196","2,209","4,279","1,863",861,927,"1,814","1,841","2,775","3,091","1,206","2,889","3,030","1,596","1,768","2,489","3,720","2,003",185,"24,758","3,226","3,564","1,782","3,314","2,414","1,900","1,945","1,324","1,009","2,370","1,910","24,964","2,143","1,352","3,292","4,575","2,154","2,260","2,610","1,789","4,789"
2020년05월_남_50~59세,"95,743","41,048","1,749","1,537","2,963","2,160","1,015",756,"1,504","1,268","2,678","3,546","1,660","3,752","2,855","2,214","2,068","2,976","4,560","1,485",302,"27,337","3,112","4,408","2,138","3,347","2,702","1,964","2,399","1,549",983,"2,335","2,400","27,358","2,563","2,112","3,217","4,704","2,387","2,479","3,184","1,966","4,746"
2020년05월_남_60~69세,"57,340","26,711","1,150","1,262","2,116","1,334",773,439,"1,235",979,"1,866","2,724","1,134","1,935","1,490","1,455","1,341","1,647","2,438","1,128",265,"15,597","1,455","2,608","1,363","1,967","1,533","1,078","1,285",759,616,"1,209","1,724","15,032","1,537","1,316","1,593","2,178","1,481","1,513","1,791","1,086","2,537"
2020년05월_남_70~79세,"26,082","12,941",540,585,"1,108",652,396,215,683,477,"1,085","1,371",570,"1,010",668,625,536,754,"1,042",504,120,"6,535",548,"1,126",636,824,585,478,517,344,232,492,753,"6,606",762,536,577,921,681,751,776,507,"1,095"
2020년05월_남_80~89세,"11,484","5,217",201,184,343,281,187,74,224,141,407,466,211,602,370,257,255,327,479,169,39,"3,046",229,529,256,386,291,200,243,237,66,322,287,"3,221",331,242,297,456,435,475,317,236,432
2020년05월_남_90~99세,"1,179",506,20,19,25,23,14,19,15,25,41,47,13,56,29,18,21,36,60,21,4,334,25,69,27,44,18,26,32,38,3,31,21,339,35,25,36,50,54,65,30,16,28
2020년05월_남_100세 이상,85,55,2,1,0,1,1,9,5,1,5,12,2,5,1,1,1,1,0,5,2,19,1,4,3,0,2,0,3,1,1,2,2,11,1,0,1,0,1,3,2,1,2
2020년05월_여_총인구수,"548,875","239,151","7,480","12,360","22,965","11,042","6,015","5,621","11,418","10,154","15,302","17,997","7,743","19,788","17,393","9,406","11,539","16,710","23,946","11,174","1,098","153,613","17,681","24,720","12,435","20,398","16,323","10,833","12,772","8,839","5,184","13,590","10,838","156,111","14,450","9,569","18,736","26,912","15,087","15,714","18,297","11,019","26,327"
2020년05월_여_연령구간인구수,"548,875","239,151","7,480","12,360","22,965","11,042","6,015","5,621","11,418","10,154","15,302","17,997","7,743","19,788","17,393","9,406","11,539","16,710","23,946","11,174","1,098","153,613","17,681","24,720","12,435","20,398","16,323","10,833","12,772","8,839","5,184","13,590","10,838","156,111","14,450","9,569","18,736","26,912","15,087","15,714","18,297","11,019","26,327"
2020년05월_여_0~9세,"41,449","19,276",289,"1,614","2,822",660,335,746,"1,118","1,199","1,170","1,112",430,"1,065","1,422",375,734,"1,193","1,440","1,512",40,"10,543","1,704","1,744",624,"1,683","1,054",494,721,617,636,574,692,"11,630","1,092",524,"1,314","2,368","1,017",990,"1,126",823,"2,376"
2020년05월_여_10~19세,"52,154","20,549",590,967,"1,870",924,545,417,692,720,"1,560","1,385",603,"1,822","1,911",620,"1,100","1,453","2,517",779,74,"14,621","2,246","2,234","1,103","2,254","1,421",649,"1,618","1,118",454,784,740,"16,984","1,381",733,"2,871","2,836","1,681","1,661","1,438","1,154","3,229"
2020년05월_여_20~29세,"73,822","30,379",977,"1,182","2,535","1,399",684,821,"1,402","1,225","1,650","1,960",960,"3,168","2,291","1,370","1,582","2,423","3,381","1,213",156,"22,366","2,380","3,380","2,002","2,682","2,557","1,808","1,968","1,141",542,"2,619","1,287","21,077","1,929","1,367","2,445","3,744","1,829","1,937","3,264","1,430","3,132"
2020년05월_여_30~39세,"72,154","33,336",669,"2,252","4,185","1,243",652,"1,189","2,117","2,263","1,709","2,023",872,"2,105","2,198","1,004","1,340","2,417","2,589","2,402",107,"19,871","2,110","2,944","1,448","2,494","2,342","1,803","1,234",916,900,"2,349","1,331","18,947","1,688",988,"1,822","3,719","1,738","1,775","2,556","1,525","3,136"
2020년05월_여_40~49세,"95,404","39,346","1,110","2,068","3,938","1,774",970,859,"1,748","1,681","2,668","2,663","1,163","3,289","3,453","1,333","1,937","2,689","4,139","1,732",132,"27,513","3,725","4,046","1,999","3,762","2,871","1,952","2,382","1,715",937,"2,539","1,585","28,545","2,429","1,374","4,094","4,944","2,744","2,719","2,955","2,058","5,228"
2020년05월_여_50~59세,"97,971","41,295","1,500","1,779","3,251","2,126","1,108",733,"1,738","1,280","2,375","3,388","1,586","3,857","2,938","1,932","2,238","3,110","4,708","1,465",183,"28,259","2,981","4,914","2,463","3,573","3,021","1,885","2,443","1,588",877,"2,374","2,140","28,417","2,729","2,154","3,356","4,786","2,663","2,804","3,427","1,994","4,504"
2020년05월_여_60~69세,"56,885","27,113","1,148","1,409","2,332","1,416",780,442,"1,330",975,"2,076","2,794","1,063","1,936","1,425","1,376","1,267","1,568","2,456","1,138",182,"15,163","1,290","2,657","1,456","2,028","1,630","1,070","1,160",731,498,"1,081","1,562","14,609","1,532","1,247","1,400","2,124","1,468","1,525","1,793","1,047","2,473"
2020년05월_여_70~79세,"35,124","17,056",718,698,"1,288",927,561,249,823,519,"1,341","1,675",647,"1,549","1,038",844,827,"1,095","1,552",566,139,"8,846",786,"1,585",810,"1,156",886,655,687,507,215,723,836,"9,222","1,040",705,787,"1,379","1,053","1,231","1,042",601,"1,384"
2020년05월_여_80~89세,"20,326","9,167",417,340,628,480,331,132,384,237,645,809,343,868,628,460,446,657,"1,001",292,69,"5,422",386,"1,010",453,656,467,448,465,436,94,470,537,"5,737",536,410,540,868,781,940,601,328,733
2020년05월_여_90~99세,"3,347","1,480",58,47,111,82,45,23,56,44,101,159,66,118,86,86,64,99,159,63,13,968,70,193,74,106,70,64,89,70,29,76,127,899,84,62,103,141,108,127,90,58,126
2020년05월_여_100세 이상,239,154,4,4,5,11,4,10,10,11,7,29,10,11,3,6,4,6,4,12,3,41,3,13,3,4,4,5,5,0,2,1,1,44,10,5,4,3,5,5,5,1,6
