,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2021년12월_계_총인구수,"278,113","6,708","7,692","6,977","2,256","1,520","1,900","2,627","3,002","2,942","3,270","5,200","4,290","4,386","2,581","1,525","3,278","4,685","6,866","22,273","9,247","11,347","38,963","8,537","22,816","14,065","24,736","15,377","6,550","32,497"
2021년12월_계_연령구간인구수,"278,113","6,708","7,692","6,977","2,256","1,520","1,900","2,627","3,002","2,942","3,270","5,200","4,290","4,386","2,581","1,525","3,278","4,685","6,866","22,273","9,247","11,347","38,963","8,537","22,816","14,065","24,736","15,377","6,550","32,497"
2021년12월_계_0~9세,"17,514",311,465,260,53,18,31,64,104,67,159,336,86,148,54,21,84,277,282,"1,509",410,408,"3,496",814,"1,359","1,150","2,005",538,487,"2,518"
2021년12월_계_10~19세,"27,014",556,604,449,117,61,91,134,133,145,156,328,174,249,92,76,114,325,397,"2,165",669,864,"4,449",963,"2,624","1,915","3,256","1,074",639,"4,195"
2021년12월_계_20~29세,"34,997",550,651,604,173,91,120,174,205,136,289,594,265,385,215,78,381,457,854,"2,377","1,321","1,246","4,624",900,"3,186","2,316","3,481","4,131",725,"4,468"
2021년12월_계_30~39세,"27,390",489,698,499,112,61,83,141,185,137,259,472,196,314,160,71,296,453,746,"2,285",879,904,"4,376","1,141","2,252","1,516","2,878","1,455",775,"3,557"
2021년12월_계_40~49세,"40,310",753,989,719,210,121,172,209,291,252,311,564,385,459,226,121,369,670,771,"3,352","1,207","1,391","6,333","1,402","3,427","2,595","4,680","1,629","1,033","5,669"
2021년12월_계_50~59세,"48,537","1,149","1,300","1,284",408,240,336,367,520,463,528,854,709,808,539,233,525,905,"1,115","3,983","1,812","1,864","6,325","1,297","4,367","2,590","4,627","2,180","1,098","6,111"
2021년12월_계_60~69세,"42,355","1,428","1,510","1,452",483,388,463,611,671,750,675,"1,062","1,034",924,569,361,707,891,"1,292","3,626","1,678","2,131","5,189","1,132","3,508","1,096","2,306","2,058",918,"3,442"
2021년12월_계_70~79세,"24,794",877,883,976,395,285,336,519,516,560,496,613,801,594,394,314,540,474,913,"1,959",856,"1,708","2,699",601,"1,382",602,994,"1,441",509,"1,557"
2021년12월_계_80~89세,"13,030",520,504,616,246,209,213,345,334,376,343,334,532,423,270,214,214,212,434,900,367,736,"1,278",253,595,242,450,728,282,860
2021년12월_계_90~99세,"2,131",74,87,114,58,45,55,63,43,54,54,43,105,81,61,34,46,21,62,113,48,94,189,34,115,42,57,139,82,118
2021년12월_계_100세 이상,41,1,1,4,1,1,0,0,0,2,0,0,3,1,1,2,2,0,0,4,0,1,5,0,1,1,2,4,2,2
2021년12월_남_총인구수,"138,427","3,271","3,789","3,516","1,126",772,958,"1,308","1,583","1,448","1,662","2,711","2,195","2,257","1,343",752,"1,753","2,488","3,531","10,930","4,693","5,818","18,829","4,225","11,250","6,886","12,091","7,714","3,395","16,133"
2021년12월_남_연령구간인구수,"138,427","3,271","3,789","3,516","1,126",772,958,"1,308","1,583","1,448","1,662","2,711","2,195","2,257","1,343",752,"1,753","2,488","3,531","10,930","4,693","5,818","18,829","4,225","11,250","6,886","12,091","7,714","3,395","16,133"
2021년12월_남_0~9세,"9,007",163,230,144,23,5,20,32,45,30,76,174,55,77,32,11,49,152,158,751,232,208,"1,812",396,707,585,"1,060",280,247,"1,253"
2021년12월_남_10~19세,"13,819",260,298,233,53,40,44,62,84,68,82,161,97,145,52,41,68,154,211,"1,123",362,525,"2,189",514,"1,344",998,"1,657",502,324,"2,128"
2021년12월_남_20~29세,"18,990",306,351,337,99,51,69,103,123,80,165,390,151,233,134,50,210,258,427,"1,322",707,710,"2,386",480,"1,754","1,206","1,829","2,216",414,"2,429"
2021년12월_남_30~39세,"14,345",256,379,278,68,38,47,86,103,90,157,259,124,169,97,38,176,237,448,"1,186",497,517,"2,110",550,"1,153",753,"1,432",849,437,"1,811"
2021년12월_남_40~49세,"20,580",416,520,400,120,80,111,135,180,151,198,310,255,276,151,80,226,370,440,"1,733",666,780,"3,130",725,"1,644","1,174","2,191",889,542,"2,687"
2021년12월_남_50~59세,"24,736",603,665,709,231,142,197,213,320,254,298,450,394,461,309,128,286,509,619,"1,981",874,969,"3,005",659,"2,082","1,307","2,297","1,095",574,"3,105"
2021년12월_남_60~69세,"20,932",707,743,737,268,197,240,313,367,378,335,545,549,475,294,181,374,474,604,"1,714",831,993,"2,485",539,"1,714",541,"1,078",993,484,"1,779"
2021년12월_남_70~79세,"11,209",382,407,439,175,135,153,235,233,257,239,281,360,281,177,143,260,253,441,830,390,773,"1,219",260,646,236,412,647,257,688
2021년12월_남_80~89세,"4,350",167,175,215,76,73,67,112,120,130,104,126,173,118,87,73,92,79,165,268,125,320,441,96,187,79,123,223,100,236
2021년12월_남_90~99세,454,11,20,23,13,11,10,17,8,10,8,15,36,22,10,7,12,2,18,22,9,23,51,6,19,7,11,20,16,17
2021년12월_남_100세 이상,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021년12월_여_총인구수,"139,686","3,437","3,903","3,461","1,130",748,942,"1,319","1,419","1,494","1,608","2,489","2,095","2,129","1,238",773,"1,525","2,197","3,335","11,343","4,554","5,529","20,134","4,312","11,566","7,179","12,645","7,663","3,155","16,364"
2021년12월_여_연령구간인구수,"139,686","3,437","3,903","3,461","1,130",748,942,"1,319","1,419","1,494","1,608","2,489","2,095","2,129","1,238",773,"1,525","2,197","3,335","11,343","4,554","5,529","20,134","4,312","11,566","7,179","12,645","7,663","3,155","16,364"
2021년12월_여_0~9세,"8,507",148,235,116,30,13,11,32,59,37,83,162,31,71,22,10,35,125,124,758,178,200,"1,684",418,652,565,945,258,240,"1,265"
2021년12월_여_10~19세,"13,195",296,306,216,64,21,47,72,49,77,74,167,77,104,40,35,46,171,186,"1,042",307,339,"2,260",449,"1,280",917,"1,599",572,315,"2,067"
