카테고리,경상북도 영주시,경상북도 영주시 풍기읍,경상북도 영주시 이산면,경상북도 영주시 평은면,경상북도 영주시 문수면,경상북도 영주시 장수면,경상북도 영주시 안정면,경상북도 영주시 봉현면,경상북도 영주시 순흥면,경상북도 영주시 단산면,경상북도 영주시 부석면,경상북도 영주시 상망동,경상북도 영주시 하망동,경상북도 영주시 영주1동,경상북도 영주시 영주2동,경상북도 영주시 휴천1동,경상북도 영주시 휴천2동,경상북도 영주시 휴천3동,경상북도 영주시 가흥1동,경상북도 영주시 가흥2동
2021년08월_계_총인구수,"102,258","10,620","2,321","1,436","1,937","2,184","2,980","2,732","2,014","1,851","3,046","7,634","6,105","4,042","4,991","6,616","10,077","7,825","15,829","8,018"
2021년08월_계_연령구간인구수,"102,258","10,620","2,321","1,436","1,937","2,184","2,980","2,732","2,014","1,851","3,046","7,634","6,105","4,042","4,991","6,616","10,077","7,825","15,829","8,018"
2021년08월_계_0~9세,"5,827",459,52,22,54,52,79,68,36,22,54,442,330,149,212,455,506,406,"1,914",515
2021년08월_계_10~19세,"8,654",735,93,51,86,102,119,129,68,55,109,899,573,282,341,864,698,675,"1,997",778
2021년08월_계_20~29세,"9,586",932,172,83,131,160,176,166,122,100,132,735,592,323,372,704,"1,161",896,"1,748",881
2021년08월_계_30~39세,"8,213",731,106,42,107,110,141,127,85,80,128,552,455,271,340,500,820,610,"2,243",765
2021년08월_계_40~49세,"13,504","1,167",176,98,163,172,247,255,135,138,201,"1,199",833,471,563,"1,102","1,250",996,"3,106","1,232"
2021년08월_계_50~59세,"17,395","1,785",452,246,317,349,475,472,355,318,526,"1,359","1,116",675,855,"1,208","1,793","1,543","2,172","1,379"
2021년08월_계_60~69세,"19,140","2,388",586,352,475,533,769,746,588,479,875,"1,184","1,061",878,"1,103",889,"1,937","1,462","1,530","1,305"
2021년08월_계_70~79세,"11,745","1,428",349,280,306,369,522,455,339,331,559,779,706,604,758,555,"1,217",778,711,699
2021년08월_계_80~89세,"7,050",842,294,220,240,276,379,269,242,283,394,415,394,339,395,301,610,396,357,404
2021년08월_계_90~99세,"1,091",141,41,40,57,56,72,39,42,44,67,68,40,46,50,36,83,62,50,57
2021년08월_계_100세 이상,53,12,0,2,1,5,1,6,2,1,1,2,5,4,2,2,2,1,1,3
2021년08월_남_총인구수,"50,715","5,277","1,190",728,998,"1,104","1,509","1,393","1,005",917,"1,514","3,805","2,915","1,966","2,409","3,275","4,987","3,883","7,979","3,861"
2021년08월_남_연령구간인구수,"50,715","5,277","1,190",728,998,"1,104","1,509","1,393","1,005",917,"1,514","3,805","2,915","1,966","2,409","3,275","4,987","3,883","7,979","3,861"
2021년08월_남_0~9세,"3,030",234,23,16,29,26,40,32,19,10,30,232,171,84,123,228,248,212,"1,007",266
2021년08월_남_10~19세,"4,522",394,48,22,46,49,67,66,39,32,57,471,291,139,188,446,374,359,"1,019",415
2021년08월_남_20~29세,"5,570",574,108,60,83,102,111,104,76,68,75,447,332,188,210,427,658,540,950,457
2021년08월_남_30~39세,"4,406",398,57,24,69,69,93,73,50,51,74,295,243,149,171,256,473,319,"1,145",397
2021년08월_남_40~49세,"6,967",630,100,66,102,101,156,154,78,86,133,579,412,245,291,518,650,487,"1,576",603
2021년08월_남_50~59세,"8,963",905,260,133,171,187,250,245,181,167,282,723,569,374,441,623,872,762,"1,141",677
2021년08월_남_60~69세,"9,202","1,180",309,185,262,283,398,383,308,263,439,554,471,392,484,407,877,669,729,609
2021년08월_남_70~79세,"5,318",637,170,135,140,171,252,230,153,147,270,343,280,257,332,255,562,380,295,309
2021년08월_남_80~89세,"2,494",295,109,76,83,105,125,90,93,85,140,156,135,121,159,103,252,140,108,119
2021년08월_남_90~99세,234,27,6,11,13,11,17,14,7,7,14,5,10,17,10,12,21,15,8,9
2021년08월_남_100세 이상,9,3,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,0
2021년08월_여_총인구수,"51,543","5,343","1,131",708,939,"1,080","1,471","1,339","1,009",934,"1,532","3,829","3,190","2,076","2,582","3,341","5,090","3,942","7,850","4,157"
2021년08월_여_연령구간인구수,"51,543","5,343","1,131",708,939,"1,080","1,471","1,339","1,009",934,"1,532","3,829","3,190","2,076","2,582","3,341","5,090","3,942","7,850","4,157"
2021년08월_여_0~9세,"2,797",225,29,6,25,26,39,36,17,12,24,210,159,65,89,227,258,194,907,249
2021년08월_여_10~19세,"4,132",341,45,29,40,53,52,63,29,23,52,428,282,143,153,418,324,316,978,363
2021년08월_여_20~29세,"4,016",358,64,23,48,58,65,62,46,32,57,288,260,135,162,277,503,356,798,424
2021년08월_여_30~39세,"3,807",333,49,18,38,41,48,54,35,29,54,257,212,122,169,244,347,291,"1,098",368
2021년08월_여_40~49세,"6,537",537,76,32,61,71,91,101,57,52,68,620,421,226,272,584,600,509,"1,530",629
2021년08월_여_50~59세,"8,432",880,192,113,146,162,225,227,174,151,244,636,547,301,414,585,921,781,"1,031",702
2021년08월_여_60~69세,"9,938","1,208",277,167,213,250,371,363,280,216,436,630,590,486,619,482,"1,060",793,801,696
2021년08월_여_70~79세,"6,427",791,179,145,166,198,270,225,186,184,289,436,426,347,426,300,655,398,416,390
2021년08월_여_80~89세,"4,556",547,185,144,157,171,254,179,149,198,254,259,259,218,236,198,358,256,249,285
2021년08월_여_90~99세,857,114,35,29,44,45,55,25,35,37,53,63,30,29,40,24,62,47,42,48
2021년08월_여_100세 이상,44,9,0,2,1,5,1,4,1,0,1,2,4,4,2,2,2,1,0,3
