카테고리,경기도 화성시,경기도 화성시 봉담읍,경기도 화성시 우정읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 마도면,경기도 화성시 송산면,경기도 화성시 서신면,경기도 화성시 팔탄면,경기도 화성시 장안면,경기도 화성시 양감면,경기도 화성시 정남면,경기도 화성시 새솔동,경기도 화성시 진안동,경기도 화성시 병점1동,경기도 화성시 병점2동,경기도 화성시 반월동,경기도 화성시 기배동,경기도 화성시 화산동,경기도 화성시 동탄1동,경기도 화성시 동탄2동,경기도 화성시 동탄3동,경기도 화성시 동탄4동,경기도 화성시 동탄5동,경기도 화성시 동탄6동,경기도 화성시 동탄7동,경기도 화성시 동탄8동
2021년03월_계_총인구수,"860,865","81,903","17,378","86,960","42,026","7,085","5,830","6,952","10,901","7,108","9,943","10,268","3,972","11,432","21,790","43,916","28,987","24,402","32,392","13,626","23,269","51,406","35,650","42,182","53,078","43,156","32,264","84,662","28,327"
2021년03월_계_연령구간인구수,"860,865","81,903","17,378","86,960","42,026","7,085","5,830","6,952","10,901","7,108","9,943","10,268","3,972","11,432","21,790","43,916","28,987","24,402","32,392","13,626","23,269","51,406","35,650","42,182","53,078","43,156","32,264","84,662","28,327"
2021년03월_계_0~9세,"103,000","8,208",897,"10,612","4,082",270,218,255,450,169,317,374,95,402,"4,020","4,365","2,607","2,422","4,268","1,269","1,771","6,257","4,200","5,716","9,006","6,312","4,711","14,590","5,137"
2021년03월_계_10~19세,"97,518","9,840","1,437","10,186","3,566",473,330,395,785,294,472,604,160,747,"2,148","3,932","3,155","3,976","4,002","1,803","2,252","6,896","6,569","5,336","8,964","4,282","3,106","9,312","2,496"
2021년03월_계_20~29세,"106,084","10,298","1,768","10,450","5,719",802,593,760,986,538,976,"1,039",399,"1,360","2,350","7,126","5,165","2,974","4,095","1,706","3,126","8,106","3,742","6,369","4,218","5,264","4,606","8,668","2,881"
2021년03월_계_30~39세,"149,877","11,346","1,590","15,829","7,171",634,498,766,886,522,"1,020",881,369,"1,178","4,767","8,847","4,599","2,985","5,716","1,517","2,941","9,621","4,107","8,220","8,951","10,570","7,614","19,140","7,592"
2021년03월_계_40~49세,"165,873","15,847","2,725","17,518","6,880",921,697,"1,004","1,411",804,"1,455","1,300",469,"1,605","4,206","7,850","5,140","5,404","6,082","2,661","3,963","10,260","8,768","8,499","13,288","8,321","6,209","17,333","5,253"
2021년03월_계_50~59세,"116,791","12,600","3,536","11,100","6,575","1,493","1,197","1,419","2,126","1,599","2,297","2,155",895,"2,417","2,688","5,964","4,115","3,343","4,543","2,275","4,164","6,481","4,762","4,257","5,535","4,276","3,444","8,911","2,624"
2021년03월_계_60~69세,"72,461","8,225","2,847","6,680","4,788","1,334","1,181","1,240","2,144","1,721","1,962","2,093",880,"2,048","1,204","3,563","2,476","1,786","2,557","1,406","3,047","2,425","2,055","2,121","2,043","2,606","1,717","4,667","1,645"
2021년03월_계_70~79세,"32,284","3,749","1,613","2,961","2,110",731,643,715,"1,242",844,850,"1,084",410,"1,014",261,"1,539","1,200","1,022",756,700,"1,349",943,"1,030","1,184",757,"1,062",580,"1,458",477
