카테고리,경기도 화성시,경기도 화성시 봉담읍,경기도 화성시 우정읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 마도면,경기도 화성시 송산면,경기도 화성시 서신면,경기도 화성시 팔탄면,경기도 화성시 장안면,경기도 화성시 양감면,경기도 화성시 정남면,경기도 화성시 새솔동,경기도 화성시 진안동,경기도 화성시 병점1동,경기도 화성시 병점2동,경기도 화성시 반월동,경기도 화성시 기배동,경기도 화성시 화산동,경기도 화성시 동탄1동,경기도 화성시 동탄2동,경기도 화성시 동탄3동,경기도 화성시 동탄4동,경기도 화성시 동탄5동,경기도 화성시 동탄6동,경기도 화성시 동탄7동,경기도 화성시 동탄8동
2021년03월_계_80~89세,"14,771","1,543",849,"1,442",958,379,390,345,726,530,508,675,265,567,128,645,464,437,323,255,577,369,378,421,269,401,235,502,190
2021년03월_계_90~99세,"2,123",233,113,176,172,48,80,49,138,85,82,62,29,86,17,83,65,52,48,33,72,47,36,58,47,60,42,78,32
2021년03월_계_100세 이상,83,14,3,6,5,0,3,4,7,2,4,1,1,8,1,2,1,1,2,1,7,1,3,1,0,2,0,3,0
2021년03월_남_총인구수,"447,092","41,610","9,465","46,552","22,932","3,759","3,299","4,153","5,883","3,921","6,017","5,915","2,433","6,617","10,945","23,705","14,913","11,897","16,368","6,970","12,301","26,495","17,568","21,766","26,419","21,733","16,689","42,454","14,313"
2021년03월_남_연령구간인구수,"447,092","41,610","9,465","46,552","22,932","3,759","3,299","4,153","5,883","3,921","6,017","5,915","2,433","6,617","10,945","23,705","14,913","11,897","16,368","6,970","12,301","26,495","17,568","21,766","26,419","21,733","16,689","42,454","14,313"
2021년03월_남_0~9세,"52,598","4,078",473,"5,492","2,113",138,122,143,229,83,169,210,54,207,"1,981","2,231","1,367","1,232","2,165",650,919,"3,156","2,154","2,958","4,593","3,251","2,386","7,433","2,611"
2021년03월_남_10~19세,"49,813","4,901",737,"5,216","1,833",257,180,215,429,159,249,338,89,402,"1,069","2,008","1,607","1,987","2,072",931,"1,205","3,547","3,292","2,774","4,520","2,199","1,612","4,743","1,242"
2021년03월_남_20~29세,"57,574","5,510","1,076","5,748","3,375",453,351,500,574,343,655,638,271,846,"1,216","4,146","2,911","1,531","2,150",923,"1,791","4,384","1,905","3,513","2,109","2,567","2,323","4,341","1,424"
2021년03월_남_30~39세,"78,057","5,775",954,"8,921","4,176",369,309,516,536,312,693,566,251,784,"2,347","5,023","2,445","1,447","2,836",787,"1,621","4,868","1,853","4,283","3,860","5,367","3,991","9,344","3,823"
2021년03월_남_40~49세,"88,391","8,214","1,621","9,753","3,923",525,442,692,823,498,975,848,334,"1,023","2,203","4,421","2,611","2,595","3,143","1,365","2,186","5,133","4,257","4,369","6,826","4,352","3,351","9,068","2,840"
2021년03월_남_50~59세,"62,862","6,674","2,029","6,183","3,573",837,707,871,"1,232",927,"1,510","1,357",592,"1,481","1,314","3,154","2,063","1,744","2,209","1,198","2,187","3,564","2,543","2,242","3,050","2,171","1,813","4,367","1,270"
2021년03월_남_60~69세,"36,944","4,120","1,480","3,370","2,516",705,699,705,"1,151",948,"1,132","1,162",531,"1,157",642,"1,782","1,206",797,"1,312",685,"1,547","1,241",974,935,"1,028","1,196",861,"2,265",797
2021년03월_남_70~79세,"15,104","1,744",763,"1,333","1,041",324,317,374,589,419,429,512,214,496,129,682,513,407,376,331,640,452,433,508,346,491,264,738,239
2021년03월_남_80~89세,"5,300",545,303,498,350,140,154,127,286,213,185,266,90,203,41,239,180,149,96,95,191,139,152,166,82,128,80,139,63
2021년03월_남_90~99세,431,47,29,34,32,11,16,10,34,19,20,17,7,16,3,18,10,8,8,5,12,11,4,18,5,11,8,14,4
2021년03월_남_100세 이상,18,2,0,4,0,0,2,0,0,0,0,1,0,2,0,1,0,0,1,0,2,0,1,0,0,0,0,2,0
2021년03월_여_총인구수,"413,773","40,293","7,913","40,408","19,094","3,326","2,531","2,799","5,018","3,187","3,926","4,353","1,539","4,815","10,845","20,211","14,074","12,505","16,024","6,656","10,968","24,911","18,082","20,416","26,659","21,423","15,575","42,208","14,014"
2021년03월_여_연령구간인구수,"413,773","40,293","7,913","40,408","19,094","3,326","2,531","2,799","5,018","3,187","3,926","4,353","1,539","4,815","10,845","20,211","14,074","12,505","16,024","6,656","10,968","24,911","18,082","20,416","26,659","21,423","15,575","42,208","14,014"
2021년03월_여_0~9세,"50,402","4,130",424,"5,120","1,969",132,96,112,221,86,148,164,41,195,"2,039","2,134","1,240","1,190","2,103",619,852,"3,101","2,046","2,758","4,413","3,061","2,325","7,157","2,526"
2021년03월_여_10~19세,"47,705","4,939",700,"4,970","1,733",216,150,180,356,135,223,266,71,345,"1,079","1,924","1,548","1,989","1,930",872,"1,047","3,349","3,277","2,562","4,444","2,083","1,494","4,569","1,254"
2021년03월_여_20~29세,"48,510","4,788",692,"4,702","2,344",349,242,260,412,195,321,401,128,514,"1,134","2,980","2,254","1,443","1,945",783,"1,335","3,722","1,837","2,856","2,109","2,697","2,283","4,327","1,457"
2021년03월_여_30~39세,"71,820","5,571",636,"6,908","2,995",265,189,250,350,210,327,315,118,394,"2,420","3,824","2,154","1,538","2,880",730,"1,320","4,753","2,254","3,937","5,091","5,203","3,623","9,796","3,769"
2021년03월_여_40~49세,"77,482","7,633","1,104","7,765","2,957",396,255,312,588,306,480,452,135,582,"2,003","3,429","2,529","2,809","2,939","1,296","1,777","5,127","4,511","4,130","6,462","3,969","2,858","8,265","2,413"
2021년03월_여_50~59세,"53,929","5,926","1,507","4,917","3,002",656,490,548,894,672,787,798,303,936,"1,374","2,810","2,052","1,599","2,334","1,077","1,977","2,917","2,219","2,015","2,485","2,105","1,631","4,544","1,354"
2021년03월_여_60~69세,"35,517","4,105","1,367","3,310","2,272",629,482,535,993,773,830,931,349,891,562,"1,781","1,270",989,"1,245",721,"1,500","1,184","1,081","1,186","1,015","1,410",856,"2,402",848
2021년03월_여_70~79세,"17,180","2,005",850,"1,628","1,069",407,326,341,653,425,421,572,196,518,132,857,687,615,380,369,709,491,597,676,411,571,316,720,238
2021년03월_여_80~89세,"9,471",998,546,944,608,239,236,218,440,317,323,409,175,364,87,406,284,288,227,160,386,230,226,255,187,273,155,363,127
2021년03월_여_90~99세,"1,692",186,84,142,140,37,64,39,104,66,62,45,22,70,14,65,55,44,40,28,60,36,32,40,42,49,34,64,28
2021년03월_여_100세 이상,65,12,3,2,5,0,1,4,7,2,4,0,1,6,1,1,1,1,1,1,5,1,2,1,0,2,0,1,0
