카테고리,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 의창구 동읍,경상남도 창원시 의창구 북면,경상남도 창원시 의창구 대산면,경상남도 창원시 의창구 의창동,경상남도 창원시 의창구 팔룡동,경상남도 창원시 의창구 명곡동,경상남도 창원시 의창구 봉림동,경상남도 창원시 의창구 용지동,경상남도 창원시 성산구,경상남도 창원시 성산구 반송동,경상남도 창원시 성산구 중앙동,경상남도 창원시 성산구 상남동,경상남도 창원시 성산구 사파동,경상남도 창원시 성산구 가음정동,경상남도 창원시 성산구 성주동,경상남도 창원시 성산구 웅남동,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구 구산면,경상남도 창원시 마산합포구 진동면,경상남도 창원시 마산합포구 진북면,경상남도 창원시 마산합포구 진전면,경상남도 창원시 마산합포구 현동,경상남도 창원시 마산합포구 가포동,경상남도 창원시 마산합포구 월영동,경상남도 창원시 마산합포구 문화동,경상남도 창원시 마산합포구 반월중앙동,경상남도 창원시 마산합포구 완월동,경상남도 창원시 마산합포구 자산동,경상남도 창원시 마산합포구 교방동,경상남도 창원시 마산합포구 오동동,경상남도 창원시 마산합포구 합포동,경상남도 창원시 마산합포구 산호동,경상남도 창원시 마산회원구,경상남도 창원시 마산회원구 내서읍,경상남도 창원시 마산회원구 회원1동,경상남도 창원시 마산회원구 회원2동,경상남도 창원시 마산회원구 석전동,경상남도 창원시 마산회원구 회성동,경상남도 창원시 마산회원구 양덕1동,경상남도 창원시 마산회원구 양덕2동,경상남도 창원시 마산회원구 합성1동,경상남도 창원시 마산회원구 합성2동,경상남도 창원시 마산회원구 구암1동,경상남도 창원시 마산회원구 구암2동,경상남도 창원시 마산회원구 봉암동,경상남도 창원시 진해구,경상남도 창원시 진해구 충무동,경상남도 창원시 진해구 여좌동,경상남도 창원시 진해구 태백동,경상남도 창원시 진해구 경화동,경상남도 창원시 진해구 병암동,경상남도 창원시 진해구 석동,경상남도 창원시 진해구 이동,경상남도 창원시 진해구 자은동,경상남도 창원시 진해구 덕산동,경상남도 창원시 진해구 풍호동,경상남도 창원시 진해구 웅천동,경상남도 창원시 진해구 웅동1동,경상남도 창원시 진해구 웅동2동
2021년03월_계_80~89세,"26,894","5,769",857,918,510,925,494,833,710,522,"2,998",611,307,359,694,529,267,231,"7,220",332,468,311,513,284,46,797,544,676,451,474,594,927,386,417,"5,499","1,429",591,357,552,374,358,620,291,254,300,257,116,"5,408",715,666,371,370,315,294,315,441,306,482,348,255,530
2021년03월_계_90~99세,"3,596",812,98,151,74,131,67,102,111,78,447,89,55,61,92,79,37,34,"1,063",68,83,60,94,39,8,124,79,83,48,49,85,126,49,68,601,146,57,53,52,42,35,80,35,21,40,27,13,673,90,80,45,42,40,43,40,54,29,54,45,42,69
2021년03월_계_100세 이상,155,37,5,7,3,9,1,6,5,1,10,3,1,4,1,1,0,0,56,1,1,1,1,0,2,5,4,8,3,4,16,3,3,4,35,4,7,1,2,6,3,1,4,1,2,2,2,17,3,1,0,3,1,2,1,1,1,2,1,0,1
2021년03월_남_총인구수,"524,419","132,831","10,137","21,916","3,633","25,671","19,339","21,400","15,776","14,959","108,787","20,936","12,564","14,080","22,526","20,786","13,777","4,118","88,979","2,200","6,276","1,862","1,957","7,043",517,"19,515","5,505","7,133","4,462","5,272","7,898","9,677","3,469","6,193","95,030","32,272","5,152","4,984","8,540","3,145","5,598","15,585","4,777","3,841","4,510","4,775","1,851","98,792","8,842","4,263","2,508","5,748","3,717","8,873","4,545","10,711","5,009","12,932","6,510","3,287","21,847"
2021년03월_남_연령구간인구수,"524,419","132,831","10,137","21,916","3,633","25,671","19,339","21,400","15,776","14,959","108,787","20,936","12,564","14,080","22,526","20,786","13,777","4,118","88,979","2,200","6,276","1,862","1,957","7,043",517,"19,515","5,505","7,133","4,462","5,272","7,898","9,677","3,469","6,193","95,030","32,272","5,152","4,984","8,540","3,145","5,598","15,585","4,777","3,841","4,510","4,775","1,851","98,792","8,842","4,263","2,508","5,748","3,717","8,873","4,545","10,711","5,009","12,932","6,510","3,287","21,847"
2021년03월_남_0~9세,"42,463","10,806",558,"3,336",133,"2,156","1,548","1,206",733,"1,136","8,259","1,634",628,"1,045","1,742","1,843","1,133",234,"6,819",62,589,35,25,"1,114",27,"2,090",253,457,215,261,624,530,162,375,"6,694","2,559",201,345,576,86,302,"1,601",344,135,199,269,77,"9,885",750,191,94,563,283,755,196,"1,222",544,"1,817",966,266,"2,238"
2021년03월_남_10~19세,"51,668","12,317","1,020","1,927",216,"2,414","2,052","2,098","1,158","1,432","11,904","2,765",747,"1,777","2,489","2,085","1,643",398,"7,227",79,524,82,75,607,17,"1,976",341,709,341,492,678,611,225,470,"9,354","4,174",307,410,651,173,447,"1,778",292,263,333,407,119,"10,866",915,355,154,535,402,"1,246",303,"1,165",632,"1,633",480,353,"2,693"
2021년03월_남_20~29세,"71,768","19,647","1,324","2,105",360,"3,812","3,120","3,576","2,810","2,540","17,796","3,140","2,524","2,317","3,542","3,385","2,277",611,"10,583",195,581,157,146,617,74,"2,725",950,870,597,662,846,"1,048",359,756,"12,121","4,520",540,591,971,333,748,"1,874",619,506,553,652,214,"11,621","1,317",483,284,637,434,"1,224",636,"1,250",654,"1,258",643,351,"2,450"
2021년03월_남_30~39세,"70,282","18,508",968,"3,907",400,"3,770","2,878","2,291","2,178","2,116","15,504","2,226","2,545","1,813","3,266","3,277","1,806",571,"11,180",176,771,123,102,"1,180",59,"2,882",603,787,468,529,"1,039","1,227",437,797,"11,246","3,286",551,705,"1,261",315,701,"1,972",691,452,500,579,233,"13,844","1,217",389,218,831,419,"1,111",609,"1,611",650,"1,825","1,253",380,"3,331"
2021년03월_남_40~49세,"85,014","20,531","1,617","3,886",469,"3,998","2,975","3,200","2,193","2,193","16,916","3,441","2,029","2,133","3,553","3,113","2,007",640,"13,782",269,"1,059",198,179,"1,315",59,"3,046",725,"1,134",618,722,"1,272","1,647",552,987,"15,169","5,443",767,720,"1,287",406,830,"2,740",728,580,622,729,317,"18,616","1,547",614,347,908,652,"1,632",743,"1,915",859,"2,593","1,112",577,"5,117"
2021년03월_남_50~59세,"92,137","24,602","1,983","2,964",661,"4,713","3,819","4,508","3,069","2,885","20,925","4,100","2,200","2,806","4,176","3,977","2,955",711,"14,730",399,"1,083",400,405,957,88,"3,022",925,"1,189",821,904,"1,259","1,633",596,"1,049","17,049","6,337",884,780,"1,423",592,940,"2,512",807,704,880,825,365,"14,831","1,205",705,458,897,563,"1,439",778,"1,648",695,"1,638",899,567,"3,339"
2021년03월_남_60~69세,"71,889","18,017","1,627","2,598",843,"3,295","2,172","3,115","2,509","1,858","13,157","2,628","1,345","1,717","2,882","2,411","1,568",606,"14,505",588,991,493,530,794,115,"2,412",963,"1,107",843,995,"1,285","1,704",656,"1,029","14,477","3,936","1,042",868,"1,387",722,991,"2,034",784,704,878,802,329,"11,733",996,722,499,836,553,993,788,"1,295",597,"1,469",739,496,"1,750"
2021년03월_남_70~79세,"29,493","6,433",765,908,398,"1,190",595,"1,075",878,624,"3,372",795,422,353,683,541,320,258,"7,510",327,511,269,324,358,62,"1,076",546,640,397,532,669,920,333,546,"6,820","1,543",625,436,769,356,501,805,402,407,422,401,153,"5,358",611,517,312,407,300,351,381,457,279,509,287,224,723
2021년03월_남_80~89세,"9,000","1,819",266,264,138,296,166,302,228,159,874,196,113,105,175,142,62,81,"2,426",95,153,98,154,92,11,269,184,218,152,166,202,331,134,167,"1,982",457,224,118,202,143,133,255,103,85,115,104,43,"1,899",264,268,130,125,107,110,107,135,92,182,119,67,193
2021년03월_남_90~99세,675,144,9,20,13,26,14,28,19,15,78,11,11,13,18,11,6,8,207,10,14,7,17,9,5,17,14,22,10,8,16,26,15,17,111,16,11,11,12,15,5,14,6,5,8,7,1,135,19,18,12,9,3,12,4,13,7,8,12,6,12
2021년03월_남_100세 이상,30,7,0,1,2,1,0,1,1,1,2,0,0,1,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,7,1,0,0,1,4,0,0,1,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,1
2021년03월_여_총인구수,"510,558","128,122","9,759","21,495","3,537","25,093","18,352","20,560","14,482","14,844","104,139","20,583","10,343","13,879","22,783","20,134","12,669","3,748","89,794","2,053","5,944","1,624","1,993","7,136",465,"19,711","5,668","7,537","4,716","5,419","8,024","9,863","3,371","6,270","94,563","31,858","5,209","5,132","8,514","3,075","5,574","15,971","4,616","3,830","4,524","4,791","1,469","93,940","8,238","4,362","2,453","5,565","3,789","8,461","4,041","10,728","5,182","12,947","6,314","3,131","18,729"
2021년03월_여_연령구간인구수,"510,558","128,122","9,759","21,495","3,537","25,093","18,352","20,560","14,482","14,844","104,139","20,583","10,343","13,879","22,783","20,134","12,669","3,748","89,794","2,053","5,944","1,624","1,993","7,136",465,"19,711","5,668","7,537","4,716","5,419","8,024","9,863","3,371","6,270","94,563","31,858","5,209","5,132","8,514","3,075","5,574","15,971","4,616","3,830","4,524","4,791","1,469","93,940","8,238","4,362","2,453","5,565","3,789","8,461","4,041","10,728","5,182","12,947","6,314","3,131","18,729"
2021년03월_여_0~9세,"39,808","10,259",566,"3,118",110,"2,141","1,498","1,130",717,979,"7,857","1,560",549,"1,014","1,667","1,779","1,052",236,"6,310",51,501,30,31,"1,038",22,"2,008",240,399,202,211,579,504,154,340,"6,299","2,418",176,312,540,71,259,"1,554",313,132,215,237,72,"9,083",737,150,77,466,254,708,173,"1,175",509,"1,595",846,238,"2,155"
2021년03월_여_10~19세,"47,007","10,979",832,"1,847",171,"2,205","1,778","1,836","1,061","1,249","10,685","2,480",675,"1,583","2,263","1,930","1,405",349,"6,723",72,501,64,64,599,21,"1,831",372,647,374,364,616,531,183,484,"8,540","3,776",300,381,583,153,393,"1,632",294,209,320,401,98,"10,080",910,293,128,472,348,"1,154",239,"1,075",567,"1,608",489,330,"2,467"
2021년03월_여_20~29세,"56,845","15,677",929,"1,759",274,"3,161","2,504","2,892","2,067","2,091","14,029","2,404","1,987","1,806","2,983","2,657","1,798",394,"8,561",97,480,106,75,581,56,"2,099",755,708,511,512,719,958,263,641,"9,765","3,608",389,535,844,245,581,"1,468",510,447,408,620,110,"8,813",768,329,201,505,349,944,430,"1,035",513,"1,034",603,252,"1,850"
2021년03월_여_30~39세,"62,542","16,444",818,"4,038",254,"3,316","2,551","1,994","1,562","1,911","13,521","2,262","1,736","1,635","3,014","2,944","1,542",388,"9,891",103,673,76,75,"1,242",47,"2,776",501,697,370,422,901,"1,028",297,683,"10,084","3,219",371,633,"1,049",232,585,"2,066",574,327,374,501,153,"12,602",970,298,155,690,378,997,384,"1,599",638,"2,033","1,234",342,"2,884"
2021년03월_여_40~49세,"82,110","20,117","1,510","3,424",319,"3,983","3,222","3,222","2,011","2,426","18,265","3,895","1,566","2,542","4,069","3,340","2,259",594,"12,418",124,871,116,118,"1,173",59,"3,166",633,"1,091",586,716,"1,150","1,330",432,853,"14,631","5,900",604,643,"1,072",296,747,"2,850",601,501,565,647,205,"16,679","1,377",565,264,855,613,"1,756",531,"1,860",873,"2,459",962,506,"4,058"
2021년03월_여_50~59세,"93,433","25,488","1,912","3,161",650,"4,972","3,824","4,664","3,051","3,254","22,180","4,242","1,940","3,176","4,880","4,318","2,911",713,"14,823",367,919,308,318,970,66,"3,256",952,"1,274",894,"1,034","1,242","1,613",559,"1,051","17,187","6,105",868,830,"1,483",569,984,"2,773",823,689,891,893,279,"13,755",998,683,401,918,598,"1,323",749,"1,773",720,"1,822",853,502,"2,415"
2021년03월_여_60~69세,"73,155","17,439","1,598","2,407",805,"3,320","1,960","3,019","2,487","1,843","11,455","2,404","1,265","1,411","2,480","2,074","1,198",623,"16,102",571,"1,066",393,454,922,101,"2,704","1,110","1,323",928,"1,152","1,452","1,976",740,"1,210","15,836","3,835","1,273",963,"1,621",751,"1,203","2,236",829,884,"1,042",896,303,"12,323","1,136",864,534,914,646,967,875,"1,308",720,"1,460",707,487,"1,705"
2021년03월_여_70~79세,"34,718","7,071",909,950,520,"1,253",633,"1,193",948,665,"3,646",840,386,407,833,637,268,275,"9,270",372,548,264,421,389,53,"1,231",677,871,511,656,896,"1,224",454,703,"8,186","1,892",808,553,931,498,564,960,452,455,490,421,162,"6,545",818,720,419,464,358,395,415,555,405,588,357,250,801
2021년03월_여_80~89세,"17,894","3,950",591,654,372,629,328,531,482,363,"2,124",415,194,254,519,387,205,150,"4,794",237,315,213,359,192,35,528,360,458,299,308,392,596,252,250,"3,517",972,367,239,350,231,225,365,188,169,185,153,73,"3,509",451,398,241,245,208,184,208,306,214,300,229,188,337
2021년03월_여_90~99세,"2,921",668,89,131,61,105,53,74,92,63,369,78,44,48,74,68,31,26,856,58,69,53,77,30,3,107,65,61,38,41,69,100,34,51,490,130,46,42,40,27,30,66,29,16,32,20,12,538,71,62,33,33,37,31,36,41,22,46,33,36,57
2021년03월_여_100세 이상,125,30,5,6,1,8,1,5,4,0,8,3,1,3,1,0,0,0,46,1,1,1,1,0,2,5,3,8,3,3,8,3,3,4,28,3,7,1,1,2,3,1,3,1,2,2,2,13,2,0,0,3,0,2,1,1,1,2,1,0,0
