카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동
2020년05월_계_80~89세,"14,674","7,800",897,329,380,344,289,253,405,256,303,179,372,488,406,559,653,963,724,"6,874","1,229",573,620,529,480,394,317,578,470,388,385,547,364
2020년05월_계_90~99세,"2,119","1,137",121,53,62,51,40,24,71,43,36,25,52,55,66,79,94,166,99,982,157,86,76,82,55,67,62,63,74,63,70,72,55
2020년05월_계_100세 이상,166,83,0,0,2,1,3,2,8,4,11,2,9,5,9,5,3,10,9,83,29,3,4,14,8,6,1,5,2,2,3,5,1
2020년05월_남_총인구수,"333,991","131,186","12,369","2,243","2,177","2,237","1,714","1,259","3,241","1,162","2,944","1,955","4,659","4,908","8,925","12,381","23,045","27,984","17,983","202,805","12,919","11,637","10,571","4,677","8,611","13,777","7,043","18,927","9,292","20,537","34,773","21,477","28,564"
2020년05월_남_연령구간인구수,"333,991","131,186","12,369","2,243","2,177","2,237","1,714","1,259","3,241","1,162","2,944","1,955","4,659","4,908","8,925","12,381","23,045","27,984","17,983","202,805","12,919","11,637","10,571","4,677","8,611","13,777","7,043","18,927","9,292","20,537","34,773","21,477","28,564"
2020년05월_남_0~9세,"32,412","10,914",931,81,61,73,43,29,129,16,94,49,250,155,540,"1,203","2,611","3,193","1,456","21,498",711,"1,009",740,162,431,542,506,"1,819",753,"2,991","5,417","1,852","4,565"
2020년05월_남_10~19세,"35,945","13,918","1,503",128,119,126,91,52,187,54,165,91,425,399,765,"1,696","3,115","3,600","1,402","22,027","1,275","1,258","1,015",324,546,764,648,"2,723","1,312","2,949","4,724","2,049","2,440"
2020년05월_남_20~29세,"49,989","18,808","1,518",244,209,232,148,119,503,86,302,257,635,657,"1,428","1,674","3,368","3,810","3,618","31,181","1,623","1,431","1,439",568,"1,335","3,246","1,276","3,127","1,432","2,679","4,353","4,594","4,078"
2020년05월_남_30~39세,"56,405","17,852","1,346",193,165,196,130,116,363,61,297,249,510,573,"1,299","1,288","3,741","4,374","2,951","38,553","1,281","1,680","1,618",470,"1,324","3,412","1,053","2,682","1,206","3,501","7,488","4,500","8,338"
2020년05월_남_40~49세,"57,507","22,266","2,406",289,252,287,212,164,433,126,409,281,675,729,"1,484","2,330","4,567","5,060","2,562","35,241","2,189","2,272","2,013",683,"1,392","2,143",980,"3,221","1,550","3,931","6,715","3,463","4,689"
2020년05월_남_50~59세,"52,623","22,578","2,326",445,474,497,366,268,609,278,640,405,936,"1,010","1,674","2,141","3,433","4,173","2,903","30,045","2,338","2,014","1,882","1,011","1,726","1,919","1,211","3,197","1,676","2,802","4,296","3,058","2,915"
2020년05월_남_60~69세,"30,301","14,890","1,347",485,497,446,394,266,585,264,573,381,692,724,"1,137","1,265","1,488","2,417","1,929","15,411","1,888","1,212","1,117",796,"1,126","1,193",913,"1,469",901,"1,161","1,259","1,252","1,124"
2020년05월_남_70~79세,"13,259","6,976",665,258,265,249,230,146,272,171,333,167,389,456,450,577,517,976,855,"6,283","1,114",534,498,434,538,425,330,485,325,404,381,502,313
2020년05월_남_80~89세,"5,023","2,706",299,108,119,122,93,94,143,96,116,64,131,191,133,187,181,342,287,"2,317",454,206,230,195,175,121,109,186,125,103,127,191,95
2020년05월_남_90~99세,483,257,28,12,16,9,6,5,16,9,11,11,14,12,13,16,23,37,19,226,37,21,19,32,15,12,17,15,11,15,12,13,7
2020년05월_남_100세 이상,44,21,0,0,0,0,1,0,1,1,4,0,2,2,2,4,1,2,1,23,9,0,0,2,3,0,0,3,1,1,1,3,0
2020년05월_여_총인구수,"321,201","127,671","11,794","1,917","2,145","2,107","1,567","1,061","2,898","1,008","2,635","1,747","4,286","4,619","8,532","12,376","22,208","28,009","18,762","193,530","11,993","10,671","8,893","4,053","7,747","12,084","7,265","19,578","9,935","20,520","34,577","20,172","26,042"
2020년05월_여_연령구간인구수,"321,201","127,671","11,794","1,917","2,145","2,107","1,567","1,061","2,898","1,008","2,635","1,747","4,286","4,619","8,532","12,376","22,208","28,009","18,762","193,530","11,993","10,671","8,893","4,053","7,747","12,084","7,265","19,578","9,935","20,520","34,577","20,172","26,042"
2020년05월_여_0~9세,"31,176","10,351",899,69,60,77,43,31,141,15,83,46,195,151,512,"1,161","2,409","3,060","1,399","20,825",656,"1,021",693,160,392,504,438,"1,836",780,"2,953","5,205","1,749","4,438"
2020년05월_여_10~19세,"33,329","12,856","1,349",119,80,121,92,40,167,31,145,91,300,333,667,"1,598","2,845","3,437","1,441","20,473","1,119","1,208",905,269,567,713,636,"2,413","1,131","2,741","4,504","1,919","2,348"
2020년05월_여_20~29세,"45,563","16,649","1,234",142,170,149,112,82,263,51,258,244,488,516,"1,305","1,344","2,859","3,474","3,958","28,914","1,258","1,155",956,379,"1,116","3,254","1,247","2,904","1,291","2,503","4,425","4,473","3,953"
2020년05월_여_30~39세,"49,866","16,182","1,212",130,142,139,76,62,228,46,208,160,411,364,"1,057","1,468","3,393","4,338","2,748","33,684","1,021","1,462","1,107",274,942,"2,246",901,"2,721","1,246","3,765","7,550","3,520","6,929"
2020년05월_여_40~49세,"54,020","21,026","2,202",178,211,244,130,77,317,56,303,200,600,661,"1,376","2,329","4,486","5,126","2,530","32,994","1,766","1,943","1,515",467,"1,134","1,666","1,014","3,648","1,737","3,843","7,022","3,332","3,907"
2020년05월_여_50~59세,"49,778","21,521","2,014",363,426,403,287,183,591,197,466,314,861,937,"1,596","2,077","3,342","4,210","3,254","28,257","1,987","1,710","1,585",827,"1,486","1,659","1,415","3,502","1,858","2,790","3,922","2,883","2,633"
2020년05월_여_60~69세,"29,832","14,782","1,351",400,443,441,339,226,514,222,572,328,728,783,"1,114","1,264","1,593","2,427","2,037","15,050","1,926","1,093","1,033",764,"1,106","1,161",951,"1,473",936,"1,119","1,164","1,254","1,070"
2020년05월_여_70~79세,"16,228","8,268",842,254,304,268,256,180,353,193,381,233,417,531,572,699,736,"1,179",870,"7,960","1,345",644,648,517,654,547,409,639,547,472,467,625,446
2020년05월_여_80~89세,"9,651","5,094",598,221,261,222,196,159,262,160,187,115,241,297,273,372,472,621,437,"4,557",775,367,390,334,305,273,208,392,345,285,258,356,269
2020년05월_여_90~99세,"1,636",880,93,41,46,42,34,19,55,34,25,14,38,43,53,63,71,129,80,756,120,65,57,50,40,55,45,48,63,48,58,59,48
2020년05월_여_100세 이상,122,62,0,0,2,1,2,2,7,3,7,2,7,3,7,1,2,8,8,60,20,3,4,12,5,6,1,2,1,1,2,2,1
