카테고리,대구광역시 서구,대구광역시 서구 내당1동,대구광역시 서구 내당2.3동,대구광역시 서구 내당4동,대구광역시 서구 비산1동,대구광역시 서구 비산2.3동,대구광역시 서구 비산4동,대구광역시 서구 비산5동,대구광역시 서구 비산6동,대구광역시 서구 비산7동,대구광역시 서구 평리1동,대구광역시 서구 평리2동,대구광역시 서구 평리3동,대구광역시 서구 평리4동,대구광역시 서구 평리5동,대구광역시 서구 평리6동,대구광역시 서구 상중이동,대구광역시 서구 원대동
2020년02월_계_총인구수,"174,389","8,899","10,493","17,329","10,040","9,854","10,214","6,509","7,963","11,075","8,052","8,347","10,440","18,491","2,146","5,496","20,848","8,193"
2020년02월_계_연령구간인구수,"174,389","8,899","10,493","17,329","10,040","9,854","10,214","6,509","7,963","11,075","8,052","8,347","10,440","18,491","2,146","5,496","20,848","8,193"
2020년02월_계_0~9세,"8,213",356,379,830,342,324,411,215,229,384,296,666,367,"1,439",92,174,"1,403",306
2020년02월_계_10~19세,"11,725",560,594,"1,341",675,543,669,392,529,629,517,606,680,"1,250",136,358,"1,777",469
2020년02월_계_20~29세,"22,412","1,383","1,344","2,467","1,207","1,097","1,318",725,"1,057","1,375","1,075",970,"1,345","2,378",264,672,"2,709","1,026"
2020년02월_계_30~39세,"18,449","1,016","1,015","2,052",937,832,"1,026",626,743,"1,056",759,"1,029","1,072","2,466",216,496,"2,351",757
2020년02월_계_40~49세,"24,015","1,122","1,378","2,376","1,431","1,232","1,362",833,"1,099","1,486","1,077","1,268","1,435","2,631",282,744,"3,104","1,155"
2020년02월_계_50~59세,"35,388","1,735","2,076","3,283","2,148","1,975","2,097","1,304","1,705","2,512","1,695","1,540","2,325","3,558",457,"1,212","4,057","1,709"
2020년02월_계_60~69세,"29,959","1,530","1,924","2,805","1,741","1,858","1,826","1,259","1,421","1,999","1,417","1,306","1,819","2,821",422,"1,075","3,314","1,422"
2020년02월_계_70~79세,"16,847",822,"1,246","1,501","1,080","1,359","1,037",796,808,"1,186",845,685,988,"1,343",202,521,"1,493",935
2020년02월_계_80~89세,"6,543",335,486,598,420,552,418,333,335,410,331,244,358,522,62,220,538,381
2020년02월_계_90~99세,739,31,43,74,51,64,39,25,30,34,34,32,49,79,7,24,90,33
2020년02월_계_100세 이상,99,9,8,2,8,18,11,1,7,4,6,1,2,4,6,0,12,0
2020년02월_남_총인구수,"87,544","4,398","5,168","8,435","5,126","4,940","5,029","3,322","3,948","5,861","4,072","4,095","5,281","9,168","1,124","2,916","10,482","4,179"
2020년02월_남_연령구간인구수,"87,544","4,398","5,168","8,435","5,126","4,940","5,029","3,322","3,948","5,861","4,072","4,095","5,281","9,168","1,124","2,916","10,482","4,179"
2020년02월_남_0~9세,"4,205",199,202,421,171,179,200,116,114,201,153,343,197,708,48,83,732,138
2020년02월_남_10~19세,"6,149",300,312,688,359,298,355,209,285,324,282,296,369,653,70,190,921,238
2020년02월_남_20~29세,"12,329",732,718,"1,353",680,612,704,390,585,808,607,521,727,"1,287",149,401,"1,475",580
2020년02월_남_30~39세,"10,413",555,602,"1,148",546,497,616,376,446,590,444,533,612,"1,298",125,313,"1,274",438
2020년02월_남_40~49세,"12,883",572,768,"1,160",824,704,717,465,561,887,594,663,789,"1,366",159,437,"1,563",654
2020년02월_남_50~59세,"17,695",825,"1,038","1,487","1,107","1,021","1,008",701,845,"1,384",876,741,"1,168","1,725",229,637,"2,014",889
2020년02월_남_60~69세,"14,121",714,866,"1,268",834,886,833,587,649,979,661,607,879,"1,338",215,550,"1,577",678
2020년02월_남_70~79세,"7,339",372,491,685,453,532,444,347,342,541,335,301,423,620,96,228,714,415
2020년02월_남_80~89세,"2,246",121,160,205,143,197,146,122,114,142,111,85,109,160,31,70,189,141
2020년02월_남_90~99세,141,6,9,20,6,14,3,9,5,4,6,4,8,13,1,7,18,8
2020년02월_남_100세 이상,23,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,5,0
2020년02월_여_총인구수,"86,845","4,501","5,325","8,894","4,914","4,914","5,185","3,187","4,015","5,214","3,980","4,252","5,159","9,323","1,022","2,580","10,366","4,014"
2020년02월_여_연령구간인구수,"86,845","4,501","5,325","8,894","4,914","4,914","5,185","3,187","4,015","5,214","3,980","4,252","5,159","9,323","1,022","2,580","10,366","4,014"
2020년02월_여_0~9세,"4,008",157,177,409,171,145,211,99,115,183,143,323,170,731,44,91,671,168
2020년02월_여_10~19세,"5,576",260,282,653,316,245,314,183,244,305,235,310,311,597,66,168,856,231
2020년02월_여_20~29세,"10,083",651,626,"1,114",527,485,614,335,472,567,468,449,618,"1,091",115,271,"1,234",446
2020년02월_여_30~39세,"8,036",461,413,904,391,335,410,250,297,466,315,496,460,"1,168",91,183,"1,077",319
2020년02월_여_40~49세,"11,132",550,610,"1,216",607,528,645,368,538,599,483,605,646,"1,265",123,307,"1,541",501
2020년02월_여_50~59세,"17,693",910,"1,038","1,796","1,041",954,"1,089",603,860,"1,128",819,799,"1,157","1,833",228,575,"2,043",820
2020년02월_여_60~69세,"15,838",816,"1,058","1,537",907,972,993,672,772,"1,020",756,699,940,"1,483",207,525,"1,737",744
2020년02월_여_70~79세,"9,508",450,755,816,627,827,593,449,466,645,510,384,565,723,106,293,779,520
2020년02월_여_80~89세,"4,297",214,326,393,277,355,272,211,221,268,220,159,249,362,31,150,349,240
2020년02월_여_90~99세,598,25,34,54,45,50,36,16,25,30,28,28,41,66,6,17,72,25
2020년02월_여_100세 이상,76,7,6,2,5,18,8,1,5,3,3,0,2,4,5,0,7,0
