카테고리,부산광역시 남구,부산광역시 남구 대연제1동,부산광역시 남구 대연제3동,부산광역시 남구 대연제4동,부산광역시 남구 대연제5동,부산광역시 남구 대연제6동,부산광역시 남구 용호제1동,부산광역시 남구 용호제2동,부산광역시 남구 용호제3동,부산광역시 남구 용호제4동,부산광역시 남구 용당동,부산광역시 남구 감만제1동,부산광역시 남구 감만제2동,부산광역시 남구 우암동,부산광역시 남구 문현제1동,부산광역시 남구 문현제2동,부산광역시 남구 문현제3동,부산광역시 남구 문현제4동
2021년10월_계_총인구수,"263,236","15,912","32,835","12,397","16,972","15,443","44,366","16,902","12,270","8,555","8,292","13,107","6,788","12,887","13,712","8,639","15,728","8,431"
2021년10월_계_연령구간인구수,"263,236","15,912","32,835","12,397","16,972","15,443","44,366","16,902","12,270","8,555","8,292","13,107","6,788","12,887","13,712","8,639","15,728","8,431"
2021년10월_계_0~9세,"16,839",482,"2,633","1,021","1,030","1,713","3,226","1,354",471,485,494,596,263,571,712,356,"1,124",308
2021년10월_계_10~19세,"22,605",921,"3,172",880,"1,388","1,580","5,060","1,768",862,630,765,914,471,873,"1,162",380,"1,281",498
2021년10월_계_20~29세,"34,514","3,649","6,525","1,183","2,757","1,651","4,793","1,603","1,358",899,"1,043","1,415",637,"1,240","1,650","1,259","1,866",986
2021년10월_계_30~39세,"28,560","1,826","4,022","1,651","1,964","2,054","3,954","1,725","1,074",998,801,"1,290",601,"1,185","1,260","1,333","2,038",784
2021년10월_계_40~49세,"40,673","2,038","5,612","1,870","2,574","2,789","7,520","2,779","1,621","1,293","1,238","1,852","1,005","1,773","2,071","1,153","2,406","1,079"
2021년10월_계_50~59세,"42,231","2,216","4,625","1,823","2,504","2,244","7,950","2,685","2,093","1,329","1,502","2,198","1,111","2,081","2,471","1,283","2,612","1,504"
2021년10월_계_60~69세,"41,486","2,349","3,512","2,018","2,459","1,894","6,550","2,802","2,556","1,635","1,362","2,600","1,333","2,705","2,327","1,391","2,365","1,628"
2021년10월_계_70~79세,"25,088","1,678","1,862","1,354","1,592","1,066","3,619","1,570","1,588",915,764,"1,558",947,"1,711","1,428",936,"1,404","1,096"
2021년10월_계_80~89세,"10,006",679,758,544,638,398,"1,485",533,580,321,286,615,383,651,573,492,574,496
2021년10월_계_90~99세,"1,168",64,110,51,65,53,208,77,65,42,34,54,35,94,58,53,58,47
2021년10월_계_100세 이상,66,10,4,2,1,1,1,6,2,8,3,15,2,3,0,3,0,5
2021년10월_남_총인구수,"128,616","8,041","16,045","6,059","8,167","7,420","21,316","8,269","5,923","4,111","4,197","6,690","3,336","6,366","6,671","4,261","7,627","4,117"
2021년10월_남_연령구간인구수,"128,616","8,041","16,045","6,059","8,167","7,420","21,316","8,269","5,923","4,111","4,197","6,690","3,336","6,366","6,671","4,261","7,627","4,117"
