카테고리,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2020년06월_계_총인구수,"426,919","16,592","15,444","16,503","18,976","23,543","11,662","20,552","18,966","12,308","15,362","24,602","11,339","11,930","16,941","13,092","14,362","22,954","19,490","11,845","15,790","31,943","28,157","34,566"
2020년06월_계_연령구간인구수,"426,919","16,592","15,444","16,503","18,976","23,543","11,662","20,552","18,966","12,308","15,362","24,602","11,339","11,930","16,941","13,092","14,362","22,954","19,490","11,845","15,790","31,943","28,157","34,566"
2020년06월_계_0~9세,"30,690","1,399",998,"1,980","1,541","1,955",549,"1,413","1,357","1,172",919,"2,107",581,770,"1,071","1,067",965,"1,098","1,145",401,"1,117","2,362","2,071","2,652"
2020년06월_계_10~19세,"52,376","2,184","1,765","2,041","4,258","2,597","1,235","4,024","2,241","1,775","1,488","4,317",907,818,"1,346",999,"1,198","2,011","1,911",737,"1,832","4,864","3,439","4,389"
2020년06월_계_20~29세,"55,794","2,061","2,358","2,099","1,874","3,003","1,908","2,501","2,269","1,244","2,145","2,743","1,798","1,498","2,120","1,271","2,244","3,324","2,596","1,436","1,954","4,492","3,891","4,965"
2020년06월_계_30~39세,"43,839","1,600","1,990","2,191","1,315","2,477","1,227","1,501","1,702","1,212","1,555","2,062","1,406","1,589","2,105","1,634","1,875","2,343","2,035",972,"1,562","2,900","3,005","3,581"
2020년06월_계_40~49세,"73,985","2,986","2,561","3,271","4,689","3,820","1,771","4,592","3,269","2,493","2,299","4,991","1,802","1,926","2,525","1,973","2,363","3,318","2,945","1,403","2,629","5,802","4,694","5,863"
2020년06월_계_50~59세,"75,322","2,921","2,629","2,574","2,727","4,126","2,144","3,371","3,208","1,816","2,932","4,195","1,951","2,042","2,919","2,064","2,746","4,303","3,671","2,252","2,893","5,917","5,155","6,766"
2020년06월_계_60~69세,"50,887","1,725","1,736","1,250","1,311","2,936","1,522","1,649","2,294","1,372","2,095","2,358","1,489","1,703","2,567","2,129","1,773","3,407","2,882","2,350","2,346","3,219","3,318","3,456"
2020년06월_계_70~79세,"28,530","1,123",961,717,845,"1,710",841,"1,010","1,663",837,"1,225","1,176",965,"1,037","1,501","1,319",811,"2,061","1,421","1,453",972,"1,503","1,615","1,764"
2020년06월_계_80~89세,"13,636",532,398,326,366,823,422,441,855,351,614,555,384,484,674,550,337,951,783,738,417,777,845,"1,013"
2020년06월_계_90~99세,"1,762",56,46,46,49,94,41,48,103,31,83,92,55,60,106,78,46,133,99,99,65,103,119,110
2020년06월_계_100세 이상,98,5,2,8,1,2,2,2,5,5,7,6,1,3,7,8,4,5,2,4,3,4,5,7
2020년06월_남_총인구수,"206,873","7,932","7,502","7,886","9,269","11,487","5,862","10,771","8,801","5,990","7,214","11,829","5,432","5,904","8,206","6,345","7,000","10,920","9,241","5,411","7,654","15,490","13,991","16,736"
2020년06월_남_연령구간인구수,"206,873","7,932","7,502","7,886","9,269","11,487","5,862","10,771","8,801","5,990","7,214","11,829","5,432","5,904","8,206","6,345","7,000","10,920","9,241","5,411","7,654","15,490","13,991","16,736"
2020년06월_남_0~9세,"15,768",700,507,982,822,"1,003",295,821,659,627,455,"1,055",292,404,569,543,483,566,596,197,568,"1,197","1,032","1,395"
2020년06월_남_10~19세,"27,706","1,058",930,"1,006","2,220","1,349",696,"2,630","1,074",888,740,"2,209",445,427,689,555,604,"1,141",981,378,968,"2,524","1,889","2,305"
2020년06월_남_20~29세,"30,094","1,098","1,204","1,077","1,017","1,657","1,073","1,485","1,200",664,"1,111","1,500",876,797,"1,105",718,"1,198","1,772","1,385",769,"1,083","2,405","2,200","2,700"
2020년06월_남_30~39세,"21,253",729,944,966,577,"1,184",657,656,822,557,764,926,701,813,"1,077",817,937,"1,219",991,508,774,"1,394","1,516","1,724"
2020년06월_남_40~49세,"33,748","1,363","1,179","1,537","2,100","1,767",822,"1,992","1,491","1,204",993,"2,205",876,971,"1,214",975,"1,106","1,512","1,345",678,"1,190","2,526","2,125","2,577"
2020년06월_남_50~59세,"36,571","1,447","1,277","1,274","1,433","2,003","1,062","1,806","1,533",920,"1,391","2,091",954,"1,034","1,417",956,"1,329","1,981","1,665","1,020","1,342","2,866","2,525","3,245"
2020년06월_남_60~69세,"23,931",804,838,593,602,"1,398",712,776,998,630,953,"1,112",691,794,"1,213",930,836,"1,535","1,347","1,069","1,107","1,620","1,635","1,738"
2020년06월_남_70~79세,"12,436",490,450,309,344,776,389,428,673,365,533,525,423,453,675,631,374,855,622,580,477,652,723,689
2020년06월_남_80~89세,"4,933",224,162,127,140,326,148,165,321,127,241,186,162,194,233,203,122,312,279,190,132,280,316,343
2020년06월_남_90~99세,407,18,11,12,13,24,7,11,29,7,32,17,12,17,14,16,10,27,29,21,12,24,28,16
2020년06월_남_100세 이상,26,1,0,3,1,0,1,1,1,1,1,3,0,0,0,1,1,0,1,1,1,2,2,4
2020년06월_여_총인구수,"220,046","8,660","7,942","8,617","9,707","12,056","5,800","9,781","10,165","6,318","8,148","12,773","5,907","6,026","8,735","6,747","7,362","12,034","10,249","6,434","8,136","16,453","14,166","17,830"
2020년06월_여_연령구간인구수,"220,046","8,660","7,942","8,617","9,707","12,056","5,800","9,781","10,165","6,318","8,148","12,773","5,907","6,026","8,735","6,747","7,362","12,034","10,249","6,434","8,136","16,453","14,166","17,830"
2020년06월_여_0~9세,"14,922",699,491,998,719,952,254,592,698,545,464,"1,052",289,366,502,524,482,532,549,204,549,"1,165","1,039","1,257"
2020년06월_여_10~19세,"24,670","1,126",835,"1,035","2,038","1,248",539,"1,394","1,167",887,748,"2,108",462,391,657,444,594,870,930,359,864,"2,340","1,550","2,084"
2020년06월_여_20~29세,"25,700",963,"1,154","1,022",857,"1,346",835,"1,016","1,069",580,"1,034","1,243",922,701,"1,015",553,"1,046","1,552","1,211",667,871,"2,087","1,691","2,265"
2020년06월_여_30~39세,"22,586",871,"1,046","1,225",738,"1,293",570,845,880,655,791,"1,136",705,776,"1,028",817,938,"1,124","1,044",464,788,"1,506","1,489","1,857"
2020년06월_여_40~49세,"40,237","1,623","1,382","1,734","2,589","2,053",949,"2,600","1,778","1,289","1,306","2,786",926,955,"1,311",998,"1,257","1,806","1,600",725,"1,439","3,276","2,569","3,286"
2020년06월_여_50~59세,"38,751","1,474","1,352","1,300","1,294","2,123","1,082","1,565","1,675",896,"1,541","2,104",997,"1,008","1,502","1,108","1,417","2,322","2,006","1,232","1,551","3,051","2,630","3,521"
2020년06월_여_60~69세,"26,956",921,898,657,709,"1,538",810,873,"1,296",742,"1,142","1,246",798,909,"1,354","1,199",937,"1,872","1,535","1,281","1,239","1,599","1,683","1,718"
2020년06월_여_70~79세,"16,094",633,511,408,501,934,452,582,990,472,692,651,542,584,826,688,437,"1,206",799,873,495,851,892,"1,075"
2020년06월_여_80~89세,"8,703",308,236,199,226,497,274,276,534,224,373,369,222,290,441,347,215,639,504,548,285,497,529,670
2020년06월_여_90~99세,"1,355",38,35,34,36,70,34,37,74,24,51,75,43,43,92,62,36,106,70,78,53,79,91,94
2020년06월_여_100세 이상,72,4,2,5,0,2,1,1,4,4,6,3,1,3,7,7,3,5,1,3,2,2,3,3
