카테고리,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2020년07월_계_총인구수,"671,589","14,223","25,770","13,008","17,873","20,105","19,792","16,310","26,183","18,664","40,548","25,182","20,637","33,093","31,718","27,274","27,994","33,273","20,990","29,769","30,734","28,328","28,872","36,481","35,523","21,952","17,236","10,057"
2020년07월_계_연령구간인구수,"671,589","14,223","25,770","13,008","17,873","20,105","19,792","16,310","26,183","18,664","40,548","25,182","20,637","33,093","31,718","27,274","27,994","33,273","20,990","29,769","30,734","28,328","28,872","36,481","35,523","21,952","17,236","10,057"
2020년07월_계_0~9세,"51,958",713,"2,024",684,"1,231","1,052",965,"1,145","1,257","1,368","3,016","1,338","1,670","1,716","1,698","1,704","3,241","2,633","1,403","1,784","2,541","4,693","1,319","4,302","3,376","2,965","1,502",618
2020년07월_계_10~19세,"59,916",953,"2,136","1,063","1,528","1,688","1,433","1,724","1,312","2,839","3,385","1,433","1,943","1,979","2,104","1,931","2,262","3,620","1,623","1,522","2,891","3,580","1,858","5,968","3,999","2,334","1,729","1,079"
2020년07월_계_20~29세,"94,960","1,775","3,882","1,821","2,018","2,461","2,503","2,489","5,101","2,233","5,758","4,648","2,951","5,736","5,353","4,319","3,678","4,688","3,345","5,324","4,174","2,717","5,195","3,344","4,030","2,066","2,045","1,306"
2020년07월_계_30~39세,"112,713","2,069","4,395","1,717","2,458","2,278","2,349","2,329","5,958","1,798","5,929","5,563","3,090","7,197","6,760","4,858","5,579","4,895","3,614","7,761","4,919","5,081","6,245","4,307","4,705","3,304","2,452","1,103"
2020년07월_계_40~49세,"109,945","2,050","4,109","2,032","2,879","2,989","2,846","2,720","3,688","3,463","6,041","3,559","3,169","5,047","5,239","3,945","4,378","5,739","2,947","4,324","4,888","5,720","4,484","8,860","6,283","4,359","2,747","1,440"
2020년07월_계_50~59세,"103,405","2,500","3,757","2,350","3,062","3,666","3,829","2,751","3,686","3,143","7,079","3,615","3,404","4,864","4,632","4,802","4,054","5,340","3,502","3,550","5,045","3,244","4,187","4,778","5,275","2,926","2,685","1,679"
2020년07월_계_60~69세,"82,437","2,407","3,218","1,880","2,544","3,250","3,244","1,908","3,119","2,389","5,684","3,005","2,760","3,889","3,578","3,530","3,179","3,960","2,896","3,136","3,727","2,090","3,363","2,813","4,629","2,398","2,396","1,445"
2020년07월_계_70~79세,"39,742","1,260","1,585","1,073","1,507","1,889","1,788",826,"1,507",993,"2,463","1,478","1,150","1,968","1,700","1,532","1,237","1,667","1,184","1,579","1,728",852,"1,624","1,535","2,401","1,149","1,149",918
2020년07월_계_80~89세,"13,789",434,562,340,533,709,686,355,479,348,988,458,412,613,536,562,323,618,394,666,658,272,517,461,675,359,433,398
2020년07월_계_90~99세,"2,441",54,94,45,99,107,116,56,73,90,196,75,77,77,105,82,59,105,70,114,158,76,67,83,137,72,86,68
2020년07월_계_100세 이상,283,8,8,3,14,16,33,7,3,0,9,10,11,7,13,9,4,8,12,9,5,3,13,30,13,20,12,3
2020년07월_남_총인구수,"324,307","7,010","12,257","6,624","8,772","10,278","10,051","7,849","12,364","9,189","19,688","11,810","9,934","15,803","15,026","13,521","13,614","16,330","10,338","13,778","14,840","13,773","13,644","17,443","16,914","10,586","8,182","4,689"
2020년07월_남_연령구간인구수,"324,307","7,010","12,257","6,624","8,772","10,278","10,051","7,849","12,364","9,189","19,688","11,810","9,934","15,803","15,026","13,521","13,614","16,330","10,338","13,778","14,840","13,773","13,644","17,443","16,914","10,586","8,182","4,689"
2020년07월_남_0~9세,"26,872",403,"1,072",351,642,553,474,571,685,753,"1,568",665,862,880,861,893,"1,747","1,377",729,895,"1,292","2,368",679,"2,188","1,751","1,541",748,324
2020년07월_남_10~19세,"30,628",495,"1,064",572,825,860,747,889,690,"1,555","1,766",706,983,"1,008","1,102",988,"1,095","1,914",838,771,"1,483","1,768",916,"3,008","2,042","1,205",887,451
2020년07월_남_20~29세,"45,232",934,"1,692",972,"1,037","1,281","1,347","1,261","2,192","1,186","2,983","2,099","1,391","2,583","2,423","2,113","1,799","2,343","1,647","2,075","2,099","1,351","2,321","1,553","1,922","1,020",997,611
2020년07월_남_30~39세,"54,179","1,079","2,073",912,"1,260","1,256","1,292","1,118","2,907",742,"2,913","2,710","1,486","3,515","3,357","2,479","2,659","2,367","1,872","3,577","2,463","2,328","3,041","1,730","2,054","1,406","1,077",506
2020년07월_남_40~49세,"53,020","1,035","2,002","1,017","1,392","1,554","1,496","1,237","1,801","1,565","2,824","1,674","1,508","2,499","2,500","1,947","2,141","2,749","1,426","2,092","2,381","2,914","2,154","4,170","2,899","2,117","1,279",647
2020년07월_남_50~59세,"50,011","1,185","1,802","1,187","1,499","1,960","1,956","1,287","1,722","1,550","3,321","1,643","1,617","2,322","2,138","2,339","1,910","2,576","1,647","1,739","2,371","1,598","1,977","2,572","2,570","1,447","1,261",815
2020년07월_남_60~69세,"38,981","1,116","1,540",927,"1,216","1,619","1,625",913,"1,428","1,137","2,700","1,369","1,301","1,803","1,631","1,749","1,519","1,915","1,405","1,484","1,712",946,"1,553","1,286","2,141","1,108","1,158",680
2020년07월_남_70~79세,"19,407",576,773,540,692,900,811,432,728,548,"1,227",728,611,909,801,763,631,824,599,805,812,415,770,719,"1,203",573,560,457
2020년07월_남_80~89세,"5,343",171,216,132,183,263,282,126,196,128,339,197,157,257,194,221,101,240,152,300,208,76,212,190,297,144,182,179
2020년07월_남_90~99세,562,13,22,12,19,28,15,15,13,25,45,18,16,27,16,25,11,24,21,36,19,9,19,16,32,20,27,19
2020년07월_남_100세 이상,72,3,1,2,7,4,6,0,2,0,2,1,2,0,3,4,1,1,2,4,0,0,2,11,3,5,6,0
2020년07월_여_총인구수,"347,282","7,213","13,513","6,384","9,101","9,827","9,741","8,461","13,819","9,475","20,860","13,372","10,703","17,290","16,692","13,753","14,380","16,943","10,652","15,991","15,894","14,555","15,228","19,038","18,609","11,366","9,054","5,368"
2020년07월_여_연령구간인구수,"347,282","7,213","13,513","6,384","9,101","9,827","9,741","8,461","13,819","9,475","20,860","13,372","10,703","17,290","16,692","13,753","14,380","16,943","10,652","15,991","15,894","14,555","15,228","19,038","18,609","11,366","9,054","5,368"
2020년07월_여_0~9세,"25,086",310,952,333,589,499,491,574,572,615,"1,448",673,808,836,837,811,"1,494","1,256",674,889,"1,249","2,325",640,"2,114","1,625","1,424",754,294
2020년07월_여_10~19세,"29,288",458,"1,072",491,703,828,686,835,622,"1,284","1,619",727,960,971,"1,002",943,"1,167","1,706",785,751,"1,408","1,812",942,"2,960","1,957","1,129",842,628
2020년07월_여_20~29세,"49,728",841,"2,190",849,981,"1,180","1,156","1,228","2,909","1,047","2,775","2,549","1,560","3,153","2,930","2,206","1,879","2,345","1,698","3,249","2,075","1,366","2,874","1,791","2,108","1,046","1,048",695
2020년07월_여_30~39세,"58,534",990,"2,322",805,"1,198","1,022","1,057","1,211","3,051","1,056","3,016","2,853","1,604","3,682","3,403","2,379","2,920","2,528","1,742","4,184","2,456","2,753","3,204","2,577","2,651","1,898","1,375",597
2020년07월_여_40~49세,"56,925","1,015","2,107","1,015","1,487","1,435","1,350","1,483","1,887","1,898","3,217","1,885","1,661","2,548","2,739","1,998","2,237","2,990","1,521","2,232","2,507","2,806","2,330","4,690","3,384","2,242","1,468",793
2020년07월_여_50~59세,"53,394","1,315","1,955","1,163","1,563","1,706","1,873","1,464","1,964","1,593","3,758","1,972","1,787","2,542","2,494","2,463","2,144","2,764","1,855","1,811","2,674","1,646","2,210","2,206","2,705","1,479","1,424",864
2020년07월_여_60~69세,"43,456","1,291","1,678",953,"1,328","1,631","1,619",995,"1,691","1,252","2,984","1,636","1,459","2,086","1,947","1,781","1,660","2,045","1,491","1,652","2,015","1,144","1,810","1,527","2,488","1,290","1,238",765
2020년07월_여_70~79세,"20,335",684,812,533,815,989,977,394,779,445,"1,236",750,539,"1,059",899,769,606,843,585,774,916,437,854,816,"1,198",576,589,461
2020년07월_여_80~89세,"8,446",263,346,208,350,446,404,229,283,220,649,261,255,356,342,341,222,378,242,366,450,196,305,271,378,215,251,219
2020년07월_여_90~99세,"1,879",41,72,33,80,79,101,41,60,65,151,57,61,50,89,57,48,81,49,78,139,67,48,67,105,52,59,49
2020년07월_여_100세 이상,211,5,7,1,7,12,27,7,1,0,7,9,9,7,10,5,3,7,10,5,5,3,11,19,10,15,6,3
