카테고리,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2020년02월_남_70~79세,"13,652",615,253,848,"1,142",703,452,607,904,880,634,894,406,463,854,774,545,499,932,400,847
2020년02월_남_80~89세,"4,368",182,80,289,374,271,138,225,326,231,185,301,124,123,247,223,158,161,328,146,256
2020년02월_남_90~99세,354,17,15,22,24,23,13,20,18,25,14,30,10,9,16,20,7,11,18,15,27
2020년02월_남_100세 이상,45,3,0,2,1,3,4,3,3,7,3,1,1,2,0,3,0,1,1,1,6
2020년02월_여_총인구수,"183,996","7,615","5,138","10,894","10,549","10,710","7,119","9,548","11,361","11,665","9,336","12,800","5,374","6,223","10,218","8,644","8,972","6,000","15,537","6,044","10,249"
2020년02월_여_연령구간인구수,"183,996","7,615","5,138","10,894","10,549","10,710","7,119","9,548","11,361","11,665","9,336","12,800","5,374","6,223","10,218","8,644","8,972","6,000","15,537","6,044","10,249"
2020년02월_여_0~9세,"10,811",325,293,807,455,635,300,490,520,991,615,677,397,383,502,525,628,374,981,274,639
2020년02월_여_10~19세,"12,639",288,264,961,677,812,342,539,628,885,956,"1,057",366,532,647,657,530,463,"1,326",234,475
2020년02월_여_20~29세,"25,870","1,596","1,054",951,"1,026","1,411","1,722","2,137","1,792","1,170",980,"1,393",626,624,"1,492",993,"1,836",777,"1,830","1,239","1,221"
2020년02월_여_30~39세,"23,325","1,078",861,"1,190",948,"1,244","1,214","1,552","1,633","1,584",931,"1,202",816,731,"1,108",962,"1,404",592,"1,789","1,006","1,480"
2020년02월_여_40~49세,"25,714",824,713,"1,772","1,414","1,574",909,"1,218","1,553","1,812","1,564","1,928",766,942,"1,329","1,182","1,194",834,"2,230",724,"1,232"
2020년02월_여_50~59세,"30,705","1,188",842,"1,760","1,835","1,925",873,"1,173","1,657","1,956","1,751","2,423",842,"1,197","1,830","1,536","1,337","1,040","3,031",871,"1,638"
2020년02월_여_60~69세,"28,351","1,185",633,"1,763","2,117","1,546",867,"1,142","1,796","1,660","1,372","2,123",832,939,"1,744","1,529","1,104",966,"2,395",840,"1,798"
2020년02월_여_70~79세,"17,447",733,296,"1,122","1,400",991,585,820,"1,191","1,097",782,"1,243",483,574,"1,090",859,635,640,"1,211",541,"1,154"
2020년02월_여_80~89세,"7,822",333,142,487,579,498,257,401,517,424,327,646,214,259,404,338,261,285,645,272,533
2020년02월_여_90~99세,"1,135",54,33,77,87,65,46,64,65,62,50,97,26,36,65,56,41,27,89,36,59
2020년02월_여_100세 이상,177,11,7,4,11,9,4,12,9,24,8,11,6,6,7,7,2,2,10,7,20
