카테고리,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2020년02월_계_총인구수,"356,811","15,353","10,202","20,721","20,478","20,495","13,135","18,257","21,494","22,843","18,500","24,629","10,405","12,231","20,394","16,986","17,177","11,756","30,207","11,559","19,989"
2020년02월_계_연령구간인구수,"356,811","15,353","10,202","20,721","20,478","20,495","13,135","18,257","21,494","22,843","18,500","24,629","10,405","12,231","20,394","16,986","17,177","11,756","30,207","11,559","19,989"
2020년02월_계_0~9세,"21,969",639,651,"1,606",960,"1,287",606,943,"1,114","2,013","1,222","1,354",805,804,"1,006","1,071","1,288",726,"2,040",530,"1,304"
2020년02월_계_10~19세,"25,883",615,521,"1,939","1,498","1,635",651,"1,047","1,269","1,825","2,039","2,138",741,"1,052","1,346","1,390","1,042",943,"2,663",488,"1,041"
2020년02월_계_20~29세,"51,271","3,033","2,029","2,054","2,179","2,851","2,879","3,905","3,364","2,442","2,169","3,052","1,261","1,357","3,235","2,140","3,290","1,634","3,856","2,188","2,353"
2020년02월_계_30~39세,"47,532","2,378","1,786","2,368","1,986","2,471","2,310","3,182","3,195","3,107","1,885","2,541","1,679","1,488","2,397","1,955","2,817","1,291","3,622","2,026","3,048"
2020년02월_계_40~49세,"52,061","1,811","1,529","3,446","2,845","3,122","1,823","2,478","3,100","3,758","3,059","3,727","1,518","1,903","2,849","2,354","2,462","1,667","4,383","1,525","2,702"
2020년02월_계_50~59세,"59,319","2,565","1,601","3,236","3,513","3,653","1,736","2,368","3,144","3,737","3,491","4,640","1,599","2,340","3,566","2,925","2,587","2,029","5,677","1,756","3,156"
2020년02월_계_60~69세,"53,776","2,364","1,259","3,221","3,879","2,913","1,631","2,182","3,275","3,211","2,632","3,954","1,532","1,815","3,312","2,871","2,042","1,840","4,732","1,628","3,483"
2020년02월_계_70~79세,"31,099","1,348",549,"1,970","2,542","1,694","1,037","1,427","2,095","1,977","1,416","2,137",889,"1,037","1,944","1,633","1,180","1,139","2,143",941,"2,001"
2020년02월_계_80~89세,"12,190",515,222,776,953,769,395,626,843,655,512,947,338,382,651,561,419,446,973,418,789
2020년02월_계_90~99세,"1,489",71,48,99,111,88,59,84,83,87,64,127,36,45,81,76,48,38,107,51,86
2020년02월_계_100세 이상,222,14,7,6,12,12,8,15,12,31,11,12,7,8,7,10,2,3,11,8,26
2020년02월_남_총인구수,"172,815","7,738","5,064","9,827","9,929","9,785","6,016","8,709","10,133","11,178","9,164","11,829","5,031","6,008","10,176","8,342","8,205","5,756","14,670","5,515","9,740"
2020년02월_남_연령구간인구수,"172,815","7,738","5,064","9,827","9,929","9,785","6,016","8,709","10,133","11,178","9,164","11,829","5,031","6,008","10,176","8,342","8,205","5,756","14,670","5,515","9,740"
2020년02월_남_0~9세,"11,158",314,358,799,505,652,306,453,594,"1,022",607,677,408,421,504,546,660,352,"1,059",256,665
2020년02월_남_10~19세,"13,244",327,257,978,821,823,309,508,641,940,"1,083","1,081",375,520,699,733,512,480,"1,337",254,566
2020년02월_남_20~29세,"25,401","1,437",975,"1,103","1,153","1,440","1,157","1,768","1,572","1,272","1,189","1,659",635,733,"1,743","1,147","1,454",857,"2,026",949,"1,132"
2020년02월_남_30~39세,"24,207","1,300",925,"1,178","1,038","1,227","1,096","1,630","1,562","1,523",954,"1,339",863,757,"1,289",993,"1,413",699,"1,833","1,020","1,568"
2020년02월_남_40~49세,"26,347",987,816,"1,674","1,431","1,548",914,"1,260","1,547","1,946","1,495","1,799",752,961,"1,520","1,172","1,268",833,"2,153",801,"1,470"
2020년02월_남_50~59세,"28,614","1,377",759,"1,476","1,678","1,728",863,"1,195","1,487","1,781","1,740","2,217",757,"1,143","1,736","1,389","1,250",989,"2,646",885,"1,518"
2020년02월_남_60~69세,"25,425","1,179",626,"1,458","1,762","1,367",764,"1,040","1,479","1,551","1,260","1,831",700,876,"1,568","1,342",938,874,"2,337",788,"1,685"
