카테고리,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2020년11월_계_총인구수,"844,815","189,727","2,271","5,055","3,967","6,893","4,025","5,776","6,971","8,974","10,842","29,735","13,596","54,249","37,373","195,804","10,182","3,360","7,794","14,472","14,925","14,799","26,879","30,978","13,680","13,626","45,109","265,311","23,482","10,882","18,048","17,293","51,726","16,233","51,494","9,861","24,414","28,449","13,429","193,973","19,658","69,749","4,659","12,410","8,705","12,221","48,084","18,487"
2020년11월_계_연령구간인구수,"844,815","189,727","2,271","5,055","3,967","6,893","4,025","5,776","6,971","8,974","10,842","29,735","13,596","54,249","37,373","195,804","10,182","3,360","7,794","14,472","14,925","14,799","26,879","30,978","13,680","13,626","45,109","265,311","23,482","10,882","18,048","17,293","51,726","16,233","51,494","9,861","24,414","28,449","13,429","193,973","19,658","69,749","4,659","12,410","8,705","12,221","48,084","18,487"
2020년11월_계_0~9세,"74,456","16,075",46,116,108,421,94,219,225,424,647,"2,491","1,558","5,517","4,209","14,021",634,88,308,"1,409",678,712,"2,426","2,594",570,700,"3,902","24,184","2,329",687,"2,302",930,"6,078",647,"4,334",504,"1,790","2,070","2,513","20,176","1,534","10,096",101,543,350,744,"4,337","2,471"
2020년11월_계_10~19세,"86,382","19,793",63,206,130,436,200,422,403,704,933,"3,701","1,989","6,446","4,160","20,542",673,123,543,"1,439","1,004","1,003","4,051","4,191",983,"1,108","5,424","26,554","2,268","1,063","1,278","1,545","6,602","1,111","6,480",592,"2,349","2,350",916,"19,493","1,924","7,468",171,752,576,956,"5,273","2,373"
2020년11월_계_20~29세,"119,859","24,507",170,327,320,751,313,836,980,"1,073","1,352","3,902","1,540","7,635","5,308","28,467","1,161",199,943,"1,724","3,442","2,323","3,661","4,554","2,060","1,740","6,660","40,969","3,094","1,427","2,000","2,547","7,418","3,397","7,552","2,017","4,266","5,309","1,942","25,916","2,369","8,878",364,"2,047","1,117","1,856","7,363","1,922"
2020년11월_계_30~39세,"118,431","22,860",127,291,244,692,238,574,690,846,"1,174","3,247","1,613","7,574","5,550","22,868","1,066",222,783,"1,950","2,006","1,621","3,210","3,457","1,332","1,290","5,931","41,156","3,890","1,149","3,540","1,926","8,655","1,890","6,242","1,664","3,962","4,682","3,556","31,547","2,119","15,519",296,"1,482",826,"1,369","6,909","3,027"
2020년11월_계_40~49세,"136,637","30,251",176,422,370,831,411,775,854,"1,231","1,593","5,249","2,565","9,530","6,244","30,937","1,281",338,"1,022","2,110","1,898","1,908","5,220","5,667","1,806","1,701","7,986","43,142","4,080","1,561","2,594","2,521","10,070","2,038","8,782","1,363","3,922","4,365","1,846","32,307","3,148","12,511",433,"1,602","1,175","1,847","8,032","3,559"
2020년11월_계_50~59세,"138,310","32,980",462,948,882,"1,339",762,971,"1,201","1,659","1,925","5,052","2,152","9,128","6,499","34,487","2,224",622,"1,566","2,394","2,198","2,733","4,508","5,607","2,570","2,797","7,268","43,124","3,291","2,094","2,741","3,561","7,328","2,972","9,644","1,601","4,094","4,547","1,251","27,719","3,552","7,341",918,"2,085","1,580","2,073","7,859","2,311"
2020년11월_계_60~69세,"96,374","23,695",597,"1,270",932,"1,271",861,943,"1,296","1,523","1,720","3,403","1,204","5,267","3,408","25,065","1,749",769,"1,393","2,001","2,005","2,556","2,233","2,713","2,329","2,388","4,929","27,395","2,418","1,539","1,994","2,538","3,488","2,431","5,482","1,253","2,493","2,989",770,"20,219","2,588","4,593","1,103","1,923","1,573","1,735","5,133","1,571"
2020년11월_계_70~79세,"47,334","12,307",345,824,580,629,603,647,814,982,"1,014","1,840",647,"2,062","1,320","12,466",827,553,777,922,"1,183","1,279",998,"1,347","1,354","1,210","2,016","12,150","1,332",836,970,"1,090","1,368","1,243","1,995",608,"1,017","1,327",364,"10,411","1,469","2,084",710,"1,245",989,"1,092","2,051",771
