카테고리,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2020년04월_계_80~89세,"14,900","6,518",679,652,"1,058",233,485,604,220,569,578,530,187,73,284,366,"8,382","1,453",390,502,312,622,303,52,182,760,320,722,646,635,487,819,177
2020년04월_계_90~99세,"2,077",868,91,73,120,36,69,87,28,84,66,80,23,6,55,50,"1,209",214,54,72,56,98,47,15,24,103,52,94,91,81,58,125,25
2020년04월_계_100세 이상,103,51,5,7,14,1,3,4,1,0,5,5,2,0,2,2,52,8,2,2,1,2,0,0,2,10,4,6,5,3,2,3,2
2020년04월_남_총인구수,"255,341","119,825","3,914","15,903","28,937","1,876","5,036","2,059",932,"13,072","9,064","6,440","2,598","1,767","15,592","12,635","135,516","20,307","1,431","2,408","1,242","2,416","1,064",307,625,"7,850","8,630","9,889","11,085","15,682","11,167","36,669","4,744"
2020년04월_남_연령구간인구수,"255,341","119,825","3,914","15,903","28,937","1,876","5,036","2,059",932,"13,072","9,064","6,440","2,598","1,767","15,592","12,635","135,516","20,307","1,431","2,408","1,242","2,416","1,064",307,625,"7,850","8,630","9,889","11,085","15,682","11,167","36,669","4,744"
2020년04월_남_0~9세,"21,354","9,483",82,"1,349","3,081",42,306,44,21,669,341,246,119,96,"1,890","1,197","11,871","2,124",36,65,14,47,16,4,10,312,648,432,778,"1,626",820,"4,458",481
2020년04월_남_10~19세,"25,080","11,417",152,"1,971","3,093",85,413,66,45,839,466,395,149,110,"2,011","1,622","13,663","1,885",57,121,43,91,34,9,23,424,"1,044",531,"1,168","1,660","1,289","4,688",596
2020년04월_남_20~29세,"32,755","15,665",316,"2,146","3,679",173,574,130,63,"1,882","1,051",635,389,546,"2,148","1,933","17,090","2,383",107,199,95,185,56,19,29,927,"1,240","1,303","1,372","2,179","1,674","4,813",509
2020년04월_남_30~39세,"32,208","15,068",277,"1,684","4,604",177,522,111,51,"1,770","1,028",642,332,233,"1,904","1,733","17,140","2,679",79,165,76,166,48,14,35,"1,014","1,002","1,381","1,224","2,243","1,182","5,214",618
2020년04월_남_40~49세,"39,179","18,618",493,"2,544","5,488",211,700,224,124,"1,899","1,283",827,318,193,"2,328","1,986","20,561","3,184",149,292,128,243,91,25,59,"1,072","1,259","1,378","1,592","2,252","1,527","6,485",825
2020년04월_남_50~59세,"45,816","21,858",868,"3,153","4,474",404,966,396,194,"2,287","1,776","1,259",478,272,"2,857","2,474","23,958","3,571",268,503,274,494,226,61,114,"1,422","1,654","1,667","2,028","2,831","2,152","5,965",728
2020년04월_남_60~69세,"36,995","17,524",925,"2,047","3,043",463,887,482,218,"2,335","1,859","1,471",465,200,"1,913","1,216","19,471","2,710",378,535,291,591,287,100,185,"1,503","1,224","1,813","1,823","2,035","1,694","3,657",645
2020년04월_남_70~79세,"16,743","7,952",564,788,"1,118",253,496,390,155,"1,173","1,033",766,270,90,461,395,"8,791","1,294",221,357,217,388,181,51,101,876,450,"1,077",843,692,642,"1,129",272
2020년04월_남_80~89세,"4,805","2,083",218,211,333,62,158,196,58,202,217,184,73,26,71,74,"2,722",432,130,159,93,186,111,19,64,279,100,284,234,150,175,240,66
2020년04월_남_90~99세,378,141,16,8,21,6,13,20,3,16,9,13,3,1,8,4,237,42,6,12,10,24,14,5,5,17,9,21,23,14,11,20,4
2020년04월_남_100세 이상,28,16,3,2,3,0,1,0,0,0,1,2,2,0,1,1,12,3,0,0,1,1,0,0,0,4,0,2,0,0,1,0,0
2020년04월_여_총인구수,"249,868","112,795","3,857","15,254","25,746","1,727","4,938","2,121",998,"12,285","8,593","6,372","2,255","1,193","15,111","12,345","137,073","20,305","1,439","2,483","1,312","2,614","1,065",295,661,"8,127","8,803","10,099","11,562","16,352","11,293","35,798","4,865"
2020년04월_여_연령구간인구수,"249,868","112,795","3,857","15,254","25,746","1,727","4,938","2,121",998,"12,285","8,593","6,372","2,255","1,193","15,111","12,345","137,073","20,305","1,439","2,483","1,312","2,614","1,065",295,661,"8,127","8,803","10,099","11,562","16,352","11,293","35,798","4,865"
2020년04월_여_0~9세,"19,853","8,816",81,"1,209","2,914",44,285,33,16,617,316,205,120,82,"1,800","1,094","11,037","1,922",37,58,23,62,19,3,13,302,644,415,782,"1,472",732,"4,080",473
2020년04월_여_10~19세,"22,516","10,204",118,"1,809","2,719",76,391,72,31,750,390,350,128,97,"1,812","1,461","12,312","1,747",33,110,44,114,23,9,16,419,899,497,995,"1,447","1,176","4,217",566
2020년04월_여_20~29세,"24,620","11,127",211,"1,583","2,565",132,460,86,44,"1,436",743,480,232,148,"1,487","1,520","13,493","1,849",71,122,76,126,20,16,24,751,946,"1,060","1,081","1,801","1,225","3,917",408
2020년04월_여_30~39세,"29,032","12,972",210,"1,662","3,932",104,428,79,34,"1,309",713,463,225,132,"2,089","1,592","16,060","2,590",55,125,35,84,28,0,23,773,914,"1,066","1,166","2,166","1,107","5,308",620
2020년04월_여_40~49세,"38,862","17,469",297,"2,760","4,562",139,625,105,57,"1,573","1,005",676,218,160,"2,855","2,437","21,393","3,112",79,208,76,164,44,17,46,933,"1,535","1,210","1,754","2,669","1,802","6,893",851
2020년04월_여_50~59세,"45,555","20,351",643,"2,952","3,950",339,887,329,163,"2,434","1,728","1,236",407,240,"2,757","2,286","25,204","3,514",234,417,212,430,180,61,93,"1,456","1,869","1,899","2,241","3,245","2,469","6,097",787
2020년04월_여_60~69세,"38,306","17,842",973,"1,950","2,928",425,858,482,233,"2,631","2,225","1,644",488,182,"1,658","1,165","20,464","2,754",343,542,329,614,288,93,155,"1,774","1,243","2,260","2,100","2,068","1,730","3,452",719
2020년04월_여_70~79세,"19,255","8,817",786,818,"1,341",266,619,456,232,"1,100","1,051",902,303,100,392,451,"10,438","1,619",277,496,252,509,238,53,152,"1,146",486,"1,177",958,929,692,"1,147",307
2020년04월_여_80~89세,"10,095","4,435",461,441,725,171,327,408,162,367,361,346,114,47,213,292,"5,660","1,021",260,343,219,436,192,33,118,481,220,438,412,485,312,579,111
2020년04월_여_90~99세,"1,699",727,75,65,99,30,56,67,25,68,57,67,20,5,47,46,972,172,48,60,46,74,33,10,19,86,43,73,68,67,47,105,21
2020년04월_여_100세 이상,75,35,2,5,11,1,2,4,1,0,4,3,0,0,1,1,40,5,2,2,0,1,0,0,2,6,4,4,5,3,1,3,2
