카테고리,경기도 광명시,경기도 광명시 광명1동,경기도 광명시 광명2동,경기도 광명시 광명3동,경기도 광명시 광명4동,경기도 광명시 광명5동,경기도 광명시 광명6동,경기도 광명시 광명7동,경기도 광명시 철산1동,경기도 광명시 철산2동,경기도 광명시 철산3동,경기도 광명시 철산4동,경기도 광명시 하안1동,경기도 광명시 하안2동,경기도 광명시 하안3동,경기도 광명시 하안4동,경기도 광명시 소하1동,경기도 광명시 소하2동,경기도 광명시 학온동
2020년02월_계_총인구수,"316,125","7,169","9,355","9,849","14,221","14,744","11,143","17,213","13,042","13,461","33,290","13,639","26,772","14,409","21,133","12,924","32,376","49,096","2,289"
2020년02월_계_연령구간인구수,"316,125","7,169","9,355","9,849","14,221","14,744","11,143","17,213","13,042","13,461","33,290","13,639","26,772","14,409","21,133","12,924","32,376","49,096","2,289"
2020년02월_계_0~9세,"25,424",338,381,427,736,936,971,990,"1,159",552,"3,136","1,119","2,612","1,100","1,674","1,142","3,266","4,811",74
2020년02월_계_10~19세,"32,654",587,676,609,955,"1,379","1,149","1,631","1,597",988,"4,283","1,266","3,293","1,244","2,048","1,574","4,321","4,952",102
2020년02월_계_20~29세,"40,862","1,002","1,321","1,369","1,899","1,840","1,339","2,420","1,698","2,183","4,249","1,691","3,235","1,748","2,505","1,651","3,726","6,770",216
2020년02월_계_30~39세,"44,901",938,"1,114","1,243","2,053","1,878","1,429","2,099","1,750","1,851","4,151","2,409","3,232","2,696","3,141","2,138","4,198","8,346",235
2020년02월_계_40~49세,"55,008","1,073","1,337","1,439","2,038","2,465","1,884","2,594","2,494","1,988","6,241","2,426","5,161","2,559","3,680","2,536","6,343","8,500",250
2020년02월_계_50~59세,"52,543","1,349","1,801","1,902","2,496","2,568","1,892","3,120","2,167","2,805","5,505","2,186","4,480","2,160","3,289","1,964","4,825","7,574",460
2020년02월_계_60~69세,"37,620","1,056","1,517","1,566","2,313","2,068","1,446","2,590","1,287","1,921","3,491","1,514","2,885","1,529","2,472","1,128","3,453","4,885",499
2020년02월_계_70~79세,"18,300",563,855,921,"1,235","1,112",724,"1,217",616,775,"1,477",740,"1,254",811,"1,456",500,"1,508","2,269",267
2020년02월_계_80~89세,"7,572",229,312,326,413,438,262,484,226,337,649,261,525,480,755,257,606,851,161
2020년02월_계_90~99세,"1,103",31,37,43,65,53,40,61,46,52,100,26,87,70,105,33,113,123,18
2020년02월_계_100세 이상,138,3,4,4,18,7,7,7,2,9,8,1,8,12,8,1,17,15,7
2020년02월_남_총인구수,"156,129","3,623","4,547","4,805","6,921","7,266","5,512","8,543","6,379","6,961","16,318","6,842","13,398","6,850","10,050","6,277","15,831","24,711","1,295"
2020년02월_남_연령구간인구수,"156,129","3,623","4,547","4,805","6,921","7,266","5,512","8,543","6,379","6,961","16,318","6,842","13,398","6,850","10,050","6,277","15,831","24,711","1,295"
2020년02월_남_0~9세,"12,982",179,190,207,364,474,480,494,589,288,"1,602",577,"1,335",558,883,594,"1,646","2,481",41
2020년02월_남_10~19세,"16,815",332,325,333,454,721,581,834,818,515,"2,210",661,"1,687",639,"1,051",829,"2,231","2,529",65
2020년02월_남_20~29세,"21,373",554,686,729,"1,003",992,702,"1,293",874,"1,159","2,201",889,"1,761",865,"1,258",831,"1,922","3,532",122
2020년02월_남_30~39세,"22,734",526,613,651,"1,107",983,714,"1,106",851,"1,040","1,929","1,232","1,557","1,383","1,571","1,073","1,981","4,280",137
