카테고리,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2020년08월_계_총인구수,"540,148","16,915","23,153","21,722","27,574","27,201","14,280","30,229","25,125","38,130","20,540","36,239","37,150","22,264","34,250","6,785","22,438","18,027","44,728","24,053","15,924","17,904","15,517"
2020년08월_계_연령구간인구수,"540,148","16,915","23,153","21,722","27,574","27,201","14,280","30,229","25,125","38,130","20,540","36,239","37,150","22,264","34,250","6,785","22,438","18,027","44,728","24,053","15,924","17,904","15,517"
2020년08월_계_0~9세,"37,384",988,723,"1,163","2,228","2,208",900,"2,487","2,055","2,007",788,"1,095","3,046","1,823","2,985",399,"1,685","1,098","4,707","2,293",770,"1,268",668
2020년08월_계_10~19세,"59,368","1,708",926,"1,328","2,853","2,279","1,378","3,482","5,559","6,564","2,636","1,564","5,542","2,306","4,771",603,"2,605","1,617","4,568","3,392","1,244","1,832",611
2020년08월_계_20~29세,"74,683","2,350","4,702","3,563","3,252","3,867","2,068","3,897","2,501","5,110","3,471","7,640","4,738","3,049","4,054",776,"2,959","2,660","5,455","2,624","2,276","1,974","1,697"
2020년08월_계_30~39세,"83,070","2,441","5,886","4,623","3,529","4,515","2,107","5,078","1,650","3,335","3,337","10,234","5,370","3,331","3,727",715,"2,890","2,816","7,073","3,071","2,297","2,634","2,411"
2020년08월_계_40~49세,"99,451","3,023","3,833","3,755","4,985","4,823","2,314","6,503","6,204","7,508","4,143","6,077","8,675","3,873","6,629",978,"3,730","2,964","7,799","4,584","2,217","3,136","1,698"
2020년08월_계_50~59세,"79,875","2,523","2,803","2,962","4,051","4,001","2,330","4,080","3,778","6,761","3,225","4,267","4,781","3,537","5,490","1,117","3,858","3,076","6,008","3,699","2,567","2,618","2,343"
2020년08월_계_60~69세,"58,579","1,787","2,335","2,231","3,139","2,995","1,769","2,435","1,925","4,079","1,553","3,027","2,579","2,543","3,568","1,196","2,982","2,341","4,924","2,820","2,537","2,486","3,328"
2020년08월_계_70~79세,"33,738","1,402","1,358","1,529","2,429","1,773","1,039","1,670","1,034","2,053","1,044","1,668","1,745","1,249","2,144",708,"1,286","1,050","2,709","1,078","1,392","1,457","1,921"
2020년08월_계_80~89세,"11,501",595,501,460,929,584,302,501,340,581,297,547,557,450,730,232,350,332,"1,220",382,509,419,683
2020년08월_계_90~99세,"2,209",88,67,88,161,129,64,83,64,109,37,96,97,95,137,49,84,66,253,106,109,75,152
2020년08월_계_100세 이상,290,10,19,20,18,27,9,13,15,23,9,24,20,8,15,12,9,7,12,4,6,5,5
2020년08월_남_총인구수,"258,407","7,851","10,818","10,097","12,698","12,723","7,074","14,365","12,610","19,377","9,698","17,569","17,420","10,547","15,907","3,283","10,836","8,843","21,282","11,857","7,807","8,667","7,078"
2020년08월_남_연령구간인구수,"258,407","7,851","10,818","10,097","12,698","12,723","7,074","14,365","12,610","19,377","9,698","17,569","17,420","10,547","15,907","3,283","10,836","8,843","21,282","11,857","7,807","8,667","7,078"
2020년08월_남_0~9세,"19,441",526,359,599,"1,070","1,199",487,"1,345","1,122","1,089",389,561,"1,576",886,"1,537",207,846,581,"2,370","1,266",395,677,354
2020년08월_남_10~19세,"30,921",860,438,695,"1,359","1,200",795,"1,897","3,117","3,901","1,423",778,"2,635","1,063","2,082",296,"1,280",835,"2,239","1,928",695,"1,110",295
2020년08월_남_20~29세,"35,747","1,076","2,114","1,589","1,519","1,770","1,123","1,849","1,261","2,763","1,654","3,315","2,054","1,424","1,863",391,"1,502","1,350","2,618","1,377","1,192","1,069",874
2020년08월_남_30~39세,"38,037","1,078","2,744","2,068","1,525","1,950",991,"2,122",632,"1,541","1,487","5,082","2,300","1,517","1,527",330,"1,373","1,423","3,272","1,408","1,197","1,254","1,216"
2020년08월_남_40~49세,"46,244","1,335","1,866","1,801","2,267","2,202","1,055","2,977","2,753","3,194","1,802","3,091","4,018","1,839","2,973",468,"1,698","1,409","3,848","2,116","1,139","1,505",888
2020년08월_남_50~59세,"39,894","1,238","1,389","1,439","1,991","1,886","1,117","2,080","2,099","3,560","1,630","2,222","2,601","1,708","2,751",558,"1,874","1,500","2,930","1,785","1,219","1,270","1,047"
2020년08월_남_60~69세,"26,808",820,"1,018",959,"1,364","1,383",828,"1,093",925,"2,019",703,"1,437","1,147","1,255","1,699",558,"1,434","1,095","2,207","1,307","1,140","1,042","1,375"
2020년08월_남_70~79세,"15,931",609,657,711,"1,116",841,514,742,526,"1,053",463,807,793,636,"1,087",355,677,489,"1,306",525,646,595,783
2020년08월_남_80~89세,"4,809",281,211,210,444,255,142,239,159,234,138,248,263,184,347,108,138,146,431,128,160,131,212
2020년08월_남_90~99세,519,27,19,20,41,31,20,19,13,20,7,23,31,32,39,11,13,14,56,16,23,14,30
2020년08월_남_100세 이상,56,1,3,6,2,6,2,2,3,3,2,5,2,3,2,1,1,1,5,1,1,0,4
2020년08월_여_총인구수,"281,741","9,064","12,335","11,625","14,876","14,478","7,206","15,864","12,515","18,753","10,842","18,670","19,730","11,717","18,343","3,502","11,602","9,184","23,446","12,196","8,117","9,237","8,439"
2020년08월_여_연령구간인구수,"281,741","9,064","12,335","11,625","14,876","14,478","7,206","15,864","12,515","18,753","10,842","18,670","19,730","11,717","18,343","3,502","11,602","9,184","23,446","12,196","8,117","9,237","8,439"
2020년08월_여_0~9세,"17,943",462,364,564,"1,158","1,009",413,"1,142",933,918,399,534,"1,470",937,"1,448",192,839,517,"2,337","1,027",375,591,314
2020년08월_여_10~19세,"28,447",848,488,633,"1,494","1,079",583,"1,585","2,442","2,663","1,213",786,"2,907","1,243","2,689",307,"1,325",782,"2,329","1,464",549,722,316
2020년08월_여_20~29세,"38,936","1,274","2,588","1,974","1,733","2,097",945,"2,048","1,240","2,347","1,817","4,325","2,684","1,625","2,191",385,"1,457","1,310","2,837","1,247","1,084",905,823
2020년08월_여_30~39세,"45,033","1,363","3,142","2,555","2,004","2,565","1,116","2,956","1,018","1,794","1,850","5,152","3,070","1,814","2,200",385,"1,517","1,393","3,801","1,663","1,100","1,380","1,195"
2020년08월_여_40~49세,"53,207","1,688","1,967","1,954","2,718","2,621","1,259","3,526","3,451","4,314","2,341","2,986","4,657","2,034","3,656",510,"2,032","1,555","3,951","2,468","1,078","1,631",810
2020년08월_여_50~59세,"39,981","1,285","1,414","1,523","2,060","2,115","1,213","2,000","1,679","3,201","1,595","2,045","2,180","1,829","2,739",559,"1,984","1,576","3,078","1,914","1,348","1,348","1,296"
2020년08월_여_60~69세,"31,771",967,"1,317","1,272","1,775","1,612",941,"1,342","1,000","2,060",850,"1,590","1,432","1,288","1,869",638,"1,548","1,246","2,717","1,513","1,397","1,444","1,953"
2020년08월_여_70~79세,"17,807",793,701,818,"1,313",932,525,928,508,"1,000",581,861,952,613,"1,057",353,609,561,"1,403",553,746,862,"1,138"
2020년08월_여_80~89세,"6,692",314,290,250,485,329,160,262,181,347,159,299,294,266,383,124,212,186,789,254,349,288,471
2020년08월_여_90~99세,"1,690",61,48,68,120,98,44,64,51,89,30,73,66,63,98,38,71,52,197,90,86,61,122
2020년08월_여_100세 이상,234,9,16,14,16,21,7,11,12,20,7,19,18,5,13,11,8,6,7,3,5,5,1
