카테고리,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2021년10월_계_총인구수,"436,499","4,914","23,260","4,142","19,044","20,071","9,262","10,962","9,117","8,487","17,976","7,691","30,125","6,525","36,704","36,973","22,374","24,823","35,888","16,797","27,145","28,646","11,732","23,841"
2021년10월_계_연령구간인구수,"436,499","4,914","23,260","4,142","19,044","20,071","9,262","10,962","9,117","8,487","17,976","7,691","30,125","6,525","36,704","36,973","22,374","24,823","35,888","16,797","27,145","28,646","11,732","23,841"
2021년10월_계_0~9세,"32,096",356,"2,255",162,"2,075","1,687",242,574,260,287,"1,077",167,"2,319",272,"3,413","4,369","1,274","1,520","2,484",842,"1,682","2,162",589,"2,028"
2021년10월_계_10~19세,"41,927",344,"2,014",201,"2,291","2,206",408,861,462,459,"1,116",339,"3,098",394,"3,862","3,234","1,685","2,373","4,817","1,494","2,424","4,222",585,"3,038"
2021년10월_계_20~29세,"61,352",559,"2,819",457,"2,055","2,349",958,"1,620","2,578","1,276","2,866","2,400","4,353",703,"4,191","3,755","3,941","3,663","5,284","2,346","4,248","4,139","1,287","3,505"
2021년10월_계_30~39세,"52,477",686,"3,565",460,"2,602","2,209",725,"1,164","1,135","1,018","2,027","1,060","3,897",762,"4,694","6,032","2,608","2,713","3,344","1,599","3,207","2,784","1,508","2,678"
2021년10월_계_40~49세,"70,263",677,"4,071",469,"3,679","3,399","1,060","1,392","1,043","1,000","2,579",811,"4,797",851,"6,859","6,508","3,042","3,843","6,450","2,370","3,677","5,649","1,528","4,509"
2021년10월_계_50~59세,"77,981",784,"3,255",837,"2,819","3,456","1,798","2,184","1,208","1,483","2,870","1,199","5,241","1,146","6,474","5,902","4,182","4,664","7,335","3,518","5,437","5,621","2,241","4,327"
2021년10월_계_60~69세,"57,106",772,"2,715",924,"1,971","2,508","2,053","1,813","1,269","1,623","2,739","1,004","3,980","1,325","4,276","4,450","3,247","3,574","3,631","2,784","3,896","2,218","2,291","2,043"
2021년10월_계_70~79세,"28,799",498,"1,606",431,"1,027","1,504","1,349",926,766,904,"1,729",477,"1,620",700,"2,105","1,920","1,559","1,687","1,676","1,164","1,628","1,172","1,255","1,096"
2021년10월_계_80~89세,"12,946",203,840,174,477,679,619,381,353,387,855,212,719,338,737,706,742,700,779,622,850,632,399,542
2021년10월_계_90~99세,"1,501",34,119,25,46,71,48,46,42,49,105,21,99,33,92,94,93,84,86,55,91,47,47,74
2021년10월_계_100세 이상,51,1,1,2,2,3,2,1,1,1,13,1,2,1,1,3,1,2,2,3,5,0,2,1
2021년10월_남_총인구수,"217,197","2,382","11,196","2,213","9,156","9,680","4,603","5,360","4,730","4,446","9,077","4,205","14,918","3,249","18,701","18,430","11,230","12,216","17,678","8,493","13,464","13,930","6,113","11,727"
2021년10월_남_연령구간인구수,"217,197","2,382","11,196","2,213","9,156","9,680","4,603","5,360","4,730","4,446","9,077","4,205","14,918","3,249","18,701","18,430","11,230","12,216","17,678","8,493","13,464","13,930","6,113","11,727"
2021년10월_남_0~9세,"16,421",172,"1,116",83,"1,037",878,127,281,133,151,529,88,"1,192",133,"1,790","2,268",667,801,"1,218",432,872,"1,123",293,"1,037"
2021년10월_남_10~19세,"21,780",165,"1,018",117,"1,159","1,122",224,446,238,265,561,181,"1,615",203,"1,982","1,631",892,"1,258","2,519",785,"1,314","2,205",296,"1,584"
2021년10월_남_20~29세,"33,094",297,"1,355",262,"1,051","1,250",559,899,"1,386",728,"1,718","1,405","2,351",406,"2,237","2,029","2,065","1,937","2,857","1,317","2,283","2,208",709,"1,785"
2021년10월_남_30~39세,"27,700",355,"1,774",279,"1,216","1,063",423,639,719,638,"1,134",663,"2,059",446,"2,429","3,036","1,459","1,489","1,685",903,"1,731","1,332",885,"1,343"
2021년10월_남_40~49세,"34,465",361,"2,023",266,"1,762","1,592",605,664,594,578,"1,355",478,"2,270",460,"3,462","3,355","1,517","1,862","2,959","1,193","1,685","2,445",851,"2,128"
2021년10월_남_50~59세,"38,663",412,"1,566",441,"1,382","1,676",937,"1,014",613,754,"1,447",604,"2,509",562,"3,436","2,867","2,038","2,192","3,640","1,740","2,578","2,837","1,191","2,227"
2021년10월_남_60~69세,"27,759",335,"1,316",497,905,"1,187",986,874,594,744,"1,273",494,"1,921",616,"2,108","2,160","1,594","1,688","1,847","1,389","1,967","1,125","1,130","1,009"
2021년10월_남_70~79세,"12,467",212,685,210,436,645,514,407,319,423,731,207,723,301,976,846,700,713,691,526,725,435,590,452
2021년10월_남_80~89세,"4,535",61,319,50,193,250,219,124,121,159,299,78,266,118,269,228,282,260,244,200,285,207,155,148
2021년10월_남_90~99세,306,12,24,8,15,17,9,12,13,6,25,6,12,4,12,10,16,16,18,8,23,13,13,14
2021년10월_남_100세 이상,7,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0
2021년10월_여_총인구수,"219,302","2,532","12,064","1,929","9,888","10,391","4,659","5,602","4,387","4,041","8,899","3,486","15,207","3,276","18,003","18,543","11,144","12,607","18,210","8,304","13,681","14,716","5,619","12,114"
2021년10월_여_연령구간인구수,"219,302","2,532","12,064","1,929","9,888","10,391","4,659","5,602","4,387","4,041","8,899","3,486","15,207","3,276","18,003","18,543","11,144","12,607","18,210","8,304","13,681","14,716","5,619","12,114"
2021년10월_여_0~9세,"15,675",184,"1,139",79,"1,038",809,115,293,127,136,548,79,"1,127",139,"1,623","2,101",607,719,"1,266",410,810,"1,039",296,991
2021년10월_여_10~19세,"20,147",179,996,84,"1,132","1,084",184,415,224,194,555,158,"1,483",191,"1,880","1,603",793,"1,115","2,298",709,"1,110","2,017",289,"1,454"
2021년10월_여_20~29세,"28,258",262,"1,464",195,"1,004","1,099",399,721,"1,192",548,"1,148",995,"2,002",297,"1,954","1,726","1,876","1,726","2,427","1,029","1,965","1,931",578,"1,720"
2021년10월_여_30~39세,"24,777",331,"1,791",181,"1,386","1,146",302,525,416,380,893,397,"1,838",316,"2,265","2,996","1,149","1,224","1,659",696,"1,476","1,452",623,"1,335"
2021년10월_여_40~49세,"35,798",316,"2,048",203,"1,917","1,807",455,728,449,422,"1,224",333,"2,527",391,"3,397","3,153","1,525","1,981","3,491","1,177","1,992","3,204",677,"2,381"
2021년10월_여_50~59세,"39,318",372,"1,689",396,"1,437","1,780",861,"1,170",595,729,"1,423",595,"2,732",584,"3,038","3,035","2,144","2,472","3,695","1,778","2,859","2,784","1,050","2,100"
2021년10월_여_60~69세,"29,347",437,"1,399",427,"1,066","1,321","1,067",939,675,879,"1,466",510,"2,059",709,"2,168","2,290","1,653","1,886","1,784","1,395","1,929","1,093","1,161","1,034"
2021년10월_여_70~79세,"16,332",286,921,221,591,859,835,519,447,481,998,270,897,399,"1,129","1,074",859,974,985,638,903,737,665,644
2021년10월_여_80~89세,"8,411",142,521,124,284,429,400,257,232,228,556,134,453,220,468,478,460,440,535,422,565,425,244,394
2021년10월_여_90~99세,"1,195",22,95,17,31,54,39,34,29,43,80,15,87,29,80,84,77,68,68,47,68,34,34,60
2021년10월_여_100세 이상,44,1,1,2,2,3,2,1,1,1,8,0,2,1,1,3,1,2,2,3,4,0,2,1
