카테고리,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2020년09월_계_80~89세,"23,258","6,141",237,544,348,453,467,339,418,454,417,719,288,905,552,"6,014",498,390,394,452,449,573,498,734,587,591,848,"5,753",671,461,552,542,623,442,843,237,442,687,253,"5,350",821,"1,059",492,663,462,486,966,401
2020년09월_계_90~99세,"3,384",982,42,101,48,60,75,38,75,77,59,107,40,162,98,861,70,57,59,69,53,79,69,103,77,95,130,808,102,55,74,82,83,55,125,24,72,115,21,733,125,154,70,59,53,60,144,68
2020년09월_계_100세 이상,192,58,2,9,1,6,3,4,7,4,1,5,2,7,7,48,1,3,9,6,4,6,3,3,5,2,6,36,6,6,4,3,3,2,5,0,3,2,2,50,10,5,9,7,5,3,9,2
2020년09월_남_총인구수,"425,345","93,049","1,196","2,594","2,032","3,525","2,102","2,870","3,590","4,453","5,415","14,584","6,719","27,172","16,797","98,107","5,339","1,747","4,044","7,108","7,457","7,436","13,469","15,359","6,982","6,806","22,360","134,895","11,637","5,569","9,264","8,730","26,369","8,306","25,161","5,189","13,118","14,415","7,137","99,294","10,181","36,769","2,489","6,271","4,474","6,022","23,981","9,107"
2020년09월_남_연령구간인구수,"425,345","93,049","1,196","2,594","2,032","3,525","2,102","2,870","3,590","4,453","5,415","14,584","6,719","27,172","16,797","98,107","5,339","1,747","4,044","7,108","7,457","7,436","13,469","15,359","6,982","6,806","22,360","134,895","11,637","5,569","9,264","8,730","26,369","8,306","25,161","5,189","13,118","14,415","7,137","99,294","10,181","36,769","2,489","6,271","4,474","6,022","23,981","9,107"
2020년09월_남_0~9세,"38,359","8,035",23,56,57,214,49,125,134,230,338,"1,280",802,"2,853","1,874","7,332",330,47,143,732,352,369,"1,238","1,381",300,356,"2,084","12,500","1,210",334,"1,154",510,"3,132",333,"2,265",265,932,"1,080","1,285","10,492",814,"5,231",49,272,176,368,"2,293","1,289"
2020년09월_남_10~19세,"45,063","10,233",39,112,66,222,105,231,213,355,488,"1,922","1,012","3,440","2,028","10,862",376,73,287,699,524,508,"2,108","2,255",543,617,"2,872","13,877","1,154",547,705,807,"3,510",589,"3,345",306,"1,220","1,221",473,"10,091","1,013","3,835",95,360,322,453,"2,818","1,195"
2020년09월_남_20~29세,"65,137","13,072",102,206,186,443,187,443,544,621,728,"2,061",849,"4,131","2,571","15,515",687,112,523,924,"1,771","1,280","1,995","2,500","1,171",993,"3,559","22,211","1,499",794,"1,072","1,386","4,009","1,933","4,051","1,073","2,433","2,797","1,164","14,339","1,422","5,010",222,"1,113",649,"1,004","3,958",961
2020년09월_남_30~39세,"62,191","11,384",76,187,139,392,146,314,417,481,655,"1,614",778,"3,812","2,373","11,999",592,134,438,960,"1,148",920,"1,607","1,732",755,706,"3,007","21,807","1,911",624,"1,917","1,103","4,434","1,109","3,025",939,"2,340","2,532","1,873","17,001","1,141","8,554",197,840,498,724,"3,571","1,476"
2020년09월_남_40~49세,"69,238","14,853",116,255,226,438,266,399,480,637,839,"2,558","1,212","4,656","2,771","15,432",663,217,583,"1,068",993,"1,033","2,460","2,642",969,901,"3,903","22,021","2,145",835,"1,377","1,289","5,002","1,086","4,113",755,"2,153","2,242","1,024","16,932","1,682","6,672",291,907,668,970,"3,909","1,833"
2020년09월_남_50~59세,"69,156","16,267",250,517,487,696,437,486,640,827,964,"2,504","1,098","4,505","2,856","17,148","1,175",354,840,"1,147","1,044","1,333","2,334","2,789","1,295","1,365","3,472","21,622","1,717","1,092","1,416","1,724","3,789","1,422","4,551",862,"2,108","2,268",673,"14,119","1,891","3,931",548,"1,093",809,982,"3,727","1,138"
2020년09월_남_60~69세,"46,553","11,489",328,670,501,666,452,448,602,686,814,"1,554",575,"2,598","1,595","12,019",940,407,721,977,890,"1,203","1,075","1,275","1,094","1,177","2,260","13,268","1,140",777,978,"1,212","1,665","1,124","2,608",631,"1,267","1,460",406,"9,777","1,306","2,236",583,903,716,829,"2,466",738
2020년09월_남_70~79세,"21,068","5,407",168,373,256,285,279,287,362,437,425,823,281,885,546,"5,526",395,265,343,425,542,566,466,526,617,485,896,"5,519",624,408,451,509,599,553,878,270,492,578,157,"4,616",643,951,308,526,452,491,908,337
2020년09월_남_80~89세,"7,837","2,069",83,185,106,148,160,130,173,165,150,248,102,264,155,"2,090",162,128,148,167,179,203,174,243,226,183,277,"1,912",214,149,180,173,216,147,294,83,160,219,77,"1,766",239,321,172,243,173,187,305,126
2020년09월_남_90~99세,693,228,11,32,8,19,20,7,23,14,14,19,10,26,25,169,18,9,13,8,14,19,12,16,11,22,27,152,20,7,13,17,13,10,31,5,13,18,5,144,26,27,21,13,8,12,23,14
2020년09월_남_100세 이상,50,12,0,1,0,2,1,0,2,0,0,1,0,2,3,15,1,1,5,1,0,2,0,0,1,1,3,6,3,2,1,0,0,0,0,0,0,0,0,17,4,1,3,1,3,2,3,0
2020년09월_여_총인구수,"418,765","93,954","1,108","2,475","1,953","3,433","1,970","2,932","3,427","4,604","5,559","15,386","6,911","26,876","17,320","99,376","4,887","1,633","3,876","7,496","7,575","7,436","13,576","16,058","6,826","6,933","23,080","130,943","11,801","5,319","8,796","8,753","25,546","7,993","26,206","4,624","11,519","14,045","6,341","94,492","9,580","32,466","2,194","6,193","4,348","5,644","24,621","9,446"
2020년09월_여_연령구간인구수,"418,765","93,954","1,108","2,475","1,953","3,433","1,970","2,932","3,427","4,604","5,559","15,386","6,911","26,876","17,320","99,376","4,887","1,633","3,876","7,496","7,575","7,436","13,576","16,058","6,826","6,933","23,080","130,943","11,801","5,319","8,796","8,753","25,546","7,993","26,206","4,624","11,519","14,045","6,341","94,492","9,580","32,466","2,194","6,193","4,348","5,644","24,621","9,446"
2020년09월_여_0~9세,"36,853","7,857",22,57,50,223,56,100,98,203,340,"1,292",774,"2,710","1,932","7,066",323,47,178,717,347,355,"1,228","1,302",280,352,"1,937","11,986","1,164",364,"1,165",456,"3,045",315,"2,093",254,889,"1,016","1,225","9,944",761,"4,955",52,275,183,335,"2,154","1,229"
2020년09월_여_10~19세,"41,458","9,343",28,103,66,216,98,201,196,351,470,"1,810",955,"3,016","1,833","9,932",297,54,269,737,498,504,"1,983","2,009",461,534,"2,586","12,831","1,090",513,576,751,"3,130",552,"3,173",302,"1,163","1,158",423,"9,352",924,"3,539",89,395,271,434,"2,547","1,153"
2020년09월_여_20~29세,"54,418","11,039",77,138,140,323,127,383,425,473,644,"1,873",731,"3,467","2,238","13,064",482,79,427,816,"1,661","1,042","1,681","2,128",890,771,"3,087","18,831","1,564",652,950,"1,221","3,437","1,477","3,463",925,"1,866","2,471",805,"11,484",958,"3,722",144,966,479,758,"3,480",977
2020년09월_여_30~39세,"56,723","10,984",59,93,107,327,103,263,303,379,568,"1,664",849,"3,775","2,494","11,329",499,86,354,"1,039",887,729,"1,650","1,826",610,601,"3,048","19,569","1,967",529,"1,652",863,"4,296",772,"3,220",685,"1,676","2,193","1,716","14,841","1,029","7,078",103,640,357,525,"3,465","1,644"
2020년09월_여_40~49세,"67,612","15,078",69,168,149,390,156,374,382,609,774,"2,768","1,349","4,900","2,990","15,881",630,134,470,"1,058",916,878,"2,813","3,115",863,827,"4,177","21,394","1,962",735,"1,190","1,271","5,106","1,004","4,698",610,"1,844","2,167",807,"15,259","1,489","5,711",144,700,521,782,"4,199","1,713"
2020년09월_여_50~59세,"68,907","16,267",223,444,405,660,336,510,581,863,968,"2,566","1,056","4,539","3,116","17,651","1,050",271,764,"1,277","1,193","1,442","2,188","2,856","1,314","1,466","3,830","21,484","1,582",983,"1,324","1,878","3,523","1,568","5,061",750,"1,997","2,229",589,"13,505","1,663","3,257",377,"1,013",800,"1,006","4,224","1,165"
2020년09월_여_60~69세,"48,469","11,700",263,590,437,600,402,491,683,827,881,"1,835",615,"2,531","1,545","12,874",799,361,672,"1,017","1,109","1,326","1,116","1,413","1,236","1,178","2,647","13,735","1,222",755,983,"1,290","1,761","1,275","2,763",597,"1,210","1,507",372,"10,160","1,248","2,236",503,"1,016",866,871,"2,625",795
2020년09월_여_70~79세,"26,071","6,814",180,446,316,344,328,366,457,543,601,"1,015",364,"1,156",698,"6,930",419,289,446,484,651,726,533,828,741,722,"1,091","6,586",708,424,520,586,768,688,"1,087",328,530,737,210,"5,741",821,"1,099",407,716,535,585,"1,139",439
2020년09월_여_80~89세,"15,421","4,072",154,359,242,305,307,209,245,289,267,471,186,641,397,"3,924",336,262,246,285,270,370,324,491,361,408,571,"3,841",457,312,372,369,407,295,549,154,282,468,176,"3,584",582,738,320,420,289,299,661,275
2020년09월_여_90~99세,"2,691",754,31,69,40,41,55,31,52,63,45,88,30,136,73,692,52,48,46,61,39,60,57,87,66,73,103,656,82,48,61,65,70,45,94,19,59,97,16,589,99,127,49,46,45,48,121,54
2020년09월_여_100세 이상,142,46,2,8,1,4,2,4,5,4,1,4,2,5,4,33,0,2,4,5,4,4,3,3,4,1,3,30,3,4,3,3,3,2,5,0,3,2,2,33,6,4,6,6,2,1,6,2
