카테고리,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2021년12월_남_40~49세,"51,382","24,636",469,291,860,385,401,610,898,"1,571","3,083",902,"3,472",731,814,"1,507",716,645,941,"3,256","3,084","26,746",919,"1,418",771,"2,857","1,657",496,644,667,943,"1,279","1,385","5,891","1,887",980,"2,662","2,290",0
2021년12월_남_50~59세,"52,882","27,689",631,340,941,467,548,775,"1,084","1,696","3,448","1,097","3,691","1,019","1,136","2,072",838,820,"1,068","2,940","3,078","25,193","1,094","1,374",910,"2,634","1,406",585,771,797,"1,010","1,439","1,674","4,551","2,191","1,158","2,304","1,295",0
2021년12월_남_60~69세,"38,507","20,880",684,393,958,441,605,752,"1,033","1,001","2,042","1,119","2,956",879,"1,119","1,455",825,762,"1,000","1,780","1,076","17,627","1,129","1,041",849,"1,451","1,037",473,712,712,859,"1,024","1,381","2,355","1,600",966,"1,525",513,0
2021년12월_남_70~79세,"20,101","10,886",447,287,682,309,383,497,556,452,958,634,"1,398",440,573,640,519,445,563,682,421,"9,215",777,708,609,772,577,283,568,420,427,462,606,914,807,454,663,168,0
2021년12월_남_80~89세,"7,665","4,075",204,134,305,125,157,169,231,156,415,250,452,132,157,267,207,138,230,176,170,"3,590",432,278,271,303,235,136,220,141,161,193,229,281,263,174,223,50,0
2021년12월_남_90~99세,708,392,20,11,32,13,13,11,30,16,34,23,47,11,16,36,16,14,23,18,8,316,41,17,17,24,19,10,21,8,16,17,26,31,28,14,23,4,0
2021년12월_남_100세 이상,8,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0
2021년12월_여_총인구수,"333,842","172,310","3,691","2,027","6,092","2,751","3,164","4,397","7,439","9,855","21,049","6,675","23,738","5,903","6,971","11,333","5,590","5,254","7,777","20,252","18,352","161,532","7,209","9,484","5,561","16,254","10,267","3,587","4,957","3,410","6,243","6,917","10,363","32,171","13,369","6,104","15,224","10,412",0
2021년12월_여_연령구간인구수,"333,842","172,310","3,691","2,027","6,092","2,751","3,164","4,397","7,439","9,855","21,049","6,675","23,738","5,903","6,971","11,333","5,590","5,254","7,777","20,252","18,352","161,532","7,209","9,484","5,561","16,254","10,267","3,587","4,957","3,410","6,243","6,917","10,363","32,171","13,369","6,104","15,224","10,412",0
2021년12월_여_0~9세,"25,066","11,173",145,48,257,129,126,126,401,644,"1,552",242,"1,846",309,319,727,243,248,416,"2,045","1,350","13,893",272,690,246,"1,201",958,104,188,131,495,399,679,"3,949",945,395,"1,772","1,469",0
2021년12월_여_10~19세,"33,881","16,606",226,65,352,169,192,299,581,"1,231","2,325",375,"2,516",505,581,"1,112",416,426,726,"2,381","2,128","17,275",455,"1,137",316,"1,955",791,151,286,216,496,597,"1,211","4,366","1,487",459,"1,491","1,861",0
2021년12월_여_20~29세,"43,860","23,382",373,173,624,292,307,456,"1,094","1,590","3,061",636,"2,754",766,920,"1,358",634,675,930,"3,013","3,726","20,478",799,"1,057",755,"2,227","1,652","1,070",691,343,827,931,"1,186","3,731","1,823",680,"1,729",977,0
2021년12월_여_30~39세,"39,991","19,302",362,152,603,253,236,338,777,"1,142","2,609",568,"2,534",553,644,"1,061",521,529,814,"2,692","2,914","20,689",572,946,575,"1,914","1,681",383,461,275,851,821,969,"4,991","1,408",782,"2,517","1,543",0
2021년12월_여_40~49세,"53,546","26,733",399,181,750,323,361,517,"1,015","1,758","3,643",767,"3,906",828,874,"1,753",703,681,"1,086","3,646","3,542","26,813",836,"1,591",630,"3,052","1,432",318,545,379,890,"1,129","1,646","6,385","2,095",812,"2,549","2,524",0
2021년12월_여_50~59세,"54,394","29,483",575,306,942,396,495,730,"1,321","1,657","3,674","1,123","4,053","1,157","1,412","2,290",966,934,"1,423","3,263","2,766","24,911","1,150","1,469",874,"2,620","1,385",491,786,582,"1,034","1,215","1,821","4,515","2,425","1,053","2,324","1,167",0
2021년12월_여_60~69세,"42,622","23,611",756,471,"1,155",478,680,947,"1,216","1,034","2,202","1,296","3,367",971,"1,255","1,581","1,008",935,"1,256","1,921","1,082","19,011","1,258","1,280","1,035","1,608","1,184",502,922,691,892,936,"1,542","2,476","1,691",910,"1,563",521,0
2021년12월_여_70~79세,"24,879","13,465",517,391,852,415,433,622,634,472,"1,227","1,008","1,680",496,615,833,712,562,690,784,522,"11,414","1,144",859,748,"1,036",746,353,712,504,472,524,792,"1,077",912,560,769,206,0
2021년12월_여_80~89세,"13,194","7,181",285,196,465,257,280,319,346,266,660,554,919,268,295,502,330,222,355,405,257,"6,013",628,390,331,550,370,179,326,249,245,312,439,560,492,391,435,116,0
2021년12월_여_90~99세,"2,346","1,336",52,44,89,38,53,42,53,58,95,105,156,48,56,112,55,41,78,100,61,"1,010",92,63,50,87,67,36,38,39,41,52,76,121,88,62,71,27,0
2021년12월_여_100세 이상,63,38,1,0,3,1,1,1,1,3,1,1,7,2,0,4,2,1,3,2,4,25,3,2,1,4,1,0,2,1,0,1,2,0,3,0,4,1,0
