카테고리,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2021년12월_계_총인구수,"657,269","335,804","7,398","4,023","11,917","5,414","6,269","8,619","14,335","19,688","40,880","12,874","45,827","11,502","13,436","21,952","10,731","10,040","14,686","39,426","36,787","321,465","14,084","18,232","11,097","31,930","20,831","7,809","9,782","7,519","12,462","14,481","19,907","63,781","26,102","12,573","30,638","20,237",0
2021년12월_계_연령구간인구수,"657,269","335,804","7,398","4,023","11,917","5,414","6,269","8,619","14,335","19,688","40,880","12,874","45,827","11,502","13,436","21,952","10,731","10,040","14,686","39,426","36,787","321,465","14,084","18,232","11,097","31,930","20,831","7,809","9,782","7,519","12,462","14,481","19,907","63,781","26,102","12,573","30,638","20,237",0
2021년12월_계_0~9세,"51,443","23,057",317,100,554,279,257,282,850,"1,304","3,185",528,"3,732",647,659,"1,429",541,498,927,"4,199","2,769","28,386",581,"1,363",512,"2,407","1,975",203,391,272,942,806,"1,360","8,103","1,916",850,"3,702","3,003",0
2021년12월_계_10~19세,"70,071","34,610",454,145,749,358,421,603,"1,275","2,583","4,776",818,"5,214","1,042","1,179","2,372",881,850,"1,454","5,003","4,433","35,461","1,020","2,276",683,"3,972","1,647",309,625,464,"1,009","1,188","2,421","9,006","3,040",951,"3,096","3,754",0
2021년12월_계_20~29세,"92,498","48,640",816,378,"1,341",587,656,"1,021","2,206","3,274","6,242","1,379","5,768","1,642","1,945","3,007","1,362","1,424","1,990","6,115","7,487","43,858","1,697","2,279","1,535","4,660","3,560","2,487","1,483",875,"1,687","2,025","2,605","7,963","3,827","1,544","3,692","1,939",0
2021년12월_계_30~39세,"80,960","39,088",771,355,"1,238",542,525,721,"1,586","2,387","5,195","1,269","5,008","1,189","1,331","2,092","1,050","1,068","1,599","5,136","6,026","41,872","1,283","1,824","1,271","3,893","3,533",948,"1,016",718,"1,834","1,877","1,902","9,551","2,837","1,694","5,032","2,659",0
2021년12월_계_40~49세,"104,928","51,369",868,472,"1,610",708,762,"1,127","1,913","3,329","6,726","1,669","7,378","1,559","1,688","3,260","1,419","1,326","2,027","6,902","6,626","53,559","1,755","3,009","1,401","5,909","3,089",814,"1,189","1,046","1,833","2,408","3,031","12,276","3,982","1,792","5,211","4,814",0
2021년12월_계_50~59세,"107,276","57,172","1,206",646,"1,883",863,"1,043","1,505","2,405","3,353","7,122","2,220","7,744","2,176","2,548","4,362","1,804","1,754","2,491","6,203","5,844","50,104","2,244","2,843","1,784","5,254","2,791","1,076","1,557","1,379","2,044","2,654","3,495","9,066","4,616","2,211","4,628","2,462",0
2021년12월_계_60~69세,"81,129","44,491","1,440",864,"2,113",919,"1,285","1,699","2,249","2,035","4,244","2,415","6,323","1,850","2,374","3,036","1,833","1,697","2,256","3,701","2,158","36,638","2,387","2,321","1,884","3,059","2,221",975,"1,634","1,403","1,751","1,960","2,923","4,831","3,291","1,876","3,088","1,034",0
2021년12월_계_70~79세,"44,980","24,351",964,678,"1,534",724,816,"1,119","1,190",924,"2,185","1,642","3,078",936,"1,188","1,473","1,231","1,007","1,253","1,466",943,"20,629","1,921","1,567","1,357","1,808","1,323",636,"1,280",924,899,986,"1,398","1,991","1,719","1,014","1,432",374,0
2021년12월_계_80~89세,"20,859","11,256",489,330,770,382,437,488,577,422,"1,075",804,"1,371",400,452,769,537,360,585,581,427,"9,603","1,060",668,602,853,605,315,546,390,406,505,668,841,755,565,658,166,0
2021년12월_계_90~99세,"3,054","1,728",72,55,121,51,66,53,83,74,129,128,203,59,72,148,71,55,101,118,69,"1,326",133,80,67,111,86,46,59,47,57,69,102,152,116,76,94,31,0
2021년12월_계_100세 이상,71,42,1,0,4,1,1,1,1,3,1,2,8,2,0,4,2,1,3,2,5,29,3,2,1,4,1,0,2,1,0,3,2,1,3,0,5,1,0
2021년12월_남_총인구수,"323,427","163,494","3,707","1,996","5,825","2,663","3,105","4,222","6,896","9,833","19,831","6,199","22,089","5,599","6,465","10,619","5,141","4,786","6,909","19,174","18,435","159,933","6,875","8,748","5,536","15,676","10,564","4,222","4,825","4,109","6,219","7,564","9,544","31,610","12,733","6,469","15,414","9,825",0
2021년12월_남_연령구간인구수,"323,427","163,494","3,707","1,996","5,825","2,663","3,105","4,222","6,896","9,833","19,831","6,199","22,089","5,599","6,465","10,619","5,141","4,786","6,909","19,174","18,435","159,933","6,875","8,748","5,536","15,676","10,564","4,222","4,825","4,109","6,219","7,564","9,544","31,610","12,733","6,469","15,414","9,825",0
2021년12월_남_0~9세,"26,377","11,884",172,52,297,150,131,156,449,660,"1,633",286,"1,886",338,340,702,298,250,511,"2,154","1,419","14,493",309,673,266,"1,206","1,017",99,203,141,447,407,681,"4,154",971,455,"1,930","1,534",0
2021년12월_남_10~19세,"36,190","18,004",228,80,397,189,229,304,694,"1,352","2,451",443,"2,698",537,598,"1,260",465,424,728,"2,622","2,305","18,186",565,"1,139",367,"2,017",856,158,339,248,513,591,"1,210","4,640","1,553",492,"1,605","1,893",0
2021년12월_남_20~29세,"48,638","25,258",443,205,717,295,349,565,"1,112","1,684","3,181",743,"3,014",876,"1,025","1,649",728,749,"1,060","3,102","3,761","23,380",898,"1,222",780,"2,433","1,908","1,417",792,532,860,"1,094","1,419","4,232","2,004",864,"1,963",962,0
2021년12월_남_30~39세,"40,969","19,786",409,203,635,289,289,383,809,"1,245","2,586",701,"2,474",636,687,"1,031",529,539,785,"2,444","3,112","21,183",711,878,696,"1,979","1,852",565,555,443,983,"1,056",933,"4,560","1,429",912,"2,515","1,116",0
