카테고리,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2021년05월_계_80~89세,"25,749","7,696",778,902,739,912,701,710,545,975,672,762,"7,698",287,698,578,999,962,666,933,712,460,639,423,341,"5,189",228,331,481,698,620,519,684,351,811,466,"5,166",341,364,575,485,556,557,290,451,351,250,459,487
2021년05월_계_90~99세,"3,961","1,251",116,139,123,137,107,106,86,169,129,139,"1,153",46,103,82,166,133,98,144,88,65,103,80,45,702,21,52,58,85,86,66,80,56,112,86,855,67,65,80,73,96,82,47,79,62,39,90,75
2021년05월_계_100세 이상,199,61,8,7,4,4,1,7,7,1,4,18,52,1,11,4,8,5,3,3,3,3,7,3,1,46,4,7,4,5,6,3,6,1,6,4,40,4,5,4,3,2,6,3,1,2,3,2,5
2021년05월_남_총인구수,"596,759","136,498","11,835","22,900","14,499","14,502","21,085","10,240","9,737","14,308","9,107","8,285","184,566","5,147","12,142","9,581","20,531","19,240","12,377","22,545","23,114","12,657","24,022","14,726","8,484","92,228","3,127","5,594","9,630","10,996","12,982","5,613","10,105","8,570","19,907","5,704","183,467","9,021","7,407","18,723","10,668","19,688","17,374","13,967","16,745","15,762","13,976","25,965","14,171"
2021년05월_남_연령구간인구수,"596,759","136,498","11,835","22,900","14,499","14,502","21,085","10,240","9,737","14,308","9,107","8,285","184,566","5,147","12,142","9,581","20,531","19,240","12,377","22,545","23,114","12,657","24,022","14,726","8,484","92,228","3,127","5,594","9,630","10,996","12,982","5,613","10,105","8,570","19,907","5,704","183,467","9,021","7,407","18,723","10,668","19,688","17,374","13,967","16,745","15,762","13,976","25,965","14,171"
2021년05월_남_0~9세,"48,615","8,981",679,"1,533","1,229",924,"1,840",431,561,744,699,341,"16,108",431,579,423,"1,585","1,163",688,"2,460","3,600",649,"2,835",842,853,"5,252",121,221,809,715,"1,004",209,444,565,"1,027",137,"18,274",544,455,"1,427",687,"2,211","1,770","1,271","1,278","1,763","2,238","2,870","1,760"
2021년05월_남_10~19세,"60,534","14,756",941,"2,370","1,854","1,579","3,496",606,932,"1,423","1,013",542,"17,091",323,811,794,"1,823","1,650","1,029","2,594","2,329",892,"2,812","1,122",912,"7,218",169,234,631,"1,027","1,452",365,707,962,"1,425",246,"21,469",940,781,"2,230","1,114","1,912","2,441","1,105","2,240","2,049","1,678","3,413","1,566"
2021년05월_남_20~29세,"98,045","23,898","1,861","6,308","2,164","2,208","3,213","1,375","1,504","2,269","1,482","1,514","28,092",785,"1,888","1,443","3,367","3,054","2,061","3,158","2,495","2,535","3,403","2,820","1,083","15,682",471,"1,003","1,342","1,605","2,114",744,"1,704","1,991","3,984",724,"30,373","1,684","1,243","3,574","1,988","3,353","2,485","3,090","3,522","2,434","1,620","3,829","1,551"
2021년05월_남_30~39세,"92,536","16,862","1,585","3,050","1,690","1,865","2,120","1,381","1,368","1,771",968,"1,064","29,839",893,"2,028","1,395","2,984","2,910","1,746","3,240","4,344","2,423","3,718","3,020","1,138","14,497",499,924,"1,776","1,335","1,697",637,"1,611","1,148","4,093",777,"31,338","1,252","1,022","3,046","1,663","3,641","2,600","3,757","2,336","2,399","2,588","4,481","2,553"
2021년05월_남_40~49세,"101,240","21,897","1,853","3,198","2,512","2,422","4,085","1,564","1,550","2,216","1,321","1,176","31,509",761,"1,976","1,558","3,095","3,154","1,884","4,024","4,529","1,913","4,299","2,721","1,595","14,554",489,824,"1,535","1,811","2,069",862,"1,561","1,291","3,256",856,"33,280","1,388","1,168","3,388","1,702","3,811","3,280","2,151","2,822","2,824","2,826","5,114","2,806"
2021년05월_남_50~59세,"98,039","24,317","2,193","3,354","2,614","2,615","3,934","1,984","1,769","2,688","1,746","1,420","30,377",891,"2,121","1,669","3,646","3,358","2,349","3,704","2,906","2,080","3,708","2,476","1,469","15,870",600,"1,021","1,553","1,938","2,468","1,086","1,773","1,296","2,952","1,183","27,475","1,619","1,313","2,878","1,788","2,475","2,834","1,610","2,752","2,578","1,845","3,830","1,953"
2021년05월_남_60~69세,"62,352","15,743","1,691","1,989","1,495","1,677","1,567","1,758","1,292","1,924","1,126","1,224","20,631",639,"1,670","1,397","2,642","2,509","1,703","2,181","1,949","1,480","2,297","1,221",943,"11,699",456,848,"1,164","1,516","1,398","1,002","1,388",850,"2,033","1,044","14,279","1,038",917,"1,442","1,128","1,507","1,308",645,"1,275","1,239",835,"1,679","1,266"
2021년05월_남_70~79세,"25,360","6,925",742,745,655,822,560,825,540,892,449,695,"7,990",305,762,668,"1,015","1,085",674,834,718,519,710,341,359,"5,402",227,372,614,757,546,514,679,329,841,523,"5,043",425,374,543,430,578,419,222,344,353,258,562,535
2021년05월_남_80~89세,"9,107","2,799",261,312,260,359,250,294,196,329,261,277,"2,667",109,271,214,347,329,221,315,224,151,220,148,118,"1,876",85,124,196,266,212,181,222,127,275,188,"1,765",119,122,184,151,181,215,103,163,115,80,166,166
2021년05월_남_90~99세,885,305,27,40,25,30,20,20,22,52,39,30,249,10,32,19,26,26,22,35,19,14,17,15,14,167,9,20,10,24,20,12,16,11,20,25,164,11,11,11,16,19,20,12,13,8,8,21,14
2021년05월_남_100세 이상,46,15,2,1,1,1,0,2,3,0,3,2,13,0,4,1,1,2,0,0,1,1,3,0,0,11,1,3,0,2,2,1,0,0,1,1,7,1,1,0,1,0,2,1,0,0,0,0,1
2021년05월_여_총인구수,"588,163","134,309","11,651","20,256","14,889","15,106","21,118","9,774","9,872","14,045","9,797","7,801","180,818","5,125","11,383","9,428","20,021","18,516","12,141","23,059","23,321","12,123","24,856","12,591","8,254","90,616","2,801","4,870","9,452","11,579","13,402","5,400","10,143","8,500","19,491","4,978","182,420","8,927","7,527","17,457","11,152","19,197","17,978","12,378","16,069","15,508","14,019","27,025","15,183"
2021년05월_여_연령구간인구수,"588,163","134,309","11,651","20,256","14,889","15,106","21,118","9,774","9,872","14,045","9,797","7,801","180,818","5,125","11,383","9,428","20,021","18,516","12,141","23,059","23,321","12,123","24,856","12,591","8,254","90,616","2,801","4,870","9,452","11,579","13,402","5,400","10,143","8,500","19,491","4,978","182,420","8,927","7,527","17,457","11,152","19,197","17,978","12,378","16,069","15,508","14,019","27,025","15,183"
2021년05월_여_0~9세,"45,654","8,494",643,"1,477","1,181",918,"1,627",399,558,681,677,333,"15,116",409,540,480,"1,447","1,149",686,"2,334","3,280",613,"2,602",779,797,"5,100",118,200,773,736,929,181,414,578,"1,042",129,"16,944",539,386,"1,326",591,"2,072","1,686","1,219","1,247","1,638","2,008","2,582","1,650"
2021년05월_여_10~19세,"56,450","13,378",874,"1,983","1,595","1,509","3,281",573,786,"1,285","1,006",486,"15,835",279,750,705,"1,678","1,479",992,"2,344","2,320",781,"2,577","1,075",855,"6,915",145,238,684,"1,043","1,436",318,654,784,"1,406",207,"20,322",894,703,"2,121","1,098","1,723","2,292","1,021","2,032","1,969","1,560","3,403","1,506"
2021년05월_여_20~29세,"88,269","19,726","1,529","3,953","1,884","2,102","3,008","1,274","1,471","1,994","1,396","1,115","25,623",735,"1,666","1,251","2,880","2,707","1,824","2,972","2,500","2,526","3,136","2,471",955,"14,712",408,806,"1,330","1,540","1,963",615,"1,498","1,639","4,126",787,"28,208","1,365","1,238","2,866","1,768","3,165","2,389","2,386","3,052","2,049","1,677","4,614","1,639"
2021년05월_여_30~39세,"84,883","15,229","1,399","2,667","1,721","1,722","2,226","1,038","1,218","1,450","1,039",749,"27,122",793,"1,484","1,129","2,729","2,333","1,486","3,287","4,544","2,032","4,020","2,200","1,085","12,218",422,719,"1,467","1,250","1,726",514,"1,253","1,046","3,277",544,"30,314","1,101",871,"2,469","1,505","3,576","2,746","2,916","2,062","2,499","2,847","4,945","2,777"
2021년05월_여_40~49세,"99,635","22,277","1,764","3,188","2,756","2,513","4,671","1,298","1,510","2,117","1,521",939,"29,401",688,"1,690","1,438","2,936","2,791","1,743","4,072","4,046","1,756","4,610","2,103","1,528","13,534",349,608,"1,331","1,855","2,305",701,"1,368","1,408","3,049",560,"34,423","1,497","1,210","3,378","1,951","3,489","3,649","2,035","3,187","2,938","2,774","5,485","2,830"
2021년05월_여_50~59세,"98,326","24,313","2,153","3,367","2,691","2,692","3,599","1,907","1,856","2,704","2,055","1,289","31,191",963,"2,066","1,709","3,776","3,320","2,407","3,960","3,151","2,030","4,197","2,161","1,451","15,374",482,874,"1,542","2,065","2,596",944,"1,821","1,382","2,821",847,"27,448","1,645","1,424","2,750","1,980","2,340","2,910","1,590","2,630","2,582","1,836","3,506","2,255"
2021년05월_여_60~69세,"63,852","16,240","1,745","1,956","1,646","1,852","1,396","1,824","1,378","1,971","1,043","1,429","21,131",688,"1,814","1,494","2,622","2,668","1,738","2,262","2,040","1,431","2,397","1,042",935,"12,213",459,766,"1,279","1,642","1,321","1,065","1,658",935,"2,138",950,"14,268","1,126",935,"1,443","1,288","1,648","1,255",631,"1,036","1,082",816,"1,497","1,511"
2021년05월_여_70~79세,"31,223","8,763",932,970,835,"1,135",771,954,678,"1,079",558,851,"9,425",355,868,792,"1,154","1,326",741,"1,098",881,592,808,417,393,"6,667",260,416,709,952,648,668,945,458,999,612,"6,368",479,460,640,578,730,643,356,468,459,297,629,629
2021년05월_여_80~89세,"16,642","4,897",517,590,479,553,451,416,349,646,411,485,"5,031",178,427,364,652,633,445,618,488,309,419,275,223,"3,313",143,207,285,432,408,338,462,224,536,278,"3,401",222,242,391,334,375,342,187,288,236,170,293,321
2021년05월_여_90~99세,"3,076",946,89,99,98,107,87,86,64,117,90,109,904,36,71,63,140,107,76,109,69,51,86,65,31,535,12,32,48,61,66,54,64,45,92,61,691,56,54,69,57,77,62,35,66,54,31,69,61
2021년05월_여_100세 이상,153,46,6,6,3,3,1,5,4,1,1,16,39,1,7,3,7,3,3,3,2,2,4,3,1,35,3,4,4,3,4,2,6,1,5,3,33,3,4,4,2,2,4,2,1,2,3,2,4
