카테고리,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2020년03월_여_연령구간인구수,"274,311","11,147","14,364","16,220","19,460","20,530","14,638","12,073","13,098","14,194","10,852","19,472","20,443","10,567","13,707","12,842","18,301","12,239","11,297","8,867"
2020년03월_여_0~9세,"17,170",648,901,"1,164","1,116","1,493",614,790,810,942,624,"1,132","1,210",513,732,593,"1,343","1,284",747,514
2020년03월_여_10~19세,"26,870",857,"1,110","1,099","1,441","2,290","1,534","1,425","2,273","2,774","1,094","1,772","1,682",970,"1,003","1,080","1,562","1,093","1,069",742
2020년03월_여_20~29세,"35,864","1,620","1,527","1,832","3,291","3,316","2,307","1,607","1,617","1,441","1,247","2,153","2,701","1,674","1,497","1,657","2,412","1,406","1,302","1,257"
2020년03월_여_30~39세,"33,587","1,333","1,699","2,437","2,722","2,699","1,379","1,360","1,070","1,198","1,030","2,281","2,517","1,185","1,421","1,288","2,701","2,501","1,456","1,310"
2020년03월_여_40~49세,"46,631","1,686","2,196","2,364","2,760","3,556","2,481","2,277","2,953","3,779","1,938","3,165","3,112","1,650","2,036","1,974","3,185","2,039","2,011","1,469"
2020년03월_여_50~59세,"45,716","1,830","2,414","2,635","3,121","3,096","2,629","2,044","2,228","2,091","1,838","2,993","3,806","2,022","2,439","2,352","3,052","1,601","1,945","1,580"
2020년03월_여_60~69세,"35,113","1,625","2,384","2,473","2,792","2,222","1,838","1,267","1,062",999,"1,373","2,695","2,927","1,395","2,205","1,916","2,105","1,242","1,477","1,116"
2020년03월_여_70~79세,"20,967","1,054","1,350","1,405","1,458","1,185","1,115",782,656,581,"1,120","2,075","1,557",742,"1,556","1,277","1,131",650,772,501
2020년03월_여_80~89세,"10,432",399,658,689,635,564,648,448,360,339,497,"1,034",752,343,693,584,672,359,435,323
2020년03월_여_90~99세,"1,778",85,113,110,111,101,88,70,59,41,78,161,163,67,105,100,133,60,80,53
2020년03월_여_100세 이상,183,10,12,12,13,8,5,3,10,9,13,11,16,6,20,21,5,4,3,2
