카테고리,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2021년09월_계_80~89세,"25,765","6,476",443,361,327,559,526,444,463,459,493,506,190,323,136,901,80,176,89,"5,937","1,016",379,197,745,292,806,673,424,347,484,574,"13,352",747,677,269,250,431,936,654,526,911,457,644,394,475,610,797,384,432,478,"1,087",483,"1,274",436
2021년09월_계_90~99세,"4,197",872,53,68,42,60,76,55,45,59,50,64,23,36,38,142,15,29,17,849,147,47,22,101,30,92,101,56,52,92,109,"2,476",135,105,47,35,75,119,123,114,162,86,145,81,90,97,138,65,73,86,223,100,287,90
2021년09월_계_100세 이상,202,60,1,5,1,4,6,2,1,9,8,8,2,2,2,4,1,1,3,61,9,1,33,4,0,3,1,7,1,1,1,81,6,3,2,1,2,7,4,1,5,1,4,1,5,3,10,2,6,1,4,2,10,1
2021년09월_남_총인구수,"461,496","119,231","7,030","9,961","5,963","7,983","7,769","6,845","6,727","6,481","8,029","7,751","2,899","4,912","6,155","22,203","2,537","4,375","1,611","108,053","17,585","6,889","3,493","12,766","5,089","11,906","13,170","6,866","6,424","10,504","13,361","234,212","12,783","8,441","5,108","6,921","9,706","14,336","7,368","7,425","15,438","9,045","12,458","6,499","8,591","7,836","14,030","12,809","11,984","13,079","13,229","8,354","14,745","14,027"
2021년09월_남_연령구간인구수,"461,496","119,231","7,030","9,961","5,963","7,983","7,769","6,845","6,727","6,481","8,029","7,751","2,899","4,912","6,155","22,203","2,537","4,375","1,611","108,053","17,585","6,889","3,493","12,766","5,089","11,906","13,170","6,866","6,424","10,504","13,361","234,212","12,783","8,441","5,108","6,921","9,706","14,336","7,368","7,425","15,438","9,045","12,458","6,499","8,591","7,836","14,030","12,809","11,984","13,079","13,229","8,354","14,745","14,027"
2021년09월_남_0~9세,"33,959","7,542",236,876,193,267,351,285,319,179,351,514,172,265,348,"2,425",260,422,79,"6,458",769,429,186,687,330,637,814,238,269,678,"1,421","19,959",969,614,531,504,719,"1,002",478,662,"1,214",699,"1,146",490,612,581,"1,083","1,595","1,330","1,362",927,649,"1,049","1,743"
2021년09월_남_10~19세,"43,935","8,636",378,796,357,370,550,435,572,343,559,680,260,467,240,"2,043",244,259,83,"8,191",934,443,218,950,474,981,912,448,451,925,"1,455","27,108","1,506","1,135",997,"1,251",938,"1,568",708,903,"2,143","1,164","1,558",934,663,892,980,"1,874","1,529","1,567","1,122",761,"1,342","1,573"
2021년09월_남_20~29세,"66,020","17,869","1,052","1,316",892,"1,474","1,305","1,077","1,117",949,"1,220","1,106",371,703,"1,222","2,700",488,607,270,"15,749","3,019",779,444,"1,912",882,"1,874","1,789",900,923,"1,604","1,623","32,402","1,905","1,162",512,986,"1,592","2,106",987,"1,012","2,191","1,405","1,672",902,"1,371",984,"2,025","1,320","1,503","1,853","1,900","1,298","2,198","1,518"
2021년09월_남_30~39세,"68,998","18,621","1,065","1,675",904,"1,231","1,177",927,900,848,"1,128","1,153",386,567,"1,501","3,365",466,"1,025",303,"16,726","3,340",936,605,"1,977",686,"1,646","2,247",872,893,"1,517","2,007","33,651","1,803","1,097",333,752,"1,785","2,200","1,461","1,103","2,046","1,162","1,709",584,"1,410",953,"2,799","1,518","1,593","1,667","2,153","1,323","2,181","2,019"
2021년09월_남_40~49세,"75,611","19,159","1,137","1,524",968,"1,170","1,136","1,017","1,042",936,"1,168","1,215",520,817,"1,216","4,107",399,576,211,"16,833","2,644","1,127",538,"1,961",775,"1,759","2,143","1,037",930,"1,504","2,415","39,619","2,053","1,568","1,152","1,406","1,490","2,550","1,130","1,274","2,782","1,419","2,029",979,"1,296","1,228","2,097","2,598","2,218","2,177","1,953","1,343","2,208","2,669"
2021년09월_남_50~59세,"77,605","20,448","1,404","1,654","1,168","1,407","1,405","1,344","1,203","1,375","1,399","1,308",478,889,793,"3,425",302,660,234,"18,896","2,820","1,375",595,"2,188",862,"2,173","2,273","1,517","1,297","1,814","1,982","38,261","2,045","1,499",865,"1,134","1,434","2,420","1,120","1,194","2,539","1,600","2,073","1,178","1,291","1,227","2,081","2,101","1,994","2,262","2,111","1,402","2,455","2,236"
2021년09월_남_60~69세,"58,337","16,759","1,120","1,381",913,"1,235","1,113","1,117",924,"1,153","1,312","1,049",405,708,535,"2,786",240,516,252,"15,870","2,439","1,160",589,"1,902",650,"1,699","1,939","1,183","1,073","1,693","1,543","25,708","1,461",704,387,560,"1,032","1,251",867,697,"1,431","1,024","1,334",871,"1,177","1,137","1,903","1,182","1,172","1,451","1,734",942,"1,829","1,562"
2021년09월_남_70~79세,"26,221","7,632",490,584,436,601,539,471,463,529,670,521,224,363,233,"1,012",108,249,139,"7,003","1,193",479,227,879,324,819,798,531,472,589,692,"11,586",682,369,213,227,499,756,408,330,670,376,638,372,549,548,777,441,465,555,862,414,904,531
2021년09월_남_80~89세,"9,730","2,350",136,133,121,212,179,156,181,156,208,188,77,124,60,303,26,54,36,"2,158",391,150,82,289,102,304,235,127,108,165,205,"5,222",319,256,107,92,198,433,180,215,377,177,259,168,194,258,260,165,163,165,404,190,482,160
2021년09월_남_90~99세,"1,034",199,12,20,11,16,13,15,6,12,10,13,6,8,7,35,4,7,4,158,34,11,4,21,4,14,19,10,8,15,18,677,38,37,9,9,19,46,28,34,44,19,38,20,27,28,25,14,16,20,63,32,95,16
2021년09월_남_100세 이상,46,16,0,2,0,0,1,1,0,1,4,4,0,1,0,2,0,0,0,11,2,0,5,0,0,0,1,3,0,0,0,19,2,0,2,0,0,4,1,1,1,0,2,1,1,0,0,1,1,0,0,0,2,0
2021년09월_여_총인구수,"470,264","116,299","6,312","10,398","5,359","7,541","7,687","6,513","6,562","5,957","7,887","7,946","2,784","5,034","4,948","23,293","2,219","4,430","1,429","105,227","16,239","6,169","3,299","13,143","5,283","12,135","12,244","6,283","5,901","10,333","14,198","248,738","13,176","9,282","5,394","6,966","9,696","16,165","8,177","7,906","16,516","9,297","13,088","6,813","8,751","8,625","14,487","13,224","12,637","14,028","14,947","8,953","16,037","14,573"
2021년09월_여_연령구간인구수,"470,264","116,299","6,312","10,398","5,359","7,541","7,687","6,513","6,562","5,957","7,887","7,946","2,784","5,034","4,948","23,293","2,219","4,430","1,429","105,227","16,239","6,169","3,299","13,143","5,283","12,135","12,244","6,283","5,901","10,333","14,198","248,738","13,176","9,282","5,394","6,966","9,696","16,165","8,177","7,906","16,516","9,297","13,088","6,813","8,751","8,625","14,487","13,224","12,637","14,028","14,947","8,953","16,037","14,573"
2021년09월_여_0~9세,"32,470","7,366",233,908,226,226,371,277,304,173,380,504,143,266,332,"2,340",245,358,80,"6,180",753,402,204,695,264,590,760,238,267,676,"1,331","18,924",914,587,575,458,675,964,393,633,"1,140",656,"1,047",461,624,610,"1,009","1,479","1,223","1,266",902,615,"1,083","1,610"
2021년09월_여_10~19세,"41,816","8,257",325,806,291,354,486,457,558,286,495,603,241,455,223,"2,164",200,254,59,"7,694",920,374,208,992,506,875,840,440,383,795,"1,361","25,865","1,368","1,027",969,"1,145",916,"1,653",599,819,"2,104","1,043","1,529",834,595,861,977,"1,750","1,512","1,452","1,156",816,"1,219","1,521"
2021년09월_여_20~29세,"62,736","16,059",904,"1,280",799,"1,354","1,185",826,951,792,"1,099","1,005",309,658,"1,038","2,712",269,683,195,"14,634","2,857",675,437,"1,952",921,"1,707","1,534",747,829,"1,390","1,585","32,043","1,741","1,218",439,889,"1,403","2,534",986,951,"2,253","1,267","1,580",840,"1,290","1,020","1,960","1,317","1,509","1,873","1,990","1,334","2,134","1,515"
2021년09월_여_30~39세,"66,379","16,222",752,"1,657",643,951,947,772,720,607,920,"1,047",318,510,"1,021","3,790",417,931,219,"14,263","2,474",861,478,"1,844",644,"1,382","1,753",657,657,"1,354","2,159","35,894","1,762","1,247",472,720,"1,615","2,621","1,429","1,168","2,145","1,140","1,812",714,"1,363","1,102","2,411","1,936","1,916","1,925","2,329","1,348","2,290","2,429"
2021년09월_여_40~49세,"77,933","17,145",818,"1,576",735,889,"1,036",913,"1,016",735,"1,089","1,161",434,805,782,"4,051",350,554,201,"15,160","2,111",915,430,"1,889",781,"1,746","1,716",826,780,"1,451","2,515","45,628","2,379","2,025","1,405","1,678","1,650","3,240","1,386","1,472","3,334","1,712","2,400","1,246","1,344","1,481","2,055","2,936","2,360","2,427","2,260","1,487","2,562","2,789"
2021년09월_여_50~59세,"77,334","19,511","1,118","1,795",986,"1,272","1,359","1,177","1,130","1,141","1,401","1,383",458,873,633,"3,611",295,673,206,"18,281","2,627","1,019",571,"2,179",871,"2,178","2,212","1,255","1,171","1,980","2,218","39,542","2,189","1,431",682,"1,035","1,480","2,380","1,216","1,231","2,558","1,704","2,088","1,211","1,376","1,331","2,353","1,907","1,988","2,531","2,416","1,498","2,673","2,264"
2021년09월_여_60~69세,"60,880","17,718","1,194","1,518",901,"1,300","1,192","1,127",983,"1,185","1,400","1,207",461,771,562,"2,838",263,552,264,"16,243","2,404","1,065",558,"2,053",695,"1,875","1,970","1,181","1,029","1,623","1,790","26,919","1,551",713,401,590,"1,114","1,343",957,774,"1,468","1,002","1,403",820,"1,196","1,162","2,095","1,141","1,283","1,528","1,920",979,"1,931","1,548"
2021년09월_여_70~79세,"31,362","9,178",619,579,540,800,696,635,578,680,774,663,288,468,248,"1,080",114,280,136,"8,252","1,348",592,252,999,385,"1,199",939,592,501,667,778,"13,932",743,542,251,266,552,851,639,467,858,425,735,400,615,634,967,487,515,646,"1,127",513,"1,153",546
2021년09월_여_80~89세,"16,035","4,126",307,228,206,347,347,288,282,303,285,318,113,199,76,598,54,122,53,"3,779",625,229,115,456,190,502,438,297,239,319,369,"8,130",428,421,162,158,233,503,474,311,534,280,385,226,281,352,537,219,269,313,683,293,792,276
2021년09월_여_90~99세,"3,163",673,41,48,31,44,63,40,39,47,40,51,17,28,31,107,11,22,13,691,113,36,18,80,26,78,82,46,44,77,91,"1,799",97,68,38,26,56,73,95,80,118,67,107,61,63,69,113,51,57,66,160,68,192,74
2021년09월_여_100세 이상,156,44,1,3,1,4,5,1,1,8,4,4,2,1,2,2,1,1,3,50,7,1,28,4,0,3,0,4,1,1,1,62,4,3,0,1,2,3,3,0,4,1,2,0,4,3,10,1,5,1,4,2,8,1
