카테고리,서울특별시 중랑구,서울특별시 중랑구 면목제2동,서울특별시 중랑구 면목제4동,서울특별시 중랑구 면목제5동,서울특별시 중랑구 면목본동,서울특별시 중랑구 면목제7동,서울특별시 중랑구 면목제3.8동,서울특별시 중랑구 상봉제1동,서울특별시 중랑구 상봉제2동,서울특별시 중랑구 중화제1동,서울특별시 중랑구 중화제2동,서울특별시 중랑구 묵제1동,서울특별시 중랑구 묵제2동,서울특별시 중랑구 망우본동,서울특별시 중랑구 망우제3동,서울특별시 중랑구 신내1동,서울특별시 중랑구 신내2동
2021년10월_계_총인구수,"388,218","24,106","19,148","14,760","33,625","21,795","24,933","24,214","20,379","19,745","25,032","34,608","18,904","31,441","16,381","38,558","20,589"
2021년10월_계_연령구간인구수,"388,218","24,106","19,148","14,760","33,625","21,795","24,933","24,214","20,379","19,745","25,032","34,608","18,904","31,441","16,381","38,558","20,589"
2021년10월_계_0~9세,"21,552","1,149","1,020","1,377","1,416","1,119","1,026","1,704",760,"1,151","1,021","2,172",991,"1,720",684,"3,006","1,236"
2021년10월_계_10~19세,"25,678","1,486","1,196",883,"1,836","1,182","1,397","1,888",756,"1,279","1,128","3,029","1,153","1,981","1,062","3,781","1,641"
2021년10월_계_20~29세,"54,531","3,229","2,474","1,760","5,221","2,980","3,669","3,439","4,264","2,784","3,649","4,875","2,645","4,189","2,196","4,704","2,453"
2021년10월_계_30~39세,"56,970","3,199","2,679","2,670","5,180","3,274","3,521","3,581","4,434","3,147","3,681","4,729","2,924","4,399","2,022","4,710","2,820"
2021년10월_계_40~49세,"55,899","3,512","2,948","2,283","4,817","3,075","3,373","3,488","2,586","2,725","3,334","5,585","2,775","4,267","2,228","5,850","3,053"
2021년10월_계_50~59세,"67,728","4,770","3,301","2,437","6,171","3,788","4,576","4,216","3,074","3,236","4,747","5,543","3,185","5,673","3,192","6,358","3,461"
2021년10월_계_60~69세,"60,530","3,811","3,025","1,970","5,067","3,646","4,152","3,546","2,586","3,173","4,281","4,876","3,016","5,345","2,864","5,789","3,383"
2021년10월_계_70~79세,"31,148","2,053","1,827",988,"2,740","1,928","2,244","1,558","1,333","1,599","2,163","2,584","1,552","2,640","1,464","2,849","1,626"
2021년10월_계_80~89세,"12,488",782,604,355,"1,065",708,859,698,508,585,932,"1,074",595,"1,059",575,"1,289",800
2021년10월_계_90~99세,"1,612",111,70,36,108,93,111,93,66,64,93,127,65,160,91,213,111
2021년10월_계_100세 이상,82,4,4,1,4,2,5,3,12,2,3,14,3,8,3,9,5
2021년10월_남_총인구수,"191,601","12,036","9,539","7,427","16,653","10,961","12,364","11,810","9,822","9,677","12,842","16,703","9,297","15,735","8,223","18,700","9,812"
2021년10월_남_연령구간인구수,"191,601","12,036","9,539","7,427","16,653","10,961","12,364","11,810","9,822","9,677","12,842","16,703","9,297","15,735","8,223","18,700","9,812"
2021년10월_남_0~9세,"11,098",593,544,676,718,619,528,872,370,586,553,"1,113",510,870,364,"1,546",636
2021년10월_남_10~19세,"13,039",735,618,457,887,609,728,"1,001",410,623,593,"1,518",602,"1,000",484,"1,947",827
2021년10월_남_20~29세,"26,873","1,616","1,286",892,"2,626","1,501","1,829","1,695","1,787","1,370","1,812","2,303","1,280","2,102","1,131","2,393","1,250"
2021년10월_남_30~39세,"29,285","1,686","1,399","1,344","2,721","1,687","1,870","1,807","2,225","1,648","1,942","2,398","1,499","2,281","1,099","2,288","1,391"
2021년10월_남_40~49세,"28,917","1,866","1,564","1,239","2,528","1,644","1,770","1,740","1,353","1,415","1,799","2,737","1,427","2,272","1,139","2,894","1,530"
2021년10월_남_50~59세,"33,517","2,431","1,645","1,242","3,081","1,878","2,250","2,014","1,546","1,538","2,554","2,672","1,579","2,865","1,606","3,002","1,614"
2021년10월_남_60~69세,"29,367","1,852","1,434",975,"2,456","1,797","1,990","1,711","1,257","1,510","2,194","2,284","1,414","2,683","1,455","2,803","1,552"
2021년10월_남_70~79세,"14,185",920,786,455,"1,197",915,"1,016",684,633,735,988,"1,189",722,"1,246",687,"1,310",702
2021년10월_남_80~89세,"4,950",313,242,136,418,291,352,268,221,239,379,458,250,379,240,486,278
2021년10월_남_90~99세,348,24,20,10,20,20,29,18,18,12,27,25,13,34,17,31,30
2021년10월_남_100세 이상,22,0,1,1,1,0,2,0,2,1,1,6,1,3,1,0,2
2021년10월_여_총인구수,"196,617","12,070","9,609","7,333","16,972","10,834","12,569","12,404","10,557","10,068","12,190","17,905","9,607","15,706","8,158","19,858","10,777"
2021년10월_여_연령구간인구수,"196,617","12,070","9,609","7,333","16,972","10,834","12,569","12,404","10,557","10,068","12,190","17,905","9,607","15,706","8,158","19,858","10,777"
2021년10월_여_0~9세,"10,454",556,476,701,698,500,498,832,390,565,468,"1,059",481,850,320,"1,460",600
2021년10월_여_10~19세,"12,639",751,578,426,949,573,669,887,346,656,535,"1,511",551,981,578,"1,834",814
2021년10월_여_20~29세,"27,658","1,613","1,188",868,"2,595","1,479","1,840","1,744","2,477","1,414","1,837","2,572","1,365","2,087","1,065","2,311","1,203"
2021년10월_여_30~39세,"27,685","1,513","1,280","1,326","2,459","1,587","1,651","1,774","2,209","1,499","1,739","2,331","1,425","2,118",923,"2,422","1,429"
2021년10월_여_40~49세,"26,982","1,646","1,384","1,044","2,289","1,431","1,603","1,748","1,233","1,310","1,535","2,848","1,348","1,995","1,089","2,956","1,523"
2021년10월_여_50~59세,"34,211","2,339","1,656","1,195","3,090","1,910","2,326","2,202","1,528","1,698","2,193","2,871","1,606","2,808","1,586","3,356","1,847"
2021년10월_여_60~69세,"31,163","1,959","1,591",995,"2,611","1,849","2,162","1,835","1,329","1,663","2,087","2,592","1,602","2,662","1,409","2,986","1,831"
2021년10월_여_70~79세,"16,963","1,133","1,041",533,"1,543","1,013","1,228",874,700,864,"1,175","1,395",830,"1,394",777,"1,539",924
2021년10월_여_80~89세,"7,538",469,362,219,647,417,507,430,287,346,553,616,345,680,335,803,522
2021년10월_여_90~99세,"1,264",87,50,26,88,73,82,75,48,52,66,102,52,126,74,182,81
